Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
25,2024-06-17 00:00:00,0041330836,INV,1166,ASCOT RACECOURSE,03294800,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,DirExp NHS HLC
26,2024-06-03 00:00:00,0016954677,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,DirExp NHS HLC
27,2024-06-24 00:00:00,0041329866,INV,291056,BOXXE LIMITED,14505500,BUSINESS SUPPORT,DIGITAL TRANSFORMATION,DIGITAL TRANSFORMATION,C6000,Capital Budget
28,2024-06-20 00:00:00,0030274623,INV,310613,PERFECT HOMES LTD,80166200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
29,2024-06-27 00:00:00,0041331634,INV,27513.76,LEIGH ACADEMIES TRUST,13787500,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1600,BuildgWrksOthe
30,2024-06-03 00:00:00,0041329847,INV,4050,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
31,2024-06-18 00:00:00,0041330875,INV,373.67,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
32,2024-06-04 00:00:00,0041329895,INV,2940,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
33,2024-06-18 00:00:00,0041330919,INV,24875,NEILCOTT CONSTRUCTION LTD,80147400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
34,2024-06-13 00:00:00,0041330642,INV,59351.34,LEIGH ACADEMIES TRUST,13787500,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
35,2024-06-24 00:00:00,0041330745,INV,1090,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
36,2024-06-24 00:00:00,0041330920,INV,28291.65,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
37,2024-06-04 00:00:00,0041329748,INV,3575,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
38,2024-06-04 00:00:00,0041329925,INV,8345,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
39,2024-06-24 00:00:00,0041330750,INV,1625.75,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
40,2024-06-24 00:00:00,0041330752,INV,827.96,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
41,2024-06-03 00:00:00,0041329846,INV,495,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
42,2024-06-04 00:00:00,0041329896,INV,8929,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
43,2024-06-10 00:00:00,0041330206,INV,2970,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
44,2024-06-27 00:00:00,0041331328,INV,3243.57,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1600,BuildgWrksOthe
45,2024-06-27 00:00:00,0041331329,INV,3859.9,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1600,BuildgWrksOthe
46,2024-06-27 00:00:00,0041331592,INV,1075,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
47,2024-06-24 00:00:00,0041330921,INV,14967.53,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
48,2024-06-13 00:00:00,0041330578,INV,75409.06,LEIGH ACADEMIES TRUST,13787500,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
49,2024-06-20 00:00:00,0016955263,INV,1925,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
50,2024-06-24 00:00:00,0016955373,INV,394.27,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
51,2024-06-24 00:00:00,0016955374,INV,2732.48,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
52,2024-06-17 00:00:00,0016954913,INV,2599.54,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
53,2024-06-24 00:00:00,0016955370,INV,532.28,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
54,2024-06-24 00:00:00,0016955372,INV,1903.37,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
55,2024-06-20 00:00:00,0016955371,INV,4278.32,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
56,2024-06-24 00:00:00,0030274654,INV,4278.32,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
57,2024-06-20 00:00:00,0016955371,INV,1710.65,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
58,2024-06-24 00:00:00,0030274654,INV,1710.65,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
59,2024-06-24 00:00:00,0016955372,INV,1429.26,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
60,2024-06-24 00:00:00,0016955373,INV,2450.16,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
61,2024-06-24 00:00:00,0016955374,INV,672.51,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
62,2024-06-24 00:00:00,0016955374,INV,1112.72,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
63,2024-06-24 00:00:00,0016955374,INV,3908.88,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
64,2024-06-24 00:00:00,0016955374,INV,6335.19,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
65,2024-06-24 00:00:00,0016955374,INV,106.93,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
66,2024-06-20 00:00:00,0016955371,INV,18243.72,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
67,2024-06-24 00:00:00,0030274654,INV,18243.72,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
68,2024-06-20 00:00:00,0016955371,INV,29215.11,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
69,2024-06-24 00:00:00,0030274654,INV,29215.11,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
70,2024-06-24 00:00:00,0016955374,INV,17701.49,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
71,2024-06-03 00:00:00,0041329095,INV,4053.1,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
72,2024-06-11 00:00:00,0041330087,INV,2773.17,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
73,2024-06-18 00:00:00,0014901967,INV,4146.75,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
74,2024-06-27 00:00:00,0014902001,INV,3637.84,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
75,2024-06-18 00:00:00,0041330389,INV,14958.07,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
76,2024-06-11 00:00:00,0041328701,INV,400,FAFS FIRE & SERVICES,14294300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
77,2024-06-24 00:00:00,0016955372,INV,3610.25,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
78,2024-06-24 00:00:00,0016955373,INV,5051.99,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
79,2024-06-11 00:00:00,0041330402,INV,6583.21,BELL GROUP LTD,80166000,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
80,2024-06-03 00:00:00,0014901910,INV,176359.61,BREYER GROUP PLC,80121800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
81,2024-06-03 00:00:00,0014901910,INV,-25022.39,BREYER GROUP PLC,80121800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
82,2024-06-25 00:00:00,0030274659,INV,32036.84,BREYER GROUP PLC,80121800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
83,2024-06-25 00:00:00,0030274659,INV,-1243.86,BREYER GROUP PLC,80121800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
84,2024-06-11 00:00:00,0041330402,INV,7395.8,BELL GROUP LTD,80166000,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
85,2024-06-10 00:00:00,0041330289,INV,400,HOME ADAPTATIONS SOUTH EAST LTD,70050400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
86,2024-06-13 00:00:00,0041330568,INV,5694.65,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
87,2024-06-10 00:00:00,0041330247,INV,165.75,BANNER TRADING NAME OF SUPPLIES TEAM,01211900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
88,2024-06-10 00:00:00,0041330269,INV,2823.53,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
89,2024-06-10 00:00:00,0041329763,INV,1600,LLOYD BORE LTD,02891600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C2500,Survey&Consult
90,2024-06-13 00:00:00,0041330581,INV,1925,SWECO UK LTD,13704800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees
91,2024-06-27 00:00:00,0041331554,INV,2000,FRANCIS KNIGHT LTD,02400300,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
92,2024-06-10 00:00:00,0041330215,INV,640,JRS BUILDING SERVICES & COMPLIANCE MGT,13660800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0400,Design Fees External (New)
93,2024-06-11 00:00:00,0041330413,INV,42104.7,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Building Works
94,2024-06-24 00:00:00,0041331296,INV,24130,RAAC CONSULTING SOLUTIONS LIMITED,14509500,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
95,2024-06-24 00:00:00,0041331385,INV,225,RAAC CONSULTING SOLUTIONS LIMITED,14509500,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,Design Fees
96,2024-06-17 00:00:00,0041330685,INV,3349.89,CAM-TECH SECURITY,04110000,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Building Works
97,2024-06-06 00:00:00,0041329964,INV,874,REDACTED PERSONAL DATA,03968100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
98,2024-06-10 00:00:00,0041330165,INV,874,REDACTED PERSONAL DATA,03968100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
99,2024-06-10 00:00:00,0041330178,INV,874,REDACTED PERSONAL DATA,03968100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
100,2024-06-25 00:00:00,0041331421,INV,851,REDACTED PERSONAL DATA,03968100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
101,2024-06-13 00:00:00,0030274609,INV,6.9,REDACTED PERSONAL DATA,00556000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
102,2024-06-13 00:00:00,0030274609,INV,6.9,REDACTED PERSONAL DATA,00556000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
103,2024-06-10 00:00:00,0041330259,INV,215,REDACTED PERSONAL DATA,02700100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
104,2024-06-10 00:00:00,0041330268,INV,250,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
105,2024-06-27 00:00:00,0041331670,INV,2402.66,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
106,2024-06-11 00:00:00,0041330397,INV,12440,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
107,2024-06-03 00:00:00,0041329686,INV,6460,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
108,2024-06-13 00:00:00,0041330285,INV,3495,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
109,2024-06-03 00:00:00,0041329681,INV,10380,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
110,2024-06-03 00:00:00,0041329682,INV,795,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
111,2024-06-11 00:00:00,0041330436,INV,13030,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
112,2024-06-13 00:00:00,0041330571,INV,680,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
113,2024-06-13 00:00:00,0041330569,INV,17840,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
114,2024-06-04 00:00:00,0041329903,INV,7090,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
115,2024-06-10 00:00:00,0041330309,INV,542,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
116,2024-06-11 00:00:00,0041330435,INV,19260,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
117,2024-06-03 00:00:00,0041329787,INV,11600,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
118,2024-06-03 00:00:00,0041329788,INV,1685,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
119,2024-06-13 00:00:00,0041330678,INV,718.05,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
120,2024-06-18 00:00:00,0041330915,INV,1209,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
121,2024-06-20 00:00:00,0041331142,INV,18765,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
122,2024-06-17 00:00:00,0041330712,INV,3426,REDACTED PERSONAL DATA,70091200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
123,2024-06-27 00:00:00,0041331666,INV,8800,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
124,2024-06-27 00:00:00,0041331667,INV,320,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
125,2024-06-13 00:00:00,0041330433,INV,7906,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
126,2024-06-25 00:00:00,0041331432,INV,8054,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
127,2024-06-06 00:00:00,0041329782,INV,3467,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
128,2024-06-18 00:00:00,0041330963,INV,2500,REDACTED PERSONAL DATA,04034800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&
129,2024-06-13 00:00:00,0041329917,INV,700.69,SETON,00380100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
130,2024-06-11 00:00:00,0041330426,INV,520,VIKING DIRECT,03618300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
131,2024-06-06 00:00:00,0041329362,INV,2691,J P LENNARD LTD,00518900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
132,2024-06-06 00:00:00,0041329658,INV,1333.43,SETON,00380100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
133,2024-06-06 00:00:00,0041329658,INV,27.9,SETON,00380100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
134,2024-06-06 00:00:00,0041329825,INV,5105.23,PULSE FITNESS,02309200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
135,2024-06-06 00:00:00,0041329825,INV,25.37,PULSE FITNESS,02309200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C0700,Furniture & Fittings (New)
