Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
21,2025-01-30 00:00:00,0030276246,INV,1339.08,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,CONTRA A/C EXP,X1101B2000701630,RECH WK O P&T Exp RechWK R&D
22,2025-01-09 00:00:00,0030276059,INV,252824.45,NEILCOTT CONSTRUCTION LTD,80147400,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,CONTRA A/C EXP,X1723B2000807250,RETENTIONS EDU Cont Retention
23,2025-01-09 00:00:00,0030276061,INV,1993.06,G BAKER ROOFING LTD,80144400,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,CONTRA A/C EXP,X1723B2000807250,RETENTIONS EDU Cont Retention
24,2025-01-23 00:00:00,0030276122,INV,250,MEDWAY RUGBY FOOTBALL CLUB LTD,01300300,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,CONTRA A/C EXP,X4231B2000081015,MAYORS CHAR FD Exp Quiz Night
25,2025-01-30 00:00:00,0030276246,INV,6074.6,VOLKER HIGHWAYS LTD,80156300,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X4532B2000000000,RES COMM STRUC Direct Exp
26,2025-01-23 00:00:00,0016968076,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
27,2025-01-23 00:00:00,0016968078,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
28,2025-01-23 00:00:00,0016968074,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
29,2025-01-23 00:00:00,0016968086,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
30,2025-01-23 00:00:00,0016968085,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
31,2025-01-23 00:00:00,0016968084,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
32,2025-01-23 00:00:00,0016968082,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
33,2025-01-23 00:00:00,0016968083,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
34,2025-01-20 00:00:00,0016967554,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
35,2025-01-20 00:00:00,0016967553,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
36,2025-01-20 00:00:00,0016967552,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
37,2025-01-20 00:00:00,0016967551,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
38,2025-01-20 00:00:00,0016967550,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
39,2025-01-20 00:00:00,0016967549,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
40,2025-01-20 00:00:00,0016967556,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
41,2025-01-20 00:00:00,0016967555,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,CONTRA A/C EXP,X5800B2000000000,HRA CAP REC Direct Exp
42,2025-01-23 00:00:00,0041345350,INV,605,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C6000,Capital Budget,9S061C6000000000,CHILDASSESSMEN Capital Budget
43,2025-01-30 00:00:00,0041345804,INV,434.5,C J BELL HEALTH & SAFETY LTD,03827400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CONDITION PROGRAMME,C1500,HighHlstwCycle,9X534C1500000000,CONPROGROOF Building Wks
44,2025-01-09 00:00:00,0030276061,INV,5468.75,G BAKER ROOFING LTD,80144400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CONDITION PROGRAMME,C1500,HighHlstwCycle,9X534C1500000000,CONPROGROOF Building Wks
45,2025-01-30 00:00:00,0041345682,INV,1073.06,LONDON FIRE SOLUTIONS LTD,80847600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CONDITION PROGRAMME,C1500,HighHlstwCycle,9X537C1500000000,CONDPROGFIRE Building Wks
46,2025-01-30 00:00:00,0041345737,INV,4315.76,LONDON FIRE SOLUTIONS LTD,80847600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CONDITION PROGRAMME,C1500,HighHlstwCycle,9X537C1500000000,CONDPROGFIRE Building Wks
47,2025-01-13 00:00:00,0041344583,INV,4050,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle,9X588C1400000000,VICTORYACADEMY Desgn Fees Ext
48,2025-01-30 00:00:00,0041345897,INV,302364.32,PERFECT HOMES LTD,80166200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle,9X588C1500000000,VICTORYACADEMY Building Wks
49,2025-01-30 00:00:00,0041345897,INV,278875.09,PERFECT HOMES LTD,80166200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle,9X588C1500000000,VICTORYACADEMY Building Wks
50,2025-01-13 00:00:00,0041344594,INV,3528,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle,9X589C1400000000,RIVERMEAD Desgn Fees Ext
51,2025-01-14 00:00:00,0041344593,INV,2940,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,HighHlstwCycle,9X591C1500000000,GREENACRE ACAD Building Wks
52,2025-01-06 00:00:00,0041344175,INV,411959.12,NEILCOTT CONSTRUCTION LTD,80147400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,HighHlstwCycle,9X591C1500000000,GREENACRE ACAD Building Wks
53,2025-01-13 00:00:00,0041344596,INV,1292.5,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle,9X603C1400000000,DANE CT SEND Desgn Fees Ext
54,2025-01-23 00:00:00,0041345446,INV,101760.93,G A HARPER LTD,80047200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle,9X603C1500000000,DANE CT SEND Building Wks
55,2025-01-30 00:00:00,0041345795,INV,7866.8,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle,9X604C1500000000,ROWANS SEND Building Wks
56,2025-01-30 00:00:00,0041345796,INV,14967.53,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle,9X604C1500000000,ROWANS SEND Building Wks
57,2025-01-23 00:00:00,0030276123,INV,15000,REDACTED PERSONAL DATA,04141100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C7000,CapitalGrants&,9X609C7000751021,CHILDCAREEXPGR StMargsCapGrnt
58,2025-01-28 00:00:00,0016968265,INV,19256.53,RHODAR INDUSTRIAL SERVICES LIMITED,80848100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050105,AsbestosRemoval/Encapsulation
59,2025-01-07 00:00:00,0030276028,INV,15386.16,RHODAR INDUSTRIAL SERVICES LIMITED,80848100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050105,AsbestosRemoval/Encapsulation
60,2025-01-21 00:00:00,0030276119,INV,8078.28,RHODAR INDUSTRIAL SERVICES LIMITED,80848100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050105,AsbestosRemoval/Encapsulation
61,2025-01-23 00:00:00,0030276143,INV,6402.01,RHODAR INDUSTRIAL SERVICES LIMITED,80848100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050105,AsbestosRemoval/Encapsulation
62,2025-01-10 00:00:00,0030275995,INV,13468,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050166,FlatRoofReplacement(Inclu sheds/outhouse)
63,2025-01-21 00:00:00,0016967835,INV,21387.07,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050178,Bathroom Replacement
64,2025-01-21 00:00:00,0016967835,INV,18521.2,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050179,Kitchen Replacement(Incl Common)
65,2025-01-14 00:00:00,0016966579,INV,9170,SWALE HEATING LTD,14555600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050182,DomesticBoiler&HeatingReplementProg
66,2025-01-14 00:00:00,0016966579,INV,2030,SWALE HEATING LTD,14555600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H100C1500050218,IMP HSG STOCK BldWorks Radia
67,2025-01-14 00:00:00,0041344840,INV,7500,DOLPHIN LIFTS KENT,70035800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H112C1500000000,DISABLED ADAPT Building Wks
68,2025-01-20 00:00:00,0041345242,INV,6118.34,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H112C1500000000,DISABLED ADAPT Building Wks
69,2025-01-28 00:00:00,0041345732,INV,726.01,MOVE REPORTS UK,14569200,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0900,BuildingPurcha,9H131C0900000000,HRA PURHSNGUNT Build Purch
70,2025-01-23 00:00:00,0016968110,INV,350,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H131C1500000000,HRA PURHSNGUNT Building Wks
71,2025-01-09 00:00:00,0041344373,INV,600,DELCO SAFETY COMPLIANCE,14396300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle,9H131C1500000000,HRA PURHSNGUNT Building Wks
72,2025-01-23 00:00:00,0016967901,INV,172280.98,PERFECT HOMES LTD,80166200,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0900,BuildingPurcha,9H205C0900000000,HRA PHASE 5 Build Purch
73,2025-01-21 00:00:00,0041345352,INV,544.5,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,HighHlstwCycle,9C722C1500900042,EMERGREFITPH1 G'HAMLIBBDGWK
74,2025-01-23 00:00:00,0041345529,INV,10780,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0400,Design Fees External (New),9C723C0400000000,GW BUILD WORKS Des Fee Ext Nw
75,2025-01-30 00:00:00,0041345539,INV,151734,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,HighHlstwCycle,9C723C1500000000,GW BUILD WORKS Building Wks
76,2025-01-07 00:00:00,0041344225,INV,6499,LSI ARCHITECTS DESIGN LTD,14331200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0400,Design Fees External (New),9C724C0400000000,HLC PENTAGON Des Fee Ext Nw
77,2025-01-07 00:00:00,0041344226,INV,482560.55,BAUVILL LTD,80153900,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,HighHlstwCycle,9C724C1500000000,HLC PENTAGON Building Wks
78,2025-01-07 00:00:00,0041344223,INV,12000,BLACK CAT BUILDING CONSULTANCY LIMITED,13787800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,HighHlstwCycle,9C724C1500000000,HLC PENTAGON Building Wks
79,2025-01-07 00:00:00,0041344224,INV,2474.59,INGLETON WOOD LLP,14366100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,HighHlstwCycle,9C724C1500000000,HLC PENTAGON Building Wks
80,2025-01-09 00:00:00,0041344455,INV,10939.5,BAILEY PARTNERSHIP (GROUP) LTD,02743600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,HighHlstwCycle,9C728C1400000000,GW IMPRVMNT WK Desgn Fees Ext
81,2025-01-13 00:00:00,0041344668,INV,1356.6,BAILEY PARTNERSHIP (GROUP) LTD,02743600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,HighHlstwCycle,9C728C1400000000,GW IMPRVMNT WK Desgn Fees Ext
82,2025-01-21 00:00:00,0041345353,INV,4387.9,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,HighHlstwCycle,9C728C1400000000,GW IMPRVMNT WK Desgn Fees Ext
83,2025-01-23 00:00:00,0041345451,INV,2700,RAAC CONSULTING SOLUTIONS LIMITED,14509500,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1400,HighHlstwCycle,9C728C1400000000,GW IMPRVMNT WK Desgn Fees Ext
84,2025-01-28 00:00:00,0016968269,INV,47425,REDACTED PERSONAL DATA,13718000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000000000,DFG MANDATORY Cap Grants/Adv
85,2025-01-28 00:00:00,0016968268,INV,47425,REDACTED PERSONAL DATA,13718000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000000000,DFG MANDATORY Cap Grants/Adv
86,2025-01-30 00:00:00,0041345905,INV,8830,REDACTED PERSONAL DATA,70014900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608548,DFG MANDATORY DFG Mandatory
87,2025-01-06 00:00:00,0041344250,INV,13290,REDACTED PERSONAL DATA,70050500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608563,DFG MANDATORY DFG Mandarory DFG Mandatory
88,2025-01-28 00:00:00,0041345734,INV,894,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608563,DFG MANDATORY DFG Mandarory DFG Mandatory
89,2025-01-14 00:00:00,0041344838,INV,980,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608588,DFG MANDATORY DFG Mandatory
90,2025-01-14 00:00:00,0041344839,INV,16264,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608588,DFG MANDATORY DFG Mandatory
91,2025-01-27 00:00:00,0041345685,INV,10749.65,REDACTED PERSONAL DATA,70060000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608598,DFG MANDATORY DFG Mandarory DFG Mandatory
92,2025-01-06 00:00:00,0041344182,INV,6339,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608608,DFG MANDATORY DFG Mandarory DFG Mandatory
93,2025-01-14 00:00:00,0041344841,INV,9029,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608612,DFG MANDATORY DFG Mandatory
94,2025-01-14 00:00:00,0041344842,INV,393,REDACTED PERSONAL DATA,70092300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608612,DFG MANDATORY DFG Mandatory
95,2025-01-20 00:00:00,0041345366,INV,400,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608620,DFG MANDATORY DFG Mandatory
96,2025-01-30 00:00:00,0041345908,INV,7570,REDACTED PERSONAL DATA,70092600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608627,DFG MANDATORY DFG Mandarory DFG Mandatory
97,2025-01-07 00:00:00,0041344302,INV,5436,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608630,DFG MANDATORY DFG Mandatory
98,2025-01-13 00:00:00,0041344595,INV,8254,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608630,DFG MANDATORY DFG Mandatory
99,2025-01-13 00:00:00,0041344731,INV,320,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608630,DFG MANDATORY DFG Mandatory
100,2025-01-14 00:00:00,0041344732,INV,877,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608631,DFG MANDATORY DFG Mandatory
101,2025-01-13 00:00:00,0041344733,INV,10560,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608631,DFG MANDATORY DFG Mandatory
102,2025-01-30 00:00:00,0041345916,INV,11096,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608634,DFG MANDATORY DFG Mandarory DFG Mandatory
103,2025-01-30 00:00:00,0041345896,INV,880,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608635,DFG MANDATORY DFG Mandatory
104,2025-01-23 00:00:00,0041345453,INV,12402,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608641,DFG MANDATORY DFG Mandatory
105,2025-01-30 00:00:00,0041345907,INV,8635,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608645,DFG MANDATORY DFG Mandatory
106,2025-01-30 00:00:00,0041345907,INV,80,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608645,DFG MANDATORY DFG Mandatory
107,2025-01-27 00:00:00,0041345562,INV,1395,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608648,DFG MANDATORY DFG Mandarory DFG Mandatory
108,2025-01-30 00:00:00,0041345563,INV,320,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608648,DFG MANDATORY DFG Mandarory DFG Mandatory
