Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
42,2024-08-15 00:00:00,0030274953,INV,16002.4,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
43,2024-08-15 00:00:00,0030274953,INV,397.94,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
44,2024-08-15 00:00:00,0030274953,INV,216.9,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
45,2024-08-15 00:00:00,0030274953,INV,2199.88,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
46,2024-08-15 00:00:00,0030274953,INV,216.9,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
47,2024-08-15 00:00:00,0030274953,INV,397.82,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
48,2024-08-15 00:00:00,0030274953,INV,228.76,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
49,2024-08-15 00:00:00,0030274953,INV,216.9,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
50,2024-08-15 00:00:00,0030274953,INV,131321.85,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
51,2024-08-15 00:00:00,0030274953,INV,326.68,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
52,2024-08-22 00:00:00,0030275008,INV,-10358.69,PERFECT HOMES LTD,80166200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
53,2024-08-01 00:00:00,0030274868,INV,25500,NHS ENGLAND,14309100,NET ASSETS,Long Term Liabilities,Capital Grants & Contributions,B2000,Expenditure
54,2024-08-19 00:00:00,0030274983,INV,7780,RAINHAM AND WIGMORE COMMUNITY ASSOC.,02411300,NET ASSETS,Long Term Liabilities,Capital Grants & Contributions,B2000,Expenditure
55,2024-08-01 00:00:00,0030274869,INV,8500,NHS ENGLAND,14309100,NET ASSETS,Long Term Liabilities,Capital Grants & Contributions,B2000,Expenditure
56,2024-08-01 00:00:00,0041333973,INV,1912.5,GROUP LINE,03935400,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
57,2024-08-05 00:00:00,0041334232,INV,50673.25,BUILDING ASSOCIATES LIMITED,80163700,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
58,2024-08-05 00:00:00,0041334157,INV,650,LANDMARK CHAMBERS,02690100,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
59,2024-08-01 00:00:00,0041334056,INV,265,ABLE CABLE ELECTRICIANS LTD,04203200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C6000,Capital Budget
60,2024-08-22 00:00:00,0041333224,INV,11.58,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
61,2024-08-22 00:00:00,0041333224,INV,17.37,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
62,2024-08-22 00:00:00,0041333224,INV,19.98,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
63,2024-08-22 00:00:00,0041333224,INV,74.88,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
64,2024-08-22 00:00:00,0041333225,INV,172.45,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
65,2024-08-22 00:00:00,0041333225,INV,49.84,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
66,2024-08-12 00:00:00,0041333425,INV,148.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
67,2024-08-12 00:00:00,0041333425,INV,114.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
68,2024-08-19 00:00:00,0041333924,INV,344.97,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
69,2024-08-15 00:00:00,0041334942,INV,707.94,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
70,2024-08-19 00:00:00,0041333924,INV,125.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
71,2024-08-01 00:00:00,0041334120,INV,564,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
72,2024-08-08 00:00:00,0041334488,INV,6640,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
73,2024-08-19 00:00:00,0041333195,INV,519.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
74,2024-08-19 00:00:00,0041333195,INV,411.98,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
75,2024-08-22 00:00:00,0041333224,INV,333.29,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
76,2024-08-22 00:00:00,0041333224,INV,416.66,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
77,2024-08-22 00:00:00,0041333224,INV,37.46,THE GLOW COMPANY UK LTD,02458000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
78,2024-08-15 00:00:00,0041335084,INV,1926,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1400,Design Fees
79,2024-08-22 00:00:00,0030275008,INV,207173.91,PERFECT HOMES LTD,80166200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Obs Sig Equip
80,2024-08-05 00:00:00,0041334304,INV,4050,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
81,2024-08-05 00:00:00,0041334308,INV,9708,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
82,2024-08-19 00:00:00,0041335096,INV,27737.66,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Obs Sig Equip
83,2024-08-05 00:00:00,0041333977,INV,12480,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
84,2024-08-05 00:00:00,0041333979,INV,41797.58,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
85,2024-08-05 00:00:00,0041334310,INV,2678.7,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
86,2024-08-12 00:00:00,0041334350,INV,14967.53,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
87,2024-08-15 00:00:00,0041335083,INV,8124.25,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
88,2024-08-05 00:00:00,0041334255,INV,14967.53,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
89,2024-08-05 00:00:00,0041334258,INV,2858,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
90,2024-08-05 00:00:00,0041334260,INV,53864,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Obs Sig Equip
91,2024-08-22 00:00:00,0014902311,INV,2447.3,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
92,2024-08-22 00:00:00,0014902312,INV,972.25,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
93,2024-08-05 00:00:00,0016957517,INV,3551.05,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
94,2024-08-22 00:00:00,0016958070,INV,798.99,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
95,2024-08-20 00:00:00,0030274999,INV,364.32,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
96,2024-08-27 00:00:00,0030275010,INV,6447.27,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
97,2024-08-06 00:00:00,0016957523,INV,378.87,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
98,2024-08-06 00:00:00,0016957522,INV,3051.08,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
99,2024-08-05 00:00:00,0016957517,INV,1590.04,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
100,2024-08-27 00:00:00,0030275026,INV,2459.9,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
101,2024-08-05 00:00:00,0016957517,INV,2832.54,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
102,2024-08-27 00:00:00,0030275026,INV,4412.38,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
103,2024-08-01 00:00:00,0014902224,INV,3945.94,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
104,2024-08-06 00:00:00,0016957521,INV,375.92,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
105,2024-08-06 00:00:00,0016957523,INV,1293.48,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
106,2024-08-06 00:00:00,0016957524,INV,1225.08,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
107,2024-08-20 00:00:00,0016957978,INV,260.51,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
108,2024-08-20 00:00:00,0016957986,INV,1307.16,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
109,2024-08-22 00:00:00,0016958070,INV,639.9,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
110,2024-08-20 00:00:00,0030274999,INV,2096.52,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
111,2024-08-27 00:00:00,0030275010,INV,448.34,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
112,2024-08-22 00:00:00,0014902312,INV,408.36,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
113,2024-08-05 00:00:00,0016957517,INV,4560.39,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
114,2024-08-01 00:00:00,0014902224,INV,1613.28,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
115,2024-08-01 00:00:00,0014902224,INV,5274.48,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
116,2024-08-01 00:00:00,0014902224,INV,6740.49,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
117,2024-08-06 00:00:00,0030274887,INV,12768.89,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
118,2024-08-12 00:00:00,0030274923,INV,24602.8,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
119,2024-08-20 00:00:00,0016957999,INV,5190.74,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
120,2024-08-01 00:00:00,0014902224,INV,2905.47,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
121,2024-08-05 00:00:00,0016957517,INV,253.64,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
122,2024-08-27 00:00:00,0030275010,INV,9125.16,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
123,2024-08-01 00:00:00,0014902224,INV,11424.69,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
124,2024-08-05 00:00:00,0016957517,INV,5249.71,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
125,2024-08-27 00:00:00,0030275010,INV,12599.5,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
126,2024-08-01 00:00:00,0014902224,INV,13041.73,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
127,2024-08-05 00:00:00,0016957517,INV,7524.65,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
128,2024-08-05 00:00:00,0030274877,INV,977.86,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
129,2024-08-12 00:00:00,0041334303,INV,240,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
130,2024-08-12 00:00:00,0041334305,INV,4079.76,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
131,2024-08-05 00:00:00,0030274879,INV,3673.11,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
132,2024-08-05 00:00:00,0030274878,INV,13113.07,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
133,2024-08-05 00:00:00,0016957517,INV,1579.84,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
134,2024-08-20 00:00:00,0016957979,INV,1799.28,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
135,2024-08-20 00:00:00,0016957986,INV,3009.35,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
136,2024-08-06 00:00:00,0016957521,INV,6937.36,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
137,2024-08-06 00:00:00,0016957522,INV,1909.25,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
138,2024-08-06 00:00:00,0016957524,INV,815.67,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
139,2024-08-20 00:00:00,0016957978,INV,11512.3,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
140,2024-08-29 00:00:00,0041334745,INV,5262,FAFS FIRE & SERVICES,14294300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
141,2024-08-05 00:00:00,0016957517,INV,944.18,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
142,2024-08-27 00:00:00,0030275026,INV,944.18,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Obs Sig Equip
