Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
51,2024-12-17 00:00:00,0041343620,INV,385,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle
52,2024-12-31 00:00:00,0041343969,INV,1903,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle
53,2024-12-16 00:00:00,0041343212,INV,2940,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,HighHlstwCycle
54,2024-12-17 00:00:00,0041343572,INV,299694.12,NEILCOTT CONSTRUCTION LTD,80147400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,HighHlstwCycle
55,2024-12-12 00:00:00,0041343148,INV,11208.92,THE ROBERT NAPIER SCHOOL,01154100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,HighHlstwCycle
56,2024-12-31 00:00:00,0041344077,INV,9937,THE ROBERT NAPIER SCHOOL,01154100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,HighHlstwCycle
57,2024-12-12 00:00:00,0041343203,INV,1292.5,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle
58,2024-12-31 00:00:00,0041344007,INV,151338.83,G A HARPER LTD,80047200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle
59,2024-12-16 00:00:00,0041343448,INV,795,BAILEY PARTNERSHIP (GROUP) LTD,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,HighHlstwCycle
60,2024-12-17 00:00:00,0041343579,INV,7866.8,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle
61,2024-12-23 00:00:00,0041343859,INV,14967.53,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,HighHlstwCycle
62,2024-12-19 00:00:00,0014833677,INV,19965,REDACTED PERSONAL DATA,04033600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C7000,CapitalGrants&
63,2024-12-19 00:00:00,0014833676,INV,2060,REDACTED PERSONAL DATA,14276700,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C7000,CapitalGrants&
64,2024-12-09 00:00:00,0014833671,INV,26668,REDACTED PERSONAL DATA,13669100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C7000,CapitalGrants&
65,2024-12-02 00:00:00,0014833670,INV,700,REDACTED PERSONAL DATA,14496100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C7000,CapitalGrants&
66,2024-12-16 00:00:00,0014902762,INV,209868.68,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
67,2024-12-12 00:00:00,0041322595,INV,1728.6,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
68,2024-12-23 00:00:00,0014620578,INV,386.85,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
69,2024-12-16 00:00:00,0014902763,INV,1622.01,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
70,2024-12-16 00:00:00,0014902764,INV,692.51,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
71,2024-12-31 00:00:00,0014902789,INV,4136.69,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
72,2024-12-17 00:00:00,0016965691,INV,488.29,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
73,2024-12-23 00:00:00,0016966203,INV,981.68,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
74,2024-12-12 00:00:00,0019051519,INV,2785.81,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
75,2024-12-19 00:00:00,0030275963,INV,884.3,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
76,2024-12-12 00:00:00,0030275841,INV,3376.78,T LOUGHMAN & COMPANY LTD,80151800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
77,2024-12-02 00:00:00,0014620553,INV,264.33,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
78,2024-12-23 00:00:00,0016966203,INV,1043.38,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
79,2024-12-23 00:00:00,0016966203,INV,944.18,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
80,2024-12-02 00:00:00,0014620553,INV,6525.07,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
81,2024-12-23 00:00:00,0016966203,INV,3876.9,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
82,2024-12-31 00:00:00,0014902787,INV,217.86,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
83,2024-12-12 00:00:00,0019051519,INV,92.76,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
84,2024-12-23 00:00:00,0014620579,INV,8001.3,RGE SERVICES LIMITED,80847900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
85,2024-12-23 00:00:00,0014620579,INV,3120,RGE SERVICES LIMITED,80847900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
86,2024-12-12 00:00:00,0019051519,INV,3541.84,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
87,2024-12-23 00:00:00,0014620579,INV,924.59,RGE SERVICES LIMITED,80847900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
88,2024-12-12 00:00:00,0019051519,INV,7902.85,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
89,2024-12-05 00:00:00,0030275781,INV,2085.83,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
90,2024-12-23 00:00:00,0014620579,INV,5603.6,RGE SERVICES LIMITED,80847900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
91,2024-12-23 00:00:00,0014620579,INV,40,RGE SERVICES LIMITED,80847900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
92,2024-12-02 00:00:00,0014620553,INV,22125.83,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
93,2024-12-12 00:00:00,0019051519,INV,10938.35,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
94,2024-12-23 00:00:00,0016966203,INV,6974.82,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
95,2024-12-12 00:00:00,0019051519,INV,5374.65,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
96,2024-12-02 00:00:00,0014620553,INV,4548.81,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
97,2024-12-23 00:00:00,0016966203,INV,10747.15,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
98,2024-12-10 00:00:00,0030275836,INV,90925,SWALE HEATING LTD,14555600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
99,2024-12-23 00:00:00,0030275996,INV,26870.67,SWALE HEATING LTD,14555600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
100,2024-12-12 00:00:00,0030275842,INV,3228,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
101,2024-12-23 00:00:00,0041342768,INV,2257.5,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
102,2024-12-23 00:00:00,0041342769,INV,3039.82,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
103,2024-12-12 00:00:00,0030275843,INV,3454.73,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
104,2024-12-23 00:00:00,0014620578,INV,6373.52,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
105,2024-12-31 00:00:00,0014902787,INV,2605.61,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
106,2024-12-23 00:00:00,0016966186,INV,1143.04,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
107,2024-12-23 00:00:00,0041343308,INV,26369.8,BELL GROUP LTD,80166000,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
108,2024-12-23 00:00:00,0041343308,INV,10058.6,BELL GROUP LTD,80166000,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
109,2024-12-16 00:00:00,0014902763,INV,864.21,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
110,2024-12-23 00:00:00,0014620579,INV,6681.99,RGE SERVICES LIMITED,80847900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
111,2024-12-12 00:00:00,0018600871,INV,1167.21,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
112,2024-12-12 00:00:00,0018600871,INV,1104.71,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
113,2024-12-12 00:00:00,0041343188,INV,484.8,KV PROPERTY DEVELOPERS LTD,70091600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
114,2024-12-12 00:00:00,0041343189,INV,448.8,KV PROPERTY DEVELOPERS LTD,70091600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
115,2024-12-12 00:00:00,0041343190,INV,558.9,KV PROPERTY DEVELOPERS LTD,70091600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
116,2024-12-05 00:00:00,0041342622,INV,1506.6,KV PROPERTY DEVELOPERS LTD,70091600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
117,2024-12-12 00:00:00,0014902740,INV,5809.97,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0900,BuildingPurcha
118,2024-12-12 00:00:00,0014902741,INV,4709.08,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0900,BuildingPurcha
119,2024-12-02 00:00:00,0016964431,INV,43977.21,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0900,BuildingPurcha
120,2024-12-12 00:00:00,0014902743,INV,5027.62,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
121,2024-12-12 00:00:00,0014902742,INV,5694.53,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
122,2024-12-12 00:00:00,0014902744,INV,2960.59,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
123,2024-12-12 00:00:00,0014902745,INV,5334.09,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
124,2024-12-12 00:00:00,0014902746,INV,3511,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
125,2024-12-12 00:00:00,0014902747,INV,5192.71,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,HighHlstwCycle
126,2024-12-10 00:00:00,0041342767,INV,14703.53,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
127,2024-12-31 00:00:00,0041343750,INV,1323.53,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
128,2024-12-31 00:00:00,0041343750,INV,1500,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
129,2024-12-16 00:00:00,0016965618,INV,1350,LLOYDBORE LTD,02891600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0500,BldgWorks-Main
130,2024-12-12 00:00:00,0041342407,INV,596000,MEDWAY DEVELOPMENT COMPANY LTD,13717800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0500,BldgWorks-Main
131,2024-12-12 00:00:00,0041342611,INV,6499,LSI ARCHITECTS DESIGN LTD,14331200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0400,Design Fees External (New)
132,2024-12-03 00:00:00,0041341465,INV,2474.59,INGLETON WOOD LLP,14366100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,HighHlstwCycle
