Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Economy, Innovation and Growth",Supplies and Services,"Clothing, Uniforms & Laundry",147060279,1,202305,REDACTED - Personal Information,45.00 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44197893,1,202305,REACH PUBLISHING SERVICES LTD,486.36 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200192,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200193,0,202305,REACH PUBLISHING SERVICES LTD,625.32 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200194,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200196,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200197,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200199,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200200,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200202,0,202305,REACH PUBLISHING SERVICES LTD,"1,111.68 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200232,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200234,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200235,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200236,0,202305,REACH PUBLISHING SERVICES LTD,625.32 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200237,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200238,0,202305,REACH PUBLISHING SERVICES LTD,694.80 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200240,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200241,0,202305,REACH PUBLISHING SERVICES LTD,"1,598.04 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44200242,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201427,0,202305,REACH PUBLISHING SERVICES LTD,"1,598.04 ",18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201428,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201429,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201432,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201637,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201748,0,202305,REACH PUBLISHING SERVICES LTD,625.32 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201749,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201750,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201787,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201817,0,202305,REACH PUBLISHING SERVICES LTD,555.84 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Advertising,44201823,0,202305,REACH PUBLISHING SERVICES LTD,694.80 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Printing, Stationery etc",44199160,0,202305,DURHAM COUNTY COUNCIL,32.00 ,15/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Printing, Stationery etc",44199160,1,202305,DURHAM COUNTY COUNCIL,20.00 ,15/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44201647,0,202305,BUREAU VAN DIJK ELECTRONIC PUBLISHING LTD,"9,350.00 ",22/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44200337,0,202305,ADDLESHAW GODDARD LLP,"2,950.00 ",16/08/2023
"Housing, Environment and Healthy Communities",Third Party Payments,Third Party Payments,147060281,1,202305,HOME GROUP LTD,"40,000.00 ",10/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,0,202305,REDACTED - Personal Information,262.27 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,2,202305,REDACTED - Personal Information,282.61 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,4,202305,REDACTED - Personal Information,334.67 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,6,202305,REDACTED - Personal Information,372.67 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,8,202305,REDACTED - Personal Information,258.67 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,10,202305,REDACTED - Personal Information,302.92 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,12,202305,REDACTED - Personal Information,"2,367.17 ",24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,13,202305,REDACTED - Personal Information,262.27 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,16,202305,REDACTED - Personal Information,282.61 ,24/08/2023
"Housing, Environment and Healthy Communities",Premises,Rent,300003746,18,202305,REDACTED - Personal Information,209.43 ,24/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44200356,0,202305,CITY CLEAN (NORTHERN ) LTD,48.00 ,08/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200137,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,154.80 ,07/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44200326,0,202305,CITY CLEAN (NORTHERN ) LTD,8.00 ,14/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44200424,0,202305,BIFFA WASTE SERVICES LTD,117.91 ,09/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44199585,0,202305,INITIAL WASHROOM SOLUTIONS,268.83 ,01/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Printing, Stationery etc",44201302,0,202305,DESIGN X-PRESS LIMITED,21.00 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200332,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,146.43 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200416,0,202305,CLEARLINGO LTD,20.70 ,29/08/2023
"Economy, Innovation and Growth",Premises,Rep & Maint,44189444,0,202305,BOLTON GATE SERVICES LTD,100.00 ,17/08/2023
"Economy, Innovation and Growth",Premises,Energy,41381744,1,202305,GATESHEAD ENERGY COMPANY LTD,"19,719.26 ",01/08/2023
"Economy, Innovation and Growth",Premises,Energy,41384922,1,202305,GATESHEAD ENERGY COMPANY LTD,"19,779.49 ",29/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44201337,0,202305,CITY CLEAN (NORTHERN ) LTD,253.00 ,17/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44201289,0,202305,RESTORE,72.29 ,17/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44201339,0,202305,RESTORE DATASHRED,72.29 ,17/08/2023
"Economy, Innovation and Growth",Premises,Security & Insurance,44201296,0,202305,IDS FIRE & SECURITY,125.00 ,17/08/2023
"Economy, Innovation and Growth",Premises,Security & Insurance,44201338,0,202305,IDS FIRE & SECURITY,138.00 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",41383249,1,202305,INITIAL WASHROOM SOLUTIONS,438.00 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44198184,0,202305,BUNZL CLEANING & HYGIENE SUPPLIES,155.85 ,01/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201511,0,202305,BUNZL UK LTD,225.30 ,21/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201901,0,202305,BUNZL CLEANING & HYGIENE SUPPLIES,20.92 ,25/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44200833,1,202305,LYRECO UK LTD,47.29 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44200870,0,202305,LYRECO UK LTD,10.74 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201169,1,202305,BY THE RIVER BREWERY LIMITED,435.00 ,16/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44201291,0,202305,OLIVIA'S KITCHEN,20.90 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44201335,0,202305,OLIVIA'S KITCHEN,80.55 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44201336,0,202305,OLIVIA'S KITCHEN,53.70 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44201294,0,202305,AV WORKS LTD,75.00 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44201290,1,202305,FREEDOM COMMUNICATIONS (UK) LTD,82.39 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44201340,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,607.74 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44201341,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,265.72 ,17/08/2023
"Economy, Innovation and Growth",Premises,Energy,41381746,1,202305,GATESHEAD ENERGY COMPANY LTD,"6,186.72 ",01/08/2023
"Economy, Innovation and Growth",Premises,Energy,41384925,1,202305,GATESHEAD ENERGY COMPANY LTD,"6,524.40 ",29/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44200602,0,202305,CITY CLEAN (NORTHERN ) LTD,237.00 ,11/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44201160,0,202305,PRO-CLEAN FACILITIES LTD,240.00 ,15/08/2023
"Economy, Innovation and Growth",Premises,Security & Insurance,44201129,0,202305,ATF SUPPLIES LTD,61.00 ,15/08/2023
"Economy, Innovation and Growth",Premises,Security & Insurance,44201358,0,202305,LLOYD WORRALL LTD,39.00 ,17/08/2023
"Economy, Innovation and Growth",Premises,Security & Insurance,44201359,0,202305,LLOYD WORRALL LTD,214.50 ,17/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201477,1,202305,BUNZL CLEANING & HYGIENE SUPPLIES,188.08 ,18/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",41384682,1,202305,JOYCE DAIRIES,198.24 ,29/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44200825,0,202305,LYRECO UK LTD,57.33 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",147060136,1,202305,JOYCE DAIRIES,198.24 ,01/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Printing, Stationery etc",41383806,0,202305,ROBSON PRINT LIMITED,29.00 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200136,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,34.55 ,07/08/2023
"Economy, Innovation and Growth",Premises,Energy,41381745,1,202305,GATESHEAD ENERGY COMPANY LTD,"19,841.62 ",01/08/2023
"Economy, Innovation and Growth",Premises,Energy,41384926,1,202305,GATESHEAD ENERGY COMPANY LTD,"20,939.53 ",29/08/2023
"Economy, Innovation and Growth",Premises,Energy,41381724,1,202305,GATESHEAD ENERGY COMPANY LTD,"2,614.95 ",01/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44200428,0,202305,CITY CLEAN (NORTHERN ) LTD,47.50 ,09/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201510,1,202305,BUNZL CLEANING & HYGIENE SUPPLIES,547.42 ,21/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201060,0,202305,NO BUTTS BIN CO LTD,168.50 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44201060,2,202305,NO BUTTS BIN CO LTD,9.50 ,14/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200135,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,27.24 ,07/08/2023
"Economy, Innovation and Growth",Premises,Energy,41384915,1,202305,GATESHEAD ENERGY COMPANY LTD,"8,972.17 ",29/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44200684,0,202305,PRO-CLEAN FACILITIES LTD,360.00 ,24/08/2023
"Economy, Innovation and Growth",Premises,Cleaning,44201149,0,202305,CITY CLEAN (NORTHERN ) LTD,237.00 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44199155,1,202305,DURHAM COUNTY COUNCIL,12.00 ,04/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44200670,1,202305,BUNZL CLEANING & HYGIENE SUPPLIES,381.06 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44199294,0,202305,COFFEE DISTRIBUTORS LTD,136.00 ,01/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44200533,0,202305,OLIVIA'S KITCHEN,155.40 ,11/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44200607,1,202305,OLIVIA'S KITCHEN,53.70 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44200836,0,202305,LYRECO UK LTD,29.52 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44201148,0,202305,COFFEE DISTRIBUTORS LTD,85.00 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,Catering & Provisions,44201601,0,202305,LYRECO UK LTD,34.60 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200534,0,202305,ASPIRE TECHNOLOGY SOLUTIONS,357.94 ,11/08/2023
"Economy, Innovation and Growth",Supplies and Services,Comms & Computing,44200704,1,202305,ASPIRE TECHNOLOGY SOLUTIONS,237.05 ,24/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44199759,0,202305,THE FUNDING FORUM LTD,"26,357.00 ",02/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44199763,0,202305,UNW LLP,"6,800.00 ",03/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44200384,0,202305,UNW LLP,"4,169.00 ",08/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44200401,0,202305,UMI COMMERCIAL LIMITED - THE GROWTH FUND,"949,777.00 ",09/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44201933,0,202305,UMI COMMERCIAL LTD,"61,101.49 ",29/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44201934,0,202305,UMI COMMERCIAL LTD,"59,370.90 ",29/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",44201936,0,202305,UMI COMMERCIAL LTD,"60,393.19 ",29/08/2023
"Economy, Innovation and Growth",Supplies and Services,"Furn, Equip & Mats",44194795,1,202305,DIGITAL CATAPULT,"15,000.00 ",21/08/2023
"Economy, Innovation and Growth",Premises,Energy,41381956,1,202305,EDF ENERGY,299.86 ,29/08/2023
"Economy, Innovation and Growth",Premises,Energy,41381956,2,202305,EDF ENERGY,40.37 ,29/08/2023
"Economy, Innovation and Growth",Premises,Energy,41382854,1,202305,EDF ENERGY,1.91 ,29/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",41385375,1,202305,CITIZENS ADVICE GATESHEAD,"8,968.99 ",31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",60239137,0,202305,BUNZL CLEANING & HYGIENE SUPPLIES,451.77 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",60239138,1,202305,BUNZL CLEANING & HYGIENE SUPPLIES,7.48 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383886,1,202305,QUALTEX UK (NORTH EAST) LTD,95.66 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383887,1,202305,QUALTEX UK (NORTH EAST) LTD,654.42 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383888,1,202305,QUALTEX UK (NORTH EAST) LTD,163.17 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41384337,1,202305,QUALTEX UK (NORTH EAST) LTD,469.17 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200303,0,202305,THOMAS OWEN & SONS LTD,137.00 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199819,0,202305,GRANWAX PRODUCTS LTD,"1,020.60 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201414,1,202305,BUNZL CLEANING & HYGIENE SUPPLIES,351.50 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201555,0,202305,BUNZL CLEANING & HYGIENE SUPPLIES,259.28 ,31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41384748,1,202305,ROYAL MAIL,219.83 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41384750,1,202305,LYRECO UK LTD,52.48 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Clothing, Uniforms & Laundry",41382794,1,202305,EXCEL COMMERCIAL SERVICES,82.50 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,44201841,1,202305,BRITISH INST. OF CLEANING SCI.,3.50 ,25/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,41382657,1,202305,ESENDEX,456.00 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Grants, Contribs & Subs",41384329,1,202305,APSE,"1,085.00 ",23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Grants, Contribs & Subs",44201841,0,202305,BRITISH INST. OF CLEANING SCI.,27.50 ,25/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",60239136,0,202305,BUNZL CLEANING & HYGIENE SUPPLIES,70.24 ,18/08/2023
Resources and Digital,Supplies and Services,"Furn, Equip & Mats",44201485,0,202305,NISBETS,202.47 ,23/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41382674,1,202305,NICC LIMITED T/A POLAR KRUSH,826.82 ,03/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41383151,1,202305,BUNZL CATERING SUPPLIES,396.87 ,07/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41383350,1,202305,HOPWELLS LTD,174.89 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41384090,1,202305,GM PACKAGING UK LTD,23.57 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41384094,1,202305,BUNZL CATERING SUPPLIES,269.58 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41384320,1,202305,GM PACKAGING UK LTD,61.14 ,23/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41384322,1,202305,BUNZL CATERING SUPPLIES,489.60 ,23/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41384374,1,202305,BUNZL CATERING SUPPLIES,251.62 ,23/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,41384484,1,202305,BUNZL CATERING SUPPLIES,215.73 ,23/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238893,0,202305,ORIGINAL BAKEHOUSE,82.47 ,04/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238894,1,202305,ORIGINAL BAKEHOUSE,476.17 ,04/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238895,0,202305,BATLEYS LTD,249.10 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238895,2,202305,BATLEYS LTD,104.91 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238896,1,202305,BATLEYS LTD,15.21 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238896,3,202305,BATLEYS LTD,80.41 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238897,0,202305,BATLEYS LTD,445.37 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238897,2,202305,BATLEYS LTD,148.87 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238898,0,202305,HOPWELLS LTD,-22.40 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238899,0,202305,HOPWELLS LTD,177.30 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238899,2,202305,HOPWELLS LTD,186.97 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238900,0,202305,HOLLAND FOOD SERVICES,39.79 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238901,1,202305,HOLLAND FOOD SERVICES,48.64 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238902,0,202305,HOLLAND FOOD SERVICES,92.19 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238903,1,202305,HOLLAND FOOD SERVICES,70.23 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238904,0,202305,HOLLAND FOOD SERVICES,60.66 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238905,1,202305,HOLLAND FOOD SERVICES,39.66 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238906,0,202305,HOLLAND FOOD SERVICES,39.18 ,09/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238907,0,202305,BATLEYS LTD,207.41 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238907,2,202305,BATLEYS LTD,54.36 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238908,1,202305,BATLEYS LTD,9.18 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238909,0,202305,BATLEYS LTD,499.36 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238909,2,202305,BATLEYS LTD,305.09 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238910,1,202305,BATLEYS LTD,164.42 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238910,3,202305,BATLEYS LTD,55.29 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238911,0,202305,HOPWELLS LTD,325.60 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238911,2,202305,HOPWELLS LTD,269.53 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238912,0,202305,FREEMAN BUTCHERS,141.36 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238913,0,202305,FREEMAN BUTCHERS,241.50 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238914,1,202305,FREEMAN BUTCHERS,217.72 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238915,0,202305,FREEMAN BUTCHERS,191.28 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238916,0,202305,FREEMAN BUTCHERS,154.94 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60238917,1,202305,FREEMAN BUTCHERS,215.16 ,16/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239139,0,202305,BATLEYS LTD,544.96 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239139,2,202305,BATLEYS LTD,218.63 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239140,1,202305,BATLEYS LTD,49.42 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239141,0,202305,BATLEYS LTD,469.81 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239141,2,202305,BATLEYS LTD,199.50 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239143,0,202305,HOPWELLS LTD,278.20 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239144,0,202305,ORIGINAL BAKEHOUSE,85.25 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239145,1,202305,ORIGINAL BAKEHOUSE,514.75 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239146,0,202305,HOLLAND FOOD SERVICES,131.98 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239147,1,202305,HOLLAND FOOD SERVICES,62.82 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239148,0,202305,HOLLAND FOOD SERVICES,26.94 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239149,1,202305,HOLLAND FOOD SERVICES,-37.98 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239150,0,202305,HOLLAND FOOD SERVICES,123.84 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239151,1,202305,HOLLAND FOOD SERVICES,2.18 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239152,0,202305,HOLLAND FOOD SERVICES,95.73 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239153,1,202305,HOLLAND FOOD SERVICES,61.09 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239154,0,202305,HOLLAND FOOD SERVICES,110.61 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239154,2,202305,HOLLAND FOOD SERVICES,17.97 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239155,1,202305,HOLLAND FOOD SERVICES,106.56 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239156,0,202305,HOLLAND FOOD SERVICES,3.04 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239157,1,202305,HOLLAND FOOD SERVICES,74.58 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239158,0,202305,HOLLAND FOOD SERVICES,77.95 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239159,1,202305,HOLLAND FOOD SERVICES,58.20 ,22/08/2023
Resources and Digital,Supplies and Services,Catering & Provisions,60239160,0,202305,HOLLAND FOOD SERVICES,116.06 ,22/08/2023
