Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201202,0,202305,TRAVIS PERKINS TRADING CO LTD,"2,155.36 ",22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201203,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,848.00 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201204,0,202305,TRAVIS PERKINS TRADING CO LTD,557.20 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201213,0,202305,TRAVIS PERKINS TRADING CO LTD,378.60 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201214,0,202305,TRAVIS PERKINS TRADING CO LTD,86.34 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201217,0,202305,TRAVIS PERKINS TRADING CO LTD,120.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201223,0,202305,TRAVIS PERKINS TRADING CO LTD,304.80 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201224,0,202305,TRAVIS PERKINS TRADING CO LTD,159.70 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201225,0,202305,TRAVIS PERKINS TRADING CO LTD,557.34 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201227,0,202305,TRAVIS PERKINS TRADING CO LTD,52.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201228,0,202305,TRAVIS PERKINS TRADING CO LTD,705.80 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201229,0,202305,TRAVIS PERKINS TRADING CO LTD,11.30 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201230,0,202305,TRAVIS PERKINS TRADING CO LTD,11.18 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201232,0,202305,TRAVIS PERKINS TRADING CO LTD,182.40 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201234,0,202305,TRAVIS PERKINS TRADING CO LTD,477.55 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201235,0,202305,TRAVIS PERKINS TRADING CO LTD,"2,063.40 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201236,0,202305,TRAVIS PERKINS TRADING CO LTD,511.40 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201239,0,202305,TRAVIS PERKINS TRADING CO LTD,"2,396.16 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201240,0,202305,TRAVIS PERKINS TRADING CO LTD,552.38 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201241,1,202305,HUWS GRAY LTD,"1,209.53 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201242,0,202305,HUWS GRAY LTD,248.90 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201243,0,202305,HUWS GRAY LTD,58.50 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201245,0,202305,HUWS GRAY LTD,192.10 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201247,0,202305,HUWS GRAY LTD,151.50 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201248,0,202305,HUWS GRAY LTD,61.14 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201258,0,202305,HUWS GRAY LTD,36.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201259,0,202305,HUWS GRAY LTD,120.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201263,0,202305,TRAVIS PERKINS TRADING CO LTD,154.00 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201264,0,202305,TRAVIS PERKINS TRADING CO LTD,113.98 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201265,0,202305,TRAVIS PERKINS TRADING CO LTD,80.10 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201266,0,202305,TRAVIS PERKINS TRADING CO LTD,110.20 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201268,0,202305,CROSSLING LTD (NEWCASTLE),91.10 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201269,0,202305,CROSSLING LTD (NEWCASTLE),456.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201270,0,202305,NORTHERN TOOLS & ACCESSORIES,119.80 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201271,0,202305,CROSSLING LTD (NEWCASTLE),119.45 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201278,0,202305,REXEL UK LTD,383.12 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201280,0,202305,NORTHERN TOOLS & ACCESSORIES,952.50 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201282,0,202305,CROSSLING LTD (NEWCASTLE),594.00 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201283,1,202305,CROSSLING LTD (NEWCASTLE),561.83 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201284,1,202305,CROSSLING LTD (NEWCASTLE),"3,308.23 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201288,0,202305,CROSSLING LTD (NEWCASTLE),676.66 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201292,0,202305,CROSSLING LTD (NEWCASTLE),"2,271.40 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201293,0,202305,CROSSLING LTD (NEWCASTLE),"1,613.75 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201298,0,202305,CROSSLING LTD (NEWCASTLE),104.52 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201299,0,202305,CROSSLING LTD (NEWCASTLE),45.15 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201300,0,202305,CROSSLING LTD (NEWCASTLE),"2,817.70 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201303,0,202305,CROSSLING LTD (NEWCASTLE),720.00 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201304,0,202305,CROSSLING LTD (NEWCASTLE),"3,266.30 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201305,0,202305,CROSSLING LTD (NEWCASTLE),99.20 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201306,0,202305,CROSSLING LTD (NEWCASTLE),120.00 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201307,0,202305,CROSSLING LTD (NEWCASTLE),198.25 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201309,0,202305,CROSSLING LTD (NEWCASTLE),"2,784.48 ",22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201310,0,202305,TRAVIS PERKINS TRADING CO LTD,90.00 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201311,0,202305,TRAVIS PERKINS TRADING CO LTD,715.56 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201312,0,202305,TRAVIS PERKINS TRADING CO LTD,559.44 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201313,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,313.20 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201314,0,202305,TRAVIS PERKINS TRADING CO LTD,242.88 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201315,0,202305,TRAVIS PERKINS TRADING CO LTD,378.60 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201316,0,202305,TRAVIS PERKINS TRADING CO LTD,474.80 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201317,0,202305,TRAVIS PERKINS TRADING CO LTD,128.50 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201318,0,202305,TRAVIS PERKINS TRADING CO LTD,140.80 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201319,0,202305,TRAVIS PERKINS TRADING CO LTD,88.76 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201320,0,202305,TRAVIS PERKINS TRADING CO LTD,86.50 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201322,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,267.72 ",17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201325,0,202305,TRAVIS PERKINS TRADING CO LTD,78.50 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201326,0,202305,TRAVIS PERKINS TRADING CO LTD,888.00 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201327,0,202305,TRAVIS PERKINS TRADING CO LTD,549.60 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201328,0,202305,TRAVIS PERKINS TRADING CO LTD,354.14 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201334,0,202305,HUWS GRAY LTD,25.20 ,17/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201351,0,202305,THOMPSONS OF PRUDHOE LTD,"2,783.10 ",22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201385,0,202305,J T DOVE LTD,130.40 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201386,0,202305,J T DOVE LTD,"1,266.60 ",18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201465,0,202305,MARSHALLS MONO LTD,"2,290.68 ",18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201513,0,202305,THOMPSONS OF PRUDHOE LTD,"1,961.70 ",22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201520,0,202305,HUWS GRAY LTD,205.00 ,21/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201588,0,202305,ARCO LTD,42.40 ,21/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201684,0,202305,CROSSLING LTD (NEWCASTLE),510.00 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201685,0,202305,CROSSLING LTD (NEWCASTLE),207.00 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201689,0,202305,CROSSLING LTD (NEWCASTLE),305.75 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201690,0,202305,HUWS GRAY LTD,586.86 ,31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201691,0,202305,HUWS GRAY LTD,42.50 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201692,0,202305,HUWS GRAY LTD,495.92 ,31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201694,0,202305,CROSSLING LTD (NEWCASTLE),57.32 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201695,0,202305,HUWS GRAY LTD,502.14 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201704,0,202305,CROSSLING LTD (NEWCASTLE),"2,889.70 ",23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201706,0,202305,CROSSLING LTD (NEWCASTLE),682.77 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201708,0,202305,CROSSLING LTD (NEWCASTLE),55.64 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201712,0,202305,CROSSLING LTD (NEWCASTLE),53.00 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201715,0,202305,HUWS GRAY LTD,136.50 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201716,0,202305,NORTHERN TOOLS & ACCESSORIES,952.50 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201718,0,202305,HUWS GRAY LTD,450.00 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201719,0,202305,CROSSLING LTD (NEWCASTLE),"7,599.37 ",30/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201731,0,202305,HUWS GRAY LTD,164.35 ,31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201828,0,202305,CROSSLING LTD (NEWCASTLE),692.88 ,24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201829,0,202305,CROSSLING LTD (NEWCASTLE),"1,180.45 ",24/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201830,0,202305,J & P HARDWARE LTD,45.60 ,31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201834,0,202305,J & P HARDWARE LTD,84.04 ,25/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201907,0,202305,J & P HARDWARE LTD,326.00 ,25/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44202002,0,202305,LOW FELL REMOVALS LTD,500.00 ,31/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",148044102,1,202305,SAINT-GOBAIN BUILDING DISTRIBUTION LTD T/A JEWSON,-11.45 ,25/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",148044113,1,202305,CROSSLING LTD (NEWCASTLE),-10.48 ,29/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",148044114,1,202305,SMI,-85.20 ,29/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,44199589,1,202305,ENNIS PRISMO TRAFFIC SAFETY SOLUTIONS,225.42 ,08/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,44200049,2,202305,EASIBATHE LTD/EASIACCESS SOLUTIONS,19.50 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,44200413,1,202305,RITHERDON & CO LTD,30.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,44200676,1,202305,JOBLING PURSER LTD,55.00 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,Comms & Computing,44201465,1,202305,MARSHALLS MONO LTD,40.00 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200853,0,202305,LYRECO UK LTD,14.84 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44198251,0,202305,ALBANY OFFICE EQUIP(W/SALE)LTD,518.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41380822,1,202305,THOMPSONS OF PRUDHOE LTD,724.12 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41382792,1,202305,BIFFA WASTE SERVICES LTD,80.00 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41382885,1,202305,THOMPSONS OF PRUDHOE LTD,"2,460.00 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383441,1,202305,BIFFA WASTE SERVICES LTD,441.20 ,21/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383442,1,202305,BIFFA WASTE SERVICES LTD,"5,901.96 ",29/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383443,1,202305,BIFFA WASTE SERVICES LTD,316.54 ,21/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383444,1,202305,BIFFA WASTE SERVICES LTD,"1,238.60 ",21/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383674,1,202305,BIFFA WASTE SERVICES LTD,525.00 ,21/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",41383676,1,202305,BIFFA WASTE SERVICES LTD,33.00 ,21/08/2023
