Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8401,202304,O2 (UK) LTD,0.57 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8402,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8405,202304,O2 (UK) LTD,2.07 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8406,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8409,202304,O2 (UK) LTD,0.71 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8410,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8417,202304,O2 (UK) LTD,2.51 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8418,202304,O2 (UK) LTD,1.31 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8422,202304,O2 (UK) LTD,0.52 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8427,202304,O2 (UK) LTD,1.58 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8433,202304,O2 (UK) LTD,1.29 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8436,202304,O2 (UK) LTD,0.51 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8437,202304,O2 (UK) LTD,1.88 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8440,202304,O2 (UK) LTD,2.91 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8441,202304,O2 (UK) LTD,8.26 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8443,202304,O2 (UK) LTD,0.59 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8444,202304,O2 (UK) LTD,5.57 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8445,202304,O2 (UK) LTD,0.29 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8446,202304,O2 (UK) LTD,1.04 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8448,202304,O2 (UK) LTD,4.11 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8450,202304,O2 (UK) LTD,1.98 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8451,202304,O2 (UK) LTD,0.96 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8454,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8455,202304,O2 (UK) LTD,0.76 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8456,202304,O2 (UK) LTD,0.14 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8460,202304,O2 (UK) LTD,0.31 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8463,202304,O2 (UK) LTD,0.54 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8469,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8470,202304,O2 (UK) LTD,0.15 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8473,202304,O2 (UK) LTD,0.88 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8474,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8477,202304,O2 (UK) LTD,0.35 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8478,202304,O2 (UK) LTD,3.39 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8479,202304,O2 (UK) LTD,1.90 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8482,202304,O2 (UK) LTD,1.58 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8483,202304,O2 (UK) LTD,0.19 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8486,202304,O2 (UK) LTD,0.31 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8487,202304,O2 (UK) LTD,0.78 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8490,202304,O2 (UK) LTD,6.41 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8493,202304,O2 (UK) LTD,0.86 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8494,202304,O2 (UK) LTD,0.78 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8496,202304,O2 (UK) LTD,0.45 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8497,202304,O2 (UK) LTD,0.18 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8500,202304,O2 (UK) LTD,1.53 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8503,202304,O2 (UK) LTD,9.03 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8506,202304,O2 (UK) LTD,8.14 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8507,202304,O2 (UK) LTD,9.05 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8510,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8514,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8517,202304,O2 (UK) LTD,0.34 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8518,202304,O2 (UK) LTD,0.70 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8522,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8526,202304,O2 (UK) LTD,0.43 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8527,202304,O2 (UK) LTD,0.36 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8528,202304,O2 (UK) LTD,1.13 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8532,202304,O2 (UK) LTD,0.21 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8533,202304,O2 (UK) LTD,1.12 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8535,202304,O2 (UK) LTD,5.34 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8536,202304,O2 (UK) LTD,0.45 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8539,202304,O2 (UK) LTD,1.40 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8540,202304,O2 (UK) LTD,0.17 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8543,202304,O2 (UK) LTD,1.20 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8544,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8548,202304,O2 (UK) LTD,0.06 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8549,202304,O2 (UK) LTD,2.05 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8550,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8553,202304,O2 (UK) LTD,2.79 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8554,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8557,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8558,202304,O2 (UK) LTD,0.20 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8564,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8565,202304,O2 (UK) LTD,2.24 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8568,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8572,202304,O2 (UK) LTD,0.21 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8574,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8575,202304,O2 (UK) LTD,1.98 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8579,202304,O2 (UK) LTD,0.24 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8582,202304,O2 (UK) LTD,0.46 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8583,202304,O2 (UK) LTD,0.22 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8585,202304,O2 (UK) LTD,0.36 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8588,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8589,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8592,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8593,202304,O2 (UK) LTD,0.15 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8596,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8597,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8598,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8601,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8602,202304,O2 (UK) LTD,2.01 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8605,202304,O2 (UK) LTD,0.25 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8606,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8609,202304,O2 (UK) LTD,14.47 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8612,202304,O2 (UK) LTD,2.20 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8613,202304,O2 (UK) LTD,40.99 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8617,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8618,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8622,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8623,202304,O2 (UK) LTD,5.94 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8626,202304,O2 (UK) LTD,0.28 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8628,202304,O2 (UK) LTD,1.67 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8632,202304,O2 (UK) LTD,0.88 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8633,202304,O2 (UK) LTD,5.16 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8634,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8637,202304,O2 (UK) LTD,4.60 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8638,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8640,202304,O2 (UK) LTD,2.29 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8643,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8647,202304,O2 (UK) LTD,0.39 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8648,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8652,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8653,202304,O2 (UK) LTD,12.88 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8657,202304,O2 (UK) LTD,0.70 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8658,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8661,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8662,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8668,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8669,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8673,202304,O2 (UK) LTD,1.69 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8677,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8678,202304,O2 (UK) LTD,1.54 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8682,202304,O2 (UK) LTD,3.45 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8683,202304,O2 (UK) LTD,0.23 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8686,202304,O2 (UK) LTD,0.44 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8687,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8691,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8692,202304,O2 (UK) LTD,0.22 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8693,202304,O2 (UK) LTD,1.93 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8696,202304,O2 (UK) LTD,0.20 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8697,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8700,202304,O2 (UK) LTD,0.13 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8701,202304,O2 (UK) LTD,2.29 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8702,202304,O2 (UK) LTD,0.30 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8705,202304,O2 (UK) LTD,2.89 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8706,202304,O2 (UK) LTD,3.08 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8709,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8713,202304,O2 (UK) LTD,1.63 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8716,202304,O2 (UK) LTD,2.04 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8723,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8724,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8727,202304,O2 (UK) LTD,3.39 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8733,202304,O2 (UK) LTD,0.14 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8734,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8739,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8742,202304,O2 (UK) LTD,3.19 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8743,202304,O2 (UK) LTD,0.74 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8746,202304,O2 (UK) LTD,1.66 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8747,202304,O2 (UK) LTD,0.51 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8750,202304,O2 (UK) LTD,0.21 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8751,202304,O2 (UK) LTD,0.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8752,202304,O2 (UK) LTD,5.26 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8755,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8756,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8759,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8761,202304,O2 (UK) LTD,0.31 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8765,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8766,202304,O2 (UK) LTD,2.63 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8769,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8770,202304,O2 (UK) LTD,0.29 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8774,202304,O2 (UK) LTD,0.83 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8775,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8778,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8779,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8783,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8784,202304,O2 (UK) LTD,0.93 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8785,202304,O2 (UK) LTD,0.67 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8789,202304,O2 (UK) LTD,0.21 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8793,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8796,202304,O2 (UK) LTD,0.07 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8799,202304,O2 (UK) LTD,0.43 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8800,202304,O2 (UK) LTD,0.20 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8804,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8805,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8809,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8810,202304,O2 (UK) LTD,0.24 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8813,202304,O2 (UK) LTD,4.40 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8814,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8817,202304,O2 (UK) LTD,0.85 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8818,202304,O2 (UK) LTD,2.43 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8820,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8824,202304,O2 (UK) LTD,3.48 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8825,202304,O2 (UK) LTD,0.34 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8828,202304,O2 (UK) LTD,0.84 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8829,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8833,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8834,202304,O2 (UK) LTD,1.11 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8837,202304,O2 (UK) LTD,0.14 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8838,202304,O2 (UK) LTD,2.65 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8841,202304,O2 (UK) LTD,19.60 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8842,202304,O2 (UK) LTD,1.42 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8845,202304,O2 (UK) LTD,2.02 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8846,202304,O2 (UK) LTD,0.28 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8849,202304,O2 (UK) LTD,3.12 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8850,202304,O2 (UK) LTD,1.15 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8851,202304,O2 (UK) LTD,0.43 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8857,202304,O2 (UK) LTD,1.54 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8861,202304,O2 (UK) LTD,6.34 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8864,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8865,202304,O2 (UK) LTD,2.73 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8868,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8871,202304,O2 (UK) LTD,22.16 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8872,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8875,202304,O2 (UK) LTD,0.91 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8876,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8880,202304,O2 (UK) LTD,0.17 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8881,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8884,202304,O2 (UK) LTD,1.19 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8887,202304,O2 (UK) LTD,1.80 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8888,202304,O2 (UK) LTD,16.90 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8891,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8892,202304,O2 (UK) LTD,0.62 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8893,202304,O2 (UK) LTD,2.19 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8896,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8897,202304,O2 (UK) LTD,6.63 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8900,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8901,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8904,202304,O2 (UK) LTD,5.84 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8905,202304,O2 (UK) LTD,0.77 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8907,202304,O2 (UK) LTD,1.31 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8908,202304,O2 (UK) LTD,1.75 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8911,202304,O2 (UK) LTD,0.32 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8912,202304,O2 (UK) LTD,7.23 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8916,202304,O2 (UK) LTD,5.40 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8917,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8920,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8921,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8923,202304,O2 (UK) LTD,15.10 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8924,202304,O2 (UK) LTD,7.86 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8928,202304,O2 (UK) LTD,1.53 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8933,202304,O2 (UK) LTD,0.61 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8934,202304,O2 (UK) LTD,2.36 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8937,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8940,202304,O2 (UK) LTD,2.01 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8943,202304,O2 (UK) LTD,1.32 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8944,202304,O2 (UK) LTD,1.00 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8945,202304,O2 (UK) LTD,1.50 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8948,202304,O2 (UK) LTD,1.64 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8949,202304,O2 (UK) LTD,0.17 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8952,202304,O2 (UK) LTD,0.99 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8959,202304,O2 (UK) LTD,0.06 ,13/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600075,8961,202304,O2 (UK) LTD,0.46 ,13/07/2023
