Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200095561,1,202304,Barclaycard - Global Commercial Payments,45.00 ,26/07/2023
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200098732,1,202304,Barclaycard - Global Commercial Payments,70.00 ,19/07/2023
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200099261,1,202304,Barclaycard - Global Commercial Payments,19.00 ,13/07/2023
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200099262,1,202304,Barclaycard - Global Commercial Payments,19.00 ,13/07/2023
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200091881,1,202304,Barclaycard - Global Commercial Payments,33.60 ,13/07/2023
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200091882,1,202304,Barclaycard - Global Commercial Payments,33.60 ,13/07/2023
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200091883,1,202304,Barclaycard - Global Commercial Payments,33.60 ,13/07/2023
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200091884,1,202304,Barclaycard - Global Commercial Payments,33.60 ,13/07/2023
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200091885,1,202304,Barclaycard - Global Commercial Payments,33.60 ,13/07/2023
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200098052,1,202304,Barclaycard - Global Commercial Payments,15.00 ,13/07/2023
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200099526,1,202304,Barclaycard - Global Commercial Payments,107.50 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200097976,1,202304,Barclaycard - Global Commercial Payments,20.00 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200096320,1,202304,Barclaycard - Global Commercial Payments,35.00 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200098107,1,202304,Barclaycard - Global Commercial Payments,60.00 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200099695,1,202304,Barclaycard - Global Commercial Payments,60.00 ,19/07/2023
Schools,Employees,Indirect Employee Expenses,200098502,1,202304,Barclaycard - Global Commercial Payments,171.85 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200098664,1,202304,Barclaycard - Global Commercial Payments,50.00 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200100022,1,202304,Barclaycard - Global Commercial Payments,11.55 ,24/07/2023
Schools,Employees,Indirect Employee Expenses,200099158,1,202304,Barclaycard - Global Commercial Payments,14.34 ,24/07/2023
Schools,Employees,Indirect Employee Expenses,200099159,1,202304,Barclaycard - Global Commercial Payments,14.34 ,24/07/2023
Schools,Employees,Indirect Employee Expenses,200093657,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Schools,Employees,Indirect Employee Expenses,200097993,1,202304,Barclaycard - Global Commercial Payments,195.00 ,13/07/2023
Schools,Employees,Indirect Employee Expenses,200099354,1,202304,Barclaycard - Global Commercial Payments,27.00 ,13/07/2023
Corporate Services & Governance,Employees,Indirect Employee Expenses,200097248,1,202304,Barclaycard - Global Commercial Payments,145.00 ,13/07/2023
Schools,Premises,Rep & Maint,200091527,1,202304,Barclaycard - Global Commercial Payments,344.90 ,13/07/2023
Schools,Premises,Rep & Maint,200092029,1,202304,Barclaycard - Global Commercial Payments,84.98 ,13/07/2023
Schools,Premises,Rep & Maint,200099194,1,202304,Barclaycard - Global Commercial Payments,11.66 ,24/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200099117,1,202304,Barclaycard - Global Commercial Payments,36.97 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200098844,1,202304,Barclaycard - Global Commercial Payments,79.99 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200098845,1,202304,Barclaycard - Global Commercial Payments,80.39 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200098846,1,202304,Barclaycard - Global Commercial Payments,463.29 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200098847,1,202304,Barclaycard - Global Commercial Payments,64.95 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200098848,1,202304,Barclaycard - Global Commercial Payments,62.19 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200099458,1,202304,Barclaycard - Global Commercial Payments,7.48 ,13/07/2023
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200099799,1,202304,Barclaycard - Global Commercial Payments,157.35 ,24/07/2023
Public Health and Wellbeing,Premises,Rep & Maint,200099765,1,202304,Barclaycard - Global Commercial Payments,9.13 ,13/07/2023
Schools,Premises,Rep & Maint,200097925,1,202304,Barclaycard - Global Commercial Payments,32.32 ,13/07/2023
Schools,Premises,Rep & Maint,200097926,1,202304,Barclaycard - Global Commercial Payments,72.45 ,13/07/2023
Schools,Premises,Rep & Maint,200097927,1,202304,Barclaycard - Global Commercial Payments,-26.32 ,13/07/2023
Schools,Premises,Rep & Maint,200099916,1,202304,Barclaycard - Global Commercial Payments,147.75 ,13/07/2023
Schools,Premises,Rep & Maint,200098512,1,202304,Barclaycard - Global Commercial Payments,144.49 ,13/07/2023
Schools,Premises,Rep & Maint,200098514,1,202304,Barclaycard - Global Commercial Payments,66.32 ,13/07/2023
Schools,Premises,Rep & Maint,200098593,1,202304,Barclaycard - Global Commercial Payments,30.53 ,13/07/2023
Schools,Premises,Rep & Maint,200098711,1,202304,Barclaycard - Global Commercial Payments,164.23 ,13/07/2023
Schools,Premises,Rep & Maint,200098171,1,202304,Barclaycard - Global Commercial Payments,30.78 ,13/07/2023
Schools,Premises,Rep & Maint,200098172,1,202304,Barclaycard - Global Commercial Payments,23.95 ,13/07/2023
Schools,Premises,Rep & Maint,200098173,1,202304,Barclaycard - Global Commercial Payments,161.22 ,13/07/2023
Schools,Premises,Rep & Maint,200098550,1,202304,Barclaycard - Global Commercial Payments,299.93 ,13/07/2023
Schools,Premises,Rep & Maint,200098750,1,202304,Barclaycard - Global Commercial Payments,108.29 ,13/07/2023
Schools,Premises,Rep & Maint,200096920,1,202304,Barclaycard - Global Commercial Payments,149.93 ,13/07/2023
Schools,Premises,Rep & Maint,200098170,1,202304,Barclaycard - Global Commercial Payments,22.05 ,13/07/2023
Schools,Premises,Rep & Maint,200099219,1,202304,Barclaycard - Global Commercial Payments,49.44 ,13/07/2023
Schools,Premises,Rep & Maint,200099860,1,202304,Barclaycard - Global Commercial Payments,153.21 ,13/07/2023
Schools,Premises,Rep & Maint,200095171,1,202304,Barclaycard - Global Commercial Payments,40.00 ,13/07/2023
Schools,Premises,Rep & Maint,200095258,1,202304,Barclaycard - Global Commercial Payments,10.82 ,13/07/2023
Schools,Premises,Rep & Maint,200095718,1,202304,Barclaycard - Global Commercial Payments,10.83 ,13/07/2023
Schools,Premises,Rep & Maint,200095822,1,202304,Barclaycard - Global Commercial Payments,14.48 ,13/07/2023
Schools,Premises,Rep & Maint,200096046,1,202304,Barclaycard - Global Commercial Payments,17.81 ,13/07/2023
Schools,Premises,Rep & Maint,200096474,1,202304,Barclaycard - Global Commercial Payments,12.32 ,13/07/2023
Schools,Premises,Rep & Maint,200098385,1,202304,Barclaycard - Global Commercial Payments,12.50 ,19/07/2023
Schools,Premises,Rep & Maint,200098485,1,202304,Barclaycard - Global Commercial Payments,-10.83 ,19/07/2023
Schools,Premises,Rep & Maint,200099778,1,202304,Barclaycard - Global Commercial Payments,7.74 ,19/07/2023
Schools,Premises,Rep & Maint,200099176,1,202304,Barclaycard - Global Commercial Payments,126.66 ,19/07/2023
Schools,Premises,Rep & Maint,200097770,1,202304,Barclaycard - Global Commercial Payments,48.50 ,13/07/2023
Schools,Premises,Rep & Maint,200098731,1,202304,Barclaycard - Global Commercial Payments,9.97 ,13/07/2023
Schools,Premises,Rep & Maint,200090588,1,202304,Barclaycard - Global Commercial Payments,310.83 ,24/07/2023
Schools,Premises,Rep & Maint,200091524,1,202304,Barclaycard - Global Commercial Payments,11.93 ,24/07/2023
Schools,Premises,Rep & Maint,200091525,1,202304,Barclaycard - Global Commercial Payments,16.65 ,24/07/2023
Schools,Premises,Rep & Maint,200098156,1,202304,Barclaycard - Global Commercial Payments,95.83 ,24/07/2023
Schools,Premises,Rep & Maint,200099193,1,202304,Barclaycard - Global Commercial Payments,22.05 ,24/07/2023
Schools,Premises,Rep & Maint,200098611,1,202304,Barclaycard - Global Commercial Payments,23.98 ,13/07/2023
Schools,Premises,Rep & Maint,200096348,1,202304,Barclaycard - Global Commercial Payments,34.48 ,13/07/2023
Schools,Premises,Rep & Maint,200096744,1,202304,Barclaycard - Global Commercial Payments,11.67 ,13/07/2023
Schools,Premises,Rep & Maint,200096832,1,202304,Barclaycard - Global Commercial Payments,27.79 ,13/07/2023
Schools,Premises,Rep & Maint,200097962,1,202304,Barclaycard - Global Commercial Payments,25.65 ,13/07/2023
Schools,Premises,Rep & Maint,200098250,1,202304,Barclaycard - Global Commercial Payments,30.57 ,13/07/2023
Schools,Premises,Rep & Maint,200098675,1,202304,Barclaycard - Global Commercial Payments,32.85 ,13/07/2023
Schools,Premises,Rep & Maint,200098937,1,202304,Barclaycard - Global Commercial Payments,4.07 ,19/07/2023
Schools,Premises,Rep & Maint,200099108,1,202304,Barclaycard - Global Commercial Payments,171.43 ,19/07/2023
Schools,Premises,Rep & Maint,200099565,1,202304,Barclaycard - Global Commercial Payments,173.09 ,19/07/2023
Schools,Premises,Rep & Maint,200096861,1,202304,Barclaycard - Global Commercial Payments,30.85 ,13/07/2023
Schools,Premises,Rep & Maint,200097035,1,202304,Barclaycard - Global Commercial Payments,25.49 ,13/07/2023
Schools,Premises,Rep & Maint,200097731,1,202304,Barclaycard - Global Commercial Payments,10.82 ,13/07/2023
Schools,Premises,Rep & Maint,200098301,1,202304,Barclaycard - Global Commercial Payments,11.65 ,13/07/2023
Schools,Premises,Rep & Maint,200098985,1,202304,Barclaycard - Global Commercial Payments,23.21 ,24/07/2023
Schools,Premises,Rep & Maint,200099488,1,202304,Barclaycard - Global Commercial Payments,16.48 ,24/07/2023
Schools,Premises,Rep & Maint,200098903,1,202304,Barclaycard - Global Commercial Payments,515.81 ,13/07/2023
Public Health and Wellbeing,Premises,Rep & Maint,200099666,1,202304,Barclaycard - Global Commercial Payments,7.08 ,13/07/2023
Schools,Premises,Ground Maint,200099251,1,202304,Barclaycard - Global Commercial Payments,66.98 ,19/07/2023
"Housing, Environment and Healthy Communities",Premises,Cleaning,200098459,1,202304,Barclaycard - Global Commercial Payments,126.00 ,13/07/2023
Schools,Premises,Cleaning,200098589,1,202304,Barclaycard - Global Commercial Payments,23.28 ,13/07/2023
Schools,Premises,Fixtures & Fittings,200098513,1,202304,Barclaycard - Global Commercial Payments,187.46 ,13/07/2023
Schools,Premises,Fixtures & Fittings,200098617,1,202304,Barclaycard - Global Commercial Payments,4.38 ,13/07/2023
Schools,Premises,Fixtures & Fittings,200098182,1,202304,Barclaycard - Global Commercial Payments,19.07 ,13/07/2023
Schools,Premises,Fixtures & Fittings,200099213,1,202304,Barclaycard - Global Commercial Payments,165.42 ,13/07/2023
Schools,Premises,Fixtures & Fittings,200095368,1,202304,Barclaycard - Global Commercial Payments,462.50 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098635,1,202304,Barclaycard - Global Commercial Payments,69.93 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098736,1,202304,Barclaycard - Global Commercial Payments,65.94 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098122,1,202304,Barclaycard - Global Commercial Payments,12.50 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098123,1,202304,Barclaycard - Global Commercial Payments,11.88 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098124,1,202304,Barclaycard - Global Commercial Payments,1.98 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098309,1,202304,Barclaycard - Global Commercial Payments,13.86 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098310,1,202304,Barclaycard - Global Commercial Payments,15.84 ,13/07/2023
Schools,Transport,Vehicles and Plant,200098517,1,202304,Barclaycard - Global Commercial Payments,34.40 ,13/07/2023
Schools,Transport,Vehicles and Plant,200099499,1,202304,Barclaycard - Global Commercial Payments,12.50 ,13/07/2023
Schools,Transport,Vehicles and Plant,200099582,1,202304,Barclaycard - Global Commercial Payments,54.25 ,13/07/2023
Schools,Transport,Vehicles and Plant,200097777,1,202304,Barclaycard - Global Commercial Payments,85.00 ,13/07/2023
Schools,Transport,Vehicles and Plant,200099353,1,202304,Barclaycard - Global Commercial Payments,88.33 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200095892,1,202304,Barclaycard - Global Commercial Payments,80.00 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200095893,1,202304,Barclaycard - Global Commercial Payments,80.00 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200097293,1,202304,Barclaycard - Global Commercial Payments,572.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099471,1,202304,Barclaycard - Global Commercial Payments,167.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099472,1,202304,Barclaycard - Global Commercial Payments,167.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099473,1,202304,Barclaycard - Global Commercial Payments,167.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099683,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099684,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099685,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099686,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099780,1,202304,Barclaycard - Global Commercial Payments,302.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099781,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099782,1,202304,Barclaycard - Global Commercial Payments,327.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099783,1,202304,Barclaycard - Global Commercial Payments,302.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099784,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099785,1,202304,Barclaycard - Global Commercial Payments,167.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099786,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099787,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200099788,1,202304,Barclaycard - Global Commercial Payments,322.50 ,13/07/2023
Schools,Transport,Vehicles and Plant,200097953,1,202304,Barclaycard - Global Commercial Payments,95.41 ,19/07/2023
Schools,Transport,Contract Hire,200098638,1,202304,Barclaycard - Global Commercial Payments,15.92 ,13/07/2023
Schools,Transport,Contract Hire,200098639,1,202304,Barclaycard - Global Commercial Payments,5.67 ,13/07/2023
Schools,Transport,Contract Hire,200098640,1,202304,Barclaycard - Global Commercial Payments,5.67 ,13/07/2023
Schools,Transport,Contract Hire,200095660,1,202304,Barclaycard - Global Commercial Payments,5.00 ,24/07/2023
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200098457,1,202304,Barclaycard - Global Commercial Payments,4.70 ,13/07/2023
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200097910,1,202304,Barclaycard - Global Commercial Payments,40.08 ,13/07/2023
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200098395,1,202304,Barclaycard - Global Commercial Payments,10.02 ,13/07/2023
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200098875,1,202304,Barclaycard - Global Commercial Payments,8.00 ,13/07/2023
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200098879,1,202304,Barclaycard - Global Commercial Payments,10.00 ,13/07/2023
Integrated Adults & Social Care Services,Transport,Public Transport and Taxi Fares,200099281,1,202304,Barclaycard - Global Commercial Payments,18.20 ,13/07/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097206,1,202304,Barclaycard - Global Commercial Payments,416.67 ,13/07/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200096632,1,202304,Barclaycard - Global Commercial Payments,207.95 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200096469,1,202304,Barclaycard - Global Commercial Payments,1.79 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200097680,1,202304,Barclaycard - Global Commercial Payments,4.20 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098110,1,202304,Barclaycard - Global Commercial Payments,156.42 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098306,1,202304,Barclaycard - Global Commercial Payments,16.99 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098404,1,202304,Barclaycard - Global Commercial Payments,22.40 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098405,1,202304,Barclaycard - Global Commercial Payments,11.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098406,1,202304,Barclaycard - Global Commercial Payments,26.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098497,1,202304,Barclaycard - Global Commercial Payments,16.99 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098498,1,202304,Barclaycard - Global Commercial Payments,59.95 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098577,1,202304,Barclaycard - Global Commercial Payments,1.65 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098578,1,202304,Barclaycard - Global Commercial Payments,-47.99 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098942,1,202304,Barclaycard - Global Commercial Payments,25.26 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099150,1,202304,Barclaycard - Global Commercial Payments,89.98 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099271,1,202304,Barclaycard - Global Commercial Payments,106.01 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099272,1,202304,Barclaycard - Global Commercial Payments,220.01 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099403,1,202304,Barclaycard - Global Commercial Payments,160.45 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099487,1,202304,Barclaycard - Global Commercial Payments,5.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099607,1,202304,Barclaycard - Global Commercial Payments,193.73 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099791,1,202304,Barclaycard - Global Commercial Payments,10.98 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098815,1,202304,Barclaycard - Global Commercial Payments,18.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098816,1,202304,Barclaycard - Global Commercial Payments,36.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098817,1,202304,Barclaycard - Global Commercial Payments,8.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200097345,1,202304,Barclaycard - Global Commercial Payments,8.06 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098424,1,202304,Barclaycard - Global Commercial Payments,12.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098716,1,202304,Barclaycard - Global Commercial Payments,8.60 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200098801,1,202304,Barclaycard - Global Commercial Payments,23.80 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099086,1,202304,Barclaycard - Global Commercial Payments,5.45 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099813,1,202304,Barclaycard - Global Commercial Payments,5.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099814,1,202304,Barclaycard - Global Commercial Payments,2.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200099815,1,202304,Barclaycard - Global Commercial Payments,20.30 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200100027,1,202304,Barclaycard - Global Commercial Payments,16.00 ,13/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200075630,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077044,1,202304,Barclaycard - Global Commercial Payments,30.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200077690,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200079608,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200080700,1,202304,Barclaycard - Global Commercial Payments,25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200083071,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200084428,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200085007,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200087091,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200088429,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200090246,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200092126,1,202304,Barclaycard - Global Commercial Payments,35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093409,1,202304,Barclaycard - Global Commercial Payments,-35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093731,1,202304,Barclaycard - Global Commercial Payments,-25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093732,1,202304,Barclaycard - Global Commercial Payments,-25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093733,1,202304,Barclaycard - Global Commercial Payments,-25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093734,1,202304,Barclaycard - Global Commercial Payments,-25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093735,1,202304,Barclaycard - Global Commercial Payments,-25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093736,1,202304,Barclaycard - Global Commercial Payments,-25.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093737,1,202304,Barclaycard - Global Commercial Payments,-35.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093738,1,202304,Barclaycard - Global Commercial Payments,-30.00 ,19/07/2023
Children's Social Care & Lifelong Learning,Supplies and Services,"Furn, Equip & Mats",200093739,1,202304,Barclaycard - Global Commercial Payments,-35.00 ,19/07/2023
