Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,19/09/2023,4837122,375168,STEEL SOCIAL WORK LTD,JLT Disbursements,520.25,Misc. Legal Expenses,Direct Payments,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,19/09/2023,4837123,375168,STEEL SOCIAL WORK LTD,JLT Disbursements,2072.9,Misc. Legal Expenses,Direct Payments,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,19/09/2023,4837133,375168,STEEL SOCIAL WORK LTD,JLT Disbursements,2586.4,Misc. Legal Expenses,Direct Payments,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,19/09/2023,4832743,375170,CLARK CARE SERVICES,PS Acquired Community Services,1058.4,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,19/09/2023,4834889,375172,CHRISTIAN ANDREOU,Guaranteed Rent Scheme,780.82,Rents,Direct Payments,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4833740,375277,PROVIDE SESS LTD,Crematorium,1134,Security costs,Third Party Supplier,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4833021,375279,SIMPLE RECRUITMENT SERVICES LTD,Town Hall Operations,1107.36,Agency Staff,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4833022,375279,SIMPLE RECRUITMENT SERVICES LTD,Town Hall Operations,941.85,Agency Staff,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4832913,375280,GCI NETWORK SOLUTIONS LTD TA  GCI NATIONAL BUSINESS,IT Management,888.6,"Internet Connections, etc",Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4833668,375281,HOUSING GENIE LTD,Bed and Breakfast,770,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837219,375283,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Berkshire West Public Health Hub,288.48,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837219,375283,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Berkshire West Public Health Hub,403.29,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837219,375283,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Berkshire West Public Health Hub,986.07,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837219,375283,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Berkshire West Public Health Hub,2388.95,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837219,375283,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Berkshire West Public Health Hub,5080.91,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837219,375283,CHELSEA & WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Berkshire West Public Health Hub,6069.16,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4833664,375284,METCALFE METAL T/A METCALFE LTD,DLO Day to Day Trades,1818,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4831708,375285,INVOTRA LTD,IT Management,423.8,Software Licences,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4831708,375285,INVOTRA LTD,IT Management,1243.69,Software Licences,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4831708,375285,INVOTRA LTD,IT Management,3260,Software Licences,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4836767,375287,CELADOR APARTMENTS LTD,Bed and Breakfast,3052,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4834286,375288,SALIS CARE LTD,Mental Health Community Services,3442.44,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4834287,375288,SALIS CARE LTD,PS Acquired Community Services,5264.36,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4834027,375301,M&R SERVICES,PS Acquired Community Services,480,Purchased Care,SUB-CONTRACTOR,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837239,375301,M&R SERVICES,Repairs,600,Estate Maintenance,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,20/09/2023,4831790,375302,NEC SOFTWARE SOLUTIONS UK LTD,Admin Account,28222.01,Software Support,Third Party Supplier,STANDARD,5960,HAAA-Housing Revenue Account
RBC Legal Entity,20/09/2023,4831794,375302,NEC SOFTWARE SOLUTIONS UK LTD,Admin Account,5500,Software Support,Third Party Supplier,STANDARD,5960,HAAA-Housing Revenue Account
RBC Legal Entity,20/09/2023,4831795,375302,NEC SOFTWARE SOLUTIONS UK LTD,Admin Account,8022.14,Software Support,Third Party Supplier,STANDARD,5960,HAAA-Housing Revenue Account
RBC Legal Entity,20/09/2023,4831796,375302,NEC SOFTWARE SOLUTIONS UK LTD,Admin Account,1000,Software Support,Third Party Supplier,STANDARD,5960,HAAA-Housing Revenue Account
RBC Legal Entity,20/09/2023,4831797,375302,NEC SOFTWARE SOLUTIONS UK LTD,Admin Account,2500,Software Support,Third Party Supplier,STANDARD,5960,HAAA-Housing Revenue Account
RBC Legal Entity,20/09/2023,4837206,375303,MEDILINK CONSULTING LTD,Coroner,1400,Medical Fees,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837199,375305,GHATAURA MEDICAL SERVICES LTD,Coroner,2492.1,Medical Fees,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4833655,375306,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,595,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4833673,375306,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,665,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4833674,375306,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4836232,375307,MARCUS FLETCHER,JLT Disbursements,725,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837348,375308,MIRIAM THOMPSON,Housing Advice,2700,Preventive+SupportiveServ,Landlord,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837159,375309,EE LTD,Bus Lane Enforcement,1746.29,Mobile Phones,UTILITY,STANDARD,4722,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837159,375309,EE LTD,Bus Lane Enforcement,1746.29,Mobile Phones,UTILITY,STANDARD,4722,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4834390,375311,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,238.44,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4834390,375311,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,411.89,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4834406,375312,KINGDOM COFFEE INTERNATIONAL LTD,Town Hall Operations,427.69,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837224,375317,OXFORD UNIVERSITY HOSPITALS NHS TRUST,Berkshire West Public Health Hub,571.2,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4832895,375318,SIMONE SURVEYS LTD,Network Management,540,TPP to Others,SUB-CONTRACTOR,STANDARD,4703,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837232,375319,JELLY,HSHAZ programme,1850,Professional Fees,SUPPLIER,STANDARD,1316,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837233,375319,JELLY,HSHAZ programme,1600,Professional Fees,SUPPLIER,STANDARD,1316,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837335,375319,JELLY,HSHAZ programme,800,Professional Fees,SUPPLIER,STANDARD,1316,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,-1957.94,Agency Staff,Third Party Supplier,CREDIT,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Finance systems Re-procurement,-1152.44,Staff/Consultancy,Third Party Supplier,CREDIT,8637,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,Finance systems Re-procurement,-1113.4,Staff/Consultancy,Third Party Supplier,CREDIT,8637,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,Communications,-938.69,Agency Staff,Third Party Supplier,CREDIT,2075,EAAA-Chief Executive
RBC Legal Entity,20/09/2023,4837174,375320,REED,Communications,-938.69,Agency Staff,Third Party Supplier,CREDIT,2075,EAAA-Chief Executive
RBC Legal Entity,20/09/2023,4837174,375320,REED,Finance systems Re-procurement,-925.76,Staff/Consultancy,Third Party Supplier,CREDIT,8637,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,Finance systems Re-procurement,-890.72,Staff/Consultancy,Third Party Supplier,CREDIT,8637,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,Community Re-ablement Team,0.9,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Advice and Wellbeing Service,3.15,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),4.27,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Advice and Wellbeing Service,5.85,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,7.83,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),10.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,14,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Discharge to Assess Hospital Service,30.15,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),30.6,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),72.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),76.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),124.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),147.69,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),198.55,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),205.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Streetscene,247.08,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,335.2,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Parking & Enforcement,354.08,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Streetscene,354.25,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),366.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),366.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Customer Services - Reception,372.1,Agency Staff,Third Party Supplier,STANDARD,2595,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,476.66,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,GIS & Mapping,553.41,Agency Staff,Third Party Supplier,STANDARD,2135,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Exchequer Services,554.19,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Policy & Performance,573.08,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Procurement Services,586.28,Agency Staff,Third Party Supplier,STANDARD,2402,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Housing Maintenance And Repairs Staffing,623.12,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Neighbourhood Services Support,647.88,Agency Staff,Third Party Supplier,STANDARD,4590,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Contact Centre,656.64,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,663.71,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Housing Maintenance And Repairs Staffing,730.22,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Housing Maintenance And Repairs Staffing,730.22,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Policy & Performance,753.5,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Streetscene,767.13,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Exchequer Services,767.72,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Personal Budget Support Team,779.18,Agency Staff,Third Party Supplier,STANDARD,5258,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Policy & Performance,785.33,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Coroner,795.94,Agency Staff,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Joint Legal Team,798.66,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,838,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,866.58,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,871.49,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Finance systems Re-procurement,890.72,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,Refuse Collection,915.36,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),972.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),991.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1032.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Finance systems Re-procurement,1113.4,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1257,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,1257,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Discharge to Assess Hospital Service,1257,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,1273.1,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Discharge to Assess Hospital Service,1328.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Joint Legal Team,1336.38,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1377,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Other HRA Capital,1380.6,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1424.6,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Advice and Wellbeing Service,1451.25,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1458.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Mental Health Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Community Re-ablement Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Adults Quality and Safeguarding Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Adults Quality and Safeguarding Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Adults Quality and Safeguarding Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Reviews Team,1550.3,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Discharge to Assess Hospital Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Discharge to Assess Hospital Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Advice and Wellbeing Service,1550.3,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Discharge to Assess Hospital Service,1599.88,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1602.36,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Mental Health Team,1602.68,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1605.12,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1624.3,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1624.3,Training & Development Costs,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Advice and Wellbeing Service,1624.3,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Preparing for Adulthood Service,1661.3,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Localities Team,1678.74,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,BFFC Agency Staff (Rechargeable),1698.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Programme Management Office,1709,Agency Staff,Third Party Supplier,STANDARD,2033,LAAA-Directorate of Resources
RBC Legal Entity,20/09/2023,4837174,375320,REED,Public Health Team Costs,1740.8,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,20/09/2023,4837174,375320,REED,Legal Services,1785,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
