Body Name,Service Area Categorisation,,,,,,Category,Narrative
Police and Crime Commissioner for Derbyshire ,Police Services,Bidfood,7178623,45590,538.71,Prisoners Meals,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7178197,45579,530.7,Materials - Consumable,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,SBI TacPro Limited,7177986,45573,530.6,Uniforms,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Charles Fellows Supplies Ltd,7178027,45574,530,Maintenance Of Prisoners,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7177592,45574,526.3,Materials - Consumable,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,BT Payment Services Ltd,7178024,45578,526,Voice Services,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Altberg Limited,7177900,45572,521.34,Uniforms,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7178740,45593,520.76,Equipment - General,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Charles Fellows Supplies Ltd,7178253,45580,513.5,Maintenance Of Prisoners,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Pidcock Motorcycles Ltd,7178279,45581,501.49,Uniforms,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Health Assured Limited,7178132,45576,500,Medical Intervention,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Health Assured Limited,7177914,45572,500,Medical Intervention,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Kinto UK Ltd,7178171,45579,-500,Hire of Vehicles,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Cambridgeshire Police & Crime Commissioner,3068686,45582,-850,Training - External Courses / Seminars,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Cintra Limited,7178607,45590,-945.48,Interpreters,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,First Forensic Solutions Ltd,7178734,45595,-1000,Software Maintenance,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,First Forensic Solutions Ltd,7178756,45596,-1000,Software Maintenance,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Cellnex Driving Telecom Connectivity,3068688,45582,-1734.66,Radio Equipment- Site Rental,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Endura Ltd,7178498,45587,-2120.75,Uniforms,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Oleeo,7174857,45575,-2340,Software Maintenance,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Insight Direct (UK) Limited,7177447,45566,-2591.6,Hardware Maintenance,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Sepura Ltd,7178529,45595,-10050,Hardware - Purchase,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,Sepura Ltd,7178768,45596,-13620,Hardware - Purchase,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
Police and Crime Commissioner for Derbyshire ,Police Services,,,,,,A,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category A
