BODY,EXPENSE AREA,NAME,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11457652,45036,99
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Public Transport,11457779,45033,14.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11459066,45030,40
Rotherham Metropolitan Borough Council,Adult Care & Housing,Brinsworth Boarding Kennels,Animal & Pet Supplies,11460583,45027,682
Rotherham Metropolitan Borough Council,Adult Care & Housing,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11463544,45027,30
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11463581,45036,325
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11464269,45036,300
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11464326,45030,40
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11464327,45030,40
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Virgin Media Business,Telecomms,11464370,45030,47.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11465674,45036,99
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11466423,45030,40
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11466423,45030,0.35
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11466424,45030,80
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11466424,45030,0.32
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11466490,45030,80
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11466491,45030,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468047,45027,599.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468048,45027,589.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468049,45027,749.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468050,45027,824.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468052,45027,1025.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468053,45027,976.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11468054,45027,1562.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11470671,45027,97.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dennis Eagle Ltd,Transport Operations And Logistics,11472464,45036,1674.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11472839,45030,41.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11472840,45030,41.75
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11472841,45030,-1664.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11472846,45030,27.75
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Oxley & Coward (Solicitors),Legal Services,11474836,45028,1449.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11475134,45036,75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11475135,45036,77.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11475176,45027,557.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11475177,45027,1567.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11475178,45027,1136.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11475179,45027,940.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11475180,45027,1293.19
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11475181,45027,1071.12
Rotherham Metropolitan Borough Council,Adult Care & Housing,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11478210,45027,294
Rotherham Metropolitan Borough Council,Adult Care & Housing,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11478211,45027,90.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11478254,45022,12405.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11478258,45022,1362.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Public Transport,11478753,45033,89.1
Rotherham Metropolitan Borough Council,Finance & Customer Services,Civica Uk Limited,Technology,11478793,45027,10467
Rotherham Metropolitan Borough Council,Finance & Customer Services,Civica Uk Limited,Technology,11478793,45027,10467
Rotherham Metropolitan Borough Council,Finance & Customer Services,Jane Wheatley,Legal Services,11478846,45033,850
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11480643,45030,1287.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11480661,45036,89.4
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11480675,45030,81.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11480683,45049,9853.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11480696,45033,5999
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Consultancy,11485663,45029,15596.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Consultancy,11485664,45029,17373.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11485712,45036,133
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hall Cliffe School,Supporting People - Learning Disabilities,11485723,45049,-19404.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11488008,45036,-40
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11488862,45036,119.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Vip-System Ltd,Vehicle Recovery Maintenance Repair,11489064,45029,6463.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11490129,45022,5325
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dennis Eagle Ltd,Transport Operations And Logistics,11490163,45036,295
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491505,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491506,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491507,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491508,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491509,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491510,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491511,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491512,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491513,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491514,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491515,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491516,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491517,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491518,45036,-49.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Premier Estates Ltd,Rent Lease & Property Management,11491519,45036,-49.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Waterman Aspen Ltd,Agency Staff Services,11492651,45029,6886.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,Cdr Group,Technology,11492699,45033,600
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11494729,45040,1652
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11494741,45022,408.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11494743,45022,1083.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11494746,45022,7881.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,Roadway Uk (Tm) Ltd,Road Markings And Traffic Management,11494856,45049,3741.66
Rotherham Metropolitan Borough Council,Adult Care & Housing,Sutcliffe Play Limited,Landscaping,11494968,45029,2993.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11495384,45036,89.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11495386,45030,80
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11495387,45030,80
Rotherham Metropolitan Borough Council,Regeneration & Environment,Penna Plc,Advertising Services,11495431,45027,13260
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Tusker Direct,Fleet Hire And Purchase Financing,11495521,45040,-582.56
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Virgin Media Business,Telecomms,11495571,45030,30.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Simmonsigns Ltd,Road Markings And Traffic Management,11496402,45022,4144.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dennis Eagle Ltd,Transport Operations And Logistics,11496448,45036,247.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anthony Collins Solicitors,Legal Services,11496453,45036,1800
Rotherham Metropolitan Borough Council,Adult Care & Housing,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11497198,45027,53.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11497295,45022,13314.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Water Plus Ltd,Water Services,11498938,45048,11.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bolinda Uk Ltd,Books Periodicals And Journals,11498992,45030,1900
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11499037,45030,48.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rockingham J & I School (Academy),Energy,11499229,45033,-2334.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11501183,45043,5309
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11501255,45042,454.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11501257,45042,44.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11501258,45042,31.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11501259,45042,13.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Imperial Civil Enforcement Solutions,Technology,11501842,45027,5767.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Water Plus Ltd,Water Services,11504418,45048,161.17
Rotherham Metropolitan Borough Council,Adult Care & Housing,Nec Software Solutions Uk Limited,Technology,11504432,45037,883.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11504837,45022,927.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11504838,45022,409.57
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11504839,45044,1139.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11504840,45049,1774.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Glendale Countryside Ltd,Landscaping,11505360,45034,224.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Glendale Countryside Ltd,Landscaping,11505360,45034,1389.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Glendale Countryside Ltd,Landscaping,11505360,45034,12771.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,Glendale Countryside Ltd,Landscaping,11505360,45034,12386.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Glendale Countryside Ltd,Landscaping,11505360,45034,3309.91
Rotherham Metropolitan Borough Council,Finance & Customer Services,Jane Wheatley,Legal Services,11505379,45022,850
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11505454,45030,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11505455,45030,41.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11505456,45030,41.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Northern Powergrid (Yorkshire) Plc,Street Lighting Materials,11506477,45033,779.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Waterman Aspen Ltd,Agency Staff Services,11506553,45029,2828.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11506781,45049,339.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fred Camm Recovery Ltd,Transport Services,11506793,45036,89.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11510011,45022,8681.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11510016,45022,7918.41
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11510034,45027,543.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Wsp Uk Ltd,Licence & Professional Fees,11510040,45029,4669
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11510125,45042,63.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11510126,45042,63.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11510127,45042,447.67
Rotherham Metropolitan Borough Council,Central Services,Insight Direct (Uk) Ltd,Technology,11510188,45027,102.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,Insight Direct (Uk) Ltd,Technology,11510190,45049,133.99
Rotherham Metropolitan Borough Council,Adult Care & Housing,Culligan (Uk) Ltd,Food And Drink,11510372,45034,819.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11510391,45042,4.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Northern Powergrid (Yorkshire) Plc,Street Lighting Materials,11510436,45033,426.92
Rotherham Metropolitan Borough Council,Adult Care & Housing,St Leger Bdi Ltd,Telecomms,11511247,45034,535.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,District Surveyors Association Limited,Books Periodicals And Journals,11511248,45027,2815.64
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Public Transport,11511323,45033,180
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Public Transport,11511324,45029,24.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Braunability Uk Ltd,Security,11511334,45022,502.49
Rotherham Metropolitan Borough Council,Adult Care & Housing,Yorkshire Purchasing Organisation,Food And Drink,11511367,45030,541.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Symology Ltd,Technology,11511434,45028,86270
Rotherham Metropolitan Borough Council,Central Services,Insight Direct (Uk) Ltd,Technology,11511520,45027,11130.07
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511801,45027,949.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Tracsis Traffic Data Ltd,Consultancy,11511894,45027,755
Rotherham Metropolitan Borough Council,Regeneration & Environment,Russells (Kirbymoorside) Ltd,Landscaping,11511904,45022,1686.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,N E Truck Spares Ltd,Transport Services,11511915,45027,8749.37
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511963,45041,642.89
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511964,45041,121.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511965,45027,803.53
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511966,45027,391.65
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511967,45027,283.56
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511968,45027,395.47
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11511969,45027,689.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11511992,45049,657.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Simmonsigns Ltd,Road Markings And Traffic Management,11512010,45030,3149.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,Simmonsigns Ltd,Road Markings And Traffic Management,11512011,45030,3149.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,High Peak Borough Council,Local Authority Spend,11512154,45033,3393.2
Rotherham Metropolitan Borough Council,Adult Care & Housing,Prism Medical Uk Ltd,Lifts And Adaptation,11512155,45027,4435
Rotherham Metropolitan Borough Council,Regeneration & Environment,Pell Frischmann Consultants Ltd,Consultancy,11512657,45033,8300.38
Rotherham Metropolitan Borough Council,Adult Care & Housing,Prism Medical Uk Ltd,Lifts And Adaptation,11512664,45027,2932.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jcb Finance Ltd,Banking Leasing And Insurance,11512675,45022,1957.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11512680,45022,2289.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,Reactive Integrated Services Ltd (F),Asbestos Removal,11512683,45022,969
Rotherham Metropolitan Borough Council,Regeneration & Environment,Biowise Ltd,Waste Disposal Inc Skip Hire,11512697,45042,-1400.14
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11512707,45030,45
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rogers Geotechnical Services Ltd,Consultancy,11512737,45022,1690
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11512754,45030,27.75
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Hotel Accommodation & Conferencing,11512760,45029,98.98
Rotherham Metropolitan Borough Council,Adult Care & Housing,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11516867,45037,884
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11516874,45022,132.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11516877,45041,127.76
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11516878,45027,606.84
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11516879,45027,163.14
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11516880,45027,520.37
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11516881,45027,364.57
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11516883,45027,489.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Wright Bros Partnership Ltd,Repair And Maintenance,11516888,45027,8460
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Granby Nurseries Ltd,Supporting People - Childcare Fees,11516896,45044,769.08
Rotherham Metropolitan Borough Council,Adult Care & Housing,Prism Medical Uk Ltd,Lifts And Adaptation,11516916,45027,1629.57
Rotherham Metropolitan Borough Council,Adult Care & Housing,Reactive Integrated Services Ltd (F),Asbestos Removal,11516924,45022,130
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11516928,45037,2235.72
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Yorkshire Purchasing Organisation,Food And Drink,11516963,45029,120.59
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11516984,45030,-608.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Traffic & Transport Data,Road Markings And Traffic Management,11517016,45028,720
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Adcs Ltd,Licence & Professional Fees,11517055,45027,2795
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Avanti Steel Fabrications,Landscaping,11517084,45022,2150
Rotherham Metropolitan Borough Council,Adult Care & Housing,Satnam Urban Regeneration Ltd,New Build & Major Refurb Trades,11517090,45022,5120
Rotherham Metropolitan Borough Council,Finance & Customer Services,Virgin Media Business,Telecomms,11517246,45030,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Virgin Media Business,Telecomms,11517247,45030,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mr N L Howarth,Sports & Recreational Equipment,11517303,45022,3720
Rotherham Metropolitan Borough Council,Regeneration & Environment,Premier Learning,Training Services,11520396,45027,3300
Rotherham Metropolitan Borough Council,Regeneration & Environment,Premier Learning,Training Services,11520397,45027,4010
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11520430,45042,1078.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11520550,45042,-1078.24
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11520738,45041,149.97
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11520739,45027,666.82
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11520740,45027,730.44
