BODY,EXPENSE AREA,NAME,EXPENSE TYPE,Reference,Date,Amount
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,HARRISON COLLEGE LTD,SUPPORTING PEOPLE - LEARNING DISABILITIES,11496300,45061,8456
Rotherham Metropolitan Borough Council,Regeneration & Environment,SOFTCAT LTD,TECHNOLOGY,11504537,45050,429.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,WCG ENVIROMENTAL LTD,PLANT HIRE,11504832,45055,24950
Rotherham Metropolitan Borough Council,Regeneration & Environment,CPC,STATIONERY FURNITURE & IT CONSUMABLES,11504856,45063,463.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,FUELTEK LTD,REPAIR AND MAINTENANCE,11505514,45063,-2095
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11510113,45055,206.19
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11510115,45055,179.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11510120,45056,137.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11510121,45055,5.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11510123,45056,69.3
Rotherham Metropolitan Borough Council,Adult Care & Housing,CULLIGAN (UK) LTD,FOOD AND DRINK,11510124,45056,13.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,NETWORK RAIL INFRASTRUCTURE LTD,TRANSPORT OPERATIONS AND LOGISTICS,11510148,45076,786.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11510371,45056,47.7
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CAREMARK (ROTHERHAM),SUPPORTING PEOPLE - INDEPENDENT SECTOR HOMECARE,11511938,45064,616
Rotherham Metropolitan Borough Council,Regeneration & Environment,JCB FINANCE LTD,BANKING LEASING AND INSURANCE,11512673,45051,2143.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,JCB FINANCE LTD,BANKING LEASING AND INSURANCE,11512673,45051,2143.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11517137,45058,267.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,ELIOR UK PLC,HOTEL ACCOMMODATION & CONFERENCING,11520427,45065,509.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11520465,45058,469.87
Rotherham Metropolitan Borough Council,Adult Care & Housing,OAKLEY FENCING CONTRACTORS LTD,LANDSCAPING,11521368,45076,6890
Rotherham Metropolitan Borough Council,Regeneration & Environment,TOTAL INTEGRATED SOLUTIONS LTD,SECURITY,11521505,45063,408.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,COOPER MOBILE SERVICES LIMITED,LANDSCAPING,11521522,45061,11500
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11521609,45057,475
Rotherham Metropolitan Borough Council,Regeneration & Environment,VIE MEDIC SERVICES LTD,HEALTH AND HYGIENE EQUIPMENT,11522008,45078,776.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,JAMES BURRELL LTD,BUILDING MATERIALS,11523623,45057,438.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,TOTAL INTEGRATED SOLUTIONS LTD,SECURITY,11523628,45063,869.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,MOBILE HOSE SERVICES LTD,VEHICLE REPAIRS & MAINTENANCE,11523660,45072,121
Rotherham Metropolitan Borough Council,Adult Care & Housing,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11524725,45076,52.16
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CAREMARK (ROTHERHAM),SUPPORTING PEOPLE - INDEPENDENT SECTOR HOMECARE,11526004,45064,616
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11526154,45058,596.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11526155,45058,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11526156,45071,91.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,STORM ENVIRONMENTAL LTD,WASTE DISPOSAL INC SKIP HIRE,11526157,45057,4469.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,STORM ENVIRONMENTAL LTD,WASTE DISPOSAL INC SKIP HIRE,11526162,45057,4469.25
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,THE APPLE TREE CENTRE (SOUTH YORKSHIRE),SUPPORTING PEOPLE - MENTAL HEALTH,11528838,45065,1010
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11529197,45068,990
Rotherham Metropolitan Borough Council,Regeneration & Environment,LEEDS COMMERCIAL LIMITED,FLEET HIRE AND PURCHASE FINANCING,11529275,45057,1913.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,LEEDS COMMERCIAL LIMITED,FLEET HIRE AND PURCHASE FINANCING,11529275,45057,-430.23
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11529341,45068,152
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,AGIITO,HOTEL ACCOMMODATION & CONFERENCING,11529388,45050,770.33
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DFP SERVICES LTD,FIRE PREVENTION,11529407,45068,110
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11529449,45071,104.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11529450,45071,219.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11529451,45071,446.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,SHARROCK LTD,LANDSCAPING,11529452,45071,395.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,FIRE ALARM MAINTENANCE OR MONITORING,11529456,45068,209.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,MID-WAY DEVELOPMENTS LTD,FENCING/BARRIER HIRE,11529836,45056,869
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,THE AWARD SCHEME LTD,SUPPORTING MINORITIES & COMMUNITIES,11529911,45056,1199
Rotherham Metropolitan Borough Council,Finance & Customer Services,ESENDEX,TELECOMMS,11529948,45076,648.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CARTER BROWN THE EXPERT SERVICE LTD,LICENCE & PROFESSIONAL FEES,11529967,45069,2178.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,MOBILE HOSE SERVICES LTD,VEHICLE REPAIRS & MAINTENANCE,11530013,45072,263.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,TRINITY COMMUNITY CENTRE,HOTEL ACCOMMODATION & CONFERENCING,11530015,45061,910
Rotherham Metropolitan Borough Council,Finance & Customer Services,ASHDALE ENGINEERING,REPAIR AND MAINTENANCE,11530021,45065,2346
Rotherham Metropolitan Borough Council,Adult Care & Housing,NE SOLUTIONS LTD,TECHNOLOGY,11530127,45055,2545
Rotherham Metropolitan Borough Council,Regeneration & Environment,WRIGHT BROS PARTNERSHIP LTD,REPAIR AND MAINTENANCE,11530519,45065,1153.82
Rotherham Metropolitan Borough Council,Adult Care & Housing,SHEFFIELD ROYAL SOCIETY FOR THE BLIND,SUPPORTING MINORITIES & COMMUNITIES,11530636,45057,10416.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,HATHER PLANT HIRE LTD,PLANT HIRE,11530653,45063,60
Rotherham Metropolitan Borough Council,Regeneration & Environment,HATHER PLANT HIRE LTD,PLANT HIRE,11530654,45063,60
Rotherham Metropolitan Borough Council,Regeneration & Environment,DENNIS EAGLE LTD,TRANSPORT OPERATIONS AND LOGISTICS,11530680,45082,1160.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,CLOVERLEAF ADVOCACY 2000 LTD,SUPPORTING PEOPLE - LEARNING DISABILITIES,11530735,45051,43463
Rotherham Metropolitan Borough Council,Regeneration & Environment,FUELTEK LTD,REPAIR AND MAINTENANCE,11530886,45063,1554.45
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,TEACHING PERSONNEL LTD,AGENCY STAFF SERVICES,11530890,45050,450
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE TESTING LAB LTD,HEALTH AND HYGIENE EQUIPMENT,11530893,45065,28048.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE TESTING LAB LTD,HEALTH AND HYGIENE EQUIPMENT,11530894,45065,14195.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11533258,45057,2703
Rotherham Metropolitan Borough Council,Regeneration & Environment,SRCL LTD,WASTE DISPOSAL INC SKIP HIRE,11533266,45082,3832.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,WDS ELECTRICAL,NEW BUILD & MAJOR REFURB TRADES,11533281,45068,726
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,TRANSLATION & INTERPRETATION,11533298,45070,50
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DA LANGUAGES LTD,TRANSLATION & INTERPRETATION,11533302,45064,938.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DA LANGUAGES LTD,TRANSLATION & INTERPRETATION,11533308,45068,377.19
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,TRANSLATION & INTERPRETATION,11533318,45070,2850.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,TRANSLATION & INTERPRETATION,11533328,45057,498.36
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DA LANGUAGES LTD,TRANSLATION & INTERPRETATION,11533339,45050,1913.49
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DFP SERVICES LTD,FIRE PREVENTION,11533361,45068,110
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,DOOR ENTRY SYSTEM INSTALLATION,11533516,45069,1298.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DFP SERVICES LTD,FIRE PREVENTION,11533526,45068,161.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,SIGNIS LIMITED,TRAINING SERVICES,11533587,45055,6500
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11534112,45064,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,RE-INSTATEMENT MATERIALS,11534132,45050,221.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,SOCOTEC UK LTD,HEALTH AND HYGIENE EQUIPMENT,11534170,45050,364.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11534292,45057,1802
Rotherham Metropolitan Borough Council,Central Services,SANDERSON BUILDING SERVICES LTD,NEW BUILD & MAJOR REFURB TRADES,11534298,45051,7346
Rotherham Metropolitan Borough Council,Regeneration & Environment,G&S TOILET HIRE LTD,SITE ACCOMMODATION HIRE,11534367,45056,920
Rotherham Metropolitan Borough Council,Adult Care & Housing,NEW FORWARD CARE LIMITED,SUPPORTING PEOPLE - LEARNING DISABILITIES,11534646,45056,803.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,NEW FORWARD CARE LIMITED,SUPPORTING PEOPLE - LEARNING DISABILITIES,11534647,45056,803.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,NEW FORWARD CARE LIMITED,SUPPORTING PEOPLE - LEARNING DISABILITIES,11534648,45056,1004.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11534677,45077,623.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11534684,45077,2168.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11534685,45071,2147.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11534688,45076,2302.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11534689,45077,586.3
Rotherham Metropolitan Borough Council,Adult Care & Housing,ROTHERHAM NHS FOUNDATION TRUST,PUBLIC HEALTH & CARE SERVICES,11534731,45062,20093.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,DONCASTER M B C,LOCAL AUTHORITY SPEND,11534734,45056,3082
Rotherham Metropolitan Borough Council,Regeneration & Environment,NETWORK RAIL INFRASTRUCTURE LTD,TRANSPORT OPERATIONS AND LOGISTICS,11534786,45057,3328.18
Rotherham Metropolitan Borough Council,Central Services,SOUTH YORKSHIRE MAYORAL,LEVY CHARGES OR FEES,11534849,45064,865344.53
Rotherham Metropolitan Borough Council,Adult Care & Housing,BROAD HORIZONS SOCIAL CARE LTD,SUPPORTING PEOPLE - LEARNING DISABILITIES,11534877,45057,518.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11535085,45050,1597.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11535086,45050,210
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11535088,45050,2108.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11535089,45050,301.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,AECOM INFRASTRUCTURE & ENVIRONMENT UK,CONSULTANCY,11535176,45082,588.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,REDFERN TRAVEL,VEHICLE RECOVERY MAINTENANCE REPAIR,11535177,45082,158
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535207,45070,5045.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535209,45056,4733.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535210,45058,15649.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535211,45058,5865.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535212,45058,997.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535213,45058,876.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535214,45056,3175.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11535439,45072,144
Rotherham Metropolitan Borough Council,Regeneration & Environment,SOCOTEC UK LTD,HEALTH AND HYGIENE EQUIPMENT,11535618,45050,339.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,SOCOTEC UK LTD,HEALTH AND HYGIENE EQUIPMENT,11535619,45050,334.8
Rotherham Metropolitan Borough Council,Central Services,SOUTH YORKSHIRE PENSIONS,LEVY CHARGES OR FEES,11535633,45063,5203
Rotherham Metropolitan Borough Council,Regeneration & Environment,RINGGO LIMITED,TECHNOLOGY,11535644,45051,1919.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535666,45070,10026.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535667,45056,1078.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535668,45058,11009.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535669,45058,4753.06
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11535672,45070,249.64
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,126434.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,318.15
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,10586.99
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,127.02
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,516.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,4576.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,2685.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,2207.73
Rotherham Metropolitan Borough Council,Adult Care & Housing,EQUANS REGENERATION LTD,NEW BUILD & MAJOR REFURB TRADES,11537106,45050,6739.38
Rotherham Metropolitan Borough Council,Finance & Customer Services,CERTERO LTD,TECHNOLOGY,11540048,45065,18138.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11540079,45051,2703
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11540358,45058,809.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11540359,45056,2528.91
Rotherham Metropolitan Borough Council,Adult Care & Housing,RHODES ASBESTOS SERVICES,SURVEYORS ARCHITECTS & AUCTIONS,11540388,45055,1356
Rotherham Metropolitan Borough Council,Adult Care & Housing,RHODES ASBESTOS SERVICES,SURVEYORS ARCHITECTS & AUCTIONS,11540389,45055,579
Rotherham Metropolitan Borough Council,Central Services,ESRI (UK) LTD,TECHNOLOGY,11540396,45055,734.52
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,THE WILLIAM HENRY SMITH SCHOOL,EDUCATIONAL DAY NURSERY,11540454,45069,22701
Rotherham Metropolitan Borough Council,Regeneration & Environment,REDFERN TRAVEL,TRANSPORT OPERATIONS AND LOGISTICS,11540466,45082,158
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRICEWATERHOUSECOOPERS LLP,LICENCE & PROFESSIONAL FEES,11540541,45058,45844
Rotherham Metropolitan Borough Council,Regeneration & Environment,MR DAVID SANCHEZ MARIN,PHOTOGRAPHIC SERVICES FILM & DV,11540932,45064,750
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH TELECOMMUNICATIONS PLC,TELECOMMS,11540939,45056,1536
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11540971,45050,360
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11540972,45050,1747.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11540976,45050,301.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),SECURITY,11540977,45050,2108.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,VEOLIA ES (UK) LIMITED,WASTE DISPOSAL INC SKIP HIRE,11541163,45061,1832.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,VEOLIA ES (UK) LIMITED,WASTE DISPOSAL INC SKIP HIRE,11541164,45061,459.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,VEOLIA ES (UK) LIMITED,WASTE DISPOSAL INC SKIP HIRE,11541165,45061,37.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,ACE JANITORIAL SUPPLIES LTD,PPE TOOLS AND JANITORIAL SUPPLIES,11541306,45051,5
Rotherham Metropolitan Borough Council,Regeneration & Environment,ACE JANITORIAL SUPPLIES LTD,PPE TOOLS AND JANITORIAL SUPPLIES,11541306,45051,593
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIGITAL LIBRARY LTD,ELECTRONIC REFERENCE MATERIAL,11541373,45063,947
Rotherham Metropolitan Borough Council,Regeneration & Environment,PAYMENT KIOSKS LTD,TECHNOLOGY,11541374,45058,5337.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,REED SPECIALIST RECRUITMENT LTD,AGENCY STAFF SERVICES,11541378,45050,6155.57
Rotherham Metropolitan Borough Council,Regeneration & Environment,NORTHERN POWERGRID (YORKSHIRE) PLC,STREET LIGHTING MATERIALS,11541697,45079,535.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,RE-INSTATEMENT MATERIALS,11541705,45050,267.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,RE-INSTATEMENT MATERIALS,11541707,45050,221.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,RE-INSTATEMENT MATERIALS,11541708,45050,138.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11541722,45056,463.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11541723,45070,83333.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11541724,45058,1528.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,AHR ARCHITECTS LTD,SURVEYORS ARCHITECTS & AUCTIONS,11541725,45056,819.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11541745,45056,47.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11541746,45056,20.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11541747,45056,16.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11541748,45055,68.73
Rotherham Metropolitan Borough Council,Regeneration & Environment,CULLIGAN (UK) LTD,FOOD AND DRINK,11541750,45055,5.62
Rotherham Metropolitan Borough Council,Adult Care & Housing,CULLIGAN (UK) LTD,FOOD AND DRINK,11541752,45056,13.11
