BODY,EXPENSE AREA,NAME,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11380682,45161,-1390
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11396917,45161,86
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11407119,45161,291.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11407120,45161,291.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11407125,45161,124
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11407695,45161,875
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11419979,45161,-1458.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11419981,45161,-1158.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11427228,45161,50
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11427229,45161,120
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITY DRIVER TRAINING LTD,Training Services,11431041,45161,-839.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Landscaping,11471570,45163,542.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11494697,45148,710.7
Rotherham Metropolitan Borough Council,Central Services,INSIGHT DIRECT (UK) LTD,Technology,11516919,45154,23681
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,Road Markings And Traffic Management,11524550,45174,2703
Rotherham Metropolitan Borough Council,Regeneration & Environment,ENVIROTEC,Animal & Pet Supplies,11529007,45152,420
Rotherham Metropolitan Borough Council,Finance & Customer Services,INSIGHT DIRECT (UK) LTD,Technology,11530196,45152,217.86
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11530667,45152,27.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11530669,45152,13.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,TERBERG MATEC U.K. LTD,Vehicle Recovery Maintenance Repair,11533265,45163,524.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,JONES LIGHTING LTD,Street Lighting Materials,11533533,45173,1261.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,TERBERG MATEC U.K. LTD,Vehicle Recovery Maintenance Repair,11534288,45163,193.57
Rotherham Metropolitan Borough Council,Regeneration & Environment,ORBIS PROTECT LTD,Security,11534609,45161,396
Rotherham Metropolitan Borough Council,Regeneration & Environment,ENVIROTEC,Animal & Pet Supplies,11534610,45156,252
Rotherham Metropolitan Borough Council,Regeneration & Environment,DENNIS EAGLE LTD,Transport Operations And Logistics,11534668,45168,680
Rotherham Metropolitan Borough Council,Regeneration & Environment,E.ON NEXT ENERGY LTD,Energy,11534672,45154,62
Rotherham Metropolitan Borough Council,Central Services,SOUTH YORKSHIRE MAYORAL,Levy Charges Or Fees,11534849,45155,865344.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11535090,45153,60
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11535091,45153,1620.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11535092,45153,271.47
Rotherham Metropolitan Borough Council,Central Services,SOUTH YORKSHIRE PENSIONS,Levy Charges Or Fees,11535633,45155,5203
Rotherham Metropolitan Borough Council,Regeneration & Environment,NHS PROPERTY SERVICES LTD,Rent Lease & Property Management,11540398,45159,15331.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,NHS PROPERTY SERVICES LTD,Rent Lease & Property Management,11540399,45159,12706.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,NHS PROPERTY SERVICES LTD,Rent Lease & Property Management,11540423,45159,10637.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,NHS PROPERTY SERVICES LTD,Rent Lease & Property Management,11540446,45159,11937.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11540973,45153,1349.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11540974,45153,60
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,ROTHERHAM ADVOCACY PARTNERSHIPS,Supporting Minorities & Communities,11546338,45167,161
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,ROTHERHAM ADVOCACY PARTNERSHIPS,Supporting Minorities & Communities,11546339,45167,70
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,ROTHERHAM ADVOCACY PARTNERSHIPS,Supporting Minorities & Communities,11546340,45167,434
Rotherham Metropolitan Borough Council,Regeneration & Environment,ORBIS PROTECT LTD,Security,11553975,45161,396
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance Or Alarm Maintenance,11554236,45160,400
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11554969,45152,13.9
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11554970,45152,27.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,ABOUT ACCESS LTD,Consultancy,11555204,45170,1375
Rotherham Metropolitan Borough Council,Regeneration & Environment,ABOUT ACCESS LTD,Consultancy,11555204,45170,1375
Rotherham Metropolitan Borough Council,Regeneration & Environment,DENNIS EAGLE LTD,Transport Operations And Logistics,11555287,45163,1269.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Q-FREE (BRISTOL) UK LTD,Street Lighting Materials,11558786,45155,430
Rotherham Metropolitan Borough Council,Regeneration & Environment,SOFTCAT LTD,Technology,11558846,45145,858.02
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAFESPACES (CORNHOLME) LTD,Lifts And Adaptation,11559010,45174,8381.16
Rotherham Metropolitan Borough Council,Adult Care & Housing,PEART ACCESS RAMPS LTD,New Build & Major Refurb Trades,11562274,45162,8719
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11564177,45146,2561.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,DAVID TZURIEL,Books Periodicals And Journals,11564663,45170,1290
Rotherham Metropolitan Borough Council,Regeneration & Environment,ENVIROTEC,Animal & Pet Supplies,11573015,45149,723
Rotherham Metropolitan Borough Council,Regeneration & Environment,WRIGHT BROS PARTNERSHIP LTD,Repair And Maintenance,11577166,45153,1880
Rotherham Metropolitan Borough Council,Regeneration & Environment,LASER LEVEL,"Equipment,Furniture & Materls",11580475,45148,737.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,E.ON NEXT ENERGY LTD,Energy,11581748,45154,64
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11582246,45142,366
Rotherham Metropolitan Borough Council,Regeneration & Environment,SURE MAINTENANCE LTD,Repair And Maintenance,11584749,45161,180
Rotherham Metropolitan Borough Council,Regeneration & Environment,SURE MAINTENANCE LTD,Surveillance Or Alarm Maintenance,11585340,45142,675.37
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISM MEDICAL UK LTD,Lifts And Adaptation,11586137,45154,170
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11586282,45142,384.83
Rotherham Metropolitan Borough Council,Adult Care & Housing,SOFTCAT LTD,Technology,11586338,45154,602.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,KNIVETON (UK) LIMITED,Waste Disposal Inc Skip Hire,11586361,45145,51.3
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11587492,45152,13.9
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11587493,45152,27.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORBIS PROTECT LTD,Security,11587494,45152,4253.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,SYS (SCAFFOLDING CONTRACTORS) LTD,Consultancy,11588863,45159,2667.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,SOFTCAT LTD,Technology,11588963,45154,120.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,FINDLAYS ELECTRICAL LTD,Repair And Maintenance,11591075,45160,1250
Rotherham Metropolitan Borough Council,Regeneration & Environment,LINDE MH UK LTD,Plant Hire,11591776,45146,1281.57
Rotherham Metropolitan Borough Council,Regeneration & Environment,PERRYS MOTOR SALES LIMITED,Fleet Hire And Purchase Financing,11591857,45155,1391.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,Road Markings And Traffic Management,11591928,45154,2014.74
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591956,45161,-63
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591957,45161,-1158.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591958,45161,-1458.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591959,45161,11
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591961,45161,52
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591962,45161,875
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITY DRIVER TRAINING LTD,Training Services,11591964,45161,291.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITY DRIVER TRAINING LTD,Training Services,11591965,45161,291.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITY DRIVER TRAINING LTD,Training Services,11591966,45161,37
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITY DRIVER TRAINING LTD,Training Services,11591967,45161,242.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISM MEDICAL UK LTD,Lifts And Adaptation,11592699,45152,-170
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH GAS,Energy,11592784,45159,44.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH GAS,Energy,11592786,45159,65.73
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH GAS,Energy,11592788,45159,59.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH GAS,Energy,11592790,45159,21.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH GAS,Energy,11592791,45159,-24.15
Rotherham Metropolitan Borough Council,Adult Care & Housing,SCOTTISH POWER PLC,Energy,11592810,45160,23.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11593317,45148,-2917.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CARTER BROWN THE EXPERT SERVICE LTD,Licence & Professional Fees,11594368,45152,1268.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,WATER PLUS LTD,Water Services,11594498,45154,453.93
Rotherham Metropolitan Borough Council,Adult Care & Housing,PEART ACCESS RAMPS LTD,New Build & Major Refurb Trades,11598359,45145,1120
Rotherham Metropolitan Borough Council,Adult Care & Housing,BEVAN BRITTAN,Legal Services,11598376,45161,750
Rotherham Metropolitan Borough Council,Adult Care & Housing,LANTEN METERING SERVICES LTD,Energy,11598461,45156,1601.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,LANTEN METERING SERVICES LTD,Energy,11598462,45156,205.2
Rotherham Metropolitan Borough Council,Adult Care & Housing,LANTEN METERING SERVICES LTD,Energy,11599136,45156,103.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,KNIVETON (UK) LIMITED,Waste Disposal Inc Skip Hire,11599731,45145,898.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,E.ON NEXT ENERGY LTD,Energy,11599936,45154,47.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRITISH GAS,Energy,11599949,45159,215.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,E.ON NEXT ENERGY LTD,Energy,11600024,45154,77.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,E.ON NEXT ENERGY LTD,Energy,11600025,45154,58.06
Rotherham Metropolitan Borough Council,Regeneration & Environment,MARSHALLS PLC,Re-Instatement Materials,11601513,45163,8116.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,Road Markings And Traffic Management,11606475,45146,371
Rotherham Metropolitan Borough Council,Regeneration & Environment,CLASSIC LIFTS LTD,Repair And Maintenance,11606478,45153,12.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11606480,45159,50.72
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,INSIGHT DIRECT (UK) LTD,Technology,11606574,45152,208.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Emergency Lighting And Accessories,11608336,45161,50
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance Or Alarm Maintenance,11608336,45161,100
Rotherham Metropolitan Borough Council,Regeneration & Environment,HATHER PLANT HIRE LTD,Plant Hire,11609494,45147,90
Rotherham Metropolitan Borough Council,Regeneration & Environment,HATHER PLANT HIRE LTD,Plant Hire,11609501,45148,300
Rotherham Metropolitan Borough Council,Regeneration & Environment,NATIONAL MINI MIX,Re-Instatement Materials,11609508,45161,337.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,SIEMENS FINANCIAL SERVICES LTD,Banking Leasing And Insurance,11609547,45156,1452.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,SIEMENS FINANCIAL SERVICES LTD,Banking Leasing And Insurance,11609547,45156,892.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,LYNDHURST COOLING & HEATING SERVICES LTD,Repair And Maintenance,11609759,45147,70
Rotherham Metropolitan Borough Council,Regeneration & Environment,LYNDHURST COOLING & HEATING SERVICES LTD,Repair And Maintenance,11609769,45148,1128.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,LYNDHURST COOLING & HEATING SERVICES LTD,Repair And Maintenance,11609771,45146,113.75
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11609776,45155,32
Rotherham Metropolitan Borough Council,Finance & Customer Services,RICOH UK LTD,Photocopiers And Mfds,11610252,45142,186.06
Rotherham Metropolitan Borough Council,Finance & Customer Services,RICOH UK LTD,Photocopiers And Mfds,11610253,45142,4066.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610331,45160,466.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610333,45160,149.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610335,45160,72.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610346,45154,446.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610347,45160,166.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610351,45154,411.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610357,45147,807.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610362,45154,67.08
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610363,45160,31.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610365,45152,145.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610367,45152,243.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610368,45152,618.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610373,45154,40.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610374,45152,40.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610378,45152,165.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610382,45152,230.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610385,45152,337.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610386,45160,40.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610387,45154,56.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610388,45154,196.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610389,45154,207.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610390,45152,1154.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610392,45154,349.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610393,45152,170.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610394,45152,427.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610395,45152,246.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610396,45152,87.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610397,45152,56.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610398,45152,40.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610399,45152,71.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610400,45152,174.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610401,45152,1137.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610402,45152,127.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610403,45160,118.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610404,45152,143.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610405,45152,87.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610406,45152,159.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610407,45160,294.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610410,45152,201.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610411,45160,118.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610413,45154,143.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610414,45154,134.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610416,45152,119.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610417,45154,103
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610418,45152,302.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610419,45154,118.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610421,45154,87.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610422,45160,908.92
Rotherham Metropolitan Borough Council,Adult Care & Housing,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610423,45160,56.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610426,45160,25
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610427,45152,25
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610437,45152,25
Rotherham Metropolitan Borough Council,Regeneration & Environment,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610440,45154,25
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,CITRON HYGIENE UK LIMITED,Health And Hygiene Equipment,11610441,45160,25
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11611231,45145,480
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,Road Markings And Traffic Management,11611614,45170,339.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,Road Markings And Traffic Management,11611615,45170,339.2
Rotherham Metropolitan Borough Council,Finance & Customer Services,MISS JESSICA PURCHASE,Legal Services,11611725,45154,2175
Rotherham Metropolitan Borough Council,Regeneration & Environment,HIRST SIGNS LTD,Ppe Tools And Janitorial Supplies,11611790,45168,-60
Rotherham Metropolitan Borough Council,Regeneration & Environment,LYNDHURST COOLING & HEATING SERVICES LTD,Repair And Maintenance,11612543,45148,70
Rotherham Metropolitan Borough Council,Regeneration & Environment,LYNDHURST COOLING & HEATING SERVICES LTD,Repair And Maintenance,11612544,45146,281.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,Road Markings And Traffic Management,11612562,45159,2887.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,N E TRUCK SPARES LTD,Transport Operations And Logistics,11615265,45153,6335.19
Rotherham Metropolitan Borough Council,Regeneration & Environment,WSP REAL ESTATE & INFRASTRUCTURE LTD,Hydrology And Land Drainage,11615275,45161,9834.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,HATHER PLANT HIRE LTD,Plant Hire,11615628,45148,140
Rotherham Metropolitan Borough Council,Regeneration & Environment,ORBIS PROTECT LTD,Security,11615707,45161,396
Rotherham Metropolitan Borough Council,Regeneration & Environment,CRESTWOOD ENVIRONMENTAL LTD,Consultancy,11615752,45169,2635
