BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692404,45226,-451.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692405,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692405,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692407,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692407,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692408,45226,573.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692408,45226,-129.01
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692409,45226,539.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692409,45226,-121.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692410,45226,153.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692410,45226,-28.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692411,45226,158.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692411,45226,-29.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692413,45230,12.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692414,45226,614.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692414,45226,-138.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692415,45226,222.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692415,45226,-48.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692416,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692416,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692419,45226,983.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692419,45226,-221.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692420,45226,539.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692420,45226,-121.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692422,45226,983.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692422,45226,-221.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692423,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692423,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692425,45226,983.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692425,45226,-221.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692426,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692426,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692427,45226,1393.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692427,45226,-313.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692428,45226,2008.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692428,45226,-451.56
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Lanten Metering Services Ltd,Energy,11692430,45211,1080
Rotherham Metropolitan Borough Council,Regeneration & Environment,Road Tech Computer Systems Ltd,Transport Equipment,11692432,45212,1306.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11692620,45218,5284.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11692655,45216,189
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Doro Care (Uk) Ltd,Technology,11692828,45205,20420
Rotherham Metropolitan Borough Council,Regeneration & Environment,Geodesys,Legal Services,11692836,45233,1290.17
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Dinnington Group Practice,Public Health & Care Services,11692884,45208,4517.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11693216,45209,560
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11693225,45215,3490
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11693233,45218,303.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11693242,45215,850
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Repair And Maintenance,11693295,45215,610
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11693325,45215,12
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Geodesys,Legal Services,11693327,45208,1309.87
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Geodesys,Legal Services,11693328,45208,1314.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Askews And Holts Library Services Ltd,Books Periodicals And Journals,11693329,45204,18
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Syha Enterprises Ltd,Consultancy,11693369,45208,1500
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11693392,45215,475.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11693395,45215,472.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11693464,45211,165.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11693465,45216,1091.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11693466,45211,165.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Yorkshire Purchasing Organisation,Food And Drink,11693476,45208,155.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Swarco Uk & Ireland Ltd,Street Lighting Materials,11693545,45224,8263.15
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11693548,45222,738
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Rotherham Nhs Foundation Trust,Public Health & Care Services,11693550,45209,20093.42
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Rotherham Nhs Foundation Trust,Public Health & Care Services,11693551,45208,74461.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11693919,45218,36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11693922,45219,117.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Askews And Holts Library Services Ltd,Books Periodicals And Journals,11694015,45204,853.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Askews And Holts Library Services Ltd,Books Periodicals And Journals,11694016,45204,152.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Askews And Holts Library Services Ltd,Books Periodicals And Journals,11694021,45209,877.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Askews And Holts Library Services Ltd,Books Periodicals And Journals,11694022,45209,158.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,Askews And Holts Library Services Ltd,Books Periodicals And Journals,11694023,45210,882.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,Andrew Brooks,Sporting Entertainment & Culture,11694026,45205,2000
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11694031,45218,3495.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cemex Uk Operations Ltd,Re-Instatement Materials,11694050,45217,221.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cemex Uk Operations Ltd,Re-Instatement Materials,11694051,45217,98.92
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rotherham Nhs Foundation Trust,Public Health & Care Services,11694363,45211,2759.58
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rotherham Nhs Foundation Trust,Public Health & Care Services,11694364,45211,4295.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Payment Kiosks Ltd,Technology,11694384,45204,750
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Elior Uk Plc,Hotel Accommodation & Conferencing,11694388,45216,2636.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Williams Refrigeration Central Ltd,Catering Equipment,11694400,45212,599.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11694466,45217,1492.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11694469,45219,1784.52
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Connect Healthcare Rotherham Cic,Comprehensive Health Services,11695008,45208,62750
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Voluntary Action Rotherham,Comprehensive Health Services,11695011,45208,25000
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Washco Ltd,Repair And Maintenance,11695020,45218,296.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11695059,45204,529.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bevan Brittan,Legal Services,11695119,45233,529.16
Rotherham Metropolitan Borough Council,Finance & Customer Services,Ricoh Uk Ltd,Photocopiers And Mfds,11695126,45218,223.55
