Payment Date,Description,Gross Amount,Supplier Name
02-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£38,111.00",Warrington Garages Limited t/a Hatfields Land Rover
02-Mar-23,Payments to Other Police Authorities,"£37,864.60",Police and Crime Commissioner For Cumbria
 16-Mar-23,Miscellaneous Contributions,"£37,361.99",Police & Crime Commissioner For Hertfordshire
 09-Mar-23,Comp. Operations,"£35,154.12",Softcat Plc
30-Mar-23,Payment for Services,"£34,820.97", Redacted 
 16-Mar-23,Payment for Services,"£34,582.80",Redacted
30-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£33,750.00",Vohkus Limited 
 09-Mar-23,Equipment Purchases,"£32,271.60",Tuskerdirect limited
30-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£32,232.00", Corptel Corporate Direct (Europe) Ltd 
30-Mar-23,Forensic Fees - General,"£32,160.00", Redacted 
23-Mar-23,Payments to Other Police Authorities,"£32,080.90", Police and Crime Commissioner For Cumbria 
 09-Mar-23,Payments to Other Police Authorities,"£31,130.00",Police and Crime Commissioner For Cheshire
 09-Mar-23,Electrical Maintenance Contracts,"£30,933.83",BAM FM Ltd
30-Mar-23,Promotional Advertising,"£29,984.40", Socialike Media Ltd t/a Springboard 
 09-Mar-23,Telecommunications,"£28,824.00",BT Global Services Solutions
09-Mar-23,General Subscriptions,"£27,860.00", PS Administration Ltd (T/A XPS Administration) 
30-Mar-23,General Subscriptions,"£27,860.00", PS Administration Ltd (T/A XPS Administration) 
 16-Mar-23,Consultants Fees,"£27,677.54",Police and Crime Commissioner For Cheshire
 16-Mar-23,Training Course Fees,"£27,396.00",College of Policing Limited
 09-Mar-23,Mechanical Maintenance Contracts,"£26,844.31",BAM FM Ltd
 23-Mar-23,Capital Asset Clearing A/c Intangibles,"£26,572.20",SSS Public Safety Limited
 23-Mar-23,Outsourced Contractors,"£26,405.46",Kier Business Services Limited
23-Mar-23,S/W Licences,"£25,514.40", NEC Software Solutions UK Limited 
 16-Mar-23,Payment for Services,"£25,000.00",Redacted
30-Mar-23,Capital Asset Clearing A/c Intangibles,"£24,000.00", Bluestar Software Ltd 
 09-Mar-23,Network Operating Systems,"£23,454.92",Government Communications Headquarters (GCHQ)
23-Mar-23,Consultants Fees,"£23,010.00", Social & Market Strategic Research Ltd 
 09-Mar-23,H/W Purchases,"£22,817.34",Dell Corporation Ltd
23-Mar-23,Mobile Data Costs,"£22,506.10", EE Ltd (Airtime) 
02-Mar-23,Rates,"£22,309.00",Liverpool City Council1
 16-Mar-23,Uniform and Clothing,"£22,307.87",Chiltern Global Ltd
 09-Mar-23,Tyres & Tubes,"£21,777.18",ATS Euromaster Ltd
 23-Mar-23,Forensic Fees - General,"£21,728.40",Redacted
 16-Mar-23,Payment for Services,"£21,720.00",eSafe Global Limited
 16-Mar-23,Uniform and Clothing,"£21,336.84",Cooneen At Work Limited
 16-Mar-23,Support Staff-Temporary Staff Wages,"£21,169.53",Police and Crime Commissioner For Cheshire
 23-Mar-23,H/W Purchases,"£21,010.25",Dell Corporation Ltd
02-Mar-23,Payments to Local Authorities,"£21,000.00",St Helens MBC
23-Mar-23,Payments to Local Authorities,"£21,000.00", Wirral MBC 
02-Mar-23,Kennelling External Dogs,"£20,722.92", Redacted 
 23-Mar-23,Support Staff Recruitment Advertisements,"£20,460.00",Medlock Partners Limited t/a Medlock Partners
30-Mar-23,Rates,"£20,334.50", Liverpool City Council1 
 09-Mar-23,Mechanical Maintenance Contracts,"£20,137.92",BAM FM Ltd
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,904.89", Premier Automotive Ltd (Kia) 
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,904.89", Premier Automotive Ltd (Kia) 
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,904.89", Premier Automotive Ltd (Kia) 
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,904.89", Premier Automotive Ltd (Kia) 
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,904.89", Premier Automotive Ltd (Kia) 
 09-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,715.17",Peugeot Motor Co PLC
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,629.00", Premier Automotive Ltd (Kia) 
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,629.00", Premier Automotive Ltd (Kia) 
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£19,629.00", Premier Automotive Ltd (Kia) 
 23-Mar-23,Support Staff Recruitment Advertisements,"£19,530.00",Medlock Partners Limited t/a Medlock Partners
30-Mar-23,S/W Licences,"£19,503.06", Redacted 
23-Mar-23,Services and Legal Expenses,"£19,426.32", Merseyside Fire & Civil Defence Auth. 
23-Mar-23,Capital Asset Clearing A/c Intangibles,"£19,100.02", Simpson Associates Information Services Ltd 
 23-Mar-23,Electrical Maintenance Contracts,"£19,026.78",BAM FM Ltd
22-Mar-23,Direct Transport Costs,"£19,012.03",Allstar
 23-Mar-23,Tyres & Tubes,"£18,977.41",ATS Euromaster Ltd
23-Mar-23, Capital Asset Clearing A/c Vehicles ,"£18,840.00",John Bownes Limited
02-Mar-23,Services and Legal Expenses,"£18,750.00",Building Bonds Limited
02-Mar-23,Miscellaneous Contributions,"£18,654.00",Socialike Media Ltd t/a Springboard
02-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£18,370.80",Dell Corporation Ltd
30-Mar-23,Capital Asset Clearing A/c Vehicles,"£18,242.75", Premier Automotive Ltd (Kia) 
16-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£18,091.19", Dell Corporation Ltd 
 16-Mar-23,Training Course Fees,"£17,970.00",Redacted
23-Mar-23,Kennelling External Dogs,"£17,808.48", Redacted 
02-Mar-23,Forensic Fees - General,"£17,751.00",Redacted
 16-Mar-23,Technical Equipment,"£17,745.00",Redacted
30-Mar-23,Payment for Services,"£17,640.00", Leaders Unlocked Ltd 
 09-Mar-23,Services and Legal Expenses,"£17,529.38",Big Issue North Trust
23-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£17,491.15", Softcat Plc 
 09-Mar-23,Operational Equipment,"£17,309.08",Redacted
 09-Mar-23,Training Course Fees,"£17,280.00",Forensic Analytics Ltd
30-Mar-23,Payment for Services,"£17,250.00", Think Jessica Publications 
02-Mar-23,Services and Legal Expenses,"£17,073.60", Redacted 
30-Mar-23,Forensic Fees - General,"£16,944.00", Redacted 
29-Mar-23,Direct Transport Costs,"£16,912.57",Allstar
23-Mar-23,Miscellaneous Contributions,"£16,783.29", West Yorkshire Combined Authority (WYCA) 
01-Mar-23,Services and Legal Expenses,"£16,627.09",Allstar
02-Mar-23,Services and Legal Expenses,"£16,560.00",Wirral MBC
 23-Mar-23,Payments to Other Police Authorities,"£16,551.21",PCC for Wiltshire
15-Mar-23,Direct Transport Costs,"£16,549.65",Allstar
02-Mar-23,Payments to Other Police Authorities,"£15,992.24", Durham Constabulary 
09-Mar-23,Services and Legal Expenses,"£15,744.97", Liverpool City Council (YOS Cycle Project) 
 23-Mar-23,Forensic Fees - General,"£15,312.00",Redacted
 16-Mar-23,Capital Asset Clearing A/c Intangibles,"£15,220.01",Simpson Associates Information Services Ltd
 09-Mar-23,Support Staff-Temporary Staff Wages,"£14,811.00",Michael Page International Recruitment Limited
02-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£14,787.60",Dell Corporation Ltd
23-Mar-23,Comp. Operations,"£14,769.22",Redacted
16-Mar-23, Locksmith Maintenance Contracts ,"£14,664.19",J.G. Eckersall
08-Mar-23,Services and Legal Expenses,"£14,386.85",Allstar
 09-Mar-23,Comp. Operations,"£14,314.46",Redacted
23-Mar-23,Training Course Fees,"£14,145.00", Redacted 
 16-Mar-23,Consultants Fees,"£13,919.51",Police and Crime Commissioner For Cheshire
 16-Mar-23,Consultants Fees,"£13,800.00",HKS IT Consultants Ltd
 09-Mar-23,Electrical Maintenance Contracts,"£13,649.42",BAM FM Ltd
30-Mar-23,Support Staff-Temporary Staff Wages,"£13,591.60", Michael Page International Recruitment Limited 
23-Mar-23,Training Course Fees,"£13,500.00", Mindfit 
 16-Mar-23,Locksmith Maintenance Contracts,"£13,487.44",J.G. Eckersall
02-Mar-23,Support Staff Recruitment Advertisements,"£13,379.76",Medlock Partners Limited t/a Medlock Partners
 16-Mar-23,Mobile Data Costs,"£13,356.00",Telefonica UK Limited (O2) (41341813)
30-Mar-23,Payment for Services,"£13,271.40", Redacted 
 16-Mar-23,H/W Purchases,"£13,200.00",CBC Computer Systems Ltd
23-Mar-23,Diesel,"£13,122.77", Standard Fuel Oils Limited 
 23-Mar-23,Support Staff Recruitment Advertisements,"£13,020.00",Medlock Partners Limited t/a Medlock Partners
02-Mar-23,Consultants Fees,"£12,886.85",Mace Limited
23-Mar-23,Payment for Services,"£12,850.00", The Anthony Walker Foundation 
 16-Mar-23,Miscellaneous Expenses,"£12,766.82",Agiito Ltd
30-Mar-23,Rates,"£12,694.00", Liverpool City Council1 
30-Mar-23,Diesel,"£12,669.42", Standard Fuel Oils Limited 
 09-Mar-23,Training Course Fees,"£12,592.80",Redacted
23-Mar-23,Services and Legal Expenses,"£12,500.00", The Paul Lavelle Foundation 
23-Mar-23,Services and Legal Expenses,"£12,500.00", Chrysalis Centre for Change 
 16-Mar-23,Forensic Fees - General,"£12,106.32",Redacted
 09-Mar-23,Support Staff-Temporary Staff Wages,"£12,000.00",Redacted
 23-Mar-23,Forensic Fees - General,"£11,898.00",Redacted
 16-Mar-23,Diesel,"£11,813.76",Standard Fuel Oils Limited
 16-Mar-23,Services and Legal Expenses,"£11,792.00",National Probation Service
16-Mar-23,Technical Equipment,"£11,583.60", Redacted 
30-Mar-23,Uniform and Clothing,"£11,510.40", Yaffy Protective Clothing (Part of Mi Hub Ltd) 
30-Mar-23,Technical Equipment,"£11,493.60", Redacted 
30-Mar-23,Equipment Purchases,"£11,433.09", Tuskerdirect limited 
 09-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£11,369.88",Softcat Plc
23-Mar-23,Waste Disposal,"£11,360.18", Suez Recycling and Recovery UK Ltd 
 09-Mar-23,Locksmith Maintenance Contracts,"£11,338.21",J.G. Eckersall
30-Mar-23,Payments to Other Police Authorities,"£11,226.72", The Police and Crime Commissioner for Dyfed Powys 
30-Mar-23,Rates,"£11,158.00", Redacted 
30-Mar-23,Technical Equipment,"£11,151.00", Redacted 
 09-Mar-23,Diesel,"£10,862.86",Standard Fuel Oils Limited
 16-Mar-23,Firearms,"£10,692.00",Redacted
 23-Mar-23,H/W Purchases,"£10,505.12",Dell Corporation Ltd
 23-Mar-23,H/W Purchases,"£10,505.12",Dell Corporation Ltd
02-Mar-23,Services and Legal Expenses,"£10,467.70",Redacted
23-Mar-23,Diesel,"£10,412.77", Standard Fuel Oils Limited 
 16-Mar-23,Miscellaneous Contributions,"£10,395.00",Croxteth Gems Community Association
30-Mar-23,Services and Legal Expenses,"£10,301.45",Commercial Card
 16-Mar-23,Payments to Other Police Authorities,"£10,277.91",Kent Police
23-Mar-23,Capital Asset Clearing A/c Building,"£10,235.77", Mace Limited 
23-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£10,195.06", Softcat Plc 
 09-Mar-23,Forensic Fees - General,"£10,164.00",Redacted
 16-Mar-23,Locksmith Maintenance Contracts,"£10,078.94",J.G. Eckersall
 16-Mar-23,Removal of Police Vehicles,"£10,042.80",Automobile Association Developments Limited
30-Mar-23,CID General Expenses,"£10,000.00", Redacted 
 09-Mar-23,Forensic Fees - General,"£9,966.00",Redacted
02-Mar-23, Mechanical Maintenance Contracts ,"£9,922.00",BAM FM Ltd
02-Mar-23,Mechanical Maintenance Contracts,"£9,922.00",BAM FM Ltd
02-Mar-23,Mechanical Maintenance Contracts,"£9,922.00",BAM FM Ltd
02-Mar-23,Mechanical Maintenance Contracts,"£9,922.00",BAM FM Ltd
 16-Mar-23,Diesel,"£9,874.82",Standard Fuel Oils Limited
09-Mar-23,Consultants Fees,"£9,720.00", Solus Management Limited 
 09-Mar-23,Forensic Fees - General,"£9,643.80",Redacted
02-Mar-23,Training Course Fees,"£9,501.60",Trade Skills 4 U Ltd
30-Mar-23,Training Course Fees,"£9,420.00", Redacted 
 09-Mar-23,H/W Purchases,"£9,337.90",Dell Corporation Ltd
30-Mar-23,H/W Purchases,"£9,337.89", Redacted 
 16-Mar-23,Payment for Services,"£9,157.15",Custom Group Ltd
30-Mar-23,Rates,"£9,066.00", Liverpool City Council1 
02-Mar-23,Diesel,"£9,005.87",Standard Fuel Oils Limited
30-Mar-23,Diesel,"£8,944.61", Standard Fuel Oils Limited 
30-Mar-23,Rates,"£8,810.00", Liverpool City Council1 
02-Mar-23,Vehicle Crash Repairs,"£8,753.99",PJ Automotive Ltd
02-Mar-23,Vehicle Crash Repairs,"£8,737.94",A P Fleet Services Ltd
23-Mar-23,Diesel,"£8,718.48", Standard Fuel Oils Limited 
28-Mar-23,Comp. Operations,"£8,636.98",Redacted
30-Mar-23,Vehicle Crash Repairs,"£8,584.22", PJ Automotive Ltd 
02-Mar-23,Services and Legal Expenses,"£8,500.00",Redacted
 16-Mar-23,Technical Equipment,"£8,481.60",Redacted
02-Mar-23,Electricity General Tariffs,"£8,188.12",Leep Electricity Services Ltd
30-Mar-23,Comp. Consumeables,"£8,136.00", Police and Crime Commissioner For Derbyshire 
30-Mar-23,Removal of Police Vehicles,"£8,034.00", Automobile Association Developments Limited 
 09-Mar-23,Forensic Fees - General,"£8,026.80",Redacted
02-Mar-23,Uniform Casual User Mileage,"£8,003.52",Medlock Partners Limited t/a Medlock Partners
16-Mar-23,Training Course Fees,"£7,980.00", Cambridge Centre for Evidence-Based Policing Ltd 
 09-Mar-23,Forensic Fees - General,"£7,963.44",Redacted
 23-Mar-23,Payment for Services,"£7,937.03",Experian Ltd
02-Mar-23,Payments to Other Police Authorities,"£7,825.62",Police and Crime Commissioner For Lancashire
02-Mar-23,Training Course Fees,"£7,700.60", Redacted 
 16-Mar-23,Building Customer Spend,"£7,694.45",Graham Asset Management Ltd
 16-Mar-23,Network Operating Systems,"£7,603.20",Redacted
 23-Mar-23,Miscellaneous Contributions,"£7,603.20",Redacted
 16-Mar-23,Network Operating Systems,"£7,595.98",NEC Software Solutions UK Limited
 09-Mar-23,Training Course Fees,"£7,584.00",Cambridge Centre for Evidence-Based Policing Ltd
 23-Mar-23,Cleaning and Domestic Supplies,"£7,554.00",ECC Electronic Engineering
 09-Mar-23,Payments to Other Police Authorities,"£7,549.14",Police and Crime Commissioner For Cheshire
 09-Mar-23,Diesel,"£7,542.60",Standard Fuel Oils Limited
 09-Mar-23,Diesel,"£7,523.50",Standard Fuel Oils Limited
16-Mar-23,Services and Legal Expenses,"£7,458.00",HM Courts & Tribunals Service
30-Mar-23,Diesel,"£7,452.60", Standard Fuel Oils Limited 
23-Mar-23,Mobile Data Costs,"£7,444.88", EE Ltd (Airtime) 
09-Mar-23,Electrical Reactive Maintenance,"£7,400.50", BAM FM Ltd 
 16-Mar-23,Diesel,"£7,385.08",Standard Fuel Oils Limited
02-Mar-23,Vehicle Crash Repairs,"£7,314.17",PJ Automotive Ltd
 23-Mar-23,Promotional Advertising,"£7,303.20",Socialike Media Ltd t/a Springboard
16-Mar-23,Miscellaneous Expenses,"£7,291.58", Agiito Ltd 
02-Mar-23,Building Reactive Maintenance,"£7,290.00",Graham Asset Management Ltd
30-Mar-23,Training Course Fees,"£7,260.00", Sysop Limited 
23-Mar-23,Data Network,"£7,215.70", EE Ltd (Airtime) 
02-Mar-23,Technical Equipment,"£7,200.00", Redacted 
 09-Mar-23,Technical Equipment,"£7,200.00",Redacted
 16-Mar-23,ISDN2 Rentals,"£7,200.00",Redacted
23-Mar-23,Vehicle Modifications,"£7,183.40", Redacted 
02-Mar-23,Vehicle Crash Repairs,"£7,034.91",A P Fleet Services Ltd
 23-Mar-23,Forensic Fees - General,"£7,011.12",Redacted
 09-Mar-23,Removal of Police Vehicles,"£6,949.20",Automobile Association Developments Limited
23-Mar-23,Promotional Advertising,"£6,899.36", Wild Thang 
 16-Mar-23,Technical Equipment,"£6,859.52",Redacted
 16-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£6,839.45",Fortress Lock & Safe Co
 16-Mar-23,Forensic Fees - General,"£6,702.00",Redacted
23-Mar-23,Equipment for prisoners,"£6,594.00", Thomas Kneale & Co. Limited 
 09-Mar-23,Payments to Other Police Authorities,"£6,557.13",Redacted
 23-Mar-23,S/W Licences,"£6,532.56",Survey Supplies Ltd T/A korec Group
02-Mar-23,Diesel,"£6,517.19",Standard Fuel Oils Limited
16-Mar-23,Training Course Fees,"£6,500.00", Redacted 
 23-Mar-23,Services and Legal Expenses,"£6,500.00",Redacted
09-Mar-23,Locksmith Maintenance Contracts,"£6,405.84", J.G. Eckersall 
 09-Mar-23,Technical Equipment,"£6,372.00",Redacted
02-Mar-23,Payment for Services,"£6,360.00",Positive Pathways North West CIC
 09-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£6,142.13",Reveal Media Ltd
02-Mar-23,Cleaning and Domestic Supplies,"£6,137.15",Orbis Property Protection Ltd
02-Mar-23,Lubricants,"£6,098.04",TotalEnergies Marketing UK Limited
02-Mar-23,Services and Legal Expenses,"£6,069.50",Worldwide Surgical Enterprises Ltd
02-Mar-23,Services and Legal Expenses,"£6,069.50",Worldwide Surgical Enterprises Ltd
 09-Mar-23,Locksmith Maintenance Contracts,"£6,064.32",J.G. Eckersall
 09-Mar-23,Locksmith Maintenance Contracts,"£6,064.32",J.G. Eckersall
02-Mar-23,Vehicle Parts,"£6,049.85",Halliwell Jones Ltd
23-Mar-23,Uniforms,"£6,048.59", Ravenhead Services Limited 
02-Mar-23,Diesel,"£6,034.08",Standard Fuel Oils Limited
30-Mar-23,Support Staff Recruitment Advertisements,"£5,994.00", Impact Publishing Ltd 
 23-Mar-23,Forensic Fees - General,"£5,991.98",Redacted
 23-Mar-23,Vehicle Licenses,"£5,985.00",Driver and Vehicle Licensing Agency
02-Mar-23,Outsourced Contractors,"£5,948.48",Wirral MBC
02-Mar-23,Waste Disposal,"£5,932.66",Citron Hygiene UK LLtd
23-Mar-23,Waste Disposal,"£5,919.12", Citron Hygiene UK LLtd 
 09-Mar-23,Electrical Maintenance Contracts,"£5,904.67",BAM FM Ltd
 16-Mar-23,Outsourced Contractors,"£5,825.88",Wirral MBC
23-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£5,719.54", Softcat Plc 
 23-Mar-23,Training Course Fees,"£5,650.00",GMCA (PCC for Greater Manchester)
23-Mar-23,Network Operating Systems,"£5,569.20", Ivanti UK Ltd 
30-Mar-23,Rates,"£5,526.00", Liverpool City Council1 
 09-Mar-23,Locksmith Maintenance Contracts,"£5,463.92",J.G. Eckersall
16-Mar-23,Services and Legal Expenses,"£5,424.00",HM Courts & Tribunals Service
30-Mar-23,Catering Service,"£5,414.92", Nisbets 
02-Mar-23,Vehicle Modifications,"£5,412.00",Redacted
02-Mar-23,Mechanical Maintenance Contracts,"£5,405.38",BAM FM Ltd
02-Mar-23,Mechanical Maintenance Contracts,"£5,405.38",BAM FM Ltd
02-Mar-23,Mechanical Maintenance Contracts,"£5,405.38",BAM FM Ltd
 16-Mar-23,Training Course Fees,"£5,388.00",SERCO Ltd (Emergency Planning College)
 09-Mar-23,Forensic Fees - General,"£5,268.12",Redacted
30-Mar-23,Rates,"£5,226.00", Liverpool City Council1 
09-Mar-23,Vehicle Crash Repairs,"£5,176.07", A P Fleet Services Ltd 
 16-Mar-23,Capital Asset Clearing A/c Building,"£5,169.96",Greenmount Projects Limited
 09-Mar-23,Services and Legal Expenses,"£5,100.00",Redacted
 09-Mar-23,Locksmith Maintenance Contracts,"£5,097.17",J.G. Eckersall
16-Mar-23,Vehicle Crash Repairs,"£5,050.20", A P Fleet Services Ltd 
 23-Mar-23,Services and Legal Expenses,"£5,040.68",Redacted
 09-Mar-23,Payments to Other Police Authorities,"£5,038.50",Redacted
 09-Mar-23,Payment for Services,"£5,027.40",Agilysis Ltd
02-Mar-23,Support Staff Recruitment Advertisements,"£5,025.12",Medlock Partners Limited t/a Medlock Partners
