Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801605,"5,333.33",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801605,"14,200.87",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"160,817.12",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"36,650.96",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"14,704.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"4,800.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"52,800.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"1,795.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"6,657.01",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"5,357.84",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"10,962.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801608,"278,546.80",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801608,"13,066.40",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801607,"122,648.80",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801607,"8,274.02",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,28-Aug-24,6802268,"88,957.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,28-Aug-24,6802268,"3,851.35",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,28-Aug-24,6802135,"1,891.00",SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801608,"12,383.74",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801607,"8,557.08",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801605,"11,492.49",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,23-Aug-24,6801606,"12,571.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,23-Aug-24,6801610,449,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,14-Aug-24,6799243,-38.47,PRIVATE PROVIDER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,14-Aug-24,6799243,74.29,PRIVATE PROVIDER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,23-Aug-24,6801503,146,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,27-Aug-24,6801629,-610.2,SUPPLIER,MILTON PARK PRE SCHOOL,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Primary Schools,Children's Services and Education,Premises-Related Expenditure,Energy costs,08-Aug-24,6798543,-48.97,LIMITED COMPANY,SEFE MARKETING AND TRADING LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Primary Schools,Children's Services and Education,Premises-Related Expenditure,Energy costs,08-Aug-24,6798543,-233.85,LIMITED COMPANY,SEFE MARKETING AND TRADING LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,0.05,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,400,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,600,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,700,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,700,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,700,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,738.12,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"1,107.18",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"1,291.71",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"1,291.71",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"1,291.71",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"2,447.59",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"3,671.39",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"4,283.29",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"4,283.29",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"4,283.29",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,0.05,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,285.71,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,428.57,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,500,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,500,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,500,SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"1,178.57",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"1,767.86",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"2,062.50",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"2,062.50",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"2,062.50",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"2,571.43",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"3,857.14",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"4,500.00",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"4,500.00",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797418,"4,500.00",SUPPLIER,COMPASS COMMUNITY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,-0.01,LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,169.29,LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,169.29,LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,"1,185.00",LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,"1,185.00",LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,"1,185.00",LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797438,"1,185.00",LIMITED COMPANY,Select Lifestyles Ltd,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-941,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-10,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-10,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-10,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-8.57,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-5.71,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-0.01,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,71.43,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,107.14,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,125,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,125,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,125,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,220,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,330,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,385,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,385,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,385,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-499.99,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-372.62,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-10,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-10,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-10,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-8.57,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,-5.71,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,42.86,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,64.29,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Aug-24,6797395,75,SUPPLIER,LILIAN DAVIS GROUP LTD,300000000000000
