Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,-223.66,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,225.81,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,342.48,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,406.46,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,88.85,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,209.71,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Feb-25,6834590,410,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,406.46,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,-0.01,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,524.29,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,524.29,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Asylum seekers,Children's Services and Education,Third Party Payments,Joint authorities,05-Feb-25,6831008,734,OTHER LOCAL AUTHORITY,London Borough of Barnet,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,406.46,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834686,406.46,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Housing Services,Housing Strategy,Housing Neighbourhood and Building Services,Income,Customer and client receipts,03-Feb-25,6830482,-809.25,LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Assistive Equipment & Technology,Housing Neighbourhood and Building Services,Supplies and Services,Services,03-Feb-25,6830482,971.1,LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Assistive Equipment & Technology,Housing Neighbourhood and Building Services,Supplies and Services,Services,03-Feb-25,6830482,"5,395.00",LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,-42.42,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,70.71,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,70.71,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,99,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,99,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,99,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,-30.86,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,30.86,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,108,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,108,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,108,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830619,108,SUPPLIER,TOP TOTS DAY NURSERY LIMITED,300000000000000
Portsmouth City Council,PCC,Housing Services,Private Sector Housing Renewal,Housing Neighbourhood and Building Services,Income,Other grants reimbursements and contributions,03-Feb-25,6830482,"-2,732.19",LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Other,Suspense and Capital Schemes,Housing General Fund,Capital Charges,REFCUS,03-Feb-25,6830482,"2,540.00",LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Other,Suspense and Capital Schemes,Housing General Fund,Capital Charges,REFCUS,03-Feb-25,6830482,"3,278.63",LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,93,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,651,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,-62,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,03-Feb-25,6830401,124,CHARITY OR VOLUNTARY,YMCA BOURNEMOUTH,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,-0.05,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,547.09,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,820.63,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,957.4,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,957.4,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,957.4,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,-0.08,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,536.15,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,804.22,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,938.26,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,938.26,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Feb-25,6830548,938.26,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,-17.71,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,367.71,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,858,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,858,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,858,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,858,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,366,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,366,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,366,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831004,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831101,"1,200.00",LIMITED COMPANY,FOUNDATION FOR FAMILIES LTD,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831101,"3,000.00",LIMITED COMPANY,FOUNDATION FOR FAMILIES LTD,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831101,"4,200.00",LIMITED COMPANY,FOUNDATION FOR FAMILIES LTD,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831101,"4,200.00",LIMITED COMPANY,FOUNDATION FOR FAMILIES LTD,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Feb-25,6831101,"4,200.00",LIMITED COMPANY,FOUNDATION FOR FAMILIES LTD,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,0.32,LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,839.98,LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,"2,099.94",LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,"2,939.92",LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,"2,939.92",LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,"2,939.92",LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,841.43,LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,"2,103.57",LIMITED COMPANY,TESSAA LIMITED,300001000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,07-Feb-25,6831334,"2,945.00",LIMITED COMPANY,TESSAA LIMITED,300001000000000
