Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,23-Jun-23,51400318708,"-£2,850.00",22-Jun-23,Banbury Heights Ltd t/a Banbury Heights Nursing Home,CARE ESTABLISHMENT,WN14843 P135895-00020,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,23-Jun-23,51400318657,"-£2,801.15",22-Jun-23,REGAL CARE TRADING LTD,CARE ESTABLISHMENT,N1631294 P135845-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP North Older People RES LT [NCC],Physical Support Res Long Term OP North,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,16-Jun-23,51400312268,"-£2,662.00",14-Jun-23,t/as Profield Care,CARE ESTABLISHMENT,N2310331 P135207-00009,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,30-Jun-23,51400320042,"-£2,571.43",29-Jun-23,B & M CARE  (Templemore),CARE ESTABLISHMENT,N2025820 P136196-00004,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES ST [NCC],Physical Support Res other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,09-Jun-23,51400309906,"-£2,571.43",08-Jun-23,Hampton Burlington Court Care,CARE ESTABLISHMENT,N1926796 P135035-00004,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,28-Jun-23,51400288987,"-£2,500.00",12-Apr-23,Northants Police - Police & Crime Commissioner for Northants,OTHER PUBLIC BODIES,31001628,D7000,II,Incoming Invoice Posting,,Emergency Planning [NCC],Emergency Planning,Customer & Corporate Services,Resilience [NCC],Subscriptions
West Northamptonshire Council,23-Jun-23,51400318492,"-£2,444.59",22-Jun-23,NAZARETH HOUSE RESIDENTIAL CRE,CARE ESTABLISHMENT,WN15193 P135834-00019,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,23-Jun-23,51400317982,"-£2,435.71",22-Jun-23,AGE NURSING HOMES LIMITED,CARE ESTABLISHMENT,N1724793 P135916-00026,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,12-Jun-23,51400307736,"-£2,432.96",25-May-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,504111,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,19-Jun-23,51400312884,"-£2,300.00",16-Jun-23,HARDINGSTONE PRIMARY ACADEMY,EDUCATION,50MONTHLYTRANSFERSJUN23,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Hardingstone Primary School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,16-Jun-23,51400312034,"-£2,260.80",14-Jun-23,Llyon Health Ltd,CARE ESTABLISHMENT,WN15061 P135205-00023,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,12-Jun-23,51400301979,"-£2,241.17",18-May-23,Clymac Ltd,COMPANY,476371,D4110,II,Incoming Invoice Posting,,Museum and Art Galleries [NBC],Museum Facilities,Communities and Regeneration,Economic Development [NBC],Professional Fees and Hired Services
West Northamptonshire Council,23-Jun-23,51400318321,"-£2,204.79",22-Jun-23,THE COTTAGE NURSING HOME LTD,CARE ESTABLISHMENT,N2021725 P135957-00003,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Physical Support Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,19-Jun-23,51400312723,"-£2,188.00",16-Jun-23,CAMPION SCHOOL & LANGUAGE COLLEGE,EDUCATION,32MONTHLYTRANSFERSJUN23 CFR I04,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Campion School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,23-Jun-23,51400317924,"-£2,121.78",22-Jun-23,AVERY HEALTHCARE,CARE ESTABLISHMENT,N0324074 P135899-00003,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Physical Support Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,19-Jun-23,51400312757,"-£2,072.00",16-Jun-23,DANETRE & SOUTHBROOK LEARN VILLAGE,LOCAL CLUBS & GROUPS,50MONTHLYTRANSFERSJUN23,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Southbrook Junior School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,30-Jun-23,51400320017,"-£2,067.00",29-Jun-23,Minster Care Services Ltd,CARE ESTABLISHMENT,N1719323 P136225-00001,E7140,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES ST [NCC],Physical Support Res other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Rehabilitation And Respite Care
West Northamptonshire Council,16-Jun-23,51400311648,"-£2,029.50",14-Jun-23,THE CARE BUREAU,CARE ESTABLISHMENT,N0330203 P135118-00004,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Sensory Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,16-Jun-23,51400312075,"-£1,935.55",14-Jun-23,THE CARE BUREAU,CARE ESTABLISHMENT,N2210779 P135116-00027,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,16-Jun-23,51400312438,"-£1,900.00",15-Jun-23,Access UK Limited t/a Adam,COMPANY,SI24161B,C6400,SPS,AP Spreadsheet Import - Payments,,Social Care & Health Transport,Social Care & Health Transport,Highways & Transport Service WNC,Passenger Transport WNC,Social Care Transport
West Northamptonshire Council,23-Jun-23,51400318029,"-£1,853.57",22-Jun-23,Knighton Care Services Limited - Ashdown House,CARE ESTABLISHMENT,N1928549 P135939-00006,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,16-Jun-23,51400311436,"-£1,737.97",14-Jun-23,MEGA RESOURCES LTD,CARE ESTABLISHMENT,WN16139 P135115-00044,E7140,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Rehabilitation And Respite Care
West Northamptonshire Council,02-Jun-23,51400308507,"-£1,737.81",26-May-23,WEST NORTHAMPTONSHIRE COUNCIL PBSS,CARE ESTABLISHMENT,DS941906 P134842-00002A,J6200,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Client Care Contributions
West Northamptonshire Council,16-Jun-23,51400311961,"-£1,593.90",14-Jun-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,N1713345 P135178-00008,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,16-Jun-23,51400312036,"-£1,593.00",14-Jun-23,CREATIVE CARE LTD,CARE ESTABLISHMENT,N2210722 P135157-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,16-Jun-23,51400311561,"-£1,404.00",14-Jun-23,LIFESPRINGS CARE SERVICES LTD,CARE ESTABLISHMENT,N2211082 P135140-00010,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,30-Jun-23,51400320036,"-£1,357.86",29-Jun-23,MERRIFIELD HOUSE,CARE ESTABLISHMENT,N2013190 P136194-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES ST [NCC],Physical Support Res other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,19-Jun-23,51400314323,"-£1,328.58",16-Jun-23,Redacted Personal Data,SERVICE USER,N0314207 P135377-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Client Care Contributions
West Northamptonshire Council,19-Jun-23,51400314270,"-£1,299.11",16-Jun-23,Redacted Personal Data,SERVICE USER,N0221871 P135377-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,TR Transitions CCP LT [NCC],Learning Disability Support CCP Long Term TR,Adult Services,Specialist and Complex - Working Age Adults [NCC],Client Care Contributions
West Northamptonshire Council,19-Jun-23,51400314229,"-£1,299.11",16-Jun-23,Redacted Personal Data,SERVICE USER,N0624802 P135377-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Client Care Contributions
West Northamptonshire Council,19-Jun-23,51400313678,"-£1,299.11",16-Jun-23,WEST NORTHAMPTONSHIRE COUNCIL PBSS,CARE ESTABLISHMENT,P0018263 P135379-00365,J6200,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Client Care Contributions
West Northamptonshire Council,23-Jun-23,51400318383,"-£1,280.59",22-Jun-23,COLLINGTREE PARK CARE HOME,CARE ESTABLISHMENT,N0624316 P135830-00002,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,19-Jun-23,51400313204,"-£1,200.00",16-Jun-23,BARRY ROAD PRIMARY SCHOOL,EDUCATION,18MONTHLYTRANSFERSJUN23 CFR I06,E6000,SPS,AP Spreadsheet Import - Payments,,Schools Budgets (DSG) [NCC],Rev Tfrs To ISB - Quarter 1 Top up,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,23-Jun-23,51400317282,"-£1,200.00",01-Jun-23,NORTHAMPTON SCHOOLS LTD,EDUCATION,2023-47,B8000,SPV,AP VAT Spreadsheet Import - Payments,,Northampton Schools PFI,Northampton PFI Contract - SCHOOL FREE MEALS,Assets and Environment,A&E Works,Contributions to premises related provisions
