Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
INSCRIBE CREATIVE LTD,Design,2024-10-01 00:00:00,420,PO00046682,ADVRT3,Purchase Order
MARSTON HOLDING LIMITED,Debt Collection & Recovery,2024-10-01 00:00:00,418.31,PO00046652,DEBT,Purchase Order
M J FENCING LTD,Horticultural Services,2024-10-01 00:00:00,410,PO00046663,HORT7,Purchase Order
TRAVELODG TRAVELODGE,,2024-10-01 00:00:00,401.78,,GENEXPENSE,Procurement Card
W & H ROMAC LTD,Signage - Highway,2024-10-01 00:00:00,390.05,PO00046676,SIGN4,Purchase Order
REDACTED ,Performing Arts,2024-10-01 00:00:00,387.31,PO00046653,PERFORM,Purchase Order
DVLA,DVLA VEHICLE TAX - EU67VCL,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
DVLA,DVLA VEHICLE TAX - EU67VZA,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
DVLA,DVLA VEHICLE TAX - EU67VZB,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
DVLA,DVLA VEHICLE TAX - EU67VZC,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
DVLA,DVLA VEHICLE TAX - EU67VZE,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
DVLA,DVLA VEHICLE TAX - EU67VZF,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
DVLA,DVLA VEHICLE TAX 0300 123432112 Months car tax for reg. EY 65 TDU,2024-10-01 00:00:00,337.5,,VEHICLETAX,Procurement Card
,"USB C dock, 7.5m active HDMI, 1m 3.5mm jack to jack",2024-10-01 00:00:00,324.83,,NEWEQUIP,Procurement Card
LASER ELECTRICAL SERVICES LTD,Property Maintenance,2024-10-01 00:00:00,320,PO00046643,PROP3,Purchase Order
TRAVELODG TRAVELODGE,,2024-10-01 00:00:00,293.52,,GENEXPENSE,Procurement Card
,TMV for ice change shower,2024-10-01 00:00:00,293.15,,GENEXPENSE,Procurement Card
THE BIG WORD GROUP (LEEDS),Homelessness Provision,2024-10-01 00:00:00,292.22,PO00046632,HOMEPROV,Purchase Order
TRAVELODG TRAVELODGE,,2024-10-01 00:00:00,284.96,,GENEXPENSE,Procurement Card
WWW.ARGOS.CO.UK MILTON KEYNES,,2024-10-01 00:00:00,283.95,,PCARDTRAN,Procurement Card
Spirit Of Ukraine LTD,Homelessness Provision,2024-10-01 00:00:00,250,PO00046634,HOMEPROV,Purchase Order
FREEDOM COMMUNICAT,Telecoms,2024-10-02 00:00:00,43427.66,,DIGIT8,Diretc Debit
NEW ERA FUELS LIMITED,Fuel,2024-10-02 00:00:00,28124.52,PO00046708,FUEL1,Purchase Order
DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,2024-10-02 00:00:00,13155.54,PO00046722,VEHIC2,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,5285,PO00046693,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,5145,PO00046685,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4955,PO00046690,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4945,PO00046695,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4865,PO00046687,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4760,PO00046694,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4690,PO00046686,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4655,PO00046688,HOMEPROV,Purchase Order
LASER ELECTRICAL SERVICES LTD,Building Repairs,2024-10-02 00:00:00,4606.16,PO00046703,BUILD07,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4305,PO00046692,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,4200,PO00046691,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-02 00:00:00,3870,PO00046689,HOMEPROV,Purchase Order
BADDOW ROAD SUPPLIES LTD,PPE Workwear,2024-10-02 00:00:00,2749.29,PO00046707,PPE1,Purchase Order
TELEFONICA O2 UK LTD,Telecommunitcations,2024-10-02 00:00:00,2123,PO00046702,DIGIT8,Purchase Order
LAMPWICK CARE LIMITED,Homelessness Provision,2024-10-02 00:00:00,1815.72,PO00046696,HOMEPROV,Purchase Order
MICK PERRIN WORLD WIDE LTD,Performing Arts,2024-10-02 00:00:00,734.86,PO00046717,PERFORM,Purchase Order
LAMPWICK CARE LIMITED,Homelessness Provision,2024-10-02 00:00:00,722.91,PO00046697,HOMEPROV,Purchase Order
MICK PERRIN WORLD WIDE LTD,Performing Arts,2024-10-02 00:00:00,549.77,PO00046716,PERFORM,Purchase Order
Trafalgar Releasing Limited,Performing Arts,2024-10-02 00:00:00,366.21,PO00046721,PERFORM,Purchase Order
MUNCH CHRISTLES  LTD,Catering Services - External,2024-10-02 00:00:00,308,PO00046723,CAT1,Purchase Order
ROYAL MAIL WEST TE,Postage,2024-10-02 00:00:00,250,,MAIL1,Diretc Debit
ESSEX COUNTY COUNCIL,Waste Disposal Services,2024-10-03 00:00:00,69155.62,PO00046742,WASTE2,Purchase Order
Civica UK Limited,Digital Maintenance & Support,2024-10-03 00:00:00,58739.04,PO00046764,DIGIT6,Purchase Order
Handshake Limited,Performing Arts,2024-10-03 00:00:00,7526.63,PO00046756,PERFORM,Purchase Order
Jon Etchells Consulting,Consultancy,2024-10-03 00:00:00,6871,PO00046734,CONSULT,Purchase Order
Advanced Building and Maintenance Services Limited,DFGS Grant,2024-10-03 00:00:00,5775,PO00046727,DFGS,Purchase Order
FENN WRIGHT,Property Maintenance,2024-10-03 00:00:00,3456.5,PO00046778,PROP3,Purchase Order
CHELMSFORD CHESS,Homelessness Provision,2024-10-03 00:00:00,3250,PO00046753,HOMEPROV,Purchase Order
SELLICK PARTNERSHIP,Temporary Staff,2024-10-03 00:00:00,2664,PO00046746,HR2,Purchase Order
SELLICK PARTNERSHIP,Temporary Staff,2024-10-03 00:00:00,2664,PO00046747,HR2,Purchase Order
SELLICK PARTNERSHIP,Temporary Staff,2024-10-03 00:00:00,2590,PO00046748,HR2,Purchase Order
SELLICK PARTNERSHIP,Temporary Staff,2024-10-03 00:00:00,2590,PO00046749,HR2,Purchase Order
CORPORATE MAILING SOLUTIONS,Election Services,2024-10-03 00:00:00,2440.95,PO00046758,LEGAL2,Purchase Order
PPL PRS LTD,Subscriptions,2024-10-03 00:00:00,2002.68,PO00046739,SUBS,Purchase Order
CHRISTIAN STEVEN SOFTWARE LTD,Digital Maintenance & Support,2024-10-03 00:00:00,1749.3,PO00046763,DIGIT6,Purchase Order
ESSEX COUNTY COUNCIL,Consultancy,2024-10-03 00:00:00,1661.61,PO00046767,CONSULT,Purchase Order
ASHE GREEN CIVIL ENGINEERS LTD,Maintenance,2024-10-03 00:00:00,1400,PO00046772,OSREPAIR,Purchase Order
LAW ABSOLUTE,Temporary Staff,2024-10-03 00:00:00,1395,PO00046759,HR2,Purchase Order
NOVADATA T.A.B.LTD,Training / Course Fees,2024-10-03 00:00:00,1372.5,PO00046741,TRG1,Purchase Order
NATURESCAPE WILDFLOWERS LLP,Seeds & Plants,2024-10-03 00:00:00,1295,PO00046729,HORT2,Purchase Order
VINEHR LIMITED,Training / Course Fees,2024-10-03 00:00:00,1125,PO00046755,TRG1,Purchase Order
FIRST FENCE LTD,Fencing,2024-10-03 00:00:00,841.68,PO00046773,FENCE,Purchase Order
WALLACE KENNELS,Kennel Fees,2024-10-03 00:00:00,675,PO00046737,KENNEL,Purchase Order
Chew Events Ltd,Events,2024-10-03 00:00:00,650,PO00046736,EVENTS,Purchase Order
MIDDLEPEAK ENGINEERING LTD T/A LEANDER ARCHITECTURAL,Promotional Signage,2024-10-03 00:00:00,463.5,PO00046770,SIGN3,Purchase Order
PLENTY OF THYME,Catering Supplies - Food & Drink,2024-10-03 00:00:00,445.2,PO00046731,CAT2,Purchase Order
ART & SIP LIMITED,Performing Arts,2024-10-03 00:00:00,385,PO00046774,PERFORM,Purchase Order
INSCRIBE CREATIVE LTD,Design,2024-10-03 00:00:00,370,PO00046728,ADVRT3,Purchase Order
ESSEX COUNTY COUNCIL,Legal Advice,2024-10-03 00:00:00,364,PO00046768,LEGAL4,Purchase Order
FENN WRIGHT,Consultancy,2024-10-03 00:00:00,350,PO00046777,CONSULT,Purchase Order
THE BIG WORD GROUP (LEEDS),Homelessness Provision,2024-10-03 00:00:00,348.26,PO00046752,HOMEPROV,Purchase Order
TELEFONICA INCENTIVE FUND,Telecommunitcations,2024-10-03 00:00:00,339,PO00046733,DIGIT8,Purchase Order
RELAY LTD,Construction - Permanent Structures,2024-10-04 00:00:00,7885,PO00046792,BUILD06,Purchase Order
TOUCH BESPOKE JOINERY LIMITED,Signage - Highway,2024-10-04 00:00:00,4169.3,PO00046803,SIGN4,Purchase Order
Alliance Automotive UK CV Ltd T/a CV Components,Vehicles Parts,2024-10-04 00:00:00,2536.58,PO00046783,VEHIC7,Purchase Order
110 UK LTD T/A ALTERNATIVE SYSTEMS PROTECTION,Security - Equipment,2024-10-04 00:00:00,1956,PO00046799,SECUR3,Purchase Order
F H BRUNDLE,Building Materials,2024-10-04 00:00:00,1677,PO00046788,MAT,Purchase Order
AUTO JET,Vehicle Maintenance,2024-10-04 00:00:00,1625,PO00046780,VEHIC8,Purchase Order
AUTO JET,Vehicle Maintenance,2024-10-04 00:00:00,1460,PO00046804,VEHIC8,Purchase Order
CORNERSTONE BARRISTERS,Consultancy,2024-10-04 00:00:00,1350,PO00046793,CONSULT,Purchase Order
AUTO JET,Vehicle Maintenance,2024-10-04 00:00:00,1310,PO00046781,VEHIC8,Purchase Order
CLARKES OF WALSHAM LIMITED,Building Materials,2024-10-04 00:00:00,1292.64,PO00046787,MAT,Purchase Order
TMP (UK) LTD,Statutory Advertising,2024-10-04 00:00:00,1161.55,PO00046809,ADVRT2,Purchase Order
AUTO JET,Vehicle Maintenance,2024-10-04 00:00:00,700,PO00046782,VEHIC8,Purchase Order
SPALDINGS (UK) LIMITED,Horticultural Services,2024-10-04 00:00:00,448,PO00046811,HORT7,Purchase Order
DIAL A JET DRAINAGE LTD,Building Repairs,2024-10-04 00:00:00,439,PO00046800,BUILD07,Purchase Order
DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,2024-10-04 00:00:00,411.3,PO00046812,VEHIC2,Purchase Order
M J FENCING LTD,Horticultural Services,2024-10-04 00:00:00,400,PO00046810,HORT7,Purchase Order
Password Productions Ltd,Performing Arts,2024-10-04 00:00:00,307.93,PO00046802,PERFORM,Purchase Order
AUTO JET,Vehicle Maintenance,2024-10-04 00:00:00,305,PO00046801,VEHIC8,Purchase Order
EMS,Lift Maintenance,2024-10-04 00:00:00,289.54,,LIFT2,Diretc Debit
IFZW Maintenance LTD,Crematorium Maintenance,2024-10-05 00:00:00,4452.2,PO00046813,CREM2,Purchase Order
Moss Empires Ltd,Performing Arts,2024-10-07 00:00:00,25000,PO00046845,PERFORM,Purchase Order
CAODS (CHELMSFORD AMATUR OPERATIC & DRAMATIC SOCIETY,Performing Arts,2024-10-07 00:00:00,24974,PO00046843,PERFORM,Purchase Order
TECHNOGYM UK LTD,Software,2024-10-07 00:00:00,5562,PO00046835,LICENCE,Purchase Order
TMO TRAFFIC HIGHWAYS LIMITED T/A TMO HIGHWAYS LTD,Horticultural Services,2024-10-07 00:00:00,5400,PO00046853,HORT7,Purchase Order
GERALD EVE LLP,Consultancy,2024-10-07 00:00:00,4925,PO00046846,CONSULT,Purchase Order
ESSEX COUNTY COUNCIL,Consultancy,2024-10-07 00:00:00,4451,PO00046847,CONSULT,Purchase Order
The Rent Guarantee Company Ltd,Homelessness Provision,2024-10-07 00:00:00,3710,PO00046838,HOMEPROV,Purchase Order
CORNERSTONE BARRISTERS,Consultancy,2024-10-07 00:00:00,3450,PO00046841,CONSULT,Purchase Order
CHAMPION SERVICES GROUP,Cleaning Services - External,2024-10-07 00:00:00,2700,PO00046834,CLEAN2,Purchase Order
NPOWER,Utilities Gas,2024-10-07 00:00:00,1331.15,,GAS,Diretc Debit
GRAPE PASSIONS LTD,Bar Stock,2024-10-07 00:00:00,1308.88,,CAT2,Diretc Debit
BOOKER LTD,Bar Stock,2024-10-07 00:00:00,1280.06,,CAT2,Diretc Debit
RELAY LTD,Landscape Works,2024-10-07 00:00:00,750,PO00046855,LANDSCPE,Purchase Order
SAFETY-KLEEN UK LTD,Recycling Services,2024-10-07 00:00:00,703.74,PO00046833,RECYCL1,Purchase Order
SB3 ELECTRICAL SERVICES LTD,Property Management,2024-10-07 00:00:00,655,PO00046864,PROP4,Purchase Order
HAYS MONTROSE,Temporary Staff,2024-10-07 00:00:00,646.41,PO00046817,HR2,Purchase Order
WESTAIR REPRODUCTIONS LIMITED,Museums & Galleries,2024-10-07 00:00:00,635.07,PO00046814,MUSEUM,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,560,PO00046829,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046818,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046819,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046820,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046821,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046822,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046823,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046825,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046826,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046827,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046828,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046830,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046831,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046832,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-07 00:00:00,420,PO00046836,HOMEPROV,Purchase Order
RELAY LTD,Landscape Works,2024-10-07 00:00:00,389,PO00046858,LANDSCPE,Purchase Order
CORNERSTONE BARRISTERS,Consultancy,2024-10-07 00:00:00,350,PO00046840,CONSULT,Purchase Order
TMP (UK) LTD,Statutory Advertising,2024-10-07 00:00:00,324.55,PO00046860,ADVRT2,Purchase Order
BARRY KING TRADING AS ENHANCED SECURITY SOLUTIONS,Property Maintenance,2024-10-07 00:00:00,300,PO00046852,PROP3,Purchase Order
CHELMER HOUSING PARTNERSHIP,Homelessness Provision,2024-10-08 00:00:00,14661.5,PO00046921,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,5315,PO00046894,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,5145,PO00046886,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4865,PO00046888,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4865,PO00046891,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4780,PO00046896,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4690,PO00046887,HOMEPROV,Purchase Order
RE-GEN,Building Repairs,2024-10-08 00:00:00,4672.2,PO00046913,BUILD07,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4655,PO00046890,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4535,PO00046895,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4375,PO00046885,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4305,PO00046893,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,4200,PO00046892,HOMEPROV,Purchase Order
Nickolds Property Management,Homelessness Provision,2024-10-08 00:00:00,3780,PO00046889,HOMEPROV,Purchase Order
P TUCKWELL LTD,Vehicle Maintenance,2024-10-08 00:00:00,2238.18,PO00046914,VEHIC8,Purchase Order
E-Z UP UK,"Branded pop up gazebo/shelter, weights, wall and storage bag for Bird Aware Essex",2024-10-08 00:00:00,1944,,NEWEQUIP,Procurement Card
,SR*22991 - Bitwarden renewal,2024-10-08 00:00:00,1849.82,,GENEXPENSE,Procurement Card
BOOKER LTD,Bar Stock,2024-10-08 00:00:00,1616.89,,CAT2,Diretc Debit
,T   C SERVICES BUNTINGFORD,2024-10-08 00:00:00,1370.94,,PCARDTRAN,Procurement Card
BOOKER LTD,Bar Stock,2024-10-08 00:00:00,1187.87,,CAT2,Diretc Debit
XMA LIMITED,Stationary,2024-10-08 00:00:00,677.5,PO00046915,STAT1,Purchase Order
SWIFT WELDING LTD,Vehicle Maintenance,2024-10-08 00:00:00,669.65,PO00046882,VEHIC8,Purchase Order
,FACEBK DUBLIN,2024-10-08 00:00:00,618.69,,ADVERTISING,Procurement Card
IT'S YOUR MEDIA,Promotional Advertising,2024-10-08 00:00:00,550,PO00046909,ADVRT1,Purchase Order
SB3 ELECTRICAL SERVICES LTD,Property Management,2024-10-08 00:00:00,480,PO00046919,PROP4,Purchase Order
SWIM ENGLAND,Trophies & Awards,2024-10-08 00:00:00,471.45,PO00046898,SPORT5,Purchase Order
,THE TOPSOIL COMPANY LT 07887 876322Topsoil for Chelmsford Cathedral annual beds.,2024-10-08 00:00:00,450,,GRDMTCEMAT,Procurement Card
,LGA Conference 2024,2024-10-08 00:00:00,448,,ACCOMMODATION,Procurement Card
New Hope Rentals,Homelessness Provision,2024-10-08 00:00:00,420,PO00046869,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-08 00:00:00,420,PO00046870,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-08 00:00:00,420,PO00046871,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-08 00:00:00,420,PO00046872,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-08 00:00:00,420,PO00046873,HOMEPROV,Purchase Order
SRA BIRMINGHAM - PRACTISING CERTIFICATE,,2024-10-08 00:00:00,397,,EMPSUBS,Procurement Card
SRA BIRMINGHAM - PRACTISING CERTIFICATE,,2024-10-08 00:00:00,397,,EMPSUBS,Procurement Card
TRAVELODG TRAVELODGE,,2024-10-08 00:00:00,385.63,,GENEXPENSE,Procurement Card
M J FENCING LTD,Construction - Permanent Structures,2024-10-08 00:00:00,370,PO00046897,BUILD06,Purchase Order
THE ALARM COMPANY (NORWICH) LTD,Security - Equipment,2024-10-08 00:00:00,337.5,PO00046875,SECUR3,Purchase Order
DVLA,DVLA VEHICLE TAX - AJ16CXH,2024-10-08 00:00:00,337.5,,VEHICLETAX,Procurement Card
COMPLETE CONSTRUCTION,Doors,2024-10-08 00:00:00,325,PO00046904,BUILD04,Purchase Order
VANITORIALS LTD,Cleaning Supplies,2024-10-08 00:00:00,311.61,PO00046901,CLEAN1,Purchase Order
TRAVELODG TRAVELODGE,,2024-10-08 00:00:00,297.96,,GENEXPENSE,Procurement Card
,Starter uniform kit ,2024-10-08 00:00:00,296.72,,CLOTHES,Procurement Card
,Payment for summons for 31st October 2024 Hearing,2024-10-08 00:00:00,291.5,,GENEXPENSE,Procurement Card
TRAVELODG TRAVELODGE,,2024-10-08 00:00:00,282.11,,GENEXPENSE,Procurement Card
BIDFOOD SOUTHPORT,,2024-10-08 00:00:00,260.33,,GENEXPENSE,Procurement Card
PROPERTY STOP,Homelessness Provision,2024-10-09 00:00:00,28690,PO00046989,HOMEPROV,Purchase Order
PROPERTY STOP,Homelessness Provision,2024-10-09 00:00:00,28630,PO00046988,HOMEPROV,Purchase Order
Stef & Philips Ltd,Homelessness Provision,2024-10-09 00:00:00,7003.5,PO00046940,HOMEPROV,Purchase Order
THE COPYRIGHT LICENSING AGENCY LTD,Subscriptions,2024-10-09 00:00:00,3211.81,PO00046991,SUBS,Purchase Order
OPTIMUM OILS LTD,Vehicles Parts,2024-10-09 00:00:00,3100,PO00046961,VEHIC7,Purchase Order
BRIDEBOOK LTD,Promotional Advertising,2024-10-09 00:00:00,3078,PO00046968,ADVRT1,Purchase Order
Fast Forward Fire & Flood,Cleaning Services - External,2024-10-09 00:00:00,2966.4,PO00046962,CLEAN2,Purchase Order
ASHE GREEN CIVIL ENGINEERS LTD,Horticultural Services,2024-10-09 00:00:00,2402,PO00046986,HORT7,Purchase Order
CORPORATE MAILING SOLUTIONS,Election Services,2024-10-09 00:00:00,2168.68,PO00046990,LEGAL2,Purchase Order
DENNIS EAGLE LTD,Vehicles Parts,2024-10-09 00:00:00,1491.68,PO00046979,VEHIC7,Purchase Order
VIP SECURITY (ESSEX) LTD,Security Personnel,2024-10-09 00:00:00,1347.78,PO00046970,SECUR4,Purchase Order
DENNIS EAGLE LTD,Vehicle Maintenance,2024-10-09 00:00:00,1192.87,PO00046929,VEHIC8,Purchase Order
DENNIS EAGLE LTD,Vehicles Parts,2024-10-09 00:00:00,1151.3,PO00046978,VEHIC7,Purchase Order
RENTOKIL INITIAL SERVICES T/A INITIAL WASHROOMS,Cleaning Services - External,2024-10-09 00:00:00,834.8,PO00047000,CLEAN2,Purchase Order
ESSEX SUPPLIES (UK) LTD,Cleaning Services - External,2024-10-09 00:00:00,777.03,PO00046983,CLEAN2,Purchase Order
GERALD EVE LLP,Consultancy,2024-10-09 00:00:00,707,PO00046941,CONSULT,Purchase Order
Easy Weddings Ltd,Events,2024-10-09 00:00:00,675,PO00046973,EVENTS,Purchase Order
7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,2024-10-09 00:00:00,550.04,PO00046952,VEHIC7,Purchase Order
HILLS PROSPECT PLC,Catering Supplies - Food & Drink,2024-10-09 00:00:00,542.27,PO00046980,CAT2,Purchase Order
PLENTY OF THYME,Catering Supplies - Food & Drink,2024-10-09 00:00:00,518,PO00046971,CAT2,Purchase Order
SIMPLY ACORN GROUP LTD,Tree Management Services,2024-10-09 00:00:00,504.5,PO00047005,TREE,Purchase Order
Ipswich & Suffolk Property Management limited,Property Management,2024-10-09 00:00:00,490.93,PO00046982,PROP4,Purchase Order
DUNMOW WASTE MANAGEMENT,Removal Services,2024-10-09 00:00:00,438,PO00046966,REMOVAL,Purchase Order
TERBERG MATECK UK LTD,Vehicle Maintenance,2024-10-09 00:00:00,429.51,PO00046943,VEHIC8,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-09 00:00:00,420,PO00046938,HOMEPROV,Purchase Order
New Hope Rentals,Homelessness Provision,2024-10-09 00:00:00,420,PO00046939,HOMEPROV,Purchase Order
