"Invoices Paid for Factor Suppliers, Sub-Contractors, Trade Suppliers for Westmorland & Furness",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Company,Supplier Number,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Cost Centre,Cost Centre Description,Expenditure Description,Type of Expenditure,Line Number,Line Amount,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,21/09/2023,160364,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1241401,ULVERSTON CROFTLANDS JNR SCHL ,AGENCY STAFF,Revenue,1,"1,024.54",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,22/09/2023,161136,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1271201,NEWBARNS PRIMARY SCHOOL       ,AGENCY STAFF,Revenue,1,"1,599.91",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,22/09/2023,161138,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251401,BARROW VICTORIA INF SCHOOL    ,AGENCY STAFF,Revenue,1,"2,550.42",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,22/09/2023,161162,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1232201,WINDERMERE GOODLY DALE SCHOOL ,AGENCY STAFF,Revenue,1,"1,110.64",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,25/09/2023,161701,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1360701,BARROW HOLY FAMILY R C SCHOOL ,AGENCY STAFF,Revenue,1,840.00,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,26/09/2023,162626,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1271201,NEWBARNS PRIMARY SCHOOL       ,AGENCY STAFF,Revenue,1,"2,616.73",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,27/09/2023,165147,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1360101,BARROW ST JAMES JNR SCHOOL    ,AGENCY STAFF,Revenue,1,478.82,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,27/09/2023,166220,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1335701,CROSSCRAKE C OF E SCHOOL      ,AGENCY STAFF,Revenue,1,"1,011.44",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,27/09/2023,166253,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1331501,PENRITH ST CATHERINES SCHOOL  ,AGENCY STAFF,Revenue,1,261.92,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,28/09/2023,166623,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1360101,BARROW ST JAMES JNR SCHOOL    ,AGENCY STAFF,Revenue,1,478.82,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,28/09/2023,166644,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1360101,BARROW ST JAMES JNR SCHOOL    ,AGENCY STAFF,Revenue,1,487.01,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,28/09/2023,166713,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1270401,BARROW ISLAND PRIMARY SCHOOL  ,AGENCY STAFF,Revenue,1,"1,701.42",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,28/09/2023,166949,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1365601,WARCOP C OF E SCHOOL          ,AGENCY STAFF,Revenue,1,320.00,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,28/09/2023,166997,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1335401,BEETHAM C OF E SCHOOL         ,AGENCY STAFF,Revenue,1,270.12,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,29/09/2023,167735,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251401,BARROW VICTORIA INF SCHOOL    ,AGENCY STAFF,Revenue,1,"2,741.97",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,29/09/2023,167747,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1241401,ULVERSTON CROFTLANDS JNR SCHL ,AGENCY STAFF,Revenue,1,909.00,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,29/09/2023,167765,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251201,BARROW RAMSDEN INF SCHOOL     ,AGENCY STAFF,Revenue,1,449.96,
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,01/10/2023,167829,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251801,BARROW S WALNEY INF SCHOOL    ,AGENCY STAFF,Revenue,1,"1,336.51",
WF,TS049126    ,TS68973123,CUMBRIA TEACHING AGENCY LTD,01/10/2023,167831,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251801,BARROW S WALNEY INF SCHOOL    ,AGENCY STAFF,Revenue,1,"1,514.71",
WF,TS049132    ,TS68981547,SSE ENTERPRISE ENERGY SOLUTIONS,11/09/2023,149040,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00031,BA00 Dock museum              ,REPAIRS & MAINTENANCE,Revenue,1,561.33,
WF,TS049132    ,TS68981547,SSE ENTERPRISE ENERGY SOLUTIONS,20/09/2023,158343,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BA00175,BA00 Barrow town hall         ,REPAIRS & MAINTENANCE,Revenue,1,561.33,
WF,TS049132    ,TS68981547,SSE ENTERPRISE ENERGY SOLUTIONS,20/09/2023,158355,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00032,BA00 Forum 28                 ,REPAIRS & MAINTENANCE,Revenue,1,688.00,
WF,TS049210    ,TS69091059,CHURCH OF ENGLAND EDUCATION OFFICE,07/09/2023,147296,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1522101,BEACONSIDE PRIMARY SCHOOL     ,SUBSCRIPTIONS,Revenue,1,975.00,
WF,TS049219    ,TS69103695,P A COMMUNICATIONS,05/09/2023,142455,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1701301,SANDSIDE LODGE SCHOOL         ,TELEPHONE LINE CHARGES,Revenue,1,435.18,
WF,TS049219    ,TS69103695,P A COMMUNICATIONS,05/09/2023,142462,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1701301,SANDSIDE LODGE SCHOOL         ,TELEPHONE LINE CHARGES,Revenue,1,433.90,
WF,TS049219    ,TS69103695,P A COMMUNICATIONS,08/09/2023,148160,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1701301,SANDSIDE LODGE SCHOOL         ,TELEPHONE LINE CHARGES,Revenue,1,437.66,
WF,TS049241    ,TS69134583,TUTIS FOSTER CARE,01/09/2023,140158,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,532.60",
WF,TS049241    ,TS69134583,TUTIS FOSTER CARE,01/09/2023,140159,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,414.64",
WF,TS049241    ,TS69134583,TUTIS FOSTER CARE,01/09/2023,140160,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1582501,CLA/LEAVING CARE PURCHASIN-C&E,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,790.53",
WF,TS049241    ,TS69134583,TUTIS FOSTER CARE,01/09/2023,140161,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1582501,CLA/LEAVING CARE PURCHASIN-C&E,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,790.53",
WF,TS049241    ,TS69134583,TUTIS FOSTER CARE,01/09/2023,140162,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,232.30",
WF,TS049313    ,TS69235671,LAKELAND TRUCKS LTD,12/09/2023,149563,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,831.64,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,01/09/2023,140622,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,324.84,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,01/09/2023,140622,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,2,388.84,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,01/09/2023,140623,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,QEDNPRN,Devolved to LC NPRN Eden      ,HIGHWAYS: MATERIALS,Capital,1,651.86,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,01/09/2023,140633,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,QEDNPRN,Devolved to LC NPRN Eden      ,HIGHWAYS: MATERIALS,Capital,1,655.32,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,01/09/2023,140634,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,"1,903.38",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,04/09/2023,141344,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,"2,195.93",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,04/09/2023,141344,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,2,"1,769.23",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,04/09/2023,141344,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,3,"1,282.69",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,04/09/2023,141345,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,569.65,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,04/09/2023,141346,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,"3,312.92",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,12/09/2023,149553,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,"1,211.24",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,12/09/2023,149556,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,225.16,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,12/09/2023,149556,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,2,284.24,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,15/09/2023,154632,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,"3,482.06",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,15/09/2023,154632,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,2,865.70,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,15/09/2023,154632,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,3,627.50,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,19/09/2023,156102,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,QSLNPRN,Devolved to LC NPRN Sth Lakes ,HIGHWAYS: MATERIALS,Capital,1,"12,382.81",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,20/09/2023,159546,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,"2,186.17",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,20/09/2023,159546,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,2,"5,484.59",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,21/09/2023,160438,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,1,909.88,
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,21/09/2023,160438,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,2,"5,222.13",
WF,TS049371    ,TS69317103,BREEDON TRADING LIMITED,21/09/2023,160438,CENTRAL CONTROL / BANK,OTHER CONTROL & SUSPENSE      ,9999999,COUNCIL INTRACOMPANY          ,IM - HIGHWAYS STORES,Capital,3,"1,307.48",
WF,TS049424    ,TS69391515,NATIONAL OFFENDER MANAGEMENT SERVICE,11/09/2023,149104,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1683001,CUSTODIAL REMAND PLACEMENTS   ,OTHR PYTS TO INSTITUTIONS,Revenue,1,"7,216.00",
WF,TS049565    ,TS69589479,MAXXIA LTD,19/09/2023,156071,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1313201,BROUGHTON IN FURNESS SCHOOL   ,CURRICULUM PHOTOCOPIER RENTAL,Revenue,1,"1,172.00",
WF,TS049569    ,TS69595095,LAKELAND AERIALS,20/09/2023,159380,THRIVING COMMUNITIES,HOUSING                       ,ED01200,ED00HEART OF CUMBRIA          ,REPAIRS & MAINTENANCE,Revenue,1,420.00,
WF,TS049659    ,TS69721455,DAN WILLAN COACHES LTD,26/09/2023,162852,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1305401,LEVENS C OF E SCHOOL          ,HIRED TRANSPORT EDUC VISITS,Revenue,1,260.00,
WF,TS049732    ,TS69823947,SUNDERLAND CITY COUNCIL,26/09/2023,162605,ENABLER SERVICES,HR/OD                         ,7126001,OCCUPATIONAL HEALTH SERVICE   ,EXPERT FEES (EXCL LEGAL),Revenue,1,"2,866.00",
WF,TS049745    ,TS69842199,MONSTER PHONICS,04/09/2023,141101,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1270401,BARROW ISLAND PRIMARY SCHOOL  ,SUBSCRIPTIONS,Revenue,1,399.00,
WF,TS049745    ,TS69842199,MONSTER PHONICS,04/09/2023,141101,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1270401,BARROW ISLAND PRIMARY SCHOOL  ,L&D-CPD,Revenue,2,150.00,
WF,TS049745    ,TS69842199,MONSTER PHONICS,04/09/2023,141101,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1270401,BARROW ISLAND PRIMARY SCHOOL  ,EDUC STATIONERY & MATERIALS,Revenue,3,362.00,
WF,TS049764    ,TS69868875,BARROW RUGBY LEAGUE FOOTBALL CLUB,08/09/2023,148517,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1262701,SIR JOHN BARROW               ,"SPORTS&P.E.EQUIP-PURCH, REPAIR",Revenue,1,480.00,
WF,TS049765    ,TS69870279,SWARCO UK LTD,27/09/2023,166142,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,2628101,POOL CAR SCHEME               ,VEHICLE MAINTENANCE & REPS,Revenue,1,420.00,
WF,TS049793    ,TS69909591,DEFIBSHOP,11/09/2023,149074,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,7143001,SOFT FACILITIES MANAGEMENT    ,PROPERTY CONSUMABLES,Revenue,1,335.00,
WF,TS049793    ,TS69909591,DEFIBSHOP,28/09/2023,167107,CORPORATE BUDGETS,CORPORATE BUDGETS             ,6400001,EX COUNTY COUNCIL LEGACY COSTS,DRUGS AND MEDICAL EQUIPT,Revenue,1,305.00,
WF,TS049801    ,TS69920823,HEARTWOOD TREE TECHNICIANS LIMITED,12/09/2023,149663,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1312601,CARTMEL C OF E SCHOOL         ,GROUNDS MAINTENANCE,Revenue,1,450.00,
WF,TS049881    ,TS70033143,LESAR UK LTD,29/09/2023,167650,THRIVING COMMUNITIES,DIRECTOR PUBLIC HEALTH        ,SLGMA21,SL Hackney Carriage Licensing ,RETAIL PRODUCTS,Revenue,1,434.50,
WF,TS049898    ,TS70057011,NEWLYN HEALTHCARE SPECIALIST EQUIP LTD,02/09/2023,140766,ADULT SERVICES,SERVICE PROVISION             ,3360021,ICES EQUIPMENT                ,CSDP EQUIPMENT,Revenue,1,770.00,
WF,TS049921    ,TS70089303,EDUCLA,12/09/2023,149505,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1152301,CENTRAL SEN                   ,EDUCSPECIAL NEEDS COSTS,Revenue,1,270.00,
WF,TS049921    ,TS70089303,EDUCLA,15/09/2023,154739,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1152101,INDEPENDENT & OTHER PLACEMENTS,EDUCSPECIAL NEEDS COSTS,Revenue,1,375.00,
WF,TS049921    ,TS70089303,EDUCLA,21/09/2023,159911,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1160801,POST 16 HIGH NEEDS            ,EDUCSPECIAL NEEDS COSTS,Revenue,1,935.00,
WF,TS049921    ,TS70089303,EDUCLA,25/09/2023,161987,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1152301,CENTRAL SEN                   ,EDUCSPECIAL NEEDS COSTS,Revenue,1,375.00,
WF,TS049989    ,TS70184775,VOLKERSTEVIN LTD,26/09/2023,162809,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,SLGCK81,SL Car Parks - General        ,SLDC Ann Tickets-not Nat Park,Revenue,1,"2,923.96",
WF,TS050012    ,TS70217067,MILBURN GRANGE,15/09/2023,154722,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1231401,MILBURN SCHOOL                ,MEAL COSTS,Revenue,1,840.00,
WF,TS050064    ,TS70290075,CAPSTONE FOSTER CARE (NORTH) LTD,28/09/2023,167033,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"6,445.83",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,17/08/2023,128600,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,19/08/2023,129623,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,24/08/2023,135022,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,30/08/2023,139258,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1196001,INCLUSION ACCESS TO EDUCATION ,AGENCY STAFF,Revenue,1,"1,000.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,30/08/2023,139260,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,30/08/2023,139261,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1196001,INCLUSION ACCESS TO EDUCATION ,AGENCY STAFF,Revenue,1,"1,000.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,03/09/2023,140802,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1150001,EDUCATION & SKILLS MANAGEMENT ,AGENCY STAFF,Revenue,1,"4,150.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,03/09/2023,140803,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,03/09/2023,140804,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1196001,INCLUSION ACCESS TO EDUCATION ,AGENCY STAFF,Revenue,1,"1,500.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,03/09/2023,140805,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,03/09/2023,140806,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,250.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,03/09/2023,140807,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1195001,INCLUSION SOCIAL CARE         ,AGENCY STAFF,Revenue,1,"3,400.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,09/09/2023,148590,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,000.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,09/09/2023,148591,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1196001,INCLUSION ACCESS TO EDUCATION ,AGENCY STAFF,Revenue,1,"1,000.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,09/09/2023,148592,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,000.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,09/09/2023,148593,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,1513001,E&HL BUSINESS SUPPORT - B&SL  ,AGENCY STAFF,Revenue,1,"1,000.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,12/09/2023,149821,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1150001,EDUCATION & SKILLS MANAGEMENT ,AGENCY STAFF,Revenue,1,"3,320.00",
WF,TS050090    ,TS70326579,PERMANENT FUTURES LTD,14/09/2023,153592,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1195001,INCLUSION SOCIAL CARE         ,AGENCY STAFF,Revenue,1,"2,584.00",
WF,TS050091    ,TS70327983,FORESIGHT CLINICAL SERVICES LTD,27/09/2023,166214,ENABLER SERVICES,CHIEF LEGAL&MONITORING OFFICER,1551001,C&F LEGAL/EXPERT FEES         ,EXPERT FEES (EXCL LEGAL),Revenue,1,"1,332.83",
WF,TS050145    ,TS70403799,VISION FOR EDUCATION LIMITED,18/09/2023,155265,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1270101,DALTON GEORGE ROMNEY JNR SCHL ,AGENCY STAFF,Revenue,1,293.75,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160214,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,"1,089.52",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160215,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,"1,127.68",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160215,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,2,0.44,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160216,ADULT SERVICES,OPERATIONS                    ,3327901,65+ Mental Health W&F         ,HOME CARE SPOT,Revenue,1,"1,361.64",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160217,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,"1,206.00",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160218,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,661.56,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160219,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,SUPPORTED LIVING,Revenue,1,"3,414.32",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160220,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,"1,089.20",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160221,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,486.28,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160223,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,"1,283.32",
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160223,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,2,0.40,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160225,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,272.44,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160227,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,311.20,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160229,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,466.80,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160230,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,1,0.12,
WF,TS050178    ,TS70450131,THE RICHMOND FELLOWSHIP,21/09/2023,160230,ADULT SERVICES,OPERATIONS                    ,3317901,18-64 Mental Health W&F       ,HOME CARE SPOT,Revenue,2,583.40,
