Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Disabled Facilities Grant,Grants,18-May-23,200059793,Horrocks (NorthWest) Ltd,"2,979.00"
Barrow Borough Council,Dock museum,Maintenance contracts - TSU,03-May-23,200059593,Phosters (FM) Ltd,625.97
Barrow Borough Council,HRA Estates,Grounds maintenance - schedule of works,25-May-23,200059904,Continental Landscapes Ltd,"6,655.63"
Barrow Borough Council,Disabled Facilities Grant,Grants,18-May-23,200059829,Ocean Construction UK Ltd,"8,782.00"
Barrow Borough Council,IT Equipment & Development,Purchase of equipment,11-May-23,200059690,CAE Technology Services,"3,142.67"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-May-23,200059612,Rexel UK Ltd,"1,746.20"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-May-23,200059612,Rexel UK Ltd,"1,579.22"
Barrow Borough Council,Recycling,Other expenses,11-May-23,200059670,Marc Taylor Plant & Agricultural Services,"1,200.00"
Barrow Borough Council,Pollution,Agency staff,25-May-23,200059910,Vivid Resourcing,"1,162.50"
Barrow Borough Council,WAF Shadow Authority,Printing and stationery,18-May-23,200059841,Democracy Counts Ltd,931.2
Barrow Borough Council,Harding Rise Business Centre,Building cleaning,25-May-23,200059951,Associated Cleaning Contractors,869.18
Barrow Borough Council,The park leisure centre,Gas,18-May-23,200059779,OS Generation Limited,"2,281.64"
Barrow Borough Council,Recycling,Agency staff,03-May-23,200059587,ALS Managed Services,816.18
Barrow Borough Council,Street cleansing,Vehicle hire,11-May-23,200059688,Dawson Group,"3,541.40"
Barrow Borough Council,Homelessness,Homeless support funding,18-May-23,200059765,Sheryllyn Smith,650
Barrow Borough Council,Major works maintenance - HRA,Routine Maintenance,03-May-23,200059630,Howdens Joinery Ltd,"1,520.34"
Barrow Borough Council,Cost of collection,Business rates collection,03-May-23,200059609,Liberata Uk Ltd,"5,992.74"
Barrow Borough Council,Off street car parking,Water,18-May-23,200059835,Water Plus Ltd,"2,583.09"
Barrow Borough Council,Tenant demand maintenance - HRA,Disrepair,11-May-23,200059703,Progression Solicitors,"2,436.00"
Barrow Borough Council,Development control,Solicitors fees,18-May-23,200059790,Tim Leader,"4,000.00"
Barrow Borough Council,Illegal Eagles 14.04.23,Professional fees,11-May-23,200059659,Phil Aldridge Productions Ltd,"8,734.44"
Barrow Borough Council,Public conveniences,Building cleaning,11-May-23,200059713,Growing Concerns,"3,531.17"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,18-May-23,200059856,Howdens Joinery Ltd,"1,252.89"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-May-23,200059627,Keith Wilson Elec Con Ltd,"7,534.16"
Barrow Borough Council,Forum catering,Catering contract - Forum,11-May-23,200059762,Elior UK Ltd,"5,156.25"
Barrow Borough Council,Customer services,Agency staff,11-May-23,200059746,James Andrews Recruitment Solutions,"1,305.00"
Barrow Borough Council,The park leisure centre,Water,11-May-23,200059742,Water Plus Ltd,"1,857.63"
Barrow Borough Council,The park leisure centre,Water,18-May-23,200059835,Water Plus Ltd,-825.21
Barrow Borough Council,Harding Rise Business Centre,Professional fees,11-May-23,200059748,Energy Counsel,"1,800.00"
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,18-May-23,200059785,Phosters (FM) Ltd,"1,204.88"
Barrow Borough Council,Current assets - stocks,Garage Parts,11-May-23,200059664,Hako Machines Ltd,965.19
Barrow Borough Council,Dock museum,Maintenance contracts - TSU,18-May-23,200059785,Phosters (FM) Ltd,625.97
Barrow Borough Council,Information technology,Computer hardware purchase,11-May-23,200059692,Proact IT UK Ltd,"35,086.40"
Barrow Borough Council,Heritage Action Zone,Grants,25-May-23,200059875,TI Accountancy Ltd,889.67
Barrow Borough Council,Pollution,Agency staff,25-May-23,200059910,Vivid Resourcing,"1,075.00"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,11-May-23,200059749,Liberata Uk Ltd,"7,748.33"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,18-May-23,200059830,AK Fencing,725
Barrow Borough Council,Voids maintenance - HRA,Void repairs,03-May-23,200059613,Hughes Brothers,"4,897.34"
Barrow Borough Council,Off street car parking,Water,03-May-23,200059601,Water Plus Ltd,"1,851.49"
Barrow Borough Council,Disabled Facilities Grant,Grants,18-May-23,200059789,Larkin Engineering Services Ltd,"3,200.00"
Barrow Borough Council,Rock Icons 15.04.23,Professional fees,09-May-23,200059645,Ed Hannigan,"4,624.23"
Barrow Borough Council,Cost of collection,Council tax collection,03-May-23,200059609,Liberata Uk Ltd,"18,818.76"
Barrow Borough Council,Customer services,Agency staff,11-May-23,200059746,James Andrews Recruitment Solutions,835.56
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,18-May-23,200059851,Sure Maintenance,"16,261.47"
Barrow Borough Council,The markets,Advertising,25-May-23,200059864,Ewe Can Training & Marketing,828
Barrow Borough Council,Waste collection,Agency staff,03-May-23,200059587,ALS Managed Services,"1,244.34"
Barrow Borough Council,Street cleansing,Vehicle hire,25-May-23,200059942,Dawson Group,"3,471.43"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - schedule of works,03-May-23,200059629,Continental Landscapes Ltd,"34,730.40"
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,11-May-23,200059749,Liberata Uk Ltd,"2,740.76"
Barrow Borough Council,Barrow town hall,Buildings repairs and maintenance,11-May-23,200059724,Bob Pedley Safety Services,600
Barrow Borough Council,Information technology,Computer hardware purchase,11-May-23,200059690,CAE Technology Services,"1,689.54"
Barrow Borough Council,Work in default,WID works,18-May-23,200059819,Phoenix Cleaning Agency,900
Barrow Borough Council,Waste collection,Agency staff,18-May-23,200059777,ALS Managed Services,"2,602.12"
Barrow Borough Council,Disabled Facilities Grant,Grants,18-May-23,200059811,Lee Bowron Glazing Ltd,"7,575.00"
Barrow Borough Council,Homelessness,Homeless support funding,25-May-23,200059913,Neil Cartwright T/A X10 YCF Ltd,"1,000.00"
Barrow Borough Council,Pollution,Agency staff,25-May-23,200059910,Vivid Resourcing,"1,500.00"
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,03-May-23,200059609,Liberata Uk Ltd,"6,015.70"
Barrow Borough Council,Homelessness,Preventing Homelessness - support victims of domestic abuse,18-May-23,200059812,Furness Homeless Support Group,"8,125.00"
Barrow Borough Council,HRA Estates,Tenants Water Charges,18-May-23,200059842,United Utilities Water Ltd,"201,949.90"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,03-May-23,200059596,Procare Shower & Bathroom Centre Ltd,"3,230.31"
Barrow Borough Council,Recycling,Vehicle hire,11-May-23,200059684,Monks Contractors LTD,"7,200.00"
Barrow Borough Council,Craven house,Buildings repairs and maintenance,18-May-23,200059820,FTS Fire & Secuirty Ltd,740
Barrow Borough Council,Parks and open spaces,Seats,18-May-23,200059800,Solway Recycling Ltd,"1,645.00"
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),Professional fees,18-May-23,200059845,Liberata Uk Ltd,"2,880.00"
Barrow Borough Council,The markets,Water,25-May-23,200059932,Water Plus Ltd,-783.96
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,03-May-23,200059593,Phosters (FM) Ltd,562
Barrow Borough Council,Waste collection,Agency staff,03-May-23,200059587,ALS Managed Services,829.56
Barrow Borough Council,Recycling,Agency staff,03-May-23,200059587,ALS Managed Services,"1,614.56"
Barrow Borough Council,Waste collection,Agency staff,03-May-23,200059587,ALS Managed Services,"1,109.06"
Barrow Borough Council,Pollution,Agency staff,25-May-23,200059910,Vivid Resourcing,-620
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,03-May-23,200059629,Continental Landscapes Ltd,"4,414.68"
Barrow Borough Council,Cyclical maintenance - HRA,Smoke alarms,25-May-23,200059898,Keith Wilson Elec Con Ltd,"4,673.76"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,03-May-23,200059613,Hughes Brothers,"13,033.70"
Barrow Borough Council,Tenant demand maintenance - HRA,Disrepair,11-May-23,200059703,Progression Solicitors,627.5
Barrow Borough Council,Bingo Revolution,Admissions,18-May-23,200059766,Bingo Revolution Ltd,"3,675.00"
