Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073579,1143.84,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073582,357.45,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073584,548.24,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073584,421.16,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073585,777.01,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073585,8254.52,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073590,762.56,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073600,857.88,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,13/07/2023,41074600,411.18,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,13/07/2023,41074615,548.24,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,13/07/2023,41074615,293.6,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,13/07/2023,41074625,2490.86,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,13/07/2023,41074625,9698.74,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,08/07/2023,41073976,270.23,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073570,381.28,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073571,432.6,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073571,857.88,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073574,285.96,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073577,476.6,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073522,285.96,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073523,285.96,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073525,312.76,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHIEF EXECUTIVE DIRECTORATE,5,PROPERTY SERVICES,CIS REPAIRS AND MAINTENANCE,1411,,07/07/2023,41073525,762.56,25787,GOLDEN SERVICES PLUS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41074799,1330,10000049,LTA DIRECT LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074800,888,10000049,LTA DIRECT LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41074352,660,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074424,1271,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41073470,1403,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41073471,1190,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,25/06/2023,41073472,1190,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41073473,1325,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41073474,1589,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41073475,1589,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41073476,1589,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,25/06/2023,41073477,1225,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41073478,1225,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,25/06/2023,41073479,1589,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41073480,1505,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41073481,1505,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41073598,1225,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,25/06/2023,41074426,1505,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074427,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074428,420,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074433,322,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074434,504,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074437,315,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074438,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074439,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074440,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074441,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,04/06/2023,41074442,315,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074455,1225,28671,TOPAZ HOUSE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074456,420,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074458,322,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074460,504,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074461,315,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074462,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074463,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074464,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074466,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074467,315,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,11/06/2023,41074468,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074470,420,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074472,504,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074473,315,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,18/06/2023,41074474,252,24752,AARAV PROPERTIES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,16/07/2023,41076515,462,24695,BRICKS & MORTAR ENTERPRISES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,23/07/2023,41076516,462,24695,BRICKS & MORTAR ENTERPRISES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,03/07/2023,41076700,819,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,02/07/2023,41072337,462,24695,BRICKS & MORTAR ENTERPRISES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072338,1470,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072342,735,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072343,1197,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072348,693,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072353,1155,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072356,1113,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072358,819,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072360,1470,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072437,1008,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072438,777,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,19/06/2023,41072439,1281,23828,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,BED AND BREAKFAST PAYMENTS,5330,,09/07/2023,41073594,462,24695,BRICKS & MORTAR ENTERPRISES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072883,805,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072725,2940,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072726,11730,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072727,4800,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072728,4230,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072729,4840,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072730,1800,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072731,3720,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41072732,2050,15489,CENTREMARK PROPERTIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,24/06/2023,41073304,10602,28718,SAB HEALTH CARE  LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073358,990,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073359,585,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073360,1350,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073361,990,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073362,1170,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073363,990,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING  DEMAND,RENTS,1200,,30/06/2023,41073369,990,23482,ALTWOOD HOUSING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,2630.32,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,655.76,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,546.56,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,1453.5,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,298.9,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,719.6,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,1268.04,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,1776.88,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,358.68,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,595,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,25/07/2023,23343236,1678.88,28266,SOMCARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,-357,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,-1377,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,-2380,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,-1568,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,379.68,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,1004.92,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,632.8,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,379.68,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,632.8,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,667.8,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,-2268,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,18/07/2023,23338355,836.92,29163,TENDA RECOVERY HEALTHCARE LTD C/O TENDA HANDS HOMECARE LTD
