Authority,Service Area,Description,Payment,Invoice Line Amount,Supplier
Bolton MBC,Environmental Services ,Direct Materials,21-Mar-24,"£1,064.25",Aggregate Industries UK Limited
Bolton MBC,Environmental Services ,Direct Materials,13-Mar-24,"£1,195.00",Aggregate Industries UK Limited
Bolton MBC,Environmental Services ,Direct Materials,15-Mar-24,£717.00,Aggregate Industries UK Limited
Bolton MBC,Environmental Services ,Direct Materials,25-Mar-24,"£1,195.00",Aggregate Industries UK Limited
Bolton MBC,Environmental Services ,Direct Materials,26-Mar-24,"£1,337.00",Aggregate Industries UK Limited
Bolton MBC,Environmental Services ,Direct Materials,14-Mar-24,"£2,970.00",Connor Specialist Paving Limited
Bolton MBC,Environmental Services ,Direct Materials,14-Mar-24,£742.00,Eyre & Elliston Ltd
Bolton MBC,Environmental Services ,Direct Materials,01-Mar-24,"£1,250.00",HBMS Limited
Bolton MBC,Chief Executives ,Disclosure Monitoring,01-Mar-24,£652.50,Complete Background Screening Limited#CBS
Bolton MBC,Chief Executives ,Disclosure Monitoring,01-Mar-24,"£13,506.00",Disclosure and Barring Service
Bolton MBC,Children's Services,Educational Visits,01-Mar-24,"£25,800.00",Anderton Centre-LOAI Ltd
Bolton MBC,Chief Executives ,Election Expenses,20-Mar-24,£789.00,Shaw & Sons Limited
Bolton MBC,Chief Executives ,Election Expenses,05-Mar-24,£850.00,The Mandhata Hitvardhak Mandal#Krishna Temple
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,£923.47,Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,"£15,608.60",Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,£661.54,Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,£691.31,Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,"£5,699.90",Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,£649.58,Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,£582.28,Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,£563.46,Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,"£2,663.90",Haven Power Limited
Bolton MBC,Chief Executives ,Electricity - General,13-Mar-24,"£1,025.84",Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£699.66,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,"£1,227.10",Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£718.18,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,"£1,658.23",Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£793.27,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£719.99,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£538.55,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£941.21,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,"£1,108.18",Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,"£1,890.88",Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£860.04,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£554.37,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,£906.52,Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,"£2,460.65",Haven Power Limited
Bolton MBC,Children's Services,Electricity - General,13-Mar-24,"£2,356.79",Haven Power Limited
Bolton MBC,Development & Regeneration ,Electricity - General,13-Mar-24,"£4,423.62",Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,"£255,749.05",Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,"£210,278.28",Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,"£1,024.22",Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,£750.50,Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,£902.31,Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,"£2,353.40",Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,£561.11,Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,"£6,270.89",Haven Power Limited
Bolton MBC,Environmental Services ,Electricity - General,13-Mar-24,"£2,818.16",Haven Power Limited
Bolton MBC,Housing GRF,Electricity - General,13-Mar-24,"£1,019.75",Haven Power Limited
Bolton MBC,Housing GRF,Electricity - General,13-Mar-24,"£2,489.07",Haven Power Limited
Bolton MBC,Housing GRF,Electricity - General,13-Mar-24,£731.10,Haven Power Limited
Bolton MBC,Environmental Services ,Engineering Work,06-Mar-24,£574.44,Altitude Services#Limited
Bolton MBC,Environmental Services ,Engineering Work,01-Mar-24,"£5,741.34",ATG Access Ltd
Bolton MBC,Environmental Services ,Engineering Work,01-Mar-24,"£9,952.97",Bethell Construction Ltd
Bolton MBC,Environmental Services ,Engineering Work,01-Mar-24,"£13,014.96",Bethell Construction Ltd
Bolton MBC,Environmental Services ,Engineering Work,11-Mar-24,"£1,464.01",Electricity North West Limited#United Utilities Electricity Services Ltd
Bolton MBC,Environmental Services ,Engineering Work,11-Mar-24,£664.69,Electricity North West Limited#United Utilities Electricity Services Ltd
Bolton MBC,Environmental Services ,Engineering Work,06-Mar-24,"£18,600.00",J Hopkins (Contractors) Ltd
Bolton MBC,Environmental Services ,Engineering Work,07-Mar-24,£820.00,M C Coote
Bolton MBC,Environmental Services ,Engineering Work,07-Mar-24,£520.00,M C Coote
Bolton MBC,Environmental Services ,Engineering Work,07-Mar-24,£535.00,M C Coote
Bolton MBC,Environmental Services ,Engineering Work,07-Mar-24,"£3,465.00",M C Coote
Bolton MBC,Environmental Services ,Engineering Work,01-Mar-24,"£11,000.00",Multevo Limited
Bolton MBC,Environmental Services ,Engineering Work,01-Mar-24,£720.00,Redacted - Personal Data
Bolton MBC,Environmental Services ,Engineering Work,01-Mar-24,"£1,307.64",Whale Tankers Ltd
Bolton MBC,Chief Executives ,Exhibits Purchase,14-Mar-24,£985.00,The Textile Restoration Studio
Bolton MBC,Chief Executives ,External Audit Fees,06-Mar-24,"£2,450.00",Vivid Resourcing
Bolton MBC,Chief Executives ,External Audit Fees,07-Mar-24,"£1,750.00",Vivid Resourcing
Bolton MBC,Chief Executives ,External Audit Fees,13-Mar-24,"£1,600.00",Vivid Resourcing
Bolton MBC,Children's Services,Family Placement (Daycare),15-Mar-24,£964.65,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),15-Mar-24,£855.00,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),22-Mar-24,"£1,990.00",Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),22-Mar-24,£660.00,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),08-Mar-24,"£1,200.00",Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),22-Mar-24,£660.00,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),08-Mar-24,"£1,240.00",Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),22-Mar-24,£660.00,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),22-Mar-24,"£1,080.00",Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),01-Mar-24,£605.71,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),08-Mar-24,"£1,760.71",Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),15-Mar-24,£605.71,Redacted - Personal Data
Bolton MBC,Children's Services,Family Placement (Daycare),22-Mar-24,"£2,406.42",Redacted - Personal Data
Bolton MBC,Children's Services,Fees/Expenses Schools,06-Mar-24,"£7,500.00",Innerscope Limited
Bolton MBC,Children's Services,Fees/Expenses Schools,19-Mar-24,"£11,000.00",The Learning Line Limited
Bolton MBC,Environmental Services ,Fines,01-Mar-24,"£76,360.00",3GS (UK) Limited
Bolton MBC,Environmental Services ,FPN Income,27-Mar-24,£540.00,City Fibre Limited
Bolton MBC,Chief Executives ,Franking Machine,01-Mar-24,"£2,500.00",Nationwide Franking Sense Ltd#1
Bolton MBC,Environmental Services ,Garden Maintenance,03-Mar-24,£738.03,A & I Groundwork and Brickwork Limited
Bolton MBC,Environmental Services ,Garden Maintenance,03-Mar-24,£761.97,A & I Groundwork and Brickwork Limited
Bolton MBC,Environmental Services ,Garden Maintenance,11-Mar-24,£750.00,Greenwood Tree Services Limited
Bolton MBC,Environmental Services ,Garden Maintenance,10-Mar-24,"£3,086.16",Redacted - Personal Data
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,£937.80,Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,"£1,519.35",Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,"£10,983.97",Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,"£1,387.26",Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,"£1,152.94",Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,£589.30,Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,£587.97,Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,"£1,027.06",Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,£776.02,Corona Energy Limited
Bolton MBC,Chief Executives ,Gas - General,01-Mar-24,"£7,509.95",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,490.67",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,713.10",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,394.15",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£3,135.47",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,818.08",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£579.31,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£505.09,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,080.76",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£571.62,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,552.42",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£565.45,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£995.05,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£946.02,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,£616.65,Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£1,325.73",Corona Energy Limited
Bolton MBC,Children's Services,Gas - General,01-Mar-24,"£2,102.98",Corona Energy Limited
Bolton MBC,Development & Regeneration ,Gas - General,01-Mar-24,"£3,202.91",Corona Energy Limited
Bolton MBC,Environmental Services ,Gas - General,01-Mar-24,"£2,060.52",Corona Energy Limited
Bolton MBC,Environmental Services ,Gas - General,01-Mar-24,£781.06,Corona Energy Limited
Bolton MBC,Environmental Services ,Gas - General,01-Mar-24,"£18,469.61",Corona Energy Limited
Bolton MBC,Environmental Services ,Gas - General,01-Mar-24,"£2,579.69",Corona Energy Limited
Bolton MBC,Housing GRF,Gas - General,01-Mar-24,"£5,014.30",Corona Energy Limited
Bolton MBC,Housing GRF,Gas - General,01-Mar-24,£522.43,Corona Energy Limited
Bolton MBC,Chief Executives ,General Materials,06-Mar-24,"£1,171.24",Altitude Services#Limited
Bolton MBC,Environmental Services ,General Materials,26-Mar-24,£763.24,Anthony Axford Ltd
Bolton MBC,Environmental Services ,General Materials,11-Mar-24,"£1,117.60",Anthony Axford Ltd
Bolton MBC,Environmental Services ,General Materials,08-Mar-24,"£5,662.65",Broxap Limited
Bolton MBC,Environmental Services ,General Materials,06-Mar-24,"£9,000.00",CID Trading Limited
Bolton MBC,Environmental Services ,General Materials,19-Mar-24,"£10,120.00",CID Trading Limited
Bolton MBC,Development & Regeneration ,General Materials,01-Mar-24,£954.00,Endura Group Limited T/A Landscape Supply Company
Bolton MBC,Development & Regeneration ,General Materials,27-Mar-24,"£1,788.00",Endura Group Limited T/A Landscape Supply Company
Bolton MBC,Development & Regeneration ,General Materials,07-Mar-24,"£2,610.00",Helping Hand Company (Ledbury) Limited
Bolton MBC,Development & Regeneration ,General Materials,25-Mar-24,"£1,725.00",Helping Hand Company (Ledbury) Limited
Bolton MBC,Children's Services,General Materials,01-Mar-24,£501.60,Lloyds CCDM
Bolton MBC,Environmental Services ,General Materials,14-Mar-24,"£1,020.00",Lloyds CCDM
Bolton MBC,Environmental Services ,General Materials,01-Mar-24,"£1,225.00",Red Stag Materials Limited
Bolton MBC,Environmental Services ,General Materials,19-Mar-24,£655.00,Red Zulu Ltd
Bolton MBC,Environmental Services ,General Materials,19-Mar-24,£615.00,Red Zulu Ltd
Bolton MBC,Environmental Services ,General Materials,19-Mar-24,"£1,374.00",Red Zulu Ltd
Bolton MBC,Environmental Services ,General Materials,25-Mar-24,"£1,440.00",Region Electrical Supplies Limited
Bolton MBC,Environmental Services ,General Materials,04-Mar-24,"£1,044.90",The Columbaria Company
Bolton MBC,Environmental Services ,General Materials,08-Mar-24,£767.60,The Columbaria Company
Bolton MBC,Environmental Services ,General Materials,15-Mar-24,"£1,609.80",The Columbaria Company
Bolton MBC,Environmental Services ,General Materials,22-Mar-24,£725.90,The Columbaria Company
Bolton MBC,Environmental Services ,General Materials,01-Mar-24,"£4,361.37",Transport For Greater Manchester
Bolton MBC,Environmental Services ,General Materials,01-Mar-24,£785.00,Vivedia Limited
Bolton MBC,Chief Executives ,General Subscriptions,01-Mar-24,"£1,422.00",Bright Interactive Limited
Bolton MBC,Chief Executives ,General Subscriptions,01-Mar-24,"£7,235.00",CIPFA Business Ltd
Bolton MBC,Chief Executives ,General Subscriptions,01-Mar-24,"£5,040.00",CIPFA Business Ltd
Bolton MBC,Chief Executives ,General Subscriptions,01-Mar-24,"£5,170.00",CIPFA Business Ltd
Bolton MBC,Chief Executives ,General Subscriptions,08-Mar-24,"£6,693.00",Judge And Priestley Solicitors LLP
Bolton MBC,Chief Executives ,General Subscriptions,27-Mar-24,"£1,450.00",Lagom Associates Ltd T/A Pixel Financial Management
Bolton MBC,Financial Services,General Subscriptions,01-Mar-24,"£3,432.36",Logotech Systems
Bolton MBC,Chief Executives ,General Subscriptions,14-Mar-24,"£2,700.00",Manchester City Council
Bolton MBC,Environmental Services ,General Subscriptions,19-Mar-24,£768.00,NABMA Limited
Bolton MBC,Chief Executives ,General Subscriptions,08-Mar-24,"£1,200.00",Zylpha Limited
Bolton MBC,Chief Executives ,Goods for Resale,21-Mar-24,£759.60,House of Marbles
Bolton MBC,Chief Executives ,Goods for Resale,07-Mar-24,£537.97,Lloyds CCDM
Bolton MBC,Chief Executives ,Grant Funded Expenditure,06-Mar-24,"£12,765.00",IEG4 Ltd
Bolton MBC,Housing GRF,Health and Safety,12-Mar-24,"£2,173.00",Adullam Housing Association Limited#Homes
Bolton MBC,Chief Executives ,Health and Safety,01-Mar-24,"£1,959.90",Compass Skills Training Limited
Bolton MBC,Chief Executives ,Health and Safety,27-Mar-24,"£1,968.90",Compass Skills Training Limited
Bolton MBC,Environmental Services ,Health and Safety,01-Mar-24,"£4,534.00",Skyguard Limited#Peoplesafe
Bolton MBC,Environmental Services ,Horticultural Materials,13-Mar-24,£972.56,Allensmore Nurseries Limited
Bolton MBC,Environmental Services ,Horticultural Materials,14-Mar-24,£688.90,Lloyds CCDM
Bolton MBC,Environmental Services ,Horticultural Materials,01-Mar-24,£705.60,Lloyds CCDM
Bolton MBC,Environmental Services ,Horticultural Materials,01-Mar-24,"£6,995.00",Mantank Environmental Services Limited
Bolton MBC,Environmental Services ,Horticultural Materials,22-Mar-24,"£4,056.00",Origin Amenity Solutions#Limited
Bolton MBC,Environmental Services ,Horticultural Materials,26-Mar-24,£648.00,Origin Amenity Solutions#Limited
Bolton MBC,Environmental Services ,Horticultural Materials,06-Mar-24,£602.70,Tillage Nurseries
Bolton MBC,Adult Services,Independant Sector Placements,01-Mar-24,"£36,150.42",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,01-Mar-24,"£6,025.08",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,01-Mar-24,"£26,314.57",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,19-Mar-24,"£179,410.24",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,19-Mar-24,"£43,428.56",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,19-Mar-24,"£56,946.35",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,22-Mar-24,"£8,500.00",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,22-Mar-24,"£26,958.57",NHS Greater Manchester Integrated Care Board#ICB
