Authority,Service Area,Description,Payment,Amount,Supplier
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£83,234.66",Bolton at Home Limited#HB Refunds & Invoices
Bolton MBC,Adult Services,Contracted Services,27-Feb-24,"£70,000.00",Bolton at Home Limited#HB Refunds & Invoices
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£2,760.00",Bolton at Home Limited#HB Refunds & Invoices
Bolton MBC,Adult Services,Other Clients Services,13-Feb-24,"£2,160.00",Bolton Community Leisure Limited
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,£889.76,Bolton New Care Limited T/A Home Instead Senior Care
Bolton MBC,Adult Services,Partnership Staff,05-Feb-24,"£7,875.00",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Feb-24,"£1,077.00",Brain In Hand Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Feb-24,"£1,077.00",Brain In Hand Limited
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£19,650.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£10,505.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Consultation Costs,01-Feb-24,"£1,591.80",Broad Hey Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£7,151.75",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£17,139.05",Brookvale
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,163.50",Browfield Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Feb-24,"£3,120.00",Buddi Ltd
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£3,740.00",Burrswood House
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£1,238.70",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£10,151.03",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,"£12,306.72",Caring Alternatives Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,163.50",Carr Bank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,£515.76,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£4,654.45",Chatterton Hey
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£26,886.80",Chorley House
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£13,443.40",Chorley House
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£8,744.20",Church View
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£22,278.75",Church Walk Health Care Limited
Bolton MBC,Adult Services,Consultation Costs,01-Feb-24,"£47,950.00",CIPFA C.Co Limited#C.CO
Bolton MBC,Adult Services,Consultation Costs,12-Feb-24,"£22,100.00",CIPFA C.Co Limited#C.CO
Bolton MBC,Adult Services,Consultation Costs,16-Feb-24,"£8,955.00",CIPFA C.Co Limited#C.CO
Bolton MBC,Adult Services,Consultation Costs,16-Feb-24,"£6,800.00",CIPFA C.Co Limited#C.CO
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£11,378.80",Clarence House
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£36,775.00",Comer Wall Way
Bolton MBC,Adult Services,Contracted Services,02-Feb-24,"£12,962.88",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,12-Feb-24,£899.60,Complete Care 4 U Limited
Bolton MBC,Adult Services,Contracted Services,12-Feb-24,£585.79,Complete Care 4 U Limited
Bolton MBC,Adult Services,Health and Safety,12-Feb-24,£787.33,Courtney Thorne Limited
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£5,169.75",Crystal Hall Care Home
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£1,951.50",Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,£607.50,Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Contracted Services,18-Feb-24,"£1,367.80",Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£15,640.65",Daisy Fieldz Care Services Limited
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,604.56",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£2,377.21",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,618.51",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£679.55,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£504.17,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£2,511.45",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,409.31",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£919.43,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£651.66,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,581.55",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£541.48,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,290.42",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£3,597.54",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,088.89",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£820.06,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£5,564.72",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£9,794.60",DIL House
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£30,295.45",DIL Place
Bolton MBC,Adult Services,Private Contracted Services,01-Feb-24,"£14,099.00",Disability Positive
Bolton MBC,Adult Services,Private Contracted Services,12-Feb-24,"£14,007.00",Disability Positive
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-Feb-24,£800.00,Disabled Living (Training Exhibitions) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,£587.00,Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£2,014.80",Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Feb-24,£984.00,Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,£924.50,Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-Feb-24,"£3,182.00",Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,£638.00,Drive DeVilbiss Sidhil Limited#NOT HEALTHCARE
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£3,179.00",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Feb-24,£701.08,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,"£1,014.62",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,£976.28,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,19-Feb-24,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,19-Feb-24,£976.28,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,19-Feb-24,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,19-Feb-24,£526.48,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£12,151.05",Ellershaw House Ltd
Bolton MBC,Adult Services,Contracted Services,12-Feb-24,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,19-Feb-24,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,19-Feb-24,"£1,078.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,163.50",Epworth Grange
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£7,411.35",Fosse Bank
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Feb-24,"£1,074.00",G & S Smirthwaite Limited#Smirthwaite Ltd
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,265.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Other Fees,07-Feb-24,"£1,500.00",GNS Inspire Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,265.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£12,580.00",Great Places Housing Association
Bolton MBC,Adult Services,Contracted Services,02-Feb-24,"£12,580.00",Great Places Housing Association
Bolton MBC,Adult Services,Contracted Services,22-Feb-24,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,22-Feb-24,£823.31,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,22-Feb-24,"£3,352.68",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,22-Feb-24,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,23-Feb-24,"£2,553.79",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,23-Feb-24,"£6,034.23",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Partnerships - Other,01-Feb-24,"£209,000.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£6,530.00",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£3,812.98",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£2,688.61",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£33,922.95",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£44,953.63",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£1,086.69",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£5,000.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Feb-24,"£3,600.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Feb-24,"£1,672.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients - Taxi Fares,01-Feb-24,"£1,320.00",Hastings Cars NW Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£8,176.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Contracted Services,09-Feb-24,"£4,724.84",Hearten House
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£28,962.10",Heaton Vale
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Feb-24,£679.80,Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£11,839.90",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£5,158.30",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£34,756.00",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,21-Feb-24,"£7,309.87",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,21-Feb-24,"£1,117.16",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,21-Feb-24,"£6,245.30",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£6,885.00",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,285.75",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£1,683.24",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,"£1,295.89",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,"£2,451.85",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£1,969.19",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,"£1,954.99",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,£673.30,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,£750.36,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,"£1,281.70",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,"£1,419.60",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,£539.45,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,£539.45,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,06-Feb-24,"£1,269.53",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£1,138.27",Incom Systems Communication Specialists Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Feb-24,£625.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,£560.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,£726.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Feb-24,"£1,185.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,09-Feb-24,"£4,095.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Feb-24,£779.20,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Feb-24,£704.00,Jenx Limited#Jiraffe
Bolton MBC,Adult Services,Contracted Services,15-Feb-24,"£36,212.54",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-Feb-24,£921.94,Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-Feb-24,"£13,713.55",Jewel Home Support Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,"£21,990.70",Just Checking Ltd
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£40,749.75",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£4,045.00",Knightswood Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Feb-24,£878.40,Langham
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Feb-24,£563.20,Langham
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£17,035.00",Lever Edge Care Home
Bolton MBC,Adult Services,Computer Software Licences,22-Feb-24,"£6,314.00",Liquidlogic Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,265.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£13,415.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£3,249.15",Marion Lauder Care Home
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£10,710.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£10,710.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£16,065.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£16,065.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£10,710.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£5,355.00",Max Potential UK Limited
Bolton MBC,Adult Services,Agency Staff - Full-time,21-Feb-24,£519.05,Maxxima Ltd
Bolton MBC,Adult Services,Contracted Services,08-Feb-24,"£22,000.00",Me Learning Limited
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£10,545.00",Meadowbank House
Bolton MBC,Adult Services,Contracted Services,01-Feb-24,£572.39,MHIST
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£19,128.85",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£17,745.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,340.00",Millfield Care Home
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£101,364.57",Morden Grange
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£6,885.00",Morgan Care Ltd
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£4,888.05",Moston Grange Nursing Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,£615.00,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£2,098.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Feb-24,£650.00,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£22,605.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£21,980.70",Next Steps The Elms
Bolton MBC,Adult Services,Independant Sector Placements,01-Feb-24,"£66,280.71",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,01-Feb-24,"£68,490.07",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Legal Fees,01-Feb-24,"£1,250.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,16-Feb-24,"£1,500.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,07-Feb-24,"£2,075.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,£820.00,NYMAS#North Yorkshire Mobility & Safety#Barwood
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Feb-24,£681.00,NYMAS#North Yorkshire Mobility & Safety#Barwood
Bolton MBC,Adult Services,Contracted Services,05-Feb-24,"£7,097.60",Oakdale Supported Living
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,"£2,118.38",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,£669.35,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,£651.77,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,"£1,906.13",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,£908.27,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,£640.38,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Feb-24,£684.01,Orchid Home Care Support
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£3,620.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,12-Feb-24,"£1,743.46",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,12-Feb-24,"£1,862.00",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,12-Feb-24,"£2,489.63",P & R Health Care Solutions
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,£794.29,Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£17,345.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£2,730.00",Passmonds House
Bolton MBC,Adult Services,Clients Aids & Adaptations,26-Feb-24,"£1,659.20",Peter James Packaging Co
Bolton MBC,Adult Services,Contracted Services,20-Feb-24,"£28,116.48",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,13-Feb-24,"£13,507.69",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,13-Feb-24,"£1,002.15",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,13-Feb-24,"£9,683.35",Premier Care Limited
Bolton MBC,Adult Services,Residential Provision,01-Feb-24,"£1,128.68",Premier Care Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Feb-24,"£1,775.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Feb-24,"£1,815.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Feb-24,"£1,845.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,£894.12,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£1,041.72",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£1,519.20",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,"£1,051.70",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Feb-24,£622.64,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Feb-24,"£1,558.00",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Feb-24,"£3,573.25",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Feb-24,"£1,037.14",Prism Medical UK
Bolton MBC,Adult Services,Legal Fees,29-Feb-24,£569.60,Psychiatric Services-North East Limited
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£13,840.20",Queens Park View#Intelligent Care
Bolton MBC,Adult Services,Nursing Provision,05-Feb-24,"£3,265.90",Randomlight Ltd
Bolton MBC,Adult Services,Residential Provision,05-Feb-24,"£66,743.25",Raven
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£618.90,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£680.79,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,"£1,650.40",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,"£1,708.85",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£587.96,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,"£2,190.22",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£701.42,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£825.20,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£639.53,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,"£1,671.03",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£701.42,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£522.63,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Feb-24,£510.59,Recovery Support Ltd
