Authority,Service Area,Description,Payment, Amount,Supplier
Bolton MBC,Adult Services,Contracted Services,29-Jan-24,"£1,124.34",Alternative Futures Group
Bolton MBC,Adult Services,Contracted Services,10-Jan-24,"£8,040.26",Ansar Projects
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£2,952.00",Astley Grange Homes Limited
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£6,392.00",Astley Grange Homes Limited
Bolton MBC,Adult Services,Vol Assoc Grants - General,01-Jan-24,"£4,026.00",Autistic Society Greater Manchester Area
Bolton MBC,Adult Services,Agency Staff - Other,03-Jan-24,"£3,125.00",Baltimore Consulting Limited
Bolton MBC,Adult Services,Agency Staff - Other,17-Jan-24,"£3,125.00",Baltimore Consulting Limited
Bolton MBC,Adult Services,Agency Staff - Other,24-Jan-24,"£3,125.00",Baltimore Consulting Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£31,461.96",Bannister Farm Cottage
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,612.00",Beechville Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,876.00",Belong Wigan#2
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£42,542.48",Berkeley House
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Jan-24,"£1,114.90",BES Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Jan-24,£813.25,BES Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,612.00",BH Residential Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£6,892.40",Bluebell Cottage Veedale
Bolton MBC,Adult Services,Consultation Costs,01-Jan-24,"£3,665.00",Bolton CVS#Bolton Community & Voluntary Services
Bolton MBC,Adult Services,Contracted Services,08-Jan-24,£889.20,Bolton New Care Limited T/A Home Instead Senior Care
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,"£127,619.05",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,04-Jan-24,"£7,875.00",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,25-Jan-24,"£2,494.89",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£15,720.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£8,404.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£5,721.40",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£13,711.24",Brookvale
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,530.80",Browfield Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,03-Jan-24,"£2,790.00",Buddi Ltd
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£7,585.00",Building A New Direction#BAND#Family Action
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£2,992.00",Burrswood House
Bolton MBC,Adult Services,Contracted Services,14-Jan-24,"£1,543.43",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,13-Jan-24,"£1,602.79",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,14-Jan-24,"£10,519.08",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,13-Jan-24,"£10,855.47",Caring Alternatives Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,530.80",Carr Bank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Jan-24,£613.80,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Jan-24,£537.75,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£21,509.44",Chorley House
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£10,754.72",Chorley House
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£6,995.36",Church View
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£17,823.00",Church Walk Health Care Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£9,103.04",Clarence House
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£29,420.00",Comer Wall Way
Bolton MBC,Adult Services,Contracted Services,02-Jan-24,"£12,962.88",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,£899.56,Complete Care 4 U Limited
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,£575.30,Complete Care 4 U Limited
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,£585.76,Complete Care 4 U Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,14-Jan-24,"£3,057.45",Consolor Limited
Bolton MBC,Adult Services,Op Equip Health and Safety,25-Jan-24,£990.00,Courtney Thorne Limited
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£4,135.80",Crystal Hall Care Home
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£743.75,Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£46,028.20",Daisy Fieldz Care Services Limited
Bolton MBC,Adult Services,Legal Fees,15-Jan-24,£750.00,Deans Court Chambers
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£1,614.33",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£2,341.99",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£1,334.35",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,£547.06,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£2,510.40",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,£994.75,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,£859.11,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£1,628.27",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,£554.73,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,£554.38,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£1,304.36",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£3,045.60",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£1,084.35",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,£818.67,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Jan-24,"£5,564.72",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£7,835.68",DIL House
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£23,615.56",DIL Place
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,"£2,520.00",Direct Healthcare Group Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,29-Jan-24,£975.00,Direct Healthcare Group Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,29-Jan-24,£975.00,Direct Healthcare Group Limited
Bolton MBC,Adult Services,Contracted Services,12-Jan-24,"£30,936.31",Disability Positive
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Jan-24,"£1,360.00",Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Jan-24,£783.50,Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Jan-24,"£1,458.00",Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Jan-24,£609.28,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Jan-24,"£1,869.83",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Jan-24,£869.55,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Jan-24,£729.30,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Jan-24,£848.56,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,08-Jan-24,"£1,830.50",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,08-Jan-24,£976.28,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,08-Jan-24,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,08-Jan-24,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,08-Jan-24,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,22-Jan-24,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,22-Jan-24,£976.28,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,22-Jan-24,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,22-Jan-24,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,22-Jan-24,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£9,720.84",Ellershaw House Ltd
Bolton MBC,Adult Services,Contracted Services,14-Jan-24,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,02-Jan-24,£840.00,Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,25-Jan-24,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£924.00,Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,25-Jan-24,"£1,064.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,530.80",Epworth Grange
Bolton MBC,Adult Services,Contracted Services,12-Jan-24,"£6,707.76",Equilibrium Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Jan-24,£540.00,Etac Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Jan-24,£592.00,Etac Limited
Bolton MBC,Adult Services,Contracted Services,24-Jan-24,"£48,960.00",Fortalice Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£20,468.46",Fosse Bank
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Jan-24,"£4,106.40",Frontier Therapeutics
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,612.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Other Fees,10-Jan-24,"£1,200.00",GNS Inspire Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,612.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£2,245.18",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Jan-24,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Jan-24,£565.64,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Jan-24,"£3,437.65",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Jan-24,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Jan-24,"£2,553.79",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Jan-24,"£6,011.28",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,22-Jan-24,"£2,245.18",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£5,224.00",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Residential Provision,05-Jan-24,"£2,500.00",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£3,652.12",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£2,599.18",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£32,329.97",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£17,240.80",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Jan-24,"£1,410.90",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Jan-24,"£1,086.69",Harvest Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£8,176.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Contracted Services,12-Jan-24,"£4,724.84",Hearten House
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£23,169.68",Heaton Vale
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Jan-24,"£1,215.00",Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,26-Jan-24,£801.00,Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,26-Jan-24,£646.00,Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Miscellaneous Grants,18-Jan-24,"£10,875.24",Henshaws Society For The Blind
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£9,471.92",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£1,609.30",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£23,685.14",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,896.00",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,18-Jan-24,"£7,073.84",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,18-Jan-24,£670.51,Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,18-Jan-24,"£5,894.86",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,17-Jan-24,"£5,315.22",Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,30-Jan-24,"£5,843.22",Homecare Team Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,23-Jan-24,£501.00,House Of Advocacy Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£5,508.00",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£567.84,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£608.60,Independence Support Limited
Bolton MBC,Adult Services,Contracted Services,14-Jan-24,£581.75,Independence Support Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,03-Jan-24,"£1,185.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,03-Jan-24,"£1,142.24",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Jan-24,"£1,185.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Jan-24,"£1,142.24",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Jan-24,£600.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Jan-24,"£1,621.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-Jan-24,"£2,815.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-Jan-24,£913.00,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Jan-24,"£2,470.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-Jan-24,£710.00,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,"£4,443.00",Jenx Limited#Jiraffe
Bolton MBC,Adult Services,Clients Aids & Adaptations,25-Jan-24,"£1,581.00",Jenx Limited#Jiraffe
Bolton MBC,Adult Services,Contracted Services,17-Jan-24,"£36,435.29",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,17-Jan-24,£831.63,Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,17-Jan-24,"£13,467.89",Jewel Home Support Ltd
Bolton MBC,Adult Services,Other Agency/Contracted Services,01-Jan-24,£697.50,Keith Jones Interpreting Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£32,599.80",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£3,236.00",Knightswood Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Jan-24,£878.40,Langham
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Jan-24,"£1,317.60",Langham
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£13,628.00",Lever Edge Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,612.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£11,105.14",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£844.80,Making Space
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Jan-24,£800.00,Mangar International Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Jan-24,£511.50,Mangar International Ltd
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£2,599.32",Marion Lauder Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£12,852.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£12,852.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£12,618.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£4,284.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£8,568.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Jan-24,"£2,500.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Jan-24,"£2,500.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£8,568.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,05-Jan-24,"£2,500.00",Max Potential UK Limited
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£8,436.00",Meadowbank House
Bolton MBC,Adult Services,Residential Provision,05-Jan-24,"£2,500.00",Meadowbank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,"£2,046.00",Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,£645.75,Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,"£1,914.00",Medstrom Limited
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£18,088.52",Mencap
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£12,384.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£14,196.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,672.00",Millfield Care Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£28,637.44",Morden Grange
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£5,508.00",Morgan Care Ltd
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£3,910.44",Moston Grange Nursing Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Jan-24,"£5,067.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Jan-24,£615.00,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,"£3,331.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Jan-24,"£1,764.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Nursing Provision,03-Jan-24,"£18,084.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£17,584.56",Next Steps The Elms
Bolton MBC,Adult Services,Independant Sector Placements,27-Jan-24,"£13,071.43",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Legal Fees,01-Jan-24,£850.00,Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,01-Jan-24,"£1,100.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Contracted Services,09-Jan-24,"£7,097.60",Oakdale Supported Living
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£2,145.85",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£661.80,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£654.69,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£1,879.87",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£873.56,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£2,035.54",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£984.96,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£2,497.16",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,"£2,164.87",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£672.01,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£660.93,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,"£1,891.66",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£783.38,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,"£2,606.37",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£730.68,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,"£2,173.42",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£639.27,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,"£1,865.81",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£892.50,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,"£2,570.20",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£745.76,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£734.95,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£753.90,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£636.68,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£884.04,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£651.78,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,£684.91,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£623.55,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Jan-24,£607.29,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£644.65,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£673.82,Orchid Home Care Support
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,896.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Jan-24,"£1,135.00",Osprey Healthcare Ltd
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,"£1,743.46",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,"£1,799.23",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,15-Jan-24,"£2,500.09",P & R Health Care Solutions
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£13,876.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£3,475.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,03-Jan-24,"£2,184.00",Passmonds House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Jan-24,"£10,000.00",People Places Lives Limited
Bolton MBC,Adult Services,Agency Staff - Other,17-Jan-24,"£1,350.00",Permanent Futures Limited
Bolton MBC,Adult Services,Contracted Services,01-Jan-24,"£26,721.00",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,23-Jan-24,"£27,656.24",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,"£12,278.59",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,£950.89,Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,16-Jan-24,"£8,785.82",Premier Care Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Jan-24,"£2,495.79",Prism Medical UK
