Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
Blackpool Council,Renaissance Uk Limited,255524,1000017,04/06/2024,"29,583.00",0,SSMTRG,62045,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,SSMTRG 2024/25,1000017255524SSMTRG 2024/25
Blackpool Council,F Parkinson Ltd,251926,1000018,03/06/2024,"111,577.21","18,596.20","Insurance,Dso,Banking",90069,61065,Retention Monies - Capital,Communication & Regeneration - 1,ZTRSTOT,ZTRSTOT2,Growth & Prosperity Team - 3,ZTRSTOT4,Growth - 5,11014,1.00002E+17
Blackpool Council,F Parkinson Ltd,267716,1000018,26/06/2024,"539,806.37","89,967.73","Insurance,Dso,Banking",90069,61065,Retention Monies - Capital,Communication & Regeneration - 1,ZTRSTOT,ZTRSTOT2,Growth & Prosperity Team - 3,ZTRSTOT4,Growth - 5,11028,1.00002E+17
Blackpool Council,Blackpool Pleasure Beach Ltd,258241,1000019,06/06/2024,"1,942.50",323.74,Head Of Tourism Services,90000,63401,VAT ADJUSTMENT,Not Applicable - 1,NA,VB,Visit Blackpool/Marketing Co - 3,PPA1,Not Applicable - 5,25244,1.00002E+17
Blackpool Council,Blackpool Transport Services Limited,268360,1000020,19/06/2024,"286,651.79",0,Business Loans,90030,19507,BTS Zebra Loan,Balance Sheet Budgets Outside Cash Limit - 1,ZBUDOCL,ZBUDOCL2,Balance Sheet Budgets Outside Cash Limit - 3,ZBUDOCL4,Balance Sheet Budgets Outside Cash Limit - 5,,1.00002E+12
Blackpool Council,Blackpool Transport Services Limited,265935,1000020,21/06/2024,"1,739.79",0,Lac Financial Assistance,10544,62301,Bus and Tram Fares,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,1414,1.00002E+20
Blackpool Council,Blackpool Transport Services Limited,259299,1000020,11/06/2024,"4,281.60",0,Lac Financial Assistance,10544,65552,Bus Pass,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,1373,1.00002E+20
Blackpool Council,Blackpool Transport Services Limited,259509,1000020,11/06/2024,"4,320.00",0,Lac Financial Assistance,10544,65552,Bus Pass,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,1376,1.00002E+20
Blackpool Council,Blackpool Transport Services Limited,258720,1000020,10/06/2024,"1,419.00",0,Staff travel scheme,90081,99636,Bus Travel Ticket Scheme,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,1370,1.00002E+20
Blackpool Council,Blackpool Transport Services Limited,259294,1000020,11/06/2024,"11,424.00",0,School Transport,30306,63401,General Services,Community & Env Services - 1,CHISER,TRANSP,Transport Services - 3,TRCHIL1,Other Learning - 5,1219,1.00002E+20
Blackpool Council,Sandcastle Waterpark - Boc Ltd,268353,1000021,17/06/2024,"12,722.19",0,Treasury Management,60009,66415,Interest Payable Temporary Loan,Budgets Outside Cash Limits - 1,BUDOCL,FH0001,Treasury Management - 3,FH00012,Treasury Management - 5,,1.00002E+12
Blackpool Council,Sandcastle Waterpark - Boc Ltd,268354,1000021,17/06/2024,947,0,Treasury Management,60009,66415,Interest Payable Temporary Loan,Budgets Outside Cash Limits - 1,BUDOCL,FH0001,Treasury Management - 3,FH00012,Treasury Management - 5,,1.00002E+12
Blackpool Council,Sandcastle Waterpark - Boc Ltd,272746,1000021,17/06/2024,947.4,0,Treasury Management,60009,66415,Interest Payable Temporary Loan,Budgets Outside Cash Limits - 1,BUDOCL,FH0001,Treasury Management - 3,FH00012,Treasury Management - 5,,1.00002E+12
Blackpool Council,REDACTED PERSONAL DATA,256078,1000024,05/06/2024,968.79,0,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,688280,1.00002E+18
Blackpool Council,Autism Initiatives Uk,256952,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298955,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256954,1000025,06/06/2024,366.24,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298957,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256955,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298958,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256956,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298959,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256957,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298960,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256958,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298961,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256960,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298963,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256961,1000025,06/06/2024,318,0,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298964,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256962,1000025,06/06/2024,254.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298965,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256963,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298966,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256964,1000025,06/06/2024,254.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298967,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256965,1000025,06/06/2024,318,0,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298968,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256968,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298971,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256969,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298972,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256972,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298975,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256973,1000025,06/06/2024,381.6,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298976,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256974,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298977,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256975,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298978,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256977,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298980,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256979,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298982,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256980,1000025,06/06/2024,392.56,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298983,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256981,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298984,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256982,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298985,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256983,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298986,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256984,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298987,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256985,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298988,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256986,1000025,06/06/2024,467.12,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298989,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256987,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298990,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256989,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298992,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256992,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298995,1.00003E+18
Blackpool Council,Autism Initiatives Uk,256993,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,298996A,1000025256993298996A
Blackpool Council,Autism Initiatives Uk,257673,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299077,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257675,1000025,06/06/2024,366.24,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299079,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257676,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299080,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257677,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299081,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257678,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299082,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257679,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299083,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257681,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299085,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257682,1000025,06/06/2024,318,0,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299086,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257683,1000025,06/06/2024,254.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299087,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257684,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299088,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257685,1000025,06/06/2024,254.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299089,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257686,1000025,06/06/2024,318,0,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299090,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257689,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299093,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257690,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299094,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257693,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299097,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257694,1000025,06/06/2024,381.6,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299098,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257695,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299099,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257696,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299100,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257698,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299102,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257700,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299104,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257701,1000025,06/06/2024,392.56,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299105,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257702,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299106,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257703,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299107,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257704,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299108,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257705,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299109,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257706,1000025,06/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299110,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257707,1000025,06/06/2024,467.12,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299111,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257708,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299112,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257710,1000025,06/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299114,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257713,1000025,06/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299117,1.00003E+18
Blackpool Council,Autism Initiatives Uk,257714,1000025,06/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299118,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260359,1000025,13/06/2024,318,0,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300157,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260362,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300160,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260363,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300161,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260366,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300164,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260367,1000025,13/06/2024,381.6,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300165,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260368,1000025,13/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300166,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260369,1000025,13/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300167,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260371,1000025,13/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300169,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260373,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300171,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260374,1000025,13/06/2024,392.56,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300172,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260375,1000025,13/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300173,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260376,1000025,13/06/2024,504.4,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300174,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260377,1000025,13/06/2024,403.52,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300175,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260378,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300176,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260379,1000025,13/06/2024,302.64,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300177,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260380,1000025,13/06/2024,467.12,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300178,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260381,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300179,1.00003E+18
Blackpool Council,Autism Initiatives Uk,260383,1000025,13/06/2024,318,0,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300181,1.00003E+18
