FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference
LIST,Blackpool Council,Blackpool Sound And Light,221394,1001561,11/04/2024,"4,914.00",0.00,Maintenance,50121,63401,General Services,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJNA1,New Features / Schemes - C & E - 5,3045
LIST,Blackpool Council,COLLECTIVE ENTERPRISES LIMITED,221399,1141362,11/04/2024,"8,928.00","1,488.00",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,INV-0174
LIST,Blackpool Council,Mayne Special Needs,221403,1002730,11/04/2024,850.00,0.00,Equipment Store Recycle,20025,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,MSN-BES945
LIST,Blackpool Council,Select Medical,221406,1000932,30/04/2024,"2,612.26",435.38,,,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,161345
LIST,Blackpool Council,Prism Medical Uk Ltd,221410,1000034,29/04/2024,822.00,137.00,,,63006,Hire of Equipment,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,5624725
LIST,Blackpool Council,Insight (Fylde) Ltd,221411,1002181,15/04/2024,265.95,0.00,Leaving Care,10530,65573,Clothing Allowances,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,RL/17C
LIST,Blackpool Council,REAL CARE CHILDREN SERVICES LTD,221424,1140706,24/04/2024,740.45,0.00,Sct17,10545,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,240324ML
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221430,1000516,12/04/2024,630.00,105.00,Csdp,20424,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,19987
LIST,Blackpool Council,Calder Lodge Limited,221431,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1358
LIST,Blackpool Council,REAL CARE CHILDREN SERVICES LTD,221434,1140706,24/04/2024,946.20,0.00,Sct17,10545,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,240324BR
LIST,Blackpool Council,Calder Lodge Limited,221437,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1348
LIST,Blackpool Council,Phs Group Ltd,221438,1000498,24/04/2024,"1,145.36",190.89,Kincraig -Cleaning And Domestic,10122,61601,Consumable Supplies,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED101,Kincraig Primary - 5,70483232
LIST,Blackpool Council,Calder Lodge Limited,221439,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1350
LIST,Blackpool Council,REAL CARE CHILDREN SERVICES LTD,221441,1140706,24/04/2024,560.40,0.00,Lac Financial Assistance,10544,65505,Travel,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,240324JH
LIST,Blackpool Council,Calder Lodge Limited,221442,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1351
LIST,Blackpool Council,Prosperity Children's Services Ltd,221443,1004950,15/04/2024,349.00,0.00,Sct17,10545,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-0114
LIST,Blackpool Council,Calder Lodge Limited,221444,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1352
LIST,Blackpool Council,Calder Lodge Limited,221446,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1353
LIST,Blackpool Council,REDACTED PERSONAL DATA,221448,1003008,15/04/2024,"2,475.00",0.00,Adoption Services,10528,64820,Therapy,Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,TCPGKM0324CF
LIST,Blackpool Council,Calder Lodge Limited,221450,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1354
LIST,Blackpool Council,REDACTED PERSONAL DATA,221451,1003008,15/04/2024,"2,475.00",0.00,Adoption Services,10528,64820,Therapy,Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,TCPGKM0324SF
LIST,Blackpool Council,Calder Lodge Limited,221453,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1355
LIST,Blackpool Council,Calder Lodge Limited,221454,1004153,11/04/2024,"14,360.00",0.00,Out of Borough - Behaviour Education,10438,64501,Private Contractors,Children's Services - 1,CHISER,JCGA,Out Of Borough - Non Behav - 3,JCGA2,Out Of Borough - Non Behav - 5,1356
LIST,Blackpool Council,Teaching Personnel Ltd,221456,1000095,19/04/2024,954.25,159.04,Kincraig - General,10135,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED101,Kincraig Primary - 5,3024318
LIST,Blackpool Council,Capita Business Services Ltd,221457,1000531,11/04/2024,"146,153.08","24,358.84",Shared Service - Council Tax,50141,63532,Computer Running and License Costs,Resources - 1,TRSTOT,HJ,"Income, Recovery & Debtors - 3",MPB1,"Income, Recovery & Debtors - 5",6004170441
LIST,Blackpool Council,Smiths Equipment Hire Ltd - Smiths Training,221461,1000122,12/04/2024,"2,391.72",398.62,E.O.D. (Erection/Operation/Dis,50094,63006,Hire of Equipment,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJAA1,"Erection, Operation & Dismantl - 5",07-1272168
LIST,Blackpool Council,Blackpool Transport Services Limited,221463,1000020,11/04/2024,"1,683.63",0.00,Lac Financial Assistance,10544,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,00001174
LIST,Blackpool Council,Rhea Projects Ltd,221466,1003691,11/04/2024,"9,198.36",0.00,HUG 2,62059,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,0483 HUGRP
LIST,Blackpool Council,Second Skin,221495,1006415,29/04/2024,"3,823.00",0.00,,,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,INV14977
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221500,1000516,12/04/2024,715.15,119.19,Csdp,20443,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,19993
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221502,1000516,12/04/2024,992.88,165.48,Csdp,20443,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,19994
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221508,1000516,12/04/2024,715.15,119.19,Csdp,20443,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,20004
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221510,1000516,12/04/2024,715.15,119.19,Csdp,20443,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,20037
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221512,1000516,12/04/2024,"8,530.29","1,421.72",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,20020
LIST,Blackpool Council,Caroline Horn T/A Bentley Training,221513,1002421,11/04/2024,675.00,0.00,Blackpool Sports Centre,30027,63801,Other Expenses,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR1,Leisure Managem - 5,BEN 602
LIST,Blackpool Council,Cassidy + Ashton Group Limited,221516,1000808,30/04/2024,"1,632.00",272.00,,,63413,Consultants,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,21039
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221520,1000516,12/04/2024,"7,798.79",0.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,19997
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221522,1000516,12/04/2024,"11,354.81","1,892.47",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,20021
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221525,1000516,12/04/2024,"6,827.61",0.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,19998
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221526,1000516,12/04/2024,"6,587.69",0.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,20000
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221529,1000516,12/04/2024,"10,041.76","1,673.63",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,20016
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221533,1000516,12/04/2024,"9,674.11",0.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,19999
LIST,Blackpool Council,Bambers Remedial Contractors Limited,221534,1000516,12/04/2024,"5,451.89",0.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,20032
LIST,Blackpool Council,W H Tarmacadam Limited,221535,1000530,18/04/2024,"34,108.80","5,684.80",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,8113
LIST,Blackpool Council,Read & Errington Ltd,221537,1000012,11/04/2024,"60,307.75","10,051.29",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,MRC0162/V11
LIST,Blackpool Council,Evolution Construction Group Ltd,221539,1002824,12/04/2024,"1,229.14",204.86,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,3869
LIST,Blackpool Council,DRAIN JETTING SERVICES LTD,221546,1141121,12/04/2024,"2,640.00",440.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,7054
LIST,Blackpool Council,Cassidy + Ashton Group Limited,221557,1000808,30/04/2024,"2,475.00",412.50,,,63413,Consultants,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,21040
LIST,Blackpool Council,Caterware Ltd,221559,1000431,11/04/2024,830.38,138.40,Anchorsholme Café,30074,63052,Light Kitchen Equipment Purchase,Community & Env Services - 1,BPLSER,CATERG,Catering Services - 3,CATOTH1,Other Catering - 5,2181
LIST,Blackpool Council,Central Property Management,221561,1002424,11/04/2024,500.00,0.00,Prevention Fund,64016,61301,Rent and Hire Of Premises,Chief Executive - 1,CEXTOT,HOPTION,Housing Options - 3,HOPTION2,Housing Options - 5,1412
LIST,Blackpool Council,REDACTED PERSONAL DATA,221568,1001326,11/04/2024,366.36,0.00,Adult Placement Schemes,20420,64504,Adult Placements Learning Disability,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - LW
LIST,Blackpool Council,REDACTED PERSONAL DATA,221573,1002478,11/04/2024,344.86,0.00,Adult Placement Schemes,20420,64504,Adult Placements Learning Disability,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - DH
LIST,Blackpool Council,Active 8 Support Services,221576,1004404,15/04/2024,350.02,0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,A8IN14259
LIST,Blackpool Council,REDACTED PERSONAL DATA,221580,1001155,11/04/2024,344.86,0.00,Adult Placement Schemes,20253,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - MC
LIST,Blackpool Council,REDACTED PERSONAL DATA,221581,1000240,11/04/2024,364.86,0.00,Adult Placement Schemes,20253,64504,Adult Placements Learning Disability,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - MG
LIST,Blackpool Council,REDACTED PERSONAL DATA,221584,1006215,11/04/2024,500.00,0.00,Homes For Ukraine Scheme,40091,63801,Other Expenses,Resources - 1,TRSTOT,FCAC1,Benefits - Admin - 3,FCAC3,Benefits - Admin - 5,UKRAINIAN SPONSOR PAYMENT
LIST,Blackpool Council,Active 8 Support Services,221585,1004404,15/04/2024,"1,550.00",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,A8IN14255
LIST,Blackpool Council,REDACTED PERSONAL DATA,221586,1004555,11/04/2024,500.00,0.00,Homes For Ukraine Scheme,40091,63801,Other Expenses,Resources - 1,TRSTOT,FCAC1,Benefits - Admin - 3,FCAC3,Benefits - Admin - 5,UKRAINIAN SPONSOR PAYMENT
LIST,Blackpool Council,Active 8 Support Services,221593,1004404,15/04/2024,"1,837.86",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,A8IN14258
LIST,Blackpool Council,Active 8 Support Services,221598,1004404,15/04/2024,350.02,0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,A8IN14260
LIST,Blackpool Council,REDACTED PERSONAL DATA,221600,1004321,11/04/2024,250.00,0.00,Staying Put,10535,65551,Rent and Rent Bonds,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,STAYING PUT - YEAR 1 - LH
LIST,Blackpool Council,Advance Social Care Limited,221606,1006241,15/04/2024,"6,377.14","1,062.86",Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,2502
LIST,Blackpool Council,Civica Uk Limited,221607,1001524,23/04/2024,"12,025.96","2,004.33",Democratic Services,61052,63532,Computer Running and License Costs,Governance & Partnerships - 1,DEMTOT,BE,Democratic Services & Admin - 3,BE2,Democratic Services & Admin - 5,M/MG130219
LIST,Blackpool Council,Creative Living Care Limted,221610,1004060,15/04/2024,"9,349.20",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,INV-1405
LIST,Blackpool Council,Communicate Slt Cic,221611,1002063,11/04/2024,"16,670.33",0.00,Speech And Language,10460,63801,Other Expenses,Children's Services - 1,CHISER,EHOTH,Early Help Other - 3,EHOTH2,Early Help Other - 5,INV-1071
LIST,Blackpool Council,Places For People,221614,1000570,15/04/2024,756.00,0.00,The Place,10538,65551,Rent and Rent Bonds,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,1255360
LIST,Blackpool Council,Critiqom Limited t/a Adare SEC Ltd,221615,1002495,11/04/2024,"3,142.97",523.83,Income,40085,63301,Printing,Resources - 1,TRSTOT,FBBE,"Income, Recovery & Debtors - 3",FBBE2,"Income, Recovery & Debtors - 5",094033
LIST,Blackpool Council,IDENTITY CARE HOUSING LTD,221616,1140792,15/04/2024,"12,218.34",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,13
LIST,Blackpool Council,Critiqom Limited t/a Adare SEC Ltd,221617,1002495,11/04/2024,"2,086.49",347.75,Shared Service - Council Tax,40094,63301,Printing,Resources - 1,TRSTOT,FBBE,"Income, Recovery & Debtors - 3",FBBE2,"Income, Recovery & Debtors - 5",094035
LIST,Blackpool Council,Critiqom Limited t/a Adare SEC Ltd,221618,1002495,11/04/2024,"8,965.80","1,494.30",Shared Service - Council Tax,40094,63511,Postages,Resources - 1,TRSTOT,FBBE,"Income, Recovery & Debtors - 3",FBBE2,"Income, Recovery & Debtors - 5",094036
LIST,Blackpool Council,Critiqom Limited t/a Adare SEC Ltd,221619,1002495,11/04/2024,"12,402.64","2,067.11",Income,40085,63511,Postages,Resources - 1,TRSTOT,FBBE,"Income, Recovery & Debtors - 3",FBBE2,"Income, Recovery & Debtors - 5",094034
LIST,Blackpool Council,Cfs Care Ltd,221622,1004205,15/04/2024,"6,018.43",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,INV-4020
LIST,Blackpool Council,Cfs Care Ltd,221623,1004205,15/04/2024,"6,018.43",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,INV-4019
LIST,Blackpool Council,Cfs Care Ltd,221625,1004205,15/04/2024,"6,018.43",0.00,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,INV-4018
LIST,Blackpool Council,Care & Independence Ltd,221631,1003236,23/04/2024,600.96,100.16,,,65401,Aids To Daily Living,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,0000077833
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221633,1142001,11/04/2024,571.20,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041791
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221634,1142001,11/04/2024,932.96,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041792
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221635,1142001,11/04/2024,599.76,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041793
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221636,1142001,11/04/2024,323.68,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041794
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221637,1142001,11/04/2024,323.68,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041795
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221638,1142001,11/04/2024,285.60,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041796
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221639,1142001,11/04/2024,304.64,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041797
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221640,1142001,11/04/2024,285.60,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041798
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221641,1142001,11/04/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041799
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221642,1142001,11/04/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041800
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221643,1142001,11/04/2024,333.20,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041801
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221644,1142001,11/04/2024,271.32,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041802
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221649,1142001,11/04/2024,276.08,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041807
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221651,1142001,11/04/2024,304.64,0.00,Homecare,20296,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041809
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,221652,1142001,11/04/2024,276.08,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040041810
LIST,Blackpool Council,Napier Homecare Services Limited,221702,1000207,11/04/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_103
LIST,Blackpool Council,Napier Homecare Services Limited,221706,1000207,11/04/2024,533.12,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_107
LIST,Blackpool Council,Napier Homecare Services Limited,221709,1000207,11/04/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_110
LIST,Blackpool Council,Napier Homecare Services Limited,221710,1000207,11/04/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_111
LIST,Blackpool Council,Napier Homecare Services Limited,221713,1000207,11/04/2024,666.40,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_114
LIST,Blackpool Council,Napier Homecare Services Limited,221714,1000207,11/04/2024,304.64,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_115
LIST,Blackpool Council,Napier Homecare Services Limited,221717,1000207,11/04/2024,533.12,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_118
LIST,Blackpool Council,Napier Homecare Services Limited,221718,1000207,11/04/2024,333.20,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_119
LIST,Blackpool Council,Napier Homecare Services Limited,221725,1000207,11/04/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_126
LIST,Blackpool Council,Napier Homecare Services Limited,221729,1000207,11/04/2024,571.20,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_130
LIST,Blackpool Council,Napier Homecare Services Limited,221730,1000207,11/04/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_131
LIST,Blackpool Council,Napier Homecare Services Limited,221733,1000207,11/04/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_235
LIST,Blackpool Council,Napier Homecare Services Limited,221734,1000207,11/04/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_236
LIST,Blackpool Council,Napier Homecare Services Limited,221738,1000207,11/04/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_240
LIST,Blackpool Council,Napier Homecare Services Limited,221740,1000207,11/04/2024,352.24,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_242
LIST,Blackpool Council,Napier Homecare Services Limited,221741,1000207,11/04/2024,666.40,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_243
LIST,Blackpool Council,Napier Homecare Services Limited,221744,1000207,11/04/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_246
