FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference
LIST,Blackpool Council,Napier Homecare Services Limited,221745,1000207,11/04/2024,666.40,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_247
LIST,Blackpool Council,Napier Homecare Services Limited,221747,1000207,11/04/2024,533.12,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_249
LIST,Blackpool Council,Napier Homecare Services Limited,221748,1000207,11/04/2024,371.28,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_250
LIST,Blackpool Council,Napier Homecare Services Limited,221751,1000207,11/04/2024,276.08,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_253
LIST,Blackpool Council,Napier Homecare Services Limited,221753,1000207,11/04/2024,276.08,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_255
LIST,Blackpool Council,Napier Homecare Services Limited,221754,1000207,11/04/2024,366.52,0.00,Homecare,20171,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1515_256
LIST,Blackpool Council,Routes Healthcare North Limited,221757,1001918,11/04/2024,599.76,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302008
LIST,Blackpool Council,Routes Healthcare North Limited,221758,1001918,11/04/2024,304.64,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302010
LIST,Blackpool Council,Routes Healthcare North Limited,221760,1001918,11/04/2024,780.64,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302012
LIST,Blackpool Council,Routes Healthcare North Limited,221762,1001918,11/04/2024,390.32,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302014
LIST,Blackpool Council,Routes Healthcare North Limited,221763,1001918,11/04/2024,533.12,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302015
LIST,Blackpool Council,Routes Healthcare North Limited,221764,1001918,11/04/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302016
LIST,Blackpool Council,Routes Healthcare North Limited,221765,1001918,11/04/2024,704.48,0.00,Homecare,20171,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302017
LIST,Blackpool Council,Routes Healthcare North Limited,221768,1001918,11/04/2024,552.16,0.00,Homecare,20140,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302020
LIST,Blackpool Council,Routes Healthcare North Limited,221769,1001918,11/04/2024,666.40,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302021
LIST,Blackpool Council,Routes Healthcare North Limited,221770,1001918,11/04/2024,533.12,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302022
LIST,Blackpool Council,Routes Healthcare North Limited,221771,1001918,11/04/2024,733.04,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302023
LIST,Blackpool Council,Routes Healthcare North Limited,221772,1001918,11/04/2024,533.12,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302024
LIST,Blackpool Council,Routes Healthcare North Limited,221774,1001918,11/04/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302026
LIST,Blackpool Council,Routes Healthcare North Limited,221775,1001918,11/04/2024,761.60,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302027
LIST,Blackpool Council,Routes Healthcare North Limited,221777,1001918,11/04/2024,533.12,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302029
LIST,Blackpool Council,Routes Healthcare North Limited,221778,1001918,11/04/2024,647.36,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302030
LIST,Blackpool Council,Routes Healthcare North Limited,221780,1001918,11/04/2024,742.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302033
LIST,Blackpool Council,Routes Healthcare North Limited,221781,1001918,11/04/2024,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302034
LIST,Blackpool Council,Routes Healthcare North Limited,221782,1001918,11/04/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302035
LIST,Blackpool Council,Routes Healthcare North Limited,221783,1001918,11/04/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302036
LIST,Blackpool Council,Routes Healthcare North Limited,221784,1001918,11/04/2024,799.68,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302037
LIST,Blackpool Council,Routes Healthcare North Limited,221785,1001918,11/04/2024,628.32,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302039
LIST,Blackpool Council,Routes Healthcare North Limited,221786,1001918,11/04/2024,495.04,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302040
LIST,Blackpool Council,Routes Healthcare North Limited,221792,1001918,11/04/2024,361.76,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302047
LIST,Blackpool Council,Routes Healthcare North Limited,221793,1001918,11/04/2024,304.64,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302048
LIST,Blackpool Council,Routes Healthcare North Limited,221794,1001918,11/04/2024,647.36,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302049
LIST,Blackpool Council,Routes Healthcare North Limited,221795,1001918,11/04/2024,942.48,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302050
LIST,Blackpool Council,Routes Healthcare North Limited,221796,1001918,11/04/2024,704.48,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302051
LIST,Blackpool Council,Routes Healthcare North Limited,221798,1001918,11/04/2024,266.56,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302056
LIST,Blackpool Council,Routes Healthcare North Limited,221800,1001918,11/04/2024,752.08,0.00,Homecare,20156,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302058
LIST,Blackpool Council,Routes Healthcare North Limited,221801,1001918,11/04/2024,285.60,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302059
LIST,Blackpool Council,Routes Healthcare North Limited,221803,1001918,11/04/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302061
LIST,Blackpool Council,Routes Healthcare North Limited,221807,1001918,11/04/2024,352.24,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302066
LIST,Blackpool Council,Routes Healthcare North Limited,221808,1001918,11/04/2024,352.24,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302067
LIST,Blackpool Council,Routes Healthcare North Limited,221809,1001918,11/04/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302068
LIST,Blackpool Council,Routes Healthcare North Limited,221810,1001918,11/04/2024,666.40,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302069
LIST,Blackpool Council,Routes Healthcare North Limited,221812,1001918,11/04/2024,466.48,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302071
LIST,Blackpool Council,Routes Healthcare North Limited,221817,1001918,11/04/2024,799.68,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,302076
LIST,Blackpool Council,Independent Living (North West) Ltd,221822,1001098,11/04/2024,474.01,79.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,AILWILKINSON016
LIST,Blackpool Council,Independent Living (North West) Ltd,221827,1001098,11/04/2024,474.01,79.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,NDREWNEWSOME016
LIST,Blackpool Council,Independent Living (North West) Ltd,221828,1001098,11/04/2024,316.01,52.67,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,ANNBAKER016
LIST,Blackpool Council,Independent Living (North West) Ltd,221829,1001098,11/04/2024,479.81,79.97,Other Day Services,20460,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,ANNMURPHY016
LIST,Blackpool Council,Independent Living (North West) Ltd,221830,1001098,11/04/2024,790.02,131.67,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,ANTHONYMASON016
LIST,Blackpool Council,Independent Living (North West) Ltd,221832,1001098,11/04/2024,316.01,52.67,Other Day Services,20157,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,TASUTHERLAND016
LIST,Blackpool Council,Autism Initiatives Uk,221833,1000025,11/04/2024,"3,048.96",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,287517
LIST,Blackpool Council,Autism Initiatives Uk,221834,1000025,11/04/2024,"1,999.20",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,287939
LIST,Blackpool Council,Routes Healthcare North Limited,221835,1001918,11/04/2024,466.48,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294693
LIST,Blackpool Council,M I Hamid T/A Care Solutions,221837,1003770,11/04/2024,295.12,0.00,Rehab/Re-Enable/Inter H'Care,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8260
LIST,Blackpool Council,Delta Care Ltd,221840,1001590,11/04/2024,342.72,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,DC-00029436
LIST,Blackpool Council,Delta Care Ltd,221841,1001590,11/04/2024,694.96,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,DC-00029447
LIST,Blackpool Council,Cherish Uk Limited,221842,1001245,11/04/2024,"1,237.60",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,94950AA
LIST,Blackpool Council,Cherish Uk Limited,221843,1001245,11/04/2024,476.00,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,94971AA
LIST,Blackpool Council,Cherish Uk Limited,221844,1001245,11/04/2024,"1,218.56",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,94983AA
LIST,Blackpool Council,Cherish Uk Limited,221845,1001245,11/04/2024,"9,188.84",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,95303AA
LIST,Blackpool Council,Autism Initiatives Uk,221848,1000025,11/04/2024,"1,200.38",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291862
LIST,Blackpool Council,M I Hamid T/A Care Solutions,221849,1003770,11/04/2024,571.20,0.00,Rehab/Re-Enable/Inter H'Care,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8544
LIST,Blackpool Council,Routes Healthcare North Limited,221851,1001918,11/04/2024,566.44,0.00,Homecare,20156,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,297456
LIST,Blackpool Council,Autism Initiatives Uk,221853,1000025,11/04/2024,980.51,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291963
LIST,Blackpool Council,Autism Initiatives Uk,221854,1000025,11/04/2024,980.51,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291984
LIST,Blackpool Council,Autism Initiatives Uk,221855,1000025,11/04/2024,980.51,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291991
LIST,Blackpool Council,Autism Initiatives Uk,221856,1000025,11/04/2024,"1,200.38",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,292011
LIST,Blackpool Council,1 Homecare Ltd,221858,1003761,11/04/2024,456.96,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,78604256
LIST,Blackpool Council,M I Hamid T/A Care Solutions,221859,1003770,11/04/2024,628.32,0.00,Rehab/Re-Enable/Inter H'Care,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8783
LIST,Blackpool Council,Routes Healthcare North Limited,221860,1001918,11/04/2024,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299291
LIST,Blackpool Council,Routes Healthcare North Limited,221861,1001918,11/04/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,299296
LIST,Blackpool Council,Delta Care Ltd,221862,1001590,11/04/2024,333.20,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,DC-00030464
LIST,Blackpool Council,Delta Care Ltd,221863,1001590,11/04/2024,799.68,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,DC-00030511
LIST,Blackpool Council,Cherish Uk Limited,221865,1001245,11/04/2024,"1,294.72",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,97887AA
LIST,Blackpool Council,Cherish Uk Limited,221866,1001245,11/04/2024,"1,218.56",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,97920AA
