FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305599,1004881,23/08/2024,"1,039.18",0.00,Residential Placements,20435,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712036,1004881305599712036
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305602,1004881,23/08/2024,899.36,0.00,Residential Placements,20456,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712038,1004881305602712038
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305769,1004881,23/08/2024,"1,407.38",0.00,Residential Placements,20346,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712090,1004881305769712090
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305770,1004881,23/08/2024,982.06,0.00,Residential Placements,20220,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712091,1004881305770712091
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305781,1004881,23/08/2024,"1,407.38",0.00,Residential Placements,20346,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712099,1004881305781712099
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305881,1004881,23/08/2024,998.74,0.00,Residential Placements,20208,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712179,1004881305881712179
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305907,1004881,23/08/2024,"1,365.14",0.00,Residential Placements,20153,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712200,1004881305907712200
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305912,1004881,23/08/2024,"1,275.36",0.00,Residential Placements,20135,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712205,1004881305912712205
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305929,1004881,23/08/2024,"1,002.06",0.00,Short Term Care,20411,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712469,1004881305929712469
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,305938,1004881,23/08/2024,"1,175.06",0.00,Short Term Care,20411,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712477,1004881305938712477
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,306099,1004881,23/08/2024,899.36,0.00,Residential Placements,20153,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712610,1004881306099712610
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,306106,1004881,23/08/2024,"1,225.42",0.00,Residential Placements,20135,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712617,1004881306106712617
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,306323,1004881,23/08/2024,"1,949.51",0.00,Residential Placements,20168,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712802,1004881306323712802
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,306571,1004881,23/08/2024,"1,407.38",0.00,Short Term Care,20126,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712671,1004881306571712671
LIST,Blackpool Council,Lillibet Healthcare 2 Ltd - Belgravia,306588,1004881,23/08/2024,"1,472.06",0.00,Residential Placements,20153,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712686,1004881306588712686
LIST,Blackpool Council,Independence Support,299086,1004898,9/08/2024,"2,706.20",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710084,1004898299086710084
LIST,Blackpool Council,Independence Support,299089,1004898,9/08/2024,"1,862.68",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710087,1004898299089710087
LIST,Blackpool Council,Independence Support,299096,1004898,9/08/2024,"2,114.52",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710094,1004898299096710094
LIST,Blackpool Council,Independence Support,299126,1004898,9/08/2024,"2,087.08",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709972,1004898299126709972
LIST,Blackpool Council,Independence Support,299166,1004898,9/08/2024,"2,133.60",0.00,Complex Cases,20489,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710012,1004898299166710012
LIST,Blackpool Council,Independence Support,299170,1004898,9/08/2024,"2,223.16",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710016,1004898299170710016
LIST,Blackpool Council,Independence Support,299178,1004898,9/08/2024,"2,082.24",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710024,1004898299178710024
LIST,Blackpool Council,Independence Support,306702,1004898,23/08/2024,"2,133.60",0.00,Complex Cases,20489,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712958,1004898306702712958
LIST,Blackpool Council,Independence Support,306706,1004898,23/08/2024,"2,223.16",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712962,1004898306706712962
LIST,Blackpool Council,Independence Support,306714,1004898,23/08/2024,"2,082.24",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712970,1004898306714712970
LIST,Blackpool Council,Independence Support,306775,1004898,23/08/2024,"2,706.20",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712879,1004898306775712879
LIST,Blackpool Council,Independence Support,306778,1004898,23/08/2024,"1,862.68",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712882,1004898306778712882
LIST,Blackpool Council,Independence Support,306785,1004898,23/08/2024,"2,114.52",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712889,1004898306785712889
LIST,Blackpool Council,Independence Support,306814,1004898,23/08/2024,"2,087.08",0.00,Complex Cases,20136,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712918,1004898306814712918
LIST,Blackpool Council,Bupa Care Home Ltd - Lindley Grange,298123,1004904,9/08/2024,756.94,0.00,Residential Placements,20232,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709163,1004904298123709163
LIST,Blackpool Council,Bupa Care Home Ltd - Lindley Grange,305771,1004904,23/08/2024,756.94,0.00,Residential Placements,20232,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712092,1004904305771712092
LIST,Blackpool Council,REDACTED PESONAL DATA,307340,1004905,27/08/2024,807.18,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,713548,1004905307340713548
LIST,Blackpool Council,Athena Healthcare Group,299177,1004911,9/08/2024,"3,095.96",0.00,Complex Cases,20182,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710023,1004911299177710023
LIST,Blackpool Council,Athena Healthcare Group,299191,1004911,9/08/2024,"5,142.64",0.00,Complex Cases,20392,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710037,1004911299191710037
LIST,Blackpool Council,Athena Healthcare Group,306713,1004911,23/08/2024,"3,095.96",0.00,Complex Cases,20182,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712969,1004911306713712969
LIST,Blackpool Council,Athena Healthcare Group,306727,1004911,23/08/2024,"5,142.64",0.00,Complex Cases,20392,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712983,1004911306727712983
LIST,Blackpool Council,Athena Healthcare Group,298161,1004911,9/08/2024,"1,992.94",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709273,1004911298161709273
LIST,Blackpool Council,Athena Healthcare Group,298639,1004911,9/08/2024,"1,884.76",0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709583,1004911298639709583
LIST,Blackpool Council,Athena Healthcare Group,305908,1004911,23/08/2024,"1,992.94",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712201,1004911305908712201
LIST,Blackpool Council,Athena Healthcare Group,306408,1004911,23/08/2024,"1,884.76",0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712450,1004911306408712450
LIST,Blackpool Council,Athena Healthcare Group,298270,1004911,9/08/2024,"2,115.78",0.00,Residential Placements,20196,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709441I,1004911298270709441I
LIST,Blackpool Council,Athena Healthcare Group,298370,1004911,9/08/2024,"1,827.72",0.00,Short Term Care,20227,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709868,1004911298370709868
LIST,Blackpool Council,Athena Healthcare Group,306439,1004911,23/08/2024,"2,115.78",0.00,Residential Placements,20196,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712309I,1004911306439712309I
LIST,Blackpool Council,Athena Healthcare Group,306540,1004911,23/08/2024,"1,827.72",0.00,Short Term Care,20227,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712644,1004911306540712644
LIST,Blackpool Council,REDACTED PESONAL DATA,293722,1004912,5/08/2024,"1,034.56",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706839,1004912293722706839
LIST,Blackpool Council,REDACTED PESONAL DATA,293723,1004912,5/08/2024,"1,149.69",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706840,1004912293723706840
LIST,Blackpool Council,REDACTED PESONAL DATA,293947,1004912,5/08/2024,996.26,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706770,1004912293947706770
LIST,Blackpool Council,REDACTED PESONAL DATA,307363,1004921,27/08/2024,690.20,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,713571,1004921307363713571
LIST,Blackpool Council,"Extel Ltd, Care Through The Millenium",299190,1004927,9/08/2024,"6,119.76",0.00,Complex Cases,20252,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,710036,1004927299190710036
LIST,Blackpool Council,"Extel Ltd, Care Through The Millenium",306726,1004927,23/08/2024,"6,119.76",0.00,Complex Cases,20252,64201,Joint Authorities,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712982,1004927306726712982
LIST,Blackpool Council,REDACTED PESONAL DATA,294070,1004931,5/08/2024,383.54,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706691,1004931294070706691
LIST,Blackpool Council,REDACTED PESONAL DATA,294065,1004937,5/08/2024,420.54,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706686,1004937294065706686
LIST,Blackpool Council,REDACTED PESONAL DATA,293963,1004938,5/08/2024,"1,150.65",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706786,1004938293963706786
LIST,Blackpool Council,REDACTED PESONAL DATA,294056,1004938,5/08/2024,"1,149.48",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706677,1004938294056706677
LIST,Blackpool Council,Phronetix Ltd,299459,1004942,12/08/2024,"1,750.00",0.00,Departmental Management,10406,63401,General Services,Children's Services - 1,CHISER,STRSUP1,Children's Strategy & Support - 3,STRSUP3,Children'S Startegy & Support - 5,2425/BCCS/004,10049422994592425/BCCS/004
LIST,Blackpool Council,REDACTED PESONAL DATA,307435,1004948,27/08/2024,364.90,0.00,Direct Payments,10563,65604,Direct Payments,Children's Services - 1,CHISER,JAB,Locality - 3,JAB2,Locality - 5,713341,1004948307435713341
LIST,Blackpool Council,Prosperity Children's Services Ltd,302812,1004950,19/08/2024,"1,778.00",0.00,Sct17,10545,65587,38 (6) costs,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1429,1004950302812INV-1429
LIST,Blackpool Council,Prosperity Children's Services Ltd,303980,1004950,23/08/2024,"1,428.50",0.00,Sct17,10545,65587,38 (6) costs,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1427,1004950303980INV-1427
LIST,Blackpool Council,Prosperity Children's Services Ltd,300348,1004950,16/08/2024,564.00,0.00,Lac Financial Assistance,10544,65505,Travel,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1432,1004950300348INV-1432
LIST,Blackpool Council,Av-Id,293097,1004951,2/08/2024,"4,468.67",744.78,Strategic Management& Admin,40101,63531,Computer Hardware Purchase,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,335,1004951293097335
LIST,Blackpool Council,New Spring Family Care (Preston) Ltd,300651,1004954,15/08/2024,"13,571.43",0.00,Mother And Baby Unit,10546,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,PR188/05/24 A,1004954300651PR188/05/24 A
LIST,Blackpool Council,New Spring Family Care (Preston) Ltd,300653,1004954,21/08/2024,"12,571.43",0.00,Mother And Baby Unit,10546,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,PR196/07/24,1004954300653PR196/07/24
LIST,Blackpool Council,New Spring Family Care (Preston) Ltd,300655,1004954,21/08/2024,"26,571.43",0.00,Mother And Baby Unit,10546,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,PR195/07/24,1004954300655PR195/07/24
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299380,1004960,9/08/2024,765.59,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,301737,1004960299380301737
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299382,1004960,9/08/2024,765.59,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,301162,1004960299382301162
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299383,1004960,9/08/2024,716.20,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,302152,1004960299383302152
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299384,1004960,9/08/2024,765.59,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,302633,1004960299384302633
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299385,1004960,9/08/2024,815.82,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,303097,1004960299385303097
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299387,1004960,9/08/2024,782.41,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,303610A,1004960299387303610A
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299388,1004960,9/08/2024,757.17,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,304105,1004960299388304105
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299389,1004960,9/08/2024,889.40,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,300129,1004960299389300129
LIST,Blackpool Council,Yu Energy Retail Ltd T/A Yu Energy,299390,1004960,9/08/2024,740.89,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,300947A,1004960299390300947A
LIST,Blackpool Council,REDACTED PESONAL DATA,307389,1004964,27/08/2024,"2,028.10",0.00,Ongoing Direct Payment,20194,65604,Direct Payments,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,713598,1004964307389713598
LIST,Blackpool Council,North Travel Ltd,295770,1004967,14/08/2024,300.00,0.00,Research Project,64027,64810,Transport Costs,Chief Executive - 1,CEXTOT,CORPDU1,"Corp Dev, Eng & Comms - 3",CORPDU2,"Corp Dev, Eng & Comms - 5",00234,100496729577000234
LIST,Blackpool Council,REDACTED PESONAL DATA,294307,1004968,5/08/2024,"3,001.50",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,707098,1004968294307707098
LIST,Blackpool Council,REDACTED PESONAL DATA,307170,1004968,27/08/2024,"3,001.50",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,713171,1004968307170713171
LIST,Blackpool Council,REDACTED PESONAL DATA,307681,1004975,27/08/2024,"1,185.62",0.00,Ongoing Direct Payments,20454,65604,Direct Payments,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,713285,1004975307681713285
LIST,Blackpool Council,REDACTED PESONAL DATA,294259,1004979,5/08/2024,"2,857.50",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,707050,1004979294259707050
LIST,Blackpool Council,NORTHWEST HOSPITALITY LIMITED,299757,1004984,13/08/2024,768.20,0.00,Leaving Care,10530,65592,Leaving Care Grant,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA11,Senior Management JEA11 - 5,NWH0261/24,1004984299757NWH0261/24
LIST,Blackpool Council,REDACTED PESONAL DATA,293699,1004989,5/08/2024,458.84,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706814,1004989293699706814
LIST,Blackpool Council,REDACTED PESONAL DATA,293772,1004989,5/08/2024,573.97,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706890,1004989293772706890
LIST,Blackpool Council,REDACTED PESONAL DATA,293773,1004989,5/08/2024,458.84,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706891,1004989293773706891
LIST,Blackpool Council,REDACTED PESONAL DATA,294068,1004991,5/08/2024,396.34,0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706689,1004991294068706689
LIST,Blackpool Council,Laura Swift,293471,1005000,6/08/2024,302.40,0.00,Special School Transport,30299,62201,Contract Hire,Community & Env Services - 1,BPLSER,TRANSP,Transport Services - 3,TRCHIL1,Integrated Tran - 5,180524-190724,1005000293471180524-190724
LIST,Blackpool Council,REDACTED PESONAL DATA,294343,1005001,5/08/2024,"1,065.50",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,706933,1005001294343706933
LIST,Blackpool Council,REDACTED PESONAL DATA,294359,1005001,5/08/2024,"1,978.50",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,706949,1005001294359706949
LIST,Blackpool Council,REDACTED PESONAL DATA,294403,1005001,5/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,706993,1005001294403706993
LIST,Blackpool Council,REDACTED PESONAL DATA,307126,1005001,27/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,713127,1005001307126713127
LIST,Blackpool Council,REDACTED PESONAL DATA,307211,1005001,27/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,713012,1005001307211713012
LIST,Blackpool Council,REDACTED PESONAL DATA,307228,1005001,27/08/2024,"1,978.50",0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,713029,1005001307228713029
LIST,Blackpool Council,Cool Milk At School Ltd,307953,1005019,27/08/2024,"31,386.73",0.00,Catering Management Breakfast,30268,63107,Milk For Drinking,Community & Env Services - 1,BPLSER,SCHBRK,Free School Breakfasts - 3,BRKPRM1,Primary Free Sc - 5,CMS0538320,1005019307953CMS0538320
LIST,Blackpool Council,REDACTED PESONAL DATA,294401,1005020,5/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,706991,1005020294401706991
LIST,Blackpool Council,REDACTED PESONAL DATA,307124,1005020,27/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,713125,1005020307124713125
LIST,Blackpool Council,REDACTED PESONAL DATA,294402,1005025,5/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,706992,1005025294402706992
LIST,Blackpool Council,REDACTED PESONAL DATA,307125,1005025,27/08/2024,972.00,0.00,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services - 1,CHISER,JBR,Lac - Placements - 3,JBR2,Lac - Placements - 5,713126,1005025307125713126
LIST,Blackpool Council,REDACTED PESONAL DATA,307352,1005027,27/08/2024,491.62,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,713560,1005027307352713560
LIST,Blackpool Council,REDACTED PESONAL DATA,307685,1005029,27/08/2024,807.18,0.00,Ongoing Direct Payments,20416,65604,Direct Payments,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,713289,1005029307685713289
LIST,Blackpool Council,Skyguard Ltd T/A Peoplesafe,295643,1005040,9/08/2024,324.00,54.00,Estates,40268,63010,Safety Equipment,Resources - 1,TRSTOT,AEE,Estates - 3,AEE2,Estates - 5,CI56233,1005040295643CI56233
LIST,Blackpool Council,REDACTED PESONAL DATA,293974,1005043,5/08/2024,"1,027.26",0.00,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,706797,1005043293974706797
