FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),305785,1000186,23/08/2024,"1,407.38",0.00,Residential Placements,20435,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712103,1000186305785712103
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),305862,1000186,23/08/2024,337.97,0.00,Respite Care,20339,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712164,1000186305862712164
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),305877,1000186,23/08/2024,549.88,0.00,Residential Placements,20361,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712176,1000186305877712176
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),305915,1000186,23/08/2024,947.06,0.00,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712208,1000186305915712208
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),305998,1000186,23/08/2024,"1,275.36",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712525I,1000186305998712525I
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306019,1000186,23/08/2024,835.44,0.00,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712541,1000186306019712541
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306028,1000186,23/08/2024,"1,008.26",0.00,Short Term Care,20429,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712549,1000186306028712549
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306065,1000186,23/08/2024,"1,031.38",0.00,Residential Placements,20391,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712578,1000186306065712578
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306069,1000186,23/08/2024,"1,031.38",0.00,Residential Placements,20511,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712582,1000186306069712582
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306072,1000186,23/08/2024,899.36,0.00,Residential Placements,20346,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712585,1000186306072712585
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306103,1000186,23/08/2024,503.73,0.00,Respite,20428,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712614,1000186306103712614
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306114,1000186,23/08/2024,"1,407.38",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712624I,1000186306114712624I
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306130,1000186,23/08/2024,"1,100.38",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712221,1000186306130712221
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306193,1000186,23/08/2024,"21,795.76",0.00,Residential Placements,20456,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712271I,1000186306193712271I
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306214,1000186,23/08/2024,899.36,0.00,Residential Placements,20089,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712288,1000186306214712288
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306237,1000186,23/08/2024,"1,407.38",0.00,Short Term Care,20190,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712731,1000186306237712731
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306245,1000186,23/08/2024,"1,275.36",0.00,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712737I,1000186306245712737I
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306345,1000186,23/08/2024,"1,044.28",0.00,Residential Placements,20456,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712399,1000186306345712399
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306346,1000186,23/08/2024,"1,149.58",0.00,Residential Placements,20251,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712400,1000186306346712400
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306355,1000186,23/08/2024,"1,017.56",0.00,Residential Placements,20418,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712407,1000186306355712407
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306388,1000186,23/08/2024,"1,191.28",0.00,Residential Placements,20418,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712433,1000186306388712433
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306479,1000186,23/08/2024,"1,025.38",0.00,Residential Placements,20391,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712345,1000186306479712345
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306481,1000186,23/08/2024,831.42,0.00,Residential Placements,20168,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712347,1000186306481712347
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306549,1000186,23/08/2024,"1,407.38",0.00,Residential Placements,20168,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712652,1000186306549712652
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306577,1000186,23/08/2024,899.36,0.00,Residential Placements,20168,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712676,1000186306577712676
LIST,Blackpool Council,Lancashire Property Investment Find Ltd (IN ADMINISTRATION),306590,1000186,23/08/2024,"1,407.38",0.00,Short Term Care,20145,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712688,1000186306590712688
LIST,Blackpool Council,Foster Care Associates Limited,297812,1000192,9/08/2024,"3,407.80",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,50377,100019229781250377
LIST,Blackpool Council,Foster Care Associates Limited,297813,1000192,9/08/2024,"3,615.19",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,50378,100019229781350378
LIST,Blackpool Council,Foster Care Associates Limited,297814,1000192,9/08/2024,"3,562.52",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,50381,100019229781450381
LIST,Blackpool Council,Foster Care Associates Limited,297815,1000192,9/08/2024,"4,589.50",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,50382,100019229781550382
LIST,Blackpool Council,Foster Care Associates Limited,300645,1000192,15/08/2024,873.74,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,46575,100019230064546575
LIST,Blackpool Council,Foster Care Associates Limited,300646,1000192,15/08/2024,331.30,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,50962,100019230064650962
LIST,Blackpool Council,Foster Care Associates Limited,305394,1000192,23/08/2024,"3,450.95",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52431,100019230539452431
LIST,Blackpool Council,Foster Care Associates Limited,305395,1000192,23/08/2024,"3,471.67",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52432,100019230539552432
LIST,Blackpool Council,Foster Care Associates Limited,305396,1000192,23/08/2024,"3,471.67",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52433,100019230539652433
LIST,Blackpool Council,Foster Care Associates Limited,305397,1000192,23/08/2024,"12,404.84",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52434,100019230539752434
LIST,Blackpool Council,Foster Care Associates Limited,305398,1000192,23/08/2024,"3,407.80",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52435,100019230539852435
LIST,Blackpool Council,Foster Care Associates Limited,305399,1000192,23/08/2024,"3,615.19",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52436,100019230539952436
LIST,Blackpool Council,Foster Care Associates Limited,305400,1000192,23/08/2024,"4,589.50",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52437,100019230540052437
LIST,Blackpool Council,Foster Care Associates Limited,305401,1000192,23/08/2024,"3,296.41",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52438,100019230540152438
LIST,Blackpool Council,Foster Care Associates Limited,305402,1000192,23/08/2024,"3,562.52",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52439,100019230540252439
LIST,Blackpool Council,Foster Care Associates Limited,305403,1000192,23/08/2024,"4,589.50",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52440,100019230540352440
LIST,Blackpool Council,Foster Care Associates Limited,305404,1000192,23/08/2024,"4,589.50",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52441,100019230540452441
LIST,Blackpool Council,Foster Care Associates Limited,305405,1000192,23/08/2024,"3,387.98",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52442,100019230540552442
LIST,Blackpool Council,Foster Care Associates Limited,305406,1000192,23/08/2024,"3,749.00",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52443,100019230540652443
LIST,Blackpool Council,Foster Care Associates Limited,305407,1000192,23/08/2024,"5,218.65",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52444,100019230540752444
LIST,Blackpool Council,Foster Care Associates Limited,305408,1000192,23/08/2024,496.95,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,52446,100019230540852446
LIST,Blackpool Council,United Utilities,303998,1000193,21/08/2024,"1,768.44",0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,4282181431-13,10001933039984282181431-13
LIST,Blackpool Council,United Utilities,303999,1000193,21/08/2024,"1,670.08",0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,4282181431-14,10001933039994282181431-14
LIST,Blackpool Council,United Utilities,304000,1000193,21/08/2024,"1,480.24",0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,4282181431-15,10001933040004282181431-15
LIST,Blackpool Council,United Utilities,309828,1000193,30/08/2024,256.39,0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,4282181431-25,10001933098284282181431-25
LIST,Blackpool Council,Water Plus Limited,300544,1000194,14/08/2024,"7,702.78",0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,WP-INV06382048,1000194300544WP-INV06382048
LIST,Blackpool Council,Water Plus Limited,309827,1000194,30/08/2024,"1,490.91",0.00,Suspense - Int - Utilities,99973,99973,Suspense - Int - Utilities,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,WP-INV06658173,1000194309827WP-INV06658173
LIST,Blackpool Council,Tes Global Ltd,285207,1000198,20/08/2024,"1,206.00",201.00,St Johns - General,10204,63533,Computer Software Purchases,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED211,St Johns Ce - 5,INVTES00316331,1000198285207INVTES00316331
LIST,Blackpool Council,Nightingales Care Limited,297963,1000201,9/08/2024,"1,407.38",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709355,1000201297963709355
LIST,Blackpool Council,Nightingales Care Limited,297993,1000201,9/08/2024,"1,149.38",0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709379,1000201297993709379
LIST,Blackpool Council,Nightingales Care Limited,298070,1000201,9/08/2024,"2,312.90",0.00,Nursing Placements,20167,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709121,1000201298070709121
LIST,Blackpool Council,Nightingales Care Limited,298449,1000201,9/08/2024,"1,121.84",0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709006,1000201298449709006
LIST,Blackpool Council,Nightingales Care Limited,298802,1000201,9/08/2024,"1,675.38",0.00,Short Term Care,20448,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709725,1000201298802709725
LIST,Blackpool Council,Nightingales Care Limited,299004,1000201,9/08/2024,"1,407.38",0.00,Nursing Placements,20167,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709229,1000201299004709229
LIST,Blackpool Council,Nightingales Care Limited,305605,1000201,23/08/2024,"1,407.38",0.00,Nursing Placements,20167,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712041,1000201305605712041
LIST,Blackpool Council,Nightingales Care Limited,305619,1000201,23/08/2024,"2,312.90",0.00,Nursing Placements,20167,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712051,1000201305619712051
LIST,Blackpool Council,Nightingales Care Limited,305686,1000201,23/08/2024,"1,121.84",0.00,Nursing Placements,20219,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,711936,1000201305686711936
LIST,Blackpool Council,Nightingales Care Limited,306134,1000201,23/08/2024,"1,407.38",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712224,1000201306134712224
LIST,Blackpool Council,Nightingales Care Limited,306163,1000201,23/08/2024,"1,149.38",0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712247,1000201306163712247
LIST,Blackpool Council,Nightingales Care Limited,306602,1000201,23/08/2024,"1,675.38",0.00,Short Term Care,20448,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712698,1000201306602712698
LIST,Blackpool Council,New Victoria Care Home,298103,1000202,9/08/2024,"1,040.86",0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709147,1000202298103709147
LIST,Blackpool Council,New Victoria Care Home,298109,1000202,9/08/2024,"1,407.38",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709152I,1000202298109709152I
LIST,Blackpool Council,New Victoria Care Home,298254,1000202,9/08/2024,"1,407.38",0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709428,1000202298254709428
LIST,Blackpool Council,New Victoria Care Home,298314,1000202,9/08/2024,"1,031.38",0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709480,1000202298314709480
LIST,Blackpool Council,New Victoria Care Home,298495,1000202,9/08/2024,"1,031.38",0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709049,1000202298495709049
LIST,Blackpool Council,New Victoria Care Home,298532,1000202,9/08/2024,999.96,0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709086,1000202298532709086
LIST,Blackpool Council,New Victoria Care Home,298652,1000202,9/08/2024,"1,028.84",0.00,Nursing Placements,20360,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709595,1000202298652709595
LIST,Blackpool Council,New Victoria Care Home,298699,1000202,9/08/2024,"1,407.38",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709632I,1000202298699709632I
LIST,Blackpool Council,New Victoria Care Home,298897,1000202,9/08/2024,"1,407.38",0.00,Short Term Care,20448,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709810,1000202298897709810
LIST,Blackpool Council,New Victoria Care Home,298934,1000202,9/08/2024,"1,047.38",0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709838,1000202298934709838
LIST,Blackpool Council,New Victoria Care Home,305532,1000202,23/08/2024,"1,031.38",0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,711979,1000202305532711979
LIST,Blackpool Council,New Victoria Care Home,305649,1000202,23/08/2024,999.96,0.00,Nursing Placements,20374,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,711902,1000202305649711902
LIST,Blackpool Council,New Victoria Care Home,305752,1000202,23/08/2024,"1,040.86",0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712077,1000202305752712077
LIST,Blackpool Council,New Victoria Care Home,305758,1000202,23/08/2024,"1,407.38",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712082I,1000202305758712082I
LIST,Blackpool Council,New Victoria Care Home,305965,1000202,23/08/2024,"1,407.38",0.00,Nursing Placements,20473,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712497I,1000202305965712497I
LIST,Blackpool Council,New Victoria Care Home,306004,1000202,23/08/2024,"1,407.38",0.00,Short Term Care,20448,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712530,1000202306004712530
LIST,Blackpool Council,New Victoria Care Home,306040,1000202,23/08/2024,"1,047.38",0.00,Nursing Placements,20455,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712558,1000202306040712558
LIST,Blackpool Council,New Victoria Care Home,306223,1000202,23/08/2024,"1,407.38",0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712296,1000202306223712296
LIST,Blackpool Council,New Victoria Care Home,306421,1000202,23/08/2024,"1,028.84",0.00,Nursing Placements,20360,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712462,1000202306421712462
LIST,Blackpool Council,New Victoria Care Home,306482,1000202,23/08/2024,"1,031.38",0.00,Nursing Placements,20434,64506,Nursing Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712348,1000202306482712348
LIST,Blackpool Council,New Victoria Care Home,298211,1000202,9/08/2024,859.04,0.00,Residential Placements,20361,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709314,1000202298211709314
LIST,Blackpool Council,New Victoria Care Home,298275,1000202,9/08/2024,"1,275.36",0.00,Residential Placements,20456,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,709445I,1000202298275709445I
LIST,Blackpool Council,New Victoria Care Home,305813,1000202,23/08/2024,859.04,0.00,Residential Placements,20361,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712125,1000202305813712125
LIST,Blackpool Council,New Victoria Care Home,306444,1000202,23/08/2024,"1,275.36",0.00,Residential Placements,20456,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,712313I,1000202306444712313I
LIST,Blackpool Council,Napier Homecare Services Limited,291280,1000207,1/08/2024,414.00,0.00,Provider Hub,20041,60791,Agency Staff,Adult Services - 1,ADULTS,LM2408,Provider Hub - 3,LM24082,Provider Hub - 5,URCS 1000_121,1000207291280URCS 1000_121
LIST,Blackpool Council,Napier Homecare Services Limited,295608,1000207,8/08/2024,414.00,0.00,Provider Hub,20041,60791,Agency Staff,Adult Services - 1,ADULTS,LM2408,Provider Hub - 3,LM24082,Provider Hub - 5,URCS 1000_122,1000207295608URCS 1000_122
LIST,Blackpool Council,Napier Homecare Services Limited,310053,1000207,30/08/2024,414.00,0.00,Provider Hub,20041,60791,Agency Staff,Adult Services - 1,ADULTS,LM2408,Provider Hub - 3,LM24082,Provider Hub - 5,URCS 1000_125,1000207310053URCS 1000_125
LIST,Blackpool Council,Napier Homecare Services Limited,310054,1000207,30/08/2024,414.00,0.00,Provider Hub,20041,60791,Agency Staff,Adult Services - 1,ADULTS,LM2408,Provider Hub - 3,LM24082,Provider Hub - 5,URCS 1000_124,1000207310054URCS 1000_124
LIST,Blackpool Council,Napier Homecare Services Limited,291744,1000207,1/08/2024,434.70,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1531_244,1000207291744BP1531_244
LIST,Blackpool Council,Napier Homecare Services Limited,292119,1000207,1/08/2024,289.80,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1532_102,1000207292119BP1532_102
LIST,Blackpool Council,Napier Homecare Services Limited,292121,1000207,1/08/2024,434.70,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1532_104,1000207292121BP1532_104
LIST,Blackpool Council,Napier Homecare Services Limited,292123,1000207,1/08/2024,289.80,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1532_106,1000207292123BP1532_106
