Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Name(T),Supplier Name,VAT Registration Number,Expense Area(T),Expense Code,Expense Code(T)
06/11/2023,60083384,RCC0073,"6,557.66",A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care
06/11/2023,60083385,Redacted Personal Data,"1,873.67",ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care
06/11/2023,60083387,Redacted Personal Data,"1,978.67",ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care
06/11/2023,60083389,ARG01597,"18,136.30",A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care
06/11/2023,60083391,RCC0042,"4,300.50",Bright Almond Care Ltd,RC302209,,ASC S&R Homecare OP,R5029,TPP - Home Care
06/11/2023,60083429,28845,"5,000.00",Centrebus Ltd,RC500615,834 8659 85,Public Transport,R5017,TPP - Other
06/11/2023,60083430,29705,"7,200.00",Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2004,R & M - Programmed
06/11/2023,60083441,INV-1253,"1,993.75",Truetech Integrated Ltd,RC300629,211796217,CCTV,R4401,Fees and Charges
06/11/2023,60083449,SI-TPS-00049168,"7,815.00",Turning Point Services Ltd,RC300056,447 2224 60,Substance Misuse,R5017,TPP - Other
06/11/2023,60083509,INV1164286,"1,043.00",Posturite Limited,RC302569,GB 583 5651 14,Directorate Management Childrens,R4000,Furniture & Equipment
06/11/2023,60083571,RUT/1369,"1,004.00",Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
06/11/2023,60083674,A5600,"1,868.38",Print Image Network Ltd,RC508418,757 6567 76,Elections - Administration,R4503,Postage
07/11/2023,60083423,RCC0107,"8,328.00",Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care
07/11/2023,60083451,460M01593,"123,773.03",Biffa Municipal Ltd,RC501347,537 9116 27,Refuse Collection,R5002,TPP - Waste Collection
07/11/2023,60083452,460M01594,"64,477.44",Biffa Municipal Ltd,RC501347,537 9116 27,Street Cleaning,R5016,TPP - Private Contractors
07/11/2023,60083453,460M01596,"11,012.59",Biffa Municipal Ltd,RC501347,537 9116 27,Waste Management,R5032,TPP - Waste Transport
07/11/2023,60083463,460M01602,"1,702.34",Biffa Municipal Ltd,RC501347,537 9116 27,Refuse Collection,R5002,TPP - Waste Collection
07/11/2023,60083464,460M01614,"24,349.51",Biffa Municipal Ltd,RC501347,537 9116 27,Waste Management,R5031,TPP - CA Site Management
07/11/2023,60083465,3209,900,CASY,RC301626,,SEN Recovery Plan Expenditure,R4400,Professional Fees
07/11/2023,60083506,INV519174,680,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
07/11/2023,60083508,INV519176,765.12,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
07/11/2023,60083640,Redacted Personal Data,"1,662.50",Partners in Psychology,RC508979,,Virtual School Head Resp,R4401,Fees and Charges
07/11/2023,60083658,3763,"5,183.00",ATN Consultancy Ltd,RC507493,877570965,IT Operational Support,R4534,Computing - Maintenance Agreements
08/11/2023,60083471,218,"10,622.63",Bluebird Care,RC506798,,ASC S&R Homecare OP,R5029,TPP - Home Care
08/11/2023,60083473,SB24559,"1,861.54",Stamford Endowed Schools,RC302584,,Residential,R4900,Accommodation Costs
08/11/2023,60083516,Redacted Personal Data,"1,423.80",Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
08/11/2023,60083517,460M01615,"3,440.00",Biffa Municipal Ltd,RC501347,537 9116 27,Refuse Collection,R5002,TPP - Waste Collection
08/11/2023,60083526,BP3298,"3,230.30",Specops Software Limited,RC301789,GB 982 6617 80,IT Operational Support,R4535,Computing - Licences
08/11/2023,60083533,SLIVRL0126792,"3,100.00",Vivid Resourcing Ltd,RC302535,,Finance,R1100,Agency Staff
08/11/2023,60083572,RUT/1370,528,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
08/11/2023,60083573,RUT/1371,867,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
08/11/2023,60083574,RUT/1372,"1,008.00",Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
08/11/2023,60083575,RUT/1373,936,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
08/11/2023,60083607,2202564,"2,865.50",StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
08/11/2023,60083616,SIN006495,"7,147.00",Portland College,RC508221,117 7675 47,SEN Funding - Independent Special Schools,R5017,TPP - Other
08/11/2023,60083672,10977597,882,The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff
08/11/2023,60083736,50643/0661812,"1,974.52",Class Affinity Projects Limited t/a Class Networks,RC302417,733 7093 31,Mobile Phones,R4507,Mobile Telephones
08/11/2023,60083787,424883,795,The Colour Company,RC302601,GB849766460,Local Plan (Started 2021-22),R4300,Printing & Photocopying
09/11/2023,03773675,Redacted Personal Data,500,Redacted Personal Data,RC302201,,Aiming High,R4400,Professional Fees
09/11/2023,03773677,Redacted Personal Data,600,Redacted Personal Data,RC302600,,Aiming High,R4400,Professional Fees
09/11/2023,03773679,DAF Payment inc EYSG Uplift for LH,881,Stepping Stones Pre-School (Upp),RC500975,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
09/11/2023,03773688,Oct 23 Apprenticeship Levy GL,"6,031.00",HM Revenue & Customs,RC502557,,External Levies,R5013,TPP - Government Departments
09/11/2023,03773701,Oct 23 Apprenticeship Levy Rebate,"-1,250.00",HM Revenue & Customs,RC502557,,External Levies,R5013,TPP - Government Departments
09/11/2023,03773705,November 2023 dripfeed - Top Up No EHCP,"4,529.33",Brooke Hill Academy Trust Ltd,RC501837,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773706,Cottesmore November 2023 dripfeed - High Needs Block Allocation,"1,326.24",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773707,November 2023 dripfeed - High Needs Block Allocation,"2,233.52",St Thomas Aquinas Catholic Multi Academy Trust T/A English Martyrs Catholic Voluntary Academy,RC507715,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773708,English Acad November 2023 dripfeed - Top Up No EHCP,"2,215.60",St Thomas Aquinas Catholic Multi Academy Trust T/A English Martyrs Catholic Voluntary Academy,RC507715,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773709,Empingham November 2023 - High Needs Block Allocation,567.76,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773711,November 2023 dripfeed - High Needs Block Allocation,"3,989.06",Edith Weston Academy,RC509059,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773713,Exton November 2023 - High Needs Block Allocation,"1,328.21",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773714,Gt Cast November 2023 dripfeed - High Needs Block Allocation,"2,589.14",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773717,Langham November 2023 dripfeed - Top Up No EHCP,"1,219.44",The Rutland Learning Trust,RC300895,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773718,Langham November 2023 - High Needs Block Allocation,"1,638.09",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773719,November 2023 dripfeed - High Needs Block Allocation,948.36,Leighfield Academy,RC507697,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773720,November 2023 dripfeed - High Needs Block Allocation,"1,500.52",North Luffenham C Of E Primary School,RC500422,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773721,November 2023 dripfeed - Top Up No EHCP,"2,787.28",North Luffenham C Of E Primary School,RC500422,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773724,November 2023 dripfeed - Post LAC Pupil Premium,"1,939.66",North Luffenham C Of E Primary School,RC500422,,Pupil Premium,R6300,Schools - Budget Share
09/11/2023,03773725,November 2023 dripfeed - Schools Block Allocation,"65,998.24",North Luffenham C Of E Primary School,RC500422,,DSG,R6300,Schools - Budget Share
09/11/2023,03773726,November 2023 dripfeed - Maintained School Additional Grant,"15,413.00",North Luffenham C Of E Primary School,RC500422,,Pupil Premium,R5022,TPP - Schools & Colleges
09/11/2023,03773727,Oakham November 2023 dripfeed - MFG funding,"11,284.87",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773728,Oakham November 2023 dripfeed - High Needs Block Allocation,"8,065.98",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773729,Oakham November 2023 dripfeed - High Needs Placement Funding,"11,666.67",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773730,Oakham November 2023 dripfeed - DSP Top Up,"34,222.60",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773731,Oakham November 2023 dripfeed - Devolved Capital,"1,714.50",The Rutland Learning Trust,RC300895,,Capital Programme People - Adults,C1150,Capital Grant Expenditure
09/11/2023,03773733,Ryhall November 2023 - High Needs Block Allocation,598,Ryhall CE Academy,RC508475,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773734,November 2023 dripfeed - Primary High Needs Block Allocation,"1,079.86",Rutland & District Schools' Federation (catmose),RC502547,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773735,St Nicholas November 2023 - High Needs Block Allocation,"2,997.87",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773736,St Nicholas November 2023 -  Top Up No EHCP,"1,934.84",The Rutland Learning Trust,RC300895,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773737,Upp Primary November 2023 - High Needs Block Allocation,"2,459.06",The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773738,Upp Primary November 2023 dripfeed - Top Up No EHCP,"5,246.41",The Rutland Learning Trust,RC300895,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773739,Whissendine November 2023 - High Needs Block Allocation,937.97,The Rutland Learning Trust,RC300895,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773740,Whissendine November 2023 dripfeed - Top Up No EHCP,"1,934.84",The Rutland Learning Trust,RC300895,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773741,November 2023 - High Needs Block Allocation,"2,455.41",Casterton College,RC502333,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773742,November 2023 dripfeed - High Needs Top Up No EHCP,"1,648.93",Casterton College,RC502333,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773743,November 2023 - High Needs Block allocation,"4,070.00",Uppingham Community College,RC501260,111 5329 57,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773744,November 2023 - ERP,"32,608.72",Uppingham Community College,RC501260,111 5329 57,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773745,November 2023 - Mainstream+ EHCP Funding,"10,560.19",Uppingham Community College,RC501260,111 5329 57,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773746,November 2023 - Mainstream+ Top Up Funding,"4,475.84",Uppingham Community College,RC501260,111 5329 57,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773747,November 2023 - Top up no EHCP,"2,787.28",Uppingham Community College,RC501260,111 5329 57,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773748,November 2023 - College High Needs Statemented Pupils,"4,822.70",Rutland & District Schools' Federation (catmose),RC502547,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773749,November 2023 dripfeed - College Top Up No EHCP,"2,135.00",Rutland & District Schools' Federation (catmose),RC502547,,Education Otherwise,R5022,TPP - Schools & Colleges
09/11/2023,03773750,November 2023 - College High Needs DSP,"33,340.36",Rutland & District Schools' Federation (catmose),RC502547,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773751,November 2023 dripfeed - Placement Funding,"6,250.00",The Parks Nursery School,RC501123,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773752,November 2023 dripfeed - High Needs Additional Support,"14,643.25",The Parks Nursery School,RC501123,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share
09/11/2023,03773755,November 2023 dripfeed - Devolved Capital,"1,091.25",The Parks Nursery School,RC501123,,Capital Programme People - Adults,C1150,Capital Grant Expenditure
09/11/2023,60083539,Final Payment - Contingency Funds,"120,000.00",Rutland & District Schools' Federation (catmose),RC502547,,Capital Programme People ? Childrens,C1150,Capital Grant Expenditure
09/11/2023,60083540,EOTAS - NOV 2023,770,Redacted Personal Data,RC302553,,SEN Funding EOTAS & Tuition,R4400,Professional Fees
09/11/2023,60083547,76,"1,344.00",Well Being Orchard,RC302510,,SEN Funding Other,R5017,TPP - Other
09/11/2023,60083567,C/BN289771,868,Civica UK Ltd,RC501070,391 1710 65,Community Care Finance,R1100,Agency Staff
09/11/2023,60083568,C/RB289782,"4,699.89",Civica UK Ltd,RC501070,391 1710 65,IT Operational Support,R4531,Computing - Software
09/11/2023,60083569,INV08587,"15,444.90",Rutland & District Schools' Federation (catmose),RC502547,,Catmose Sports,R2201,Room Hire
09/11/2023,60083688,5974363390/000017272104,"22,205.71",EDF Energy Customers Plc,RC501509,523 0412 02,Street Lighting,R2100,Electricity
09/11/2023,60083689,4479762429/000017272107,"2,085.16",EDF Energy Customers Plc,RC501509,523 0412 02,Safety,R2100,Electricity
09/11/2023,60083690,5974363390/000017278809,"-17,809.66",EDF Energy Customers Plc,RC501509,523 0412 02,Street Lighting,R2100,Electricity
09/11/2023,60083691,5974363390/000017278826,"17,809.66",EDF Energy Customers Plc,RC501509,523 0412 02,Street Lighting,R2100,Electricity
09/11/2023,60083722,403,"2,292.25",Home Straight Partnership Ltd,RC508404,,ASC S&R Homecare MH,R5029,TPP - Home Care
09/11/2023,60083726,100230129,"1,200.00",Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Human Resources,R1601,DBS Police Checks
09/11/2023,60083950,2023 / 58,"3,484.00",Kerbstones & Asphalt Parking Ltd,RC302526,343260231,Capital Programme People - Adults,C1150,Capital Grant Expenditure
10/11/2023,60083525,B3801,"1,860.00",Westcotes House Ltd,RC505233,987 7451 53,Homelessness,R4900,Accommodation Costs
10/11/2023,60083534,B3789,"2,077.00",Westcotes House Ltd,RC505233,987 7451 53,Homelessness,R4900,Accommodation Costs
10/11/2023,60083586,Redacted Personal Data,"7,500.00",Uppingham Community College,RC501260,111 5329 57,Education Otherwise,R4401,Fees and Charges
10/11/2023,60083600,166,"2,565.00",Bayou Bluenvironment Ltd,RC300096,125 8219 18,Development Control,R4400,Professional Fees
10/11/2023,60083603,5231,"4,000.00",Big Blue Door Ltd,RC302350,GB134197122,Communication,R4400,Professional Fees
10/11/2023,60083604,5982,500,Big Blue Door Ltd,RC302350,GB134197122,IT Operational Support,R4534,Computing - Maintenance Agreements
10/11/2023,60083613,Redacted Personal Data,"4,887.45",Andrew Ashcroft Planning Ltd,RC301034,225 4078 22,Neighbourhood Plans,R4400,Professional Fees
10/11/2023,60083624,Redacted Personal Data,"10,581.00",Welfare Call,RC300456,971 4795 79,Virtual School Head Resp,R4401,Fees and Charges
10/11/2023,60083653,P0001608,660,Lincs Community Health Services NHST,RC508052,654 4409 75,Sexual Health,R5017,TPP - Other
10/11/2023,60083724,156264,"10,843.00",Theraposture Limited,RC302576,713 0059 80,Capital Programme People - Adults,C1150,Capital Grant Expenditure
10/11/2023,60083889,239569152,"1,593.75",Reed Specialist Recruitment,RC302435,GB835515525,Contact and Referral Team,R1100,Agency Staff
10/11/2023,60083988,INV-501281,"2,149.23",Prime Comfort Ltd,RC302547,399617236,Capital Programme People - Adults,C1150,Capital Grant Expenditure
12/11/2023,60083629,04852 - 04855,"1,265.00",The Caring Company Rutland,RC508741,,ASC S&R Homecare OP,R5029,TPP - Home Care
12/11/2023,60083666,120131,"1,476.00",Macildowie Associates Limited,RC300706,694 2566 96,Finance,R1100,Agency Staff
13/11/2023,60083622,Redacted Personal Data,"-1,108.91",FCC Recycling (UK) Ltd,RC502258,637 8808 92,Waste Management,R5021,TPP - Waste Disposal
13/11/2023,60083625,64,"1,520.80",Fox Taxis,RC501652,,Home to School Transport,R3207,Transport Contract
13/11/2023,60083632,1123002,"1,032.00",Redacted Personal Data,RC302204,,SEN Transport,R3207,Transport Contract
13/11/2023,60083635,Redacted Personal Data,"1,873.67",ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care
13/11/2023,60083638,Redacted Personal Data,"1,978.67",ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care
13/11/2023,60083641,RCC0043,"4,207.22",Bright Almond Care Ltd,RC302209,,ASC S&R Homecare OP,R5029,TPP - Home Care
13/11/2023,60083642,RCC0074,"5,600.66",A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care
13/11/2023,60083643,RCC0108,"8,713.50",Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care
13/11/2023,60083661,14786,"6,014.23",Pure Homecare,RC300187,231 7071 38,Day Opportunities Services,R1100,Agency Staff
13/11/2023,60083662,14787,"11,814.00",Pure Homecare,RC300187,231 7071 38,Supported Living,R1100,Agency Staff
13/11/2023,60083677,INV-0113,"17,447.73",Trust We Care Limited,RC302017,,ASC S&R Homecare PD,R5029,TPP - Home Care
13/11/2023,60083874,1017254,939.45,Askews and Holts Library Services Ltd,RC505812,153 4009 95,Libraries,R4309,Books
13/11/2023,60083886,100230339,600,Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Recreation and Leisure,R4401,Fees and Charges
14/11/2023,03773890,54394/1,"1,550.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773891,54394/2,"1,650.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773892,54394/3,"1,650.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773893,54394/4,"1,650.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773894,54394/5,"1,550.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773896,54394/7,"1,550.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773897,54394/8,825,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773898,54394/9,"1,650.00",Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
14/11/2023,03773899,54432/10,"4,064.44",Leonard Cheshire Disability,RC302253,,Physical Disability,R5028,TPP - Residental Care
14/11/2023,03773900,54435/11,"1,650.00",Mauricare (Rearsby) Ltd,RC302560,,Older People,R5028,TPP - Residental Care
14/11/2023,03773901,54430/12,"1,700.00",Askham Village Community Ltd,RC302186,,Physical Disability,R5034,TPP - Nursing Care
14/11/2023,03773902,54405/13,"1,800.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773903,54405/14,"1,800.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773904,54405/15,"2,000.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773905,54405/16,"1,800.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773906,54405/17,"2,000.00",Alysia Caring,RC301932,,Older People,R5025,TPP - Short Term Care
14/11/2023,03773907,54405/18,"1,800.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773908,54405/19,"2,000.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773909,54405/20,"1,800.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773910,54405/21,"1,800.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773911,54405/22,"4,478.57",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773912,54405/23,"1,650.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773913,54405/24,"-5,000.00",Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
14/11/2023,03773914,54413/25,"1,292.00",Braceborough Hall,RC502352,,Older People,R5028,TPP - Residental Care
14/11/2023,03773915,54413/26,"1,424.00",Braceborough Hall,RC502352,,Older People,R5028,TPP - Residental Care
14/11/2023,03773916,54437/27,"2,138.64",Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
14/11/2023,03773917,54437/28,"1,899.50",Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
14/11/2023,03773918,54437/29,893.28,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare PD,R5029,TPP - Home Care
14/11/2023,03773919,54395/30,"1,650.00",Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
14/11/2023,03773920,54395/31,"1,650.00",Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
14/11/2023,03773921,54395/32,"1,650.00",Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
14/11/2023,03773922,54395/33,"2,500.00",Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
14/11/2023,03773923,54414/34,"2,080.74",Chestnuts (Arnesby) Limited,RC506807,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773924,54415/35,"1,612.00",Royal Masonic Benevolent Institution No 4 A/C,RC508527,,Older People,R5034,TPP - Nursing Care
14/11/2023,03773925,54393/36,"1,650.00",Crown House Care Ltd,RC502474,,Older People,R5028,TPP - Residental Care
14/11/2023,03773926,54416/37,"2,237.58",PJ Care Ltd,RC507400,,Memory and Cognitive,R5028,TPP - Residental Care
14/11/2023,03773927,54416/38,"2,183.38",PJ Care Ltd,RC507400,,Older People,R5028,TPP - Residental Care
14/11/2023,03773928,54417/39,"4,600.00",St Bernard's Hallaton Manor Ltd,RC502292,,Physical Disability,R5028,TPP - Residental Care
14/11/2023,03773929,54417/40,"1,200.00",St Bernard's Hallaton Manor Ltd,RC502292,,Older People,R5034,TPP - Nursing Care
14/11/2023,03773930,54427/41,"9,844.86",Outcomes First Group,RC501992,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773931,54431/42,"1,859.80",Hunters Lodge Retirement Home Limited,RC302237,,Older People,R5025,TPP - Short Term Care
14/11/2023,03773932,54434/43,"1,650.00",Hoama (Staplehurst) Ltd,RC302559,,Older People,R5028,TPP - Residental Care
14/11/2023,03773933,54418/44,"7,626.78",Kisimul Group Ltd,RC506920,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773934,54419/45,"1,580.00",Leicestershire County Care Ltd,RC509037,,Older People,R5028,TPP - Residental Care
14/11/2023,03773935,54420/46,"1,027.94",Longueville Court Care Home,RC509439,,Older People,R5034,TPP - Nursing Care
14/11/2023,03773936,54396/47,825,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773937,54396/48,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773938,54396/49,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773940,54396/51,"1,550.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773941,54396/52,"1,960.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773942,54396/53,"1,550.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773943,54396/54,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773944,54396/55,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773945,54396/56,"1,550.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773946,54396/57,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773947,54396/58,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773948,54396/59,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773949,54396/60,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773950,54396/61,"2,671.43",Manton Hall (Foundation),RC502541,,ASC P&S Respite OP,R5018,TPP - Respite
14/11/2023,03773951,54396/62,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773952,54396/63,"1,650.00",Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
14/11/2023,03773953,54433/64,"3,878.56",Langdale Care Homes,RC302390,,Older People,R5034,TPP - Nursing Care
14/11/2023,03773954,54404/65,"3,000.00",Ardale (Oakham) Limited,RC301619,,Older People,R5028,TPP - Residental Care
14/11/2023,03773955,54404/66,"2,722.50",Ardale (Oakham) Limited,RC301619,,Older People,R5028,TPP - Residental Care
14/11/2023,03773956,54412/67,"2,852.00",Orchard Court Leicester Ltd,RC300743,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773957,54429/68,"1,486.00",Orchard Manor View Ltd,RC302140,,Older People,R5028,TPP - Residental Care
14/11/2023,03773958,54407/69,"4,356.86",Peaker Park Care Village,RC507500,,Older People,R5028,TPP - Residental Care
14/11/2023,03773959,54407/70,"1,750.40",Peaker Park Care Village,RC507500,,Older People,R5034,TPP - Nursing Care
14/11/2023,03773960,54407/71,"1,836.72",Peaker Park Care Village,RC507500,,Older People,R5028,TPP - Residental Care
14/11/2023,03773961,54406/72,"3,043.40",Portland College,RC508221,117 7675 47,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773962,54421/73,"1,800.00",Craegmoor Mar Lodge Priory,RC502624,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773963,54397/74,"10,408.75",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773964,54398/75,"1,800.00",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773965,54398/76,"1,514.29",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773966,54398/77,"1,650.00",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773967,54398/78,"1,650.00",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773968,54398/79,"5,109.75",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
