Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Name(T),Supplier Name,VAT Registration Number,Expense Area(T),Expense Code,Expense Code(T)
14/11/2023,03773969,54398/80,"1,578.57",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773970,54398/81,"1,550.00",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
14/11/2023,03773972,54422/83,"1,300.00",Roman Park Ltd,RC502283,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773973,54392/84,500,Roman Park Ltd (Day Care),RC300484,,ASC S&R Daycare LD,R5030,TPP - Daycare
14/11/2023,03773974,54428/85,"1,430.00",V & L Corporation Limited,RC302121,,Older People,R5028,TPP - Residental Care
14/11/2023,03773975,54411/86,"2,659.14",Choice Ltd T/A Stoke Lodge,RC300621,,Mental Health,R5028,TPP - Residental Care
14/11/2023,03773976,54423/87,"1,424.00",Tallington Care Home,RC507295,,Older People,R5028,TPP - Residental Care
14/11/2023,03773977,54410/88,"1,580.00",The Amwell Care Home,RC300501,,Older People,R5028,TPP - Residental Care
14/11/2023,03773978,54425/89,"6,603.92",The Hollies,RC502822,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773979,54426/90,"1,968.00",The Linkage Community Trust,RC502300,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773980,54399/91,"2,577.10",The Lodge Trust,RC501110,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773981,54399/92,"2,986.96",The Lodge Trust,RC501110,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773982,54408/93,"6,387.80",Cristalcare Ltd,RC300259,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773983,54409/94,"3,781.28",Langley House Trust,RC300376,,Mental Health,R5028,TPP - Residental Care
14/11/2023,03773985,54402/96,"1,650.00",Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
14/11/2023,03773986,54402/97,"1,650.00",Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
14/11/2023,03773987,54402/98,"1,800.00",Tixover House Care Home,RC502297,,Physical Disability,R5034,TPP - Nursing Care
14/11/2023,03773988,54402/99,"2,702.00",Tixover House Care Home,RC502297,,Interim Beds (CCG),R5017,TPP - Other
14/11/2023,03773989,54402/100,"1,700.00",Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
14/11/2023,03773990,54402/101,"1,650.00",Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
14/11/2023,03773991,54402/102,"1,800.00",Tixover House Care Home,RC502297,,Older People,R5034,TPP - Nursing Care
14/11/2023,03773992,54439/103,"1,119.16",TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care
14/11/2023,03773993,54439/104,559.58,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care
14/11/2023,03773994,54424/105,"4,879.66",Voyage Care Ltd,RC502282,787 4551 80,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773995,54438/106,"1,058.58",Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
14/11/2023,03773996,54438/107,"2,514.58",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773997,54438/108,"1,058.58",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773998,54401/109,"2,098.00",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03773999,54401/110,"2,042.64",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03774000,54401/111,"2,321.60",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03774001,54401/112,"2,098.00",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03774002,54401/113,"2,098.00",Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
14/11/2023,03774003,54436/114,696,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
14/11/2023,03774004,54400/115,"1,650.00",Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care
14/11/2023,60083646,149/23,-650,SP Marks (Services) Ltd,RC508766,694 9617 70,Capital Programme People - Adults,C1150,Capital Grant Expenditure
14/11/2023,60083656,678/2023,700,Blue Fox Technology Ltd,RC301919,713 5338 51,Local Plan (Started 2021-22),R4400,Professional Fees
14/11/2023,60083665,82680,885,Enable Access Ltd,RC302287,894014909,Capital Programme People - Adults,C1150,Capital Grant Expenditure
14/11/2023,60083676,ARG 01605,"17,938.96",A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care
14/11/2023,60083678,INV520679,578,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
14/11/2023,60083679,INV520680,510.08,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
14/11/2023,60083681,NH141123,"15,083.20",New Hope Care Ltd,RC300956,,ASC S&R Homecare OP,R5029,TPP - Home Care
14/11/2023,60083684,WH009,"4,224.80",Whiteheart Health Care Ltd,RC302392,,ASC S&R Homecare MH,R5029,TPP - Home Care
14/11/2023,60083723,679/2023,"4,915.00",Blue Fox Technology Ltd,RC301919,713 5338 51,Local Plan (Started 2021-22),R4400,Professional Fees
14/11/2023,60083729,Redacted Personal Data,"10,707.41",Intumescent Systems Ltd,RC302575,530 6864 45,Central Maintenance,R2004,R & M - Programmed
14/11/2023,60083836,8734,545,One off Invoice Payments - BACS,RC300802,,Children Looked After,R4400,Professional Fees
15/11/2023,60083645,Redacted Personal Data,520.12,One off Invoice Payments - BACS,RC300802,,Care Leavers,R4900,Accommodation Costs
15/11/2023,60083692,Redacted Personal Data,520.12,One off Invoice Payments - BACS,RC300802,,Care Leavers,R4900,Accommodation Costs
15/11/2023,60083693,SCN-398,"-2,406.39",MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
15/11/2023,60083725,10978226,"1,127.00",The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff
15/11/2023,60083733,RCC008,"14,180.55",Seven Steps Healthcare Ltd,RC302398,,ASC S&R Homecare OP,R5029,TPP - Home Care
15/11/2023,60083734,SLIVRL0127248,"3,100.00",Vivid Resourcing Ltd,RC302535,,Finance,R1100,Agency Staff
15/11/2023,60083743,404,"2,330.20",Home Straight Partnership Ltd,RC508404,,ASC S&R Homecare MH,R5029,TPP - Home Care
15/11/2023,60083744,1025,"8,000.00",Redacted Personal Data,RC302464,728399977,Capital Programme People - Adults,C1150,Capital Grant Expenditure
15/11/2023,60083771,2004371778,"5,852.25",Great Lincolnshire LEP,RC302603,129392355,Education Improvement Consultancy,R4401,Fees and Charges
15/11/2023,60083773,E2017899787,784.64,Allstar Business Solutions Ltd,RC507815,747 8801 91,Pool Cars and Car Hire,R3000,Fuel
15/11/2023,60083775,E2017899789,"3,564.22",Allstar Business Solutions Ltd,RC507815,747 8801 91,Transport Fleet,R3000,Fuel
15/11/2023,60083781,SI000514,"2,000.00",Dementia UK,RC300981,,BCF: Dementia Services,R4400,Professional Fees
15/11/2023,60083793,2202592,740.88,StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
15/11/2023,60083887,100230581,"1,065.00",Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Human Resources,R1601,DBS Police Checks
15/11/2023,60083956,2202581,"2,681.50",StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
16/11/2023,03773757,2 Year Funding -November 2023 Claim and October 2023 Adjustment,644.07,The Ark Association (1),RC501043,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773759,2 Year Funding -November 2023 Claim and October 2023 Adjustment,"2,254.25",The Ark Association (Early Yrs) 2,RC501044,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773760,EYSG Uplift -November 2023,"2,241.86",The Ark Association (Early Yrs) 2,RC501044,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773767,2 Year Funding -November 2023 Claim and October 2023 Adjustment,"1,293.10",Casterton Nursery,RC500449,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773771,2 Year Funding -November 2023 Claim and October 2023 Adjustment,926.47,Little Angels Uppingham Ltd,RC505798,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773773,2 Year Funding -November 2023 Claim and October 2023 Adjustment,"1,920.11",Scallywags Day Nursery,RC500853,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773774,EYSG Uplift -November 2023,562.72,Scallywags Day Nursery,RC500853,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773783,2 Year Funding -November 2023 Claim and October 2023 Adjustment,"1,947.08",Redacted Personal Data,RC507202,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773784,EYSG Uplift -November 2023,570.64,Redacted Personal Data,RC507202,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773785,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"7,027.19",The Ark Association (1),RC501043,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773787,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"7,272.18",The Ark Association (Early Yrs) 2,RC501044,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773788,EYSG Uplift -Nov 2023,517.21,The Ark Association (Early Yrs) 2,RC501044,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773789,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"3,419.68",Belton Pre-School,RC500093,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773791,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"2,143.68",Bright Sparks Pre-School,RC501571,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773793,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"6,140.11",Brooke Hill Academy Trust Ltd,RC501837,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773795,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"7,839.74",Brooke Priory School Ltd,RC501848,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773796,EYSG Uplift -Nov 2023,572.49,Brooke Priory School Ltd,RC501848,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773797,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"13,159.97",Casterton Nursery,RC500449,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773798,EYSG Uplift -Nov 2023,"1,574.90",Casterton Nursery,RC500449,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773799,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"2,082.43",Little Ospreys,RC501514,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773801,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"6,186.05",Ketton Playgroup,RC501972,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773803,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"3,501.34",Langham Nursery,RC501101,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773805,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"6,312.63",Little Angels Uppingham Ltd,RC505798,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773807,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"12,082.19",Redacted Personal Data,RC300792,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773808,EYSG Uplift -November 2023,902.83,Redacted Personal Data,RC300792,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773809,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"5,359.20",Little Saints,RC508480,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773811,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"4,328.19",Rainbows - Exton,RC506365,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773813,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"6,544.95",Scallywags Day Nursery,RC500853,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773815,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"3,072.61",Stepping Stones Pre-School (Upp),RC500975,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773817,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"9,881.34",Climbing High Nurseries Ltd - The Day Nursery At Oakham,RC300926,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773818,EYSG Uplift -Nov 2023,710.77,Climbing High Nurseries Ltd - The Day Nursery At Oakham,RC300926,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773821,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"1,572.03",Redacted Personal Data,RC302305,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773825,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"1,469.95",Redacted Personal Data,RC301224,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773827,3 and 4 Year Funding - November 2023 Claim and October Adjustment,789.08,Redacted Personal Data,RC509223,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,03773829,3 and 4 Year Funding - November 2023 Claim and October Adjustment,"6,259.55",Redacted Personal Data,RC507202,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision
16/11/2023,60083742,Redacted Personal Data,635,Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
16/11/2023,60083766,35513,675,The Association Of Electoral Administrators,RC501051,580 5838 16,"Training, Confs & Seminars",R4405,Training Charges
16/11/2023,60083772,Redacted Personal Data,"292,503.00",LCC Birch Wood,RC507957,115 3371 02,SEN Funding Maintained Schools and Academies,R5011,TPP - Local Authorities
16/11/2023,60083776,I0107078,"6,342.94",Midlands Partnership NHS FT,RC508170,654441580,Sexual Health,R5012,TPP - Health Authorities
16/11/2023,60083780,RWLRut48,840,Redwings Lodge (Rutland) Ltd,RC300089,168491177,Homelessness,R4900,Accommodation Costs
16/11/2023,60083783,UI00004026,"1,168.30",Flowbird Smart City UK Ltd,RC301556,GB821077453,Parking,R4401,Fees and Charges
16/11/2023,60083948,919,"6,761.10",Redacted Personal Data,RC301615,822554537,"Training, Confs & Seminars",R4405,Training Charges
16/11/2023,60083990,TI054589,"2,484.00",Redacted Personal Data,RC300916,281653589,Family Support Services,R4400,Professional Fees
16/11/2023,60084011,SN64 - NOV 2023,570,D C Taxis,RC509186,,SEN Transport,R3207,Transport Contract
16/11/2023,60084091,PI002787,841,Able Training Support Ltd,RC301245,245 7843 77,"Training, Confs & Seminars",R4405,Training Charges
17/11/2023,60083778,PI002784,691,Able Training Support Ltd,RC301245,245 7843 77,"Training, Confs & Seminars",R4405,Training Charges
17/11/2023,60083790,90253758,549,Nottingham Rehab Ltd,RC500439,156919571,Capital Programme People - Adults,C1150,Capital Grant Expenditure
17/11/2023,60083844,SI-18483,"1,054.49",MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
17/11/2023,60083845,SI-18484,"1,050.68",MCS Cleaning and maintenance Ltd,RC302323,926718694,Community Learning,R2700,Contract Cleaning
17/11/2023,60083846,SI-18485,"8,870.19",MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
17/11/2023,60083848,SI-18487,688.96,MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
17/11/2023,60083885,28730900,821.65,Ebuyer (UK) Ltd,RC504014,836 5923 00,IT Operational Support,R4530,Computing - Hardware
17/11/2023,60083959,184704,807.06,Citipost Mail Ltd,RC300882,881 8531 94,Reprographics & Post,R4503,Postage
17/11/2023,60083995,1077089,"1,357.14",Prime Life Ltd,RC502626,729 8397 74,Interim Beds (CCG),R5028,TPP - Residental Care
17/11/2023,60084060,239590294,"1,572.50",Reed Specialist Recruitment,RC302435,GB835515525,Contact and Referral Team,R1100,Agency Staff
18/11/2023,60083824,3004600049 - 18/11/23,936.84,TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity
18/11/2023,60083829,3004600093 - 18/11/23,517.67,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity
18/11/2023,60083831,3004600115 - 18/11/23,637.88,TotalEnergies,RC507575,689638949,Oakham Castle,R2100,Electricity
18/11/2023,60083832,3004600126 - 18/11/23,922.43,TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity
18/11/2023,60083833,3004665994 - 18/11/23,"6,209.01",TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity
18/11/2023,60083834,3005097238 - 18/11/23,"1,333.52",TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity
18/11/2023,60083835,3005142481 - 18/11/23,"4,288.94",TotalEnergies,RC507575,689638949,The King Centre,R2100,Electricity
19/11/2023,60083798,04856-04859,"1,347.50",The Caring Company Rutland,RC508741,,ASC S&R Homecare OP,R5029,TPP - Home Care
19/11/2023,60083927,120285,"1,476.00",Macildowie Associates Limited,RC300706,694 2566 96,Finance,R1100,Agency Staff
20/11/2023,60083797,ARG01613,"18,226.72",A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care
20/11/2023,60083799,RCC0075,"6,945.85",A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care
20/11/2023,60083800,Redacted Personal Data,"1,873.67",ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care
