Supplier Name, Net Amount ,Spend Type,Service,Department,Account,Entry Date,Payment type
PUBLIC WORKS LTD," 1,920.00 ",General Works                 ,Fairer Together Northern Hub  ,Community Wealth Building                 ,General Fund,13 Nov 23,Invoiced
PUBLIC WORKS LTD," 5,880.00 ",General Works                 ,Fairer Together Northern Hub  ,Community Wealth Building                 ,General Fund,11 Oct 23,Invoiced
PUNCH RECORDS," 16,075.80 ",Sale Of Goods                 ,Islington Assembly Hall       ,Community Wealth Building,General Fund,1 Nov 23,Invoiced
PURCELL RADIO SYSTEMS, 680.00 ,General Fees & Services       ,ABS CCTV                      ,Homes & Neighbourhoods,General Fund,6 Oct 23,Invoiced
PURCELL RADIO SYSTEMS, 680.00 ,General Fees & Services       ,ABS CCTV                      ,Homes & Neighbourhoods,General Fund,7 Nov 23,Invoiced
PURCELL RADIO SYSTEMS, 680.00 ,General Fees & Services       ,ABS CCTV                      ,Homes & Neighbourhoods,General Fund,7 Dec 23,Invoiced
PURER SOLUTIONS LIMITED," 2,773.96 ",General Works                 ,Copen/Vittoria Cap Wks.       ,Community Wealth Building                 ,General Fund,20 Nov 23,Invoiced
PURFLEET COMMERCIALS LTD., 553.14 ,Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,7 Sep 23,Invoiced
PURFLEET COMMERCIALS LTD.," 1,374.36 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,6 Dec 23,Invoiced
PURFLEET COMMERCIALS LTD.," 1,374.36 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,6 Dec 23,Invoiced
PURFLEET COMMERCIALS LTD.," 2,908.84 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,8 Sep 23,Invoiced
PURFLEET COMMERCIALS LTD.," 2,945.64 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,31 Oct 23,Invoiced
PURFLEET COMMERCIALS LTD.," 2,945.64 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,21 Nov 23,Invoiced
PURFLEET COMMERCIALS LTD.," 8,395.00 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,17 Oct 23,Invoiced
PURFLEET COMMERCIALS LTD.," 8,395.00 ",Vehicle-Other Maintenance     ,ACT Education                 ,Environment & Climate Change,General Fund,17 Oct 23,Invoiced
PURPOSEFUL GROUP UK, 595.00 ,Activities                    ,Inclusive Knowledge Economy   ,Community Wealth Building,General Fund,15 Dec 23,Invoiced
QA LTD, 765.00 ,Training - External Courses   ,Public health leadership      ,Public Health,General Fund,30 Oct 23,Invoiced
QA LTD," 8,463.36 ",Training - External Courses   ,Public health leadership      ,Public Health,General Fund,22 Nov 23,Invoiced
QDP SERVICES LIMITED," 2,146.23 ",General Fees & Services       ,ACL QUALITY IMPROVEMENT       ,Community Wealth Building,General Fund,19 Dec 23,Invoiced
QUADIENT FINANCE UK LIMITED, 785.69 ,Franking-Postage Costs        ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,24 Oct 23,Invoiced
QUADIENT FINANCE UK LIMITED, 804.30 ,Franking-Postage Costs        ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,23 Nov 23,Invoiced
QUAKER COURT TMO," 7,850.97 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,27 Sep 23,Invoiced
QUAKER COURT TMO," 7,850.97 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,8 Nov 23,Invoiced
QUAKER COURT TMO," 7,850.97 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,1 Dec 23,Invoiced
Quality Hotel Hampsted," 1,505.00 ",Purchases General             ,Urgent Response               ,Adult Social Services,General Fund,15 Nov 23,Invoiced
QUALSAFE.COM, 500.00 ,Training - External Courses   ,HEALTH & SAFETY               ,Community Wealth Building,General Fund,13 Dec 23,Invoiced
Queens Cosmetics, 39.57 ,Purchases General,PAUSE,Children & Young People,General Fund,24 Oct 23,Purchase Card
Quick Fix, 10.00 ,Purchases General,PAUSE,Children & Young People,General Fund,10 Nov 23,Purchase Card
Quikgift, 135.00 ,Purchases General,Transformation Commissioning,Adult Social Services,General Fund,20 Nov 23,Purchase Card
QUINN (LONDON) LIMITED," 9,432.98 ",New Construction              ,cppfa Charles Simmons House   ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
QUINN (LONDON) LIMITED," 23,853.76 ",General Works                 ,Wedmore                       ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
QUINN (LONDON) LIMITED," 29,642.59 ",New Construction              ,Andover P2 (Block B2-CorkerWlk,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
QUINN (LONDON) LIMITED," 40,894.69 ",New Construction              ,Andover P2 (Block B2-CorkerWlk,Homes & Neighbourhoods,HRA,11 Oct 23,Invoiced
QUINN (LONDON) LIMITED," 45,624.40 ",New Construction              ,Harvist Estate                ,Homes & Neighbourhoods,HRA,10 Oct 23,Invoiced
QUINN (LONDON) LIMITED," 54,301.81 ",New Construction              ,cppfa Charles Simmons House   ,Homes & Neighbourhoods,HRA,27 Oct 23,Invoiced
R H ENVIRONMENTAL LTD," 3,713.00 ",General Fees & Services       ,Anti-Social Behav - Projects  ,Homes & Neighbourhoods,HRA,5 Oct 23,Invoiced
R.U. Veda Ltd," 1,748.90 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,16 Nov 23,Invoiced
R.U. Veda Ltd," 1,751.15 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,6 Dec 23,Invoiced
R.U. Veda Ltd," 1,763.30 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,29 Sep 23,Invoiced
R.U. Veda Ltd," 1,765.70 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,27 Oct 23,Invoiced
R.U. Veda Ltd," 1,766.90 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,20 Oct 23,Invoiced
R.U. Veda Ltd," 1,769.30 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,3 Nov 23,Invoiced
R.U. Veda Ltd," 1,771.55 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,11 Oct 23,Invoiced
R.U. Veda Ltd," 1,794.20 ",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,10 Nov 23,Invoiced
R2C Online Ltd," 3,045.60 ",Repair & Maintenance-General  ,Fleet                         ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
R2C Online Ltd," 3,045.60 ",Repair & Maintenance-General  ,Fleet                         ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
R2C Online Ltd," 3,251.82 ",Repair & Maintenance-General  ,Fleet                         ,Environment & Climate Change,General Fund,6 Nov 23,Invoiced
R2C Online Ltd," 3,251.82 ",Repair & Maintenance-General  ,Fleet                         ,Environment & Climate Change,General Fund,6 Dec 23,Invoiced
RA INFORMATION SYSTEMS," 15,508.00 ",Software Purchase             ,Tree Service                  ,Environment & Climate Change,General Fund,10 Oct 23,Invoiced
Raabs The Bakers, 23.40 ,Purchases General,Bright Start Islington East,Children & Young People,General Fund,14 Oct 23,Purchase Card
Raabs The Bakers, 35.00 ,Purchases General,Bright Start Islington East,Children & Young People,General Fund,18 Nov 23,Purchase Card
Raabs The Bakers, 13.85 ,Purchases General,Bright Start Islington East,Children & Young People,General Fund,11 Nov 23,Purchase Card
Rabbit Hole Cafe, 39.60 ,Purchases General,PAUSE,Children & Young People,General Fund,1 Nov 23,Purchase Card
Rabbit Hole Cafe, 9.80 ,Purchases General,PAUSE,Children & Young People,General Fund,12 Oct 23,Purchase Card
Rabbit Hole Cafe, 41.00 ,Purchases General,PAUSE,Children & Young People,General Fund,21 Nov 23,Purchase Card
Rabbit Hole Cafe, 18.92 ,Purchases General,RSAP Housing First            ,Homes & Neighbourhoods,General Fund,28 Nov 23,Purchase Card
Rabbit Hole Cafe, 5.70 ,Purchases General,RSAP Housing First            ,Homes & Neighbourhoods,General Fund,16 Nov 23,Purchase Card
Rabbit Hole Cafe, 6.38 ,Purchases General,RSAP Housing First            ,Homes & Neighbourhoods,General Fund,2 Jan 24,Purchase Card
RACE EQUALITY FOUNDATION, 600.00 ,Commissioning Costs           ,S&C Parenting Support         ,Children & Young People,General Fund,4 Dec 23,Invoiced
RACE EQUALITY FOUNDATION," 2,190.00 ",Commissioning Costs           ,S&C Parenting Support         ,Children & Young People,General Fund,26 Oct 23,Invoiced
RACE EQUALITY FOUNDATION," 9,246.00 ",Commissioning Costs           ,S&C Parenting Support         ,Children & Young People,General Fund,6 Oct 23,Invoiced
RACKSPACE," 5,529.00 ",Software Purchase             ,Commercial and Risk           ,Resources,General Fund,11 Oct 23,Invoiced
RAINBOW CLUB, 550.00 ,General Fees & Services       ,UKSPF Small Business          ,Community Wealth Building,General Fund,20 Oct 23,Invoiced
RAINBOW CLUB, 540.00 ,General Fees & Services       ,Community Development         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
RAINBOW CLUB," 4,080.00 ",Purchases General             ,Festive Lighting              ,Environment & Climate Change,General Fund,15 Dec 23,Invoiced
Rainbow N1 Limited," 2,886.00 ",Direct Payment To N.S.O       ,PVI Nursery Education Funding ,Children & Young People,General Fund,21 Nov 23,Invoiced
RAMBOLL UK LTD," 56,469.50 ",Engineers-Fees                ,Bunhill Extension Project     ,Environment & Climate Change,General Fund,30 Nov 23,Invoiced
RAMFEL," 19,700.00 ",General Fees & Services       ,ASYLUM CONTINGENCY HOTELS     ,Homes & Neighbourhoods,General Fund,10 Nov 23,Invoiced
RAMFEL," 146,243.00 ",Private Sector Provision      ,North London Hsg Partnership  ,Homes & Neighbourhoods,General Fund,1 Nov 23,Invoiced
RAMFEL," 152,346.00 ",Private Sector Provision      ,North London Hsg Partnership  ,Homes & Neighbourhoods,General Fund,31 Oct 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Residential - Care            ,Learn  Disabilities -Admin    ,Adult Social Services,General Fund,26 Oct 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,30 Oct 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,30 Oct 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,31 Oct 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,1 Dec 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,1 Dec 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,1 Dec 23,Invoiced
RAPID IMPROVEMENT," 11,010.24 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Dec 23,Invoiced
RAPID RELOCATE LIMITED," 11,110.00 ",Legal Disrepair               ,Disrepair team                ,Homes & Neighbourhoods,HRA,6 Oct 23,Invoiced
RB ASBESTOS CONSULTANTS, 965.80 ,General Fees & Services       ,Property Asset Strategy       ,Community Wealth Building,General Fund,13 Oct 23,Invoiced
RBA ACOUSTICS LTD," 1,205.00 ",New Build-Plan App Reports    , Bemerton South /Orkney Hse   ,Homes & Neighbourhoods,HRA,18 Oct 23,Invoiced
RE TECH UK LTD, 720.00 ,Vehicle-Other Maintenance     ,In-house Repairs Contract Mgt ,Homes & Neighbourhoods,HRA,11 Dec 23,Invoiced
RE TECH UK LTD, 625.00 ,Vehicle-Other Maintenance     ,Fleet                         ,Environment & Climate Change,General Fund,13 Nov 23,Invoiced
RE TECH UK LTD," 9,541.50 ",Vehicle-Other Maintenance     ,Fleet Recharges               ,Environment & Climate Change,General Fund,13 Nov 23,Invoiced
RE TECH UK LTD," 9,541.50 ",Vehicle-Other Maintenance     ,Fleet Recharges               ,Environment & Climate Change,General Fund,5 Dec 23,Invoiced
RE TECH UK LTD," 9,553.45 ",Vehicle-Other Maintenance     ,Fleet Recharges               ,Environment & Climate Change,General Fund,6 Oct 23,Invoiced
REACTEC LIMITED," 2,302.56 ",Software Purchase             ,GROUNDS MAINTENANCE           ,Environment & Climate Change,General Fund,5 Oct 23,Invoiced
REAL LIFE," 5,035.71 ",Supported Accommodation       ,Independent Living 18+        ,Children & Young People,General Fund,13 Nov 23,Invoiced
REAL LIFE," 5,203.57 ",Supported Accommodation       ,Independent Living 18+        ,Children & Young People,General Fund,13 Nov 23,Invoiced
REAL LIFE," 6,857.14 ",Supported Accommodation       ,Independant Living            ,Children & Young People,General Fund,9 Oct 23,Invoiced
REAL LIFE," 7,085.67 ",Supported Accommodation       ,Independant Living            ,Children & Young People,General Fund,9 Oct 23,Invoiced
REAL LIFE," 9,334.28 ",Supported Accommodation       ,Independant Living            ,Children & Young People,General Fund,13 Nov 23,Invoiced
REALISTIC PROJECT MANAGEMENT," 1,400.00 ",Client Training & Support Serv,Organisational Development    ,Resources,General Fund,4 Oct 23,Invoiced
REALISTIC PROJECT MANAGEMENT," 1,400.00 ",Client Training & Support Serv,Organisational Development    ,Resources,General Fund,24 Oct 23,Invoiced
REALISTIC PROJECT MANAGEMENT," 1,400.00 ",Client Training & Support Serv,Organisational Development    ,Resources,General Fund,13 Nov 23,Invoiced
RED BRICK," 11,969.76 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,27 Sep 23,Invoiced
RED BRICK," 11,969.76 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,26 Oct 23,Invoiced
RED BRICK," 11,969.76 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,1 Dec 23,Invoiced
RED LOFT LLP," 5,250.00 ",Consultants - Fees            ,Crouch Hall Crt - Laundry     ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
RED LOFT LLP," 10,370.00 ",Consultants - Fees            ,Crouch Hall Crt - Laundry     ,Homes & Neighbourhoods,HRA,2 Oct 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,1 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,6 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,9 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,16 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,22 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,28 Nov 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,8 Dec 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,15 Dec 23,Invoiced
REED SPECIALIST RECRUITMENT LTD, 717.08 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,18 Dec 23,Invoiced
Rees Clayton Solicitors," 7,300.00 ",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,28 Sep 23,Invoiced
REESON CARE HOMES LTD," 17,169.06 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,30 Nov 23,Invoiced
REESON EDUCATION, 603.08 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,29 Sep 23,Invoiced
REESON EDUCATION, 650.38 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,29 Sep 23,Invoiced
REESON EDUCATION, 650.38 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,28 Nov 23,Invoiced
REESON EDUCATION, 650.38 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,28 Nov 23,Invoiced
REESON EDUCATION, 650.38 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,5 Oct 23,Invoiced
REESON EDUCATION, 674.03 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,9 Nov 23,Invoiced
REESON EDUCATION, 685.85 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,6 Oct 23,Invoiced
REESON EDUCATION, 709.50 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,28 Sep 23,Invoiced
REESON EDUCATION, 780.45 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,28 Nov 23,Invoiced
REESON EDUCATION, 814.44 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,13 Oct 23,Invoiced
REESON EDUCATION, 851.40 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,9 Oct 23,Invoiced
REESON EDUCATION, 851.40 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,20 Oct 23,Invoiced
REESON EDUCATION, 863.23 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,10 Nov 23,Invoiced
REESON EDUCATION, 875.05 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,17 Oct 23,Invoiced
REESON EDUCATION, 922.36 ,Agency                        ,CONEWOOD CHILDREN'S CENTRE    ,Children & Young People,General Fund,2 Oct 23,Invoiced
REESON EDUCATION, 957.83 ,Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,19 Oct 23,Invoiced
REESON EDUCATION, 981.48 ,Agency                        ,CONEWOOD CHILDREN'S CENTRE    ,Children & Young People,General Fund,28 Nov 23,Invoiced
REESON EDUCATION, 993.30 ,Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,8 Dec 23,Invoiced
REESON EDUCATION, 993.30 ,Agency                        ,CONEWOOD CHILDREN'S CENTRE    ,Children & Young People,General Fund,1 Dec 23,Invoiced
REESON EDUCATION," 1,040.60 ",Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,31 Oct 23,Invoiced
REESON EDUCATION," 1,135.21 ",Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,6 Nov 23,Invoiced
REESON EDUCATION," 1,217.99 ",Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,7 Dec 23,Invoiced
REESON EDUCATION," 1,253.45 ",Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,29 Sep 23,Invoiced
REESON EDUCATION," 1,348.05 ",Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,5 Oct 23,Invoiced
REESON EDUCATION," 1,430.83 ",Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,19 Dec 23,Invoiced
REESON EDUCATION," 1,454.48 ",Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,22 Nov 23,Invoiced
REESON EDUCATION," 1,537.26 ",Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,30 Nov 23,Invoiced
REESON EDUCATION," 1,655.50 ",Agency                        ,Goodinge Children's Centre    ,Children & Young People,General Fund,5 Dec 23,Invoiced
REESON EDUCATION," 1,821.05 ",Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,24 Nov 23,Invoiced
REESON EDUCATION," 1,915.65 ",Agency                        ,Westbourne Children's Centre  ,Children & Young People,General Fund,30 Nov 23,Invoiced
REESON EDUCATION," 2,174.40 ",Agency                        ,CONEWOOD CHILDREN'S CENTRE    ,Children & Young People,General Fund,7 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd, 550.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 550.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 550.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 550.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 745.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 745.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 830.00 ,Vehicle-Other Maintenance     ,Refuse Collection             ,Environment & Climate Change,General Fund,19 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd, 850.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,31 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,31 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,13 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd, 894.00 ,Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,020.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,043.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,043.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,043.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,080.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,190.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,190.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,260.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,260.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,260.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,15 Nov 23,Invoiced
Refuse Vehicle Solutions Ltd," 1,488.35 ",Vehicle-Other Maintenance     ,Refuse Collection             ,Environment & Climate Change,General Fund,2 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd," 2,310.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd," 2,420.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,11 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,023.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,172.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,11 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,172.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,11 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,321.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,420.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,11 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,470.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,470.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,11 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,500.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,860.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,11 Dec 23,Invoiced
Refuse Vehicle Solutions Ltd," 4,930.00 ",Hire Of Vehicles              ,Refuse Collection             ,Environment & Climate Change,General Fund,4 Oct 23,Invoiced
Regency Food & Wine, 2.40 ,Activities,Bright Start Islington South,Children & Young People,General Fund,11 Oct 23,Purchase Card
REGENEROUS LTD," 5,000.00 ",Grounds Maintenance           ,Parks Management              ,Environment & Climate Change,General Fund,2 Oct 23,Invoiced
Register Office, 11.00 ,Purchases General,Housing Investigations Team,Homes & Neighbourhoods,HRA,20 Nov 23,Purchase Card
REMARK LIMITED, 896.00 ,Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,19 Dec 23,Invoiced
