Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
Arktis Limited,30/07/2024,"£5,532.98",Clothing and Uniforms
Arktis Limited,01/08/2024,"£2,051.00",Clothing and Uniforms
"Autoquip (Gb) Garage Equipment
Limited",31/05/2024,"£2,205.00",Vehicle Workshop Equipment
"Autoquip (Gb) Garage Equipment
Limited",31/07/2024,"£1,680.00",Vehicle Workshop Equipment
"Av Niche Recording Systems
Limited",10/07/2024,"£9,913.80",Hardware
"Av Niche Recording Systems
Limited",30/07/2024,"£5,594.60",Software - Maintenance
"AVR GROUP LIMITED T/A
ALERTCOM",01/08/2024,"£2,884.00",Telecom Forensics
Ax,20/08/2024,"£2,090.00",Vehicle Insurance
Bhatt Murphy Solicitors,28/08/2024,"£180,000.00",Public Liability
Blue Light Publishing (Police Pass),08/07/2024,"£4,156.57",Books and Publications
Boing Rapid Secure Limited,05/07/2024,£592.90,Security Services
"Borough Council Of King's Lynn
And West Norfolk",06/03/2024,"£246,397.68",Business Rates
Breckland Council,14/03/2024,"£110,060.12",Business Rates
British Telecommunications Plc,01/07/2024,£917.50,Network Connectivity
British Telecommunications Plc,15/07/2024,"£1,067.70",Intruder Alarms
British Telecommunications Plc,29/07/2024,"£3,383.31",Subscriber Telephone Details
Broadland District Council,18/01/2024,"£392,272.23",Business Rates
Broden Media,15/06/2024,"£2,405.00",Marketing
Business Image Limited,17/07/2024,"£6,340.50",Clothing and Uniforms
Bylaugh Park Partners,22/07/2024,"£2,301.00",Hotel Accommodation
CBRE Managed Services Limited,31/07/2024,"£32,435.53",Grounds & Caretaking Contract
Chaplin Farrant Limited,31/07/2024,"£5,460.00",Building Works - Other
Civica Uk Limited,25/07/2024,"£6,000.00",Hardware
Civil Defence Supply Limited,04/07/2024,"£3,732.00",Clothing and Uniforms
Clad Safety Limited,16/07/2024,£776.25,Clothing and Uniforms
College Of Policing,05/07/2024,"£5,798.60",External Training Course
College Of Policing,24/07/2024,£689.00,External Training Course
Computer Recyclers Uk Limited,02/08/2024,"£8,000.00",Technology Destruction
Constant Cooling Limited,12/07/2024,£934.99,Building Works - Other
Constant Cooling Limited,31/07/2024,"£1,296.00",Maintenance
Cooneen Protection Limited,05/07/2024,"£25,999.98",Clothing and Uniforms
Cooneen Protection Limited,24/07/2024,"£5,529.70",Clothing and Uniforms
Csi Equipment Limited,23/07/2024,£519.00,Office Equipment
D.Tec International Limited,16/07/2024,"£7,582.50",Drug Wipes
"Daisy Corporate Services
(Formerly Alternative Networks
Plc)",30/07/2024,"£13,705.88",Data - Consultancy - Implementation
"Dell Computer Corporation
Limited",24/07/2024,"£33,496.00",Hardware
Digital Photo Solutions Limited,04/07/2024,£525.00,Photographic Materials
Fma,31/07/2024,"£19,837.50",FMA Services
"East Fire Extinguisher And Alarms
Uk Limited",05/07/2024,"£3,608.70",Building Statutory - Fire
"East Fire Extinguisher And Alarms
Uk Limited",30/07/2024,"£1,657.60",Building Statutory - Fire
Ecco Safety Group Uk Limited,16/07/2024,"£1,402.44",Vehicles - Spares
Edmundson Electrical Limited,04/03/2024,£918.40,Hardware
Edmundson Electrical Limited,25/07/2024,£832.80,Building Works - Other
Ee Limited,03/08/2024,"£1,641.00",Mobile Phone Contract Cost
Enterprise Rent-A-Car,08/07/2024,£624.40,Long Term Hire of Vehicles
Enterprise Rent-A-Car,15/07/2024,"£3,229.10",Short Term Hire of Vehicles
Enterprise Rent-A-Car,22/07/2024,£769.84,Long Term Hire of Vehicles
Envair Limited,01/06/2024,£690.00,SOC Consumables
Esedirect Limited,04/07/2024,"£3,038.70",Maintenance Specialist Operation Equipment
Evaldas Gadeikis,21/08/2024,£620.00,Public Liability
"First Eastern Counties Buses
Limited",10/07/2024,"£1,440.00",Detained Persons - Costs
Fmg Repair Services Limited,05/07/2024,"£2,220.99",Vehicle Insurance
Fmg Repair Services Limited,10/07/2024,"£6,592.24",Vehicle Insurance
Fmg Repair Services Limited,16/07/2024,"£13,563.81",Vehicle Insurance
Fmg Repair Services Limited,22/07/2024,"£1,472.21",Vehicle Insurance
"Ford Motor Company Limited T/A
Parts Plus",18/07/2024,"£1,991.05",Vehicles - Spares
Forensic Pathology Services,26/07/2024,"£3,295.00",Pathologists Fees
Forensic Pathology Services,02/08/2024,"£3,295.00",Pathologists Fees
Foster And Freeman Limited,26/07/2024,"£1,293.45",SOC Consumables
Gavel And Gown Limited,21/08/2024,"£2,100.00",Software - Maintenance
Goodyear Tyres Uk Limited,04/07/2024,"£1,421.77",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,16/07/2024,"£1,704.49",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,24/07/2024,"£1,963.54",Vehicles - Tyres and Tubes
"Government Actuary's
Department",12/07/2024,"£5,500.00",Professional Fees
Great Yarmouth Borough Council,07/03/2024,"£251,639.25",Business Rates
"Great Yarmouth Racecourse
Limited",31/07/2024,£800.00,Interview Expenses
Gresham Office Furniture Limited,07/05/2024,"£2,304.00","Furniture, Fixtures and Fittings"
Gresham Office Furniture Limited,18/06/2024,£513.00,"Furniture, Fixtures and Fittings"
Gresham Office Furniture Limited,23/07/2024,"£1,253.80","Furniture, Fixtures and Fittings"
Group 1 Volkswagen,24/07/2024,£926.00,Vehicle Repairs
Harrow Green Limited,31/07/2024,£812.91,Removal Costs
Home Office,28/06/2024,"£28,531.95",Telecom Forensics
"Imperative Training
(Defibshop.Co.Uk)",08/07/2024,"£1,075.00",Specialist Operational Equipment
Inchcape Norwich,05/07/2024,"£1,120.86",Vehicles - Spares
Inchcape Norwich,11/07/2024,£646.63,Vehicle Workshop Equipment
Inchcape Norwich,16/07/2024,"£1,080.08",Vehicles - Spares
Ingleton Wood Limited,31/07/2024,"£2,830.00",Fees - Other
"Innovate Healthcare Management
Group Limited",04/07/2024,"£3,145.00",Physiotherapy
Intramark Group Limited,24/07/2024,"£6,555.00",Clothing and Uniforms
Irvings Law Solicitors,19/08/2024,"£6,000.00",Public Liability
Isaca,07/08/2024,"£1,166.11",External Training Course
"Jarrold (Property Holding
Company) Limited",03/06/2024,"£61,707.19",Rent
Jf Law,28/08/2024,"£3,500.00",Public Liability
Juma Communications Limited,17/07/2024,£797.90,Radio / Airwave - Equipment
"Justice Support Services (Nfk And
Sfk) Limited",01/08/2024,"£904,827.87",PFI - Main Contract
Keela International Limited,29/07/2024,"£2,178.65",Clothing and Uniforms
Kennedys Law Llp,02/08/2024,£565.00,Vehicle Insurance
Keystone Law,29/07/2024,£787.50,Counsel Fees
Languageline Solutions,31/07/2024,"£21,411.79",Interpreters Fees
Marval Software Limited,26/06/2024,"£5,536.55",Software - Maintenance
"Matrix Managed Marketplaces
Limited",11/07/2024,"£3,690.00",Other Third Party Payments
Mc Products Uk Limited,12/07/2024,"£1,636.50",Clothing and Uniforms
Mehler Vario System Gmbh,27/06/2024,"£5,326.70",Clothing and Uniforms
Mitie Care And Custody Limited,01/08/2024,"£104,855.41",General FME Contract Payments
Mjs Projects (March) Limited,09/08/2024,"£551,131.83",Building Works - Main Contract
Mla Michael Lupton Associates,18/07/2024,"£5,669.86",Inventory A/P Accrual
Monckton Chambers,05/08/2024,"£1,005.00",Legal Costs
Mountain Healthcare Limited,12/08/2024,"£201,150.83",SARC Doctors
Nina Griffiths Illustration,27/03/2024,"£2,500.00",Marketing
Norfolk County Council,31/07/2024,"£25,000.00",Partnership Grants
Norfolk News Deliveries Limited,13/08/2024,£609.45,Newspapers and Periodicals
North Norfolk District Council,26/02/2024,"£124,066.65",Business Rates
"Northumbrian Water Group
Business (Nwg / Wave)",11/07/2024,"£5,429.69",Utilities
"Northumbrian Water Group
Business (Nwg / Wave)",11/08/2024,"£5,788.64",Utilities
Norwich City Council,26/02/2024,"£240,962.35",Business Rates
Npower Limited,26/04/2024,"£6,570.42",Electricity
Npower Limited,16/05/2024,"£42,547.66",Electricity
Npower Limited,16/06/2024,"£37,413.18",Electricity
Npower Limited,16/07/2024,"£506,454.80",Electricity
Npower Limited,16/08/2024,"£135,337.73",Electricity
Oleeo Limited,17/07/2024,"£10,000.00",Data - Consultancy - Implementation
Panks Auto Electrical Limited,25/07/2024,£747.54,Vehicles - Spares
Paypoint Network Limited,05/08/2024,£840.00,Telecom Forensics
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",30/06/2024,"£2,009.75",MOT Test
Phoenix Software Limited,15/07/2024,"£42,322.01",Software - Maintenance
Phoenix Software Limited,25/07/2024,"£16,269.28",Maintenance Specialist Operation Equipment
"Pitney Bowes Software Europe
Limited",16/07/2024,"£27,399.95",Postage Costs
Pmd Data Solutions Limited,02/08/2024,£728.00,"Video / Audio Tapes, CDs and DVDs"
Point South Limited,17/07/2024,"£2,749.50",Clothing and Uniforms
Primetake Limited,26/07/2024,£857.00,"Furniture, Fixtures and Fittings"
Pro Trainings Europe Limited,19/07/2024,£815.76,First Aid Equipment / Consumables
Probrand Limited,18/07/2024,"£2,288.56",Hardware - purchase
Pro-Tect Safety Signs,16/07/2024,"£2,115.00",Police Vehicle Sundry Equipment
Quadient Uk Limited,05/07/2024,"£15,000.00",Postage Costs
Queen Elizabeth Hall,23/01/2024,£625.00,Hire of Rooms/Premises
R G Carter Cambridge Limited,18/07/2024,"£20,071.82",Building Works - Other
R G Carter Cambridge Limited,24/07/2024,"£53,462.63",Building Works - Other
Randstad Solutions Limited,10/07/2024,"£14,459.91",Agency / Temp Staff
Randstad Solutions Limited,17/07/2024,"£19,120.69",Agency / Temp Staff
Randstad Solutions Limited,24/07/2024,"£17,448.01",Agency / Temp Staff
Randstad Solutions Limited,31/07/2024,"£13,503.85",Agency / Temp Staff
Rise Mutual Cic,24/07/2024,"£4,000.00",Professional Fees
Royal Mail,05/07/2024,£544.93,Postage Costs
Royal Mail,12/07/2024,£666.04,Postage Costs
Royal Mail,19/07/2024,£648.15,Postage Costs
Safariland Uk,24/07/2024,£563.10,Clothing and Uniforms
Sbfm Limited,13/05/2024,"£7,692.60",Cleaning Contract
Sbfm Limited,17/06/2024,"£5,498.20",Cleaning Contract
Sbfm Limited,01/07/2024,"£1,266.60",Cleaning Contract
Sbfm Limited,29/07/2024,"£4,369.50",Cleaning Contract
Sbi Tacpro Limited,10/07/2024,"£4,489.64",Clothing and Uniforms
Serjeant’s Inn Chambers,09/07/2024,"£3,783.30",Counsel Fees
Serjeant’s Inn Chambers,22/07/2024,£645.00,Counsel Fees
Shakespeare Martineau Llp,28/08/2024,"£1,234.86",Vehicle Insurance
"Simpson Associates Information
Services Limited",31/07/2024,"£51,125.00",Systems Development
Softcat Limited,08/07/2024,£709.30,Hardware
Softcat Limited,12/07/2024,"£31,558.73",Hardware-Maintenance (Contracts not repair)
Softcat Limited,24/07/2024,"£2,416.33",Hardware
Sonic Communications Limited,22/07/2024,"£2,084.75",Clothing and Uniforms
South Norfolk District Council,22/02/2024,"£1,280,911.39",Business Rates
Sp Services (Uk) Limited,22/07/2024,£560.64,First Aid Equipment / Consumables
Specsavers,31/07/2024,£927.45,Eye Tests
St Martins Housing Trust,15/07/2024,"£32,000.00",Partnership Projects
Stannah Lift Services Limited,01/08/2024,£588.50,Maintenance
"Streamlined Forensic Reporting
Limited",02/08/2024,"£7,263.25",SFR Medical Contract
"Support Logistics Europe (Trading
As Uk Tactical)",15/07/2024,£808.70,Specialist Operational Equipment
The Automobile Association,25/07/2024,"£6,966.00",Vehicle Recovery Costs
"The National Association For
People Abused In Childhood
(Napac)",24/07/2024,"£7,250.00",Other Third Party Payments
The Purple Company (Uk) Limited,31/07/2024,£730.00,Promotional material
"The Robert Jones And Agnes Hunt
Orthopaedic Hospital Nhs
Foundation Trust",31/07/2024,£677.80,Pathologists Fees
The Windscreen Company,18/07/2024,"£1,170.00",Vehicle Insurance
The Windscreen Company,29/07/2024,£565.00,Vehicle Insurance
Thurlow Nunn,28/06/2024,£886.64,Vehicle Repairs
Thurlow Nunn,12/07/2024,"£2,018.18",Vehicle Repairs
Tiaa Limited,01/08/2024,"£8,251.20",Internal Audit Fee
Total Energies Gp,17/05/2024,"£37,058.42",Utilities
Total Energies Gp,12/08/2024,"£10,846.48",Utilities
Tranam Limited,05/07/2024,"£2,426.64",Clothing and Uniforms
Tranam Limited,26/07/2024,"£2,881.63",Clothing and Uniforms
Treble 5 Treble 1 Limited,26/07/2024,"£13,617.00",Other Partnerships
Truvelo (Uk) Limited,09/07/2024,"£7,740.00",Maintenance Specialist Operation Equipment
Truvelo (Uk) Limited,18/07/2024,"£7,552.00",Maintenance Specialist Operation Equipment
Truvelo (Uk) Limited,02/08/2024,£849.00,Other Operational Expenses
Tv Licensing,01/08/2024,"£1,017.00",Licence Fees
"United Scientific Instruments
Limited",05/07/2024,£750.00,Clothing and Uniforms
University Of Central Lancashire,04/07/2024,"£51,170.81",Other Third Party Payments
University Of Sunderland,27/02/2024,"£4,000.00",University Fees
University Of West London,05/02/2024,"£2,000.00",University Fees
Vestigo Consulting Limited,29/07/2024,"£4,400.00",Training Materials and Study Costs
Vodafone Limited,01/07/2024,"£13,336.75",Network Connectivity
Vodafone Limited,22/07/2024,"£1,776.00",Network Connectivity
Volkswagen Group Uk Limited,08/07/2024,£780.00,Vehicles - Spares
Volkswagen Group Uk Limited,17/07/2024,£790.84,Vehicles - Spares
"Wa Products (Uk) Limited T/A
Scenesafe",12/06/2024,"£1,862.37",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",08/07/2024,"£2,201.12",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",23/07/2024,£862.16,SOC Consumables
Weightmans Llp,24/07/2024,£624.50,Public Liability
Wernick Hire Limited,31/07/2024,"£6,252.45",Building Works - Other
"Westfield Health And Wellbeing
Ltd",22/06/2024,"£1,195.00",Other Third Party Payments
Wm Sugden And Sons Limited,18/07/2024,"£4,882.01",Clothing and Uniforms
"Worcestershire Medal Service
Limited",16/07/2024,"£4,330.00",Presentations and Awards
Wymondham Limited,24/07/2024,"£9,428.38",PFI Accommodation Moves
Wymondham Limited,01/08/2024,"£11,768.73",Service Charge
Wymondham Limited,14/08/2024,"£446,636.69",PFI Main Contract
Yaffy Protective Clothing,08/07/2024,"£1,440.00",Inventory A/P Accrual
Zest Recycle Limited,01/07/2024,"£8,099.42",Waste Contract
