Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
College Of Policing,01/11/2024,"£11,854.05",External Training Course
"Communicating Matters - Abel’s
Limited",13/08/2024,"£3,540.00",External Training Course
"Communicating Matters - Abel’s
Limited",07/10/2024,£590.00,External Training Course
"Compass Computing Limited
(Compass Ai)",21/10/2024,"£1,375.00",Professional Fees
Constant Cooling Limited,30/09/2024,"£4,641.70",Maintenance
Constant Cooling Limited,15/10/2024,"£3,742.66",Maintenance
Constant Cooling Limited,21/10/2024,"£4,118.46",Maintenance
Cposa,28/10/2024,"£1,400.00",Subscriptions
D. Tec International Limited,28/10/2024,"£7,519.50",Drug Wipes
"Defib Warehouse (First Rescue
Training And Supplies Limited)",09/10/2024,"£3,956.00",Firearm equipment
Deka Chambers Limited,19/11/2024,"£2,500.00",Counsel Fees
"Dell Computer Corporation
Limited",09/10/2024,"£1,960.00",Hardware
"Dell Computer Corporation
Limited",21/10/2024,"£47,022.00",Hardware
"Dell Computer Corporation
Limited",26/10/2024,"£99,670.41",Hardware
"Dell Computer Corporation
Limited",31/10/2024,"£12,198.70",Hardware
Derby Unitex Limited,16/10/2024,"£3,040.14",Clothing and Uniforms
Digital Devices Limited,31/10/2024,"£1,226.85",Hardware - purchase
Fma,31/10/2024,"£19,837.50",FMA Services
Draeger Safety Uk Limited,10/10/2024,£820.92,Breath Testing Equipment
"Drone Training Limited (The Aerial
Academy)",11/10/2024,"£2,400.00",External Training Course
Dwf Law Plc,14/11/2024,"£2,933.39",Public Liability
"East Fire Extinguisher And Alarms
Uk Limited",18/10/2024,£548.36,Maintenance
"East Fire Extinguisher And Alarms
Uk Limited",24/10/2024,"£1,347.12",Maintenance
Ee Limited,19/10/2024,"£9,308.60",Mobile PhonevContract Cost
Enterprise Rent-A-Car,07/10/2024,"£2,986.10",Long Term Hire of Vehicles
Enterprise Rent-A-Car,14/10/2024,£621.72,Short Term Hire of Vehicles
Enterprise Rent-A-Car,21/10/2024,"£3,186.64",Short Term Hire of Vehicles
Enterprise Rent-A-Car,28/10/2024,"£2,124.20",Short Term Hire of Vehicles
Ernst And Young LLP,08/11/2024,"£25,958.00",External Audit Fee
Espo,01/11/2024,"£1,487.00",Building Works
"First Eastern Counties Buses
Limited",08/10/2024,"£1,900.00",Detained Persons - Costs
Fmg Repair Services Limited,17/09/2024,"£3,554.33",Vehicle Insurance
Fmg Repair Services Limited,10/10/2024,"£4,690.83",Vehicle Insurance
Fmg Repair Services Limited,15/10/2024,"£7,866.89",Vehicle Insurance
Fmg Repair Services Limited,18/10/2024,£573.38,Vehicle Insurance
Fmg Repair Services Limited,01/11/2024,"£2,117.79",Vehicle Insurance
"Ford Motor Company Limited T/A
Parts Plus",07/10/2024,£618.72,Vehicles - Spares
"Ford Motor Company Limited T/A
Parts Plus",22/10/2024,£585.62,Vehicles - Spares
Gmk Limited,17/09/2024,"£5,440.00",Clothing and Uniforms
Goodyear Tyres Uk Limited,08/10/2024,"£2,976.76",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,18/10/2024,£529.70,Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,24/10/2024,"£1,184.84",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,30/10/2024,£869.46,Vehicles - Tyres and Tubes
Gresham Office Furniture Limited,15/10/2024,"£11,633.37","Furniture, Fixtures and Fittings"
Group 1 Norwich BMW,15/10/2024,£505.57,Vehicles - Spares
Group 1 Volkswagen,04/10/2024,£847.85,Vehicle Repairs
Harrow Green Limited,08/10/2024,"£2,125.80",Building Works
Harrow Green Limited,30/10/2024,"£2,062.77","Furniture, Fixtures and Fittings"
Higgs Newton Kenyon Solicitors,11/11/2024,"£6,723.60",Public Liability
"Hilton Birmingham Metropole
Hotel",28/11/2024,"£5,222.96",Hire of Rooms/Premises
Horning Pleasurecraft Limited,09/10/2024,£520.00,Vehicles - Spares
Hylton Gott Limited,25/10/2024,£579.63,Vehicle Repairs
Icosa Water Limited,24/10/2024,"£2,849.81",Utilities
"Innovate Healthcare Management
Group Limited",01/11/2024,£660.00,Physiotherapy
Inspired Energy Solutions Limited,21/10/2024,"£7,848.52",Other Energy Costs
Inspired Energy Solutions Limited,31/10/2024,"£1,308.08",Other Energy Costs
Irvings Law Solicitors,01/11/2024,"£3,000.00",Public Liability
Juma Communications Limited,09/10/2024,£969.40,Radio / Airwave - Equipment
"Justice Support Services (Nfk And
Sfk) Limited",01/11/2024,"£881,628.50",PFI Contract Payment
Karma Nirvana,09/10/2024,"£5,207.41",External Training Course
Keela International Limited,15/10/2024,"£1,306.48",Clothing and Uniforms
Keela International Limited,25/10/2024,"£2,528.80",Clothing and Uniforms
Keela International Limited,31/10/2024,"£5,666.15",Clothing and Uniforms
Languageline Solutions,31/10/2024,"£18,940.83",Interpreters Fees
Marval Software Limited,11/09/2024,"£5,536.55",Software - Maintenance
Maurice Crouch (Growers) Limited,01/11/2024,"£2,128.00",Rent
Mitie Care And Custody Limited,01/11/2024,"£104,855.41",FME Contract Payment
Mjs Projects (March) Limited,07/11/2024,"£254,706.97",Building Works
Mll Telecom Limited,09/10/2024,"£8,650.00",Hardware
Mountain Healthcare Limited,01/11/2024,"£59,495.87",SARC Doctors
Niton Equipment Limited,24/10/2024,"£2,263.26",Clothing and Uniforms
Norfolk County Council,10/10/2024,"£119,691.00",Grants to Voluntary Bodies
Norfolk County Council,15/11/2024,"£17,130.00",Other Grants and External Contributions
Norfolk Pension Fund,07/11/2024,"£7,539.41",Professional Fees
Norwich City Council,11/09/2024,"£2,062.50",Rent
Norwich City Council,06/11/2024,"£1,455.46",Other Operational Expenses
Norwich Sunblinds Limited,17/10/2024,"£1,666.67",Building Minor Works
Npower Limited,16/11/2024,"£153,045.48",Utilities
Oeconnection,31/10/2024,"£9,717.65",Vehicles - Spares
Oleeo Limited,01/11/2024,"£78,035.20",Software - Maintenance
Onefile Limited,10/10/2024,"£24,000.00",Registration Fees
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",31/10/2024,"£1,618.90",MOT Test
Phoenix Software Limited,23/10/2024,"£21,964.06",National Management Centre
"Pitney Bowes Software Europe
Limited",28/10/2024,"£32,472.71",Postage Costs
"Polcomm Training And
Development (Pctd) Limited",29/10/2024,£750.00,Conference and Seminar Fees
"Polcomm Training And
Development (Pctd) Limited",18/11/2024,"£3,000.00",External Training Course
Queen Elizabeth Hall,01/11/2024,£625.00,Hire of Rooms/Premises
R G Carter Cambridge Limited,17/10/2024,"£52,743.17",Building Works
Randstad Solutions Limited,09/10/2024,"£13,702.50",Agency / Temp Staff
Randstad Solutions Limited,16/10/2024,"£15,375.23",Agency / Temp Staff
Randstad Solutions Limited,24/10/2024,"£18,566.21",Agency / Temp Staff
Randstad Solutions Limited,30/10/2024,"£9,971.34",Agency / Temp Staff
Redspeed International Limited,22/10/2024,"£9,828.04",Maintenance Specialist Operation Equipment
Robert Willcocks,08/11/2024,£850.00,Promotional material
Royal Mail,11/10/2024,£649.13,Postage Costs
Royal Mail,18/10/2024,£716.47,Postage Costs
Royal Mail,25/10/2024,£539.54,Postage Costs
Royal Mail,01/11/2024,£679.47,Postage Costs
Rsg Engineering Limited,15/10/2024,"£1,436.34",Vehicles - Spares
Sab G.I.A.C Limited,27/10/2024,"£2,270.00",Training Materials and Study Costs
Safariland Uk,10/10/2024,"£11,825.10",Clothing and Uniforms
Safariland Uk,23/10/2024,"£1,689.30",Clothing and Uniforms
Sbi Tacpro Limited,07/10/2024,£875.04,Clothing and Uniforms
Sepura Limited,21/10/2024,"£4,064.00",Radio / Airwave - Equipment
Serjeant’s Inn Chambers,22/10/2024,"£4,322.20",Legal Costs
"Simpson Associates Information
Services Limited",31/10/2024,"£29,525.00",Systems Development
Softcat Limited,25/10/2024,"£15,680.43",Hardware-Maintenance
South Norfolk District Council,04/11/2024,"£1,348.09",Business Rates
Sprowston Town Council,25/10/2024,£864.02,Hire of Rooms/Premises
Srcl Limited,31/10/2024,£843.34,Waste Collection
Stannah Lift Services Limited,18/10/2024,"£4,064.20",Maintenance
"Streamlined Forensic Reporting
Limited",28/10/2024,"£2,475.00",Medical Report Fees
"Streamlined Forensic Reporting
Limited",02/11/2024,"£5,215.50",SFR Medical Contract
Tailored Image Limited,24/09/2024,"£1,083.75",Clothing and Uniforms
The Automobile Association,20/02/2024,"£6,929.14",Vehicle Recovery Costs
The Automobile Association,10/04/2024,"£10,190.44",Vehicle Recovery Costs
The Heightec Group Limited,17/10/2024,"£1,340.00",External Training Course
The Stationery Office Limited,08/10/2024,£900.00,Software - Maintenance
The Windscreen Company,09/10/2024,"£1,630.00",Vehicle Insurance
The Windscreen Company,17/10/2024,£565.00,Vehicle Insurance
Thurlow Nunn,16/09/2024,"£1,115.45",Vehicle Repairs
Thurlow Nunn,01/10/2024,£908.96,Vehicle Repairs
Thurlow Nunn,10/10/2024,"£1,424.31",Vehicle Repairs
Tiaa Limited,01/11/2024,"£8,251.20",Internal Audit Fee
Tlux Technologies Limited,21/11/2024,"£1,486.65",External Training Course
Tranam Limited,25/10/2024,£758.33,Clothing and Uniforms
Treble 5 Treble 1 Limited,23/10/2024,"£6,808.50",Other Partnerships
Truthlytrue,28/10/2024,£550.00,Counselling and Supervision
Truvelo (Uk) Limited,22/10/2024,£898.00,Maintenance Specialist Operation Equipment
Truvelo (Uk) Limited,30/10/2024,"£5,719.00",Partnership Grants
Try And Lilly Limited,15/10/2024,"£2,424.50",Clothing and Uniforms
Ufford Park Limited,22/10/2024,"£1,069.46",Conference and Seminar Fees
Uk Insurance Limited,13/11/2024,"£2,963.95",Vehicle Insurance
Uk Law Nationwide Limited,25/11/2024,"£3,700.00",Public Liability
Unipar Services,14/10/2024,£532.00,Specialist Operational Equipment
Unisys Limited,29/10/2024,"£3,286.57",Software - Maintenance
Venta,24/10/2024,£750.00,Vehicles - Spares
Vodafone Limited,01/10/2024,"£13,336.75",Network Connectivity
"WA Products (Uk) Limited T/A
Scenesafe",08/10/2024,"£8,047.76",SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",15/10/2024,"£5,020.45",SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",28/10/2024,"£3,367.76",SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",31/10/2024,£540.63,SOC Consumables
Weightmans LLP,29/10/2024,"£23,688.83",Public Liability
Weiss Technik Uk Limited,10/10/2024,£861.58,Maintenance Specialist Operation Equipment
Wernick Hire Limited,31/10/2024,"£6,252.19",Building Works
"Wireless Infrastructure Group
Limited",01/11/2024,"£6,750.00",Rent
Workin Togs Limited,18/10/2024,"£1,518.50",Clothing and Uniforms
Wymondham Limited,01/11/2024,"£11,768.73",Service Charge
Wymondham Limited,14/11/2024,"£431,331.08",PFI Contract Payment
Zest Recycle Limited,25/10/2024,"£8,018.39",Waste Contract
