Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
Fmg Repair Services Limited,13/06/2024,"£3,245.45",Vehicle Insurance
Fmg Repair Services Limited,17/06/2024,"£2,911.44",Vehicle Insurance
Fmg Repair Services Limited,02/07/2024,"£4,964.43",Vehicle Insurance
"Ford Motor Company Limited T/A
Parts Plus",12/06/2024,£923.34,Vehicles - Spares
"Ford Motor Company Limited T/A
Parts Plus",27/06/2024,"£7,535.16",Vehicles - Spares
Forensic Pathology Services,28/06/2024,"£3,295.00",Pathologists Fees
Fuchs Lubricants (UK) Plc,12/06/2024,"£1,156.20",Lubricants (Oil and Grease)
"Gooch And Sons Garage Services
Limited",01/07/2024,£531.44,Public Liability
Goodyear Tyres UK Limited,05/06/2024,"£2,941.45",Vehicles - Tyres and Tubes
Goodyear Tyres UK Limited,11/06/2024,"£3,848.82",Vehicles - Tyres and Tubes
Goodyear Tyres UK Limited,25/06/2024,"£1,525.62",Vehicles - Tyres and Tubes
Gresham Office Furniture Limited,21/05/2024,"£1,713.60",Building Works - Other
Gresham Office Furniture Limited,11/06/2024,"£1,420.00","Furniture, Fixtures and Fittings"
Gresham Office Furniture Limited,25/06/2024,"£7,170.00",Building Works - Other
Gresham Office Furniture Limited,02/07/2024,"£2,409.96",Building Works - Other
Hcl Technologies UK Limited,28/06/2024,"£15,217.40",Hardware
Home Office,27/06/2024,"£55,473.03",Telecom Forensics
Idox Software Limited,24/06/2024,"£1,700.00",Consultants Fees
"Imperative Training
(Defibshop.Co.Uk)",06/06/2024,"£1,075.00",Specialist Operational Equipment
Inchcape Norwich,25/06/2024,"£1,332.31",Vehicles - Spares
"Innovate Healthcare Management
Group Limited",03/06/2024,"£3,120.00",Physiotherapy
Integrated Water Services Limited,28/06/2024,"£2,350.19",Building Statutory - Water
"Internet Investigation Solutions
Limited",26/06/2024,"£2,071.23",Software Licences
Intramark Group Limited,03/06/2024,"£2,915.70",Clothing and Uniforms
"Jarrold (Property Holding
Company) Limited",24/06/2024,"£28,016.06",Service Charge
"Jarrold (Property Holding
Company) Limited",30/06/2024,"£19,858.44",Service Charge
Jenoptik UK Limited,26/06/2024,"£9,204.25",Specialist Operational Equipment
Jewson Limited,03/07/2024,£626.00,Firearm equipment
John Lewis Partnership,13/06/2024,"£6,575.34",Rent
Juma Communications Limited,24/06/2024,"£1,297.70",Radio / Airwave - Equipment
"Justice Support Services (Nfk And
Sfk) Limited",01/07/2024,"£905,412.67",PFI Main Contract
Keela International Limited,24/06/2024,"£7,111.35",Clothing and Uniforms
Languageline Solutions,28/06/2024,"£25,775.62",Interpreters Fees
"Matrix Managed Marketplaces
Limited",06/06/2024,"£16,113.50",Consultants Fees
Mc Products UK Limited,01/07/2024,£877.37,Clothing and Uniforms
"Media And Communication
(Best4systems)",01/07/2024,"£2,033.50",Hardware
Mitie Care And Custody Limited,01/07/2024,"£104,855.41",FME Contract Payments
Mjs Projects (March) Limited,09/07/2024,"£524,653.73",Building Works - Main Contract
Mla Michael Lupton Associates,25/04/2024,"£2,592.95",Clothing and Uniforms
Mll Telecom Limited,19/06/2024,"£9,803.75",Hardware
Mll Telecom Limited,01/07/2024,"£96,270.69",Network Connectivity
Monckton Chambers,01/07/2024,"£4,360.00",Legal Costs
Mr Overalls,04/06/2024,£665.00,Clothing and Uniforms
"Ncs Systems Limited T/A Canm8
Limited",05/06/2024,£849.75,Vehicles - Spares
"Nec Software Solutions UK
Limited",07/06/2024,"£1,687.10",ICT Applications Upgrades
Necsws Public Safety,25/06/2024,"£2,031.00",Data - Consultancy - Implementation
Norfolk County Council,11/07/2024,"£8,919.75",Other Grants and External Contributions
Norfolk Dry Cleaners Limited,30/06/2024,£659.63,Clothing and Uniforms
Norfolk Marine,20/05/2024,"£5,563.67",Marine Unit Maintenance Costs
Norwich Sunblind’s Limited,28/06/2024,£618.00,Maintenance
Npower Limited,16/05/2024,"£139,977.38",Utilities
Npower Limited,16/06/2024,"£140,142.22",Utilities
Npower Limited,03/07/2024,"£1,087.09",Electricity
"Nta Psychological Screening
Limited",03/06/2024,£540.00,Psychology Services
Optima Health,30/06/2024,"£3,615.00",SMP Doctors Fees
Paypoint Network Limited,02/07/2024,£805.00,Telecom Forensics
Peter Jones (Ilg) Limited,27/06/2024,"£1,761.17",Clothing and Uniforms
Peter Jones (Ilg) Limited,02/07/2024,£866.44,Clothing and Uniforms
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",31/05/2024,"£1,611.40",MOT Test
Phoenix Software Limited,13/06/2024,"£28,190.87",Software - Maintenance
Phoenix Software Limited,21/06/2024,"£23,356.37",National Management Centre
Phoenix Software Limited,28/06/2024,"£21,500.00",Software Licences
"Pitney Bowes Software Europe
Limited",17/06/2024,"£29,987.59",Postage Costs
"Police Superintendents
Association Limited",25/07/2024,"£1,470.00",Conference and Seminar Fees
Price Western Leather Co Limited,18/06/2024,"£1,912.50",Clothing and Uniforms
Promat Id Ltd,03/07/2024,"£33,020.00",Software - Maintenance
Pro-Tect Safety Signs,13/06/2024,"£1,296.00",Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,18/06/2024,"£1,332.50",Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,01/07/2024,£568.80,Police Vehicle Sundry Equipment
Pvl Uk Limited,30/05/2024,£502.12,Vehicle Insurance
R G Carter Cambridge Limited,21/06/2024,"£71,627.20",Building Works - Other
R G Carter Drayton Limited,03/07/2024,£844.80,Reactive Maintenance - Fabric - Building.
Randstad Solutions Limited,05/06/2024,"£15,903.41",Agency / Temp Staff
Randstad Solutions Limited,12/06/2024,"£26,902.21",Agency / Temp Staff
Randstad Solutions Limited,19/06/2024,"£14,812.63",Agency / Temp Staff
Randstad Solutions Limited,26/06/2024,"£19,493.67",Agency / Temp Staff
Randstad Solutions Limited,03/07/2024,"£18,271.28",Agency / Temp Staff
Randstad Solutions Limited,17/07/2024,"£9,160.16",Agency / Temp Staff
Redspeed International Limited,06/06/2024,"£6,005.61",Maintenance Specialist Operation Equipment
Redspeed International Limited,17/06/2024,"£42,554.66",Maintenance Specialist Operation Equipment
Renair Antennae Limited,12/06/2024,£801.00,Radio / Airwave - Equipment
Rfd Beaufort Limited,17/04/2024,£720.00,Police Vehicle Sundry Equipment
Ricoh Uk Limited,20/05/2024,"£1,400.00",ICT Applications Upgrades
Royal Mail,14/06/2024,£516.03,Postage Costs
Royal Mail,21/06/2024,£530.36,Postage Costs
Safariland Uk,31/05/2024,"£11,262.00",Clothing and Uniforms
Sancus Operations Limited,19/06/2024,"£8,250.00",External Training Course
Sbfm Limited,01/05/2024,"£60,948.07",Cleaning Contract
Sbfm Limited,01/06/2024,"£60,948.07",Cleaning Contract
Sbfm Limited,01/07/2024,"£60,948.07",Cleaning Contract
"Seed Brothers (East Anglia)
Limited",21/06/2024,£685.38,Vehicles - Spares
Serjeant’s Inn Chambers,13/06/2024,£580.00,Legal Costs
Serjeant’s Inn Chambers,01/07/2024,£900.00,Counsel Fees
"Simpson Associates Information
Services Limited",30/06/2024,"£40,625.00",Systems Development
Softcat Limited,14/06/2024,£570.00,Software - Maintenance
Softcat Limited,18/06/2024,"£92,844.88",Hardware
Softcat Limited,25/06/2024,"£25,894.53",Hardware
Softcat Limited,03/07/2024,"£4,601.58",Software - Maintenance
Specialist Power Systems Limited,29/05/2024,"£9,209.70",Planned M&E Servicing - General
Specsavers,30/06/2024,£882.85,Eye Tests
Srcl Limited,30/06/2024,"£2,129.18",Waste Collection
"Streamlined Forensic Reporting
Limited",03/06/2024,"£4,614.25",SFR Medical Contract
"Streamlined Forensic Reporting
Limited",02/07/2024,"£6,821.25",SFR Medical Contract
"Streamlined Forensic Reporting
Limited",11/07/2024,"£1,402.50",Professional Fees
Tailored Image Limited,05/06/2024,£635.80,Clothing and Uniforms
Teqex Limited,19/06/2024,"£1,357.50",Hardware - purchase
The Automobile Association,21/07/2023,"£1,744.00",Vehicle Recovery Costs
The Automobile Association,17/06/2024,"£11,059.00",Vehicle Recovery Costs
The Windscreen Company,25/06/2024,£535.00,Vehicle Insurance
Thurlow Nunn,13/06/2024,"£1,702.16",Vehicles - Spares
Tiaa Limited,01/07/2024,"£8,251.20",Internal Audit Fee
Tick Solutions Limited,07/06/2024,£528.90,"Furniture, Fixtures and Fittings"
Total Energies Gp,11/07/2024,"£12,727.97",Utilities
Truvelo (Uk) Limited,02/07/2024,£582.00,Maintenance Specialist Operation Equipment
Try And Lilly Limited,26/06/2024,"£1,554.60",Clothing and Uniforms
Ultimat Defence Limited,20/06/2024,"£2,833.00",Specialist Operational Training Equipment
Ultimat Defence Limited,26/06/2024,"£4,013.00",Specialist Operational Training Equipment
"Vaspba Remote Piloted Systems
Limited",02/07/2024,"£2,491.45",Specialist Operational Equipment
Vodafone Limited,21/06/2024,"£1,776.00",Network Connectivity
Volkswagen Group Uk Limited,11/06/2024,"£1,342.29",Vehicles - Spares
Volkswagen Group Uk Limited,18/06/2024,"£1,423.45",Vehicles - Spares
Volvo Car Uk Limited,12/06/2024,"£10,500.00",Vehicle Repairs
"WA Products (Uk) Limited T/A
Scenesafe",12/06/2024,£842.20,SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",20/06/2024,"£1,140.40",SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",20/06/2024,£995.00,SOC Consumables
Water Plus Limited,07/06/2024,"£2,064.62",Water & Sewerage
Wayland Partnership,02/07/2024,"£2,206.24",Rent
Weightmans Llp,24/05/2024,£500.00,Public Liability
Weightmans Llp,21/06/2024,"£13,080.58",Public Liability
Weightmans Llp,28/06/2024,"£1,705.00",Employers Liability
Weightmans Llp,22/07/2024,"£2,634.00",Employers Liability
Weiss Technik Uk Limited,13/06/2024,"£3,285.00",SOC Consumables
Wernick Hire Limited,30/06/2024,"£6,050.54",Building Works - Other
Wm Sugden And Sons Limited,03/06/2024,"£1,213.38",Clothing and Uniforms
Wymondham Limited,18/06/2024,"£8,435.49",Refreshments at Meetings
Wymondham Limited,01/07/2024,"£11,786.73",Service Charge
Wymondham Limited,12/07/2024,"£429,124.69",PFI Schemes - Main Contract
Wymondham Rugby Club,01/04/2024,"£6,000.00",Rent
Wymondham Rugby Club,01/07/2024,"£6,000.00",Rent
"Wymondham Tyre Services
Limited",12/06/2024,£640.00,Vehicles - Tyres and Tubes
Zest Recycle Limited,01/05/2024,"£8,670.31",Waste Contract (FM)
Zest Recycle Limited,01/06/2024,"£8,901.26",Waste Contract (FM)
,,,
