Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
Grant Thornton Uk Llp,23/05/2024,"£33,992.50",Professional Fees
Gresham Office Furniture Limited,14/05/2024,"£2,832.00",Furniture Modern Workplace
Gresham Office Furniture Limited,21/05/2024,"£2,255.28","Furniture, Fixtures and Fittings"
Gresham Office Furniture Limited,28/05/2024,"£3,741.00","Furniture, Fixtures and Fittings"
Home Office,08/05/2024,"£1,518,414.99",Home Office Systems
Inchcape Norwich,10/05/2024,£611.26,Vehicles - Spares
Inchcape Norwich,14/05/2024,"£1,137.32",Vehicles - Spares
Inchcape Norwich,20/05/2024,£718.47,Vehicle Workshop Equipment
"Inclusive Learning Limited (Skill
Boosters)",23/05/2024,"£5,750.00",Software - Maintenance
"Innovate Healthcare Management
Group Limited",10/05/2024,"£2,900.00",Physiotherapy
Integrated Water Services Limited,30/04/2024,"£2,032.84",Building Works
Integrated Water Services Limited,28/05/2024,"£2,749.85",Building Works
"Internet Investigation Solutions
Limited",07/05/2024,"£37,495.00",Stationery and Office Consumables
"Internet Investigation Solutions
Limited",21/05/2024,"£1,572.56",Drug Squad Equipment
Intramark Group Limited,23/05/2024,£827.50,Clothing and Uniforms
"Jarrold (Property Holding
Company) Limited",23/05/2024,"£2,254.19",Building Insurance
"Justice Support Services (Nfk And
Sfk) Limited",03/06/2024,"£876,172.68",PFI Main Contract Payment
Kingsley Napley,12/06/2024,"£14,544.00",Counsel Fees
Knowledge Train Limited,21/02/2024,"£1,600.00",Training Materials and Study Costs
Languageline Solutions,31/05/2024,"£25,460.34",Interpreters Fees
Mc Products Uk Limited,23/05/2024,"£2,413.00",Clothing and Uniforms
"Media And Communication
(Best4systems)",22/05/2024,"£2,400.00",Firearm equipment
"Midland Pathology Services
Limited",31/05/2024,£531.20,Pathology
Mitie Care And Custody Limited,01/06/2024,"£104,855.41",FME Contract
Mjs Projects (March) Limited,12/06/2024,"£868,268.48",Building Works
"Nec Software Solutions Uk
Limited",21/05/2024,"£13,208.00",Software - Maintenance
Neil Hudgell Solicitors,18/06/2024,"£3,250.00",Public Liability
Norfolk County Council,20/05/2024,"£27,750.00",Rent
Norfolk County Council,28/05/2024,"£127,328.00",Other Partnerships
Norfolk County Council,20/06/2024,"£25,000.00",Partnership Grants
"Northumbrian Water Group
Business (Nwg / Wave)",11/05/2024,"£7,497.56",Utilities
"Northumbrian Water Group
Business (Nwg / Wave)",11/06/2024,"£6,731.70",Utilities
Norwich City Council,12/03/2024,"£6,562.50",Rent
Norwich City Council,11/06/2024,"£2,062.50",Rent
Optima Health,31/05/2024,"£3,275.00",SMP Doctors Fees
Oracle Corporation Uk Limited,17/05/2024,"£73,467.00",Software - Maintenance
Paypoint Network Limited,05/06/2024,£595.00,Telecom Forensics
Phoenix Software Limited,13/05/2024,"£20,647.77",Software - Maintenance
Phoenix Software Limited,17/05/2024,"£61,610.82",Software - Maintenance
Pilat Europe Limited,29/05/2024,"£2,745.00",Software - Maintenance
"Pitney Bowes Software Europe
Limited",24/05/2024,"£31,520.99",Postage Costs
"Police Crime Prevention Initiatives
Limited (Formerly Acpo Crime
Prevention Initiatives Limited)",28/05/2024,"£2,324.00",External Training Course
Probrand Limited,31/05/2024,"£1,674.10",Telephony Equipment
Pro-Tect Safety Signs,13/05/2024,£939.00,Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,21/05/2024,"£1,892.00",Police Vehicle Sundry Equipment
Pvl Uk Limited,22/03/2024,"£1,074.32",Vehicles - Spares
Pvl Uk Limited,08/05/2024,"£1,121.48",Vehicles - Road
Pvl Uk Limited,31/05/2024,£829.46,Vehicles - Road
Quadient Uk Limited,05/05/2024,"£15,000.00",Postage Costs
R G Carter Cambridge Limited,21/01/2024,"£21,456.31",Maintenance
R G Carter Cambridge Limited,19/02/2024,"£3,743.58",Building Works
R G Carter Cambridge Limited,20/05/2024,"£79,392.37",Building Works
R G Carter Cambridge Limited,29/05/2024,"£39,471.15",Maintenance
Randstad Solutions Limited,08/05/2024,"£13,488.59",Agency / Temp Staff
Randstad Solutions Limited,15/05/2024,"£15,278.17",Agency / Temp Staff
Randstad Solutions Limited,22/05/2024,"£17,990.98",Agency / Temp Staff
Randstad Solutions Limited,29/05/2024,"£13,191.05",Agency / Temp Staff
Red Lion Chambers,04/06/2024,"£1,350.00",Legal Costs
Reveal Media Limited,08/05/2024,"£30,000.00",Software - Maintenance
Richard Thomas (Medusa Marine),30/05/2024,£695.00,Marine Unit Costs
Ricoh Uk Limited,22/05/2024,"£2,859.06",Photocopier Maintenance
Royal Mail,10/05/2024,£504.30,Postage Costs
Royal Mail,17/05/2024,£645.34,Postage Costs
Royal Mail,24/05/2024,£534.75,Postage Costs
Rsg Engineering Limited,09/05/2024,£545.23,Vehicles - Road
Sbi Tacpro Limited,08/05/2024,"£3,350.51",Clothing and Uniforms
"Seed Brothers (East Anglia)
Limited",14/05/2024,£751.94,Police Vehicle Sundry Equipment
"Seed Brothers (East Anglia)
Limited",24/05/2024,£586.02,Vehicle Cleaning
Serjeant’s Inn Chambers,13/05/2024,"£3,345.00",Legal Costs
"Simpson Associates Information
Services Limited",31/05/2024,"£36,400.00",Systems Development
Softcat Limited,31/05/2024,"£1,356.12",Hardware
Specialist Power Systems Limited,16/05/2024,"£8,005.00",PFI Purchases
Specsavers,31/05/2024,£662.55,Eye Tests
Tailored Image Limited,02/04/2024,"£1,262.42",Clothing and Uniforms
Tailored Image Limited,30/05/2024,£512.55,Clothing and Uniforms
The Automobile Association,21/05/2024,"£5,791.84",Vehicle Recovery Costs
The Heightec Group Limited,14/06/2024,"£1,026.57","ICT Tools, Equipment and Consumables"
The Purple Company (Uk) Limited,28/05/2024,£584.50,Promotional material
The Windscreen Company,09/05/2024,£505.00,Vehicle Insurance
Thomson Reuters Uk Limited,01/06/2024,£566.28,Software Licences
Thurlow Nunn,10/05/2024,£723.10,Vehicles - Spares
Thurlow Nunn,15/05/2024,"£1,480.17",Vehicles - Spares
Tiaa Limited,01/05/2024,"£8,251.20",Internal Audit Fee
Tiaa Limited,01/06/2024,"£8,251.20",Internal Audit Fee
Total Energies Gp,13/06/2024,"£17,390.15",Utilities
"Toye Kenning And Spencer
Limited",28/05/2024,£600.00,Clothing and Uniforms
Truthlytrue,21/05/2024,£840.00,Counselling and Supervision
Truvelo (Uk) Limited,31/05/2024,£512.00,Specialist Operational Equipment
Ultimat Defence Limited,24/05/2024,"£15,799.00",Specialist Operational Training Equipment
University Of Bedfordshire,07/05/2024,"£6,687.91",Other Third Party Payments
University Of Derby,28/03/2024,"£10,000.00",Miscellaneous Home Office Grants
Vantage Vc Limited,16/05/2024,"£1,187.50",Vehicles - Road
Vodafone Limited,16/05/2024,"£1,776.00",Network Connectivity
Vohkus Limited,14/05/2024,£640.38,Hardware
Volkswagen Group Uk Limited,14/05/2024,£628.29,Vehicles - Spares
"Wa Products (Uk) Limited T/A
Scenesafe",14/05/2024,"£1,782.93",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",22/05/2024,"£3,498.40",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",28/05/2024,£666.00,SOC Consumables
"Weeting Tyres Limited T/A Page
And Bird",14/05/2024,£798.00,Vehicles - Tyres and Tubes
Weightmans Llp,05/06/2024,"£1,674.00",Employers Liability
Wernick Hire Limited,31/05/2024,"£6,252.19",Building Works
Wymondham Limited,03/06/2024,"£17,838.39",Service Charge
Wymondham Limited,17/06/2024,"£429,138.71",PFI Contract Payment
"Wymondham Tyre Services
Limited",14/05/2024,£520.00,Vehicles - Tyres and Tubes
Xos Group Limited (Xexos),10/05/2024,"£1,377.20",Hardware - purchase
