Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
Broadland District Council,16/04/2024,"£1,589.04",NHS Charges
Business Disability Forum,01/06/2024,"£3,150.00",Subscriptions
Business Image Limited,24/04/2024,£778.20,Clothing and Uniforms
Cabinet Office,04/04/2024,"£13,729.68",Professional Fees
"Cartwright Vehicle Conversions
Limited",16/04/2024,"£1,040.00",Vehicle Repairs
Cavendish Nuclear Limited,18/04/2024,£663.80,Specialist Operational Training Equipment
Cavendish Nuclear Limited,29/04/2024,£616.71,Specialist Operational Training Equipment
CBRE Managed Services Limited,30/04/2024,"£3,114.10",Maintenance
Cellmark Limited,25/04/2024,"£2,491.00",Forensic Analysis
Chaplin Farrant Limited,31/03/2024,"£5,920.00",Building Works
Chaplin Farrant Limited,30/04/2024,"£7,540.00",Building Works
Chiltern Global Limited,02/05/2024,£764.49,Clothing and Uniforms
Citysprint (Uk) Limited,30/04/2024,"£1,037.04",Postage Costs
Civica Uk Limited,05/04/2024,"£3,933.21",Hardware-Maintenance
Civica Uk Limited,22/04/2024,"£45,310.00",Hardware
"Cjs Event Solutions Limited (Cjs Uk
Management Limited)",24/04/2024,£980.00,Conference and Seminar Fees
Clad Safety Limited,25/04/2024,"£1,915.50",Clothing and Uniforms
Cleartone Telecoms Limited,26/03/2024,£825.00,Hardware - purchase
Cleartone Telecoms Limited,23/04/2024,"£1,500.00",Consultants Fees
Click Stores Limited,20/05/2024,"£2,610.00",Hardware - purchase
Clockwork Campers,23/05/2024,£623.31,Vehicle Insurance
Clyde And Co,24/04/2024,"£1,062.75",Legal Costs
College Of Policing,04/04/2024,"£6,099.02",Exam Costs
College Of Policing,11/04/2024,"£2,536.00",Conference and Seminar Fees
College Of Policing,25/04/2024,"£3,887.17",Assessment Centres
Constant Cooling Limited,31/03/2024,"£1,614.10",Maintenance
Constant Cooling Limited,30/04/2024,"£3,432.00",Maintenance
"Coombe Health Associates
Limited",03/05/2024,"£3,000.00",Pathologists Fees
Cposa,01/04/2024,"£2,800.00",Subscriptions
"Cranfield Conference Centre
Limited",30/04/2024,"£5,604.34",External Training Course
"Cubic Transportation Systems
(Itms) Limited",11/04/2024,"£11,283.38",Software - Maintenance
D. Tec International Limited,04/04/2024,"£7,749.00",Drug Wipes
"David Michael Consultancy
Services Limited",06/03/2024,"£2,043.99",Other Legal Costs
Davies Group Limited,30/04/2024,"£2,953.45",Vehicle Insurance
"Dell Computer Corporation
Limited",25/04/2024,"£2,380.00",Hardware
"Dell Computer Corporation
Limited",01/05/2024,"£10,152.40",Hardware
Derby Unitex Limited,21/03/2024,£536.76,Clothing and Uniforms
Derby Unitex Limited,09/04/2024,"£2,371.67",Clothing and Uniforms
Dpp Law Limited,24/04/2024,"£30,000.00",Public Liability
Fma,30/04/2024,"£16,500.00",FMA Services
Drm Legal Client Account,07/05/2024,"£2,500.00",Public Liability
"Drone Training Limited (The Aerial
Academy)",09/04/2024,"£1,200.00",External Training Course
"Drone Training Limited (The Aerial
Academy)",01/05/2024,£600.00,External Training Course
Ee Limited,03/04/2024,"£1,642.00",Mobile Phone Contract Cost
Ee Limited,03/05/2024,"£ 1,642.00",Mobile Phone Contract Cost
Elior Uk,02/05/2024,£960.00,Conference and Seminar Fees
Enterprise Rent-A-Car,08/04/2024,£878.03,Short Term Hire of Vehicles
Enterprise Rent-A-Car,15/04/2024,£624.40,Long Term Hire of Vehicles
Enterprise Rent-A-Car,22/04/2024,£624.40,Long Term Hire of Vehicles
Enterprise Rent-A-Car,23/04/2024,"£7,328.01",Vehicle Insurance
Enterprise Rent-A-Car,29/04/2024,"£2,355.68",Long Term Hire of Vehicles
Environment Agency,24/04/2024,"£1,780.00",Water & Sewerage
Espo,05/04/2024,£530.00,"Furniture, Fixtures and Fittings"
Espo,03/05/2024,£504.40,Building Works
Fd Law Limited,21/05/2024,"£4,000.00",Public Liability
"First Eastern Counties Buses
Limited",24/04/2024,£945.00,Detained Persons - Costs
Fisher Scientific Uk,26/03/2024,£657.69,PFI Furniture & Equipment Purchases
Fmg Repair Services Limited,27/03/2024,"£5,018.21",Vehicle Insurance
Fmg Repair Services Limited,04/04/2024,"£1,655.76",Vehicle Insurance
Fmg Repair Services Limited,08/04/2024,"£10,781.63",Vehicle Insurance
Fmg Repair Services Limited,16/04/2024,"£7,263.60",Vehicle Insurance
Fmg Repair Services Limited,22/04/2024,"£9,493.03",Vehicle Insurance
Fmg Repair Services Limited,30/04/2024,"£3,600.75",Vehicle Insurance
Fmg Repair Services Limited,02/05/2024,"£2,942.01",Vehicle Insurance
"Ford Motor Company Limited T/A
Parts Plus",19/04/2024,£676.73,Vehicles - Spares
"Ford Motor Company Limited T/A
Parts Plus",02/05/2024,"£1,455.00",Vehicles - Spares
Forfront Limited,29/04/2024,"£4,888.00",Software - Maintenance
Fuchs Lubricants (Uk) Plc,09/04/2024,£533.00,Vehicles - Spares
Goodyear Tyres Uk Limited,05/04/2024,£964.87,Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,16/04/2024,£574.72,Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,23/04/2024,"£2,118.79",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,30/04/2024,"£1,132.23",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,02/05/2024,£737.28,Vehicles - Tyres and Tubes
"Grange Psychological Services
Limited",24/04/2024,"£1,291.68",Medical Report Fees
Grant Thornton Uk Llp,29/03/2024,"£6,007.50",Professional Fees
Great Yarmouth Borough Council,17/04/2024,"£2,075.70",Business Rates
Great Yarmouth Glass,14/05/2024,"£1,230.00",Public Liability
Gresham Office Furniture Limited,08/04/2024,"£18,522.18",Building Works
Gresham Office Furniture Limited,01/05/2024,£576.00,"Furniture, Fixtures and Fittings"
Harrow Green Limited,11/04/2024,"£2,195.78",Building Works
Herotech8 Limited,19/03/2024,"£21,720.00",Specialist Operational Equipment
Icosa Water Limited,25/04/2024,"£3,155.33",Utilities Costs
Inchcape Land Rover,04/04/2024,"£1,169.04",Vehicles - Spares
Inchcape Norwich,09/04/2024,£868.17,Vehicles - Spares
Inchcape Norwich,25/04/2024,"£3,102.90",Vehicles - Spares
Inchcape Norwich,02/05/2024,£610.62,Vehicles - Spares
Insight Direct (Uk) Limited,24/04/2024,"£75,307.47",Software - Maintenance
"Instant Home Interiors (Ihi)
Limited",19/04/2024,£750.00,Vehicle Repairs
Intaforensics Limited,30/04/2024,"£1,150.00",Stationery and Office Consumables
Juma Communications Limited,10/04/2024,£667.00,Radio / Airwave - Equipment
Juma Communications Limited,25/04/2024,"£2,579.20",Radio / Airwave - Equipment
"Justice Support Services (Nfk And
Sfk) Limited",01/05/2024,"£905,412.67",PFI Contract Payment
Keela International Limited,16/04/2024,£530.48,Clothing and Uniforms
Keela International Limited,25/04/2024,"£2,818.57",Clothing and Uniforms
Keystone Law,21/05/2024,£562.50,Counsel Fees
Kombat Uk Limited,24/04/2024,£942.00,Clothing and Uniforms
Languageline Solutions,30/04/2024,£780.48,Interpreters Fees
Languageline Solutions,30/04/2024,"£21,453.90",Interpreters Fees
Laser Tech Uk Limited,23/04/2024,"£1,693.00",Specialist Operational Equipment
Leidos Innovations Uk Limited,19/04/2024,"£1,891.08",PFI Furniture & Equipment Purchases
Lnrs Data Services Limited,03/03/2024,"£7,475.00",Professional Fees
"Matrix Managed Marketplaces
Limited",04/04/2024,"£34,515.65",Consultants Fees
"Matrix Managed Marketplaces
Limited",11/04/2024,"£28,450.00",Consultants Fees
"Matrix Managed Marketplaces
Limited",02/05/2024,"£4,510.00",Other Third Party Payments
Mehler Vario System Gmbh,09/04/2024,"£3,044.30",Clothing and Uniforms
Metro Rod Limited,22/04/2024,"£1,287.50",Maintenance
Mewa Llp,15/04/2024,"£1,000.00",Documentary Evidence
Mitie Care And Custody Limited,01/05/2024,"£104,855.41",FME Contract Payments
Mjs Projects (March) Limited,08/05/2024,"£618,207.35",Building Works
Mla Michael Lupton Associates,16/04/2024,£921.11,Clothing and Uniforms
Mla Michael Lupton Associates,17/04/2024,£765.00,Clothing and Uniforms
"Mmx Communications Services
Limited",30/04/2024,"£23,565.00",Hardware
Monckton Chambers,16/04/2024,"£5,000.00",Legal Costs
Mr Overalls,26/04/2024,£894.75,Clothing and Uniforms
Natasha Russell Limited,10/05/2024,£820.00,Conference and Seminar Fees
Neil Hudgell Solicitors,21/05/2024,"£17,000.00",Public Liability
Norfolk News Deliveries Limited,18/04/2024,£624.85,Newspapers and Periodicals
Norfolk Sheds Limited,03/05/2024,"£1,704.17",PFI Furniture & Equipment Purchases
Norse Group,09/04/2024,"£2,196.25",Subsistence
"Northumbrian Water Group
Business (Nwg / Wave)",08/04/2024,"£4,426.57",Rent
Norwich Pride,28/04/2024,"£1,300.00",External Advertising
Norwich Print Solutions,28/02/2024,£585.00,Marketing
Norwich Print Solutions,18/04/2024,£720.00,Internal Advertising
Nps Property Consultants Limited,23/04/2024,"£10,293.00",Consultant Valuer Fees
Omniplex Learning,30/04/2024,"£6,850.00",Software - Maintenance
Optima Health,30/04/2024,"£2,975.00",SMP Doctors Fees
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",31/03/2024,"£1,293.50",MOT Test
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",30/04/2024,"£1,100.85",MOT Test
Phoenix Software Limited,28/03/2024,"£10,861.37",Software - Maintenance
Phoenix Software Limited,04/04/2024,"£61,013.48",Software - Maintenance
Phoenix Software Limited,17/04/2024,"£17,267.56",Software - purchase
Phoenix Software Limited,22/04/2024,"£24,785.92",Software - Maintenance
Phoenix Software Limited,30/04/2024,"£139,614.17",Microsoft Licences
"Pitney Bowes Software Europe
Limited",25/04/2024,"£25,483.86",Postage Costs
"Police Crime Prevention Initiatives
Limited (Formerly Acpo Crime
Prevention Initiatives Limited)",07/05/2024,£502.50,Security Systems
Police Digital Service,01/04/2024,"£182,032.57",Home Office Systems
Police Digital Service,30/04/2024,"£3,561.98",Software - Maintenance
"Police Firearms Officers
Association Training Limited
(Pfoa)",25/04/2024,"£1,393.00",External Training Course
Principia Law,23/05/2024,"£2,384.86",Vehicle Insurance
Probrand Limited,26/04/2024,"£2,605.30",Hardware - purchase
Pro-Tect Safety Signs,08/04/2024,"£6,414.50",Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,16/04/2024,£884.44,Firearm equipment
Pro-Tect Safety Signs,23/04/2024,"£1,080.00",Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,02/05/2024,"£1,369.26",Specialist Operational Equipment
Psl Print Management Limited,24/04/2024,"£1,540.00",Printing
Pure Data Solutions Limited,23/04/2024,"£1,697.00",Hardware - purchase
Pvl Uk Limited,26/04/2024,£688.18,Vehicles - Spares
Qa Limited,19/12/2023,£889.45,External Training Course
Qa Limited,07/03/2024,"£1,640.25",External Training Course
Quadient Uk Limited,29/04/2024,£851.96,Stationery and Office Consumables
R G Carter Cambridge Limited,25/04/2024,"£61,528.54",Building Works
Randstad Solutions Limited,10/04/2024,"£11,966.96",Agency / Temp Staff
Randstad Solutions Limited,17/04/2024,"£16,467.06",Agency / Temp Staff
Randstad Solutions Limited,24/04/2024,"£15,961.58",Agency / Temp Staff
Randstad Solutions Limited,01/05/2024,"£15,338.37",Agency / Temp Staff
Redspeed International Limited,15/04/2024,"£4,418.12",Maintenance Specialist Operation Equipment
Rfd Beaufort Limited,17/04/2024,£720.00,Police Vehicle Sundry Equipment
Royal Mail,12/04/2024,£574.92,Postage Costs
Royal Mail,19/04/2024,£605.60,Postage Costs
Royal Mail,26/04/2024,£575.10,Postage Costs
Royal Mail,03/05/2024,£643.19,Postage Costs
Safariland Uk,20/03/2024,"£7,248.07",Clothing and Uniforms
Safariland Uk,30/04/2024,"£2,815.50",Clothing and Uniforms
Sbfm Limited,10/04/2024,"£4,459.50",Cleaning Contract
"Seed Brothers (East Anglia)
Limited",26/04/2024,£604.92,Vehicle Cleaning
Sepura Limited,30/04/2024,"£3,978.00",Radio / Airwave - Equipment
Serjeant’s Inn Chambers,26/04/2024,"£5,097.20",Counsel Fees
"Simpson Associates Information
Services Limited",30/04/2024,"£51,187.50",Systems Development
Smsr Limited,18/04/2024,"£10,287.50",Surveys and Related Costs
Softcat Limited,08/04/2024,"£121,861.62",Software - Maintenance
Softcat Limited,29/04/2024,"£41,041.89",Software - Maintenance
Sonic Communications Limited,19/03/2024,"£1,275.00",Telecom Forensics
South Norfolk District Council,05/04/2024,"£1,589.04",NHS Charges
Specsavers,31/03/2024,"£1,151.85",Eye Tests
Specsavers,30/04/2024,£752.45,Eye Tests
Sslp Group Limited,03/05/2024,"£16,400.00",Software Licences
Stannah Lift Services Limited,03/05/2024,£588.50,Maintenance
"Streamlined Forensic Reporting
Limited",02/05/2024,"£5,351.25",SFR Medical Contract
"Streamlined Forensic Reporting
Limited",17/05/2024,"£3,750.00",SFR Medical Contract
Studio Mix Limited,21/02/2024,"£1,500.00",Marketing
Tailored Image Limited,02/05/2024,"£4,606.60",Clothing and Uniforms
The Automobile Association,10/04/2024,"£1,896.00",Vehicle Recovery Costs
The Knowledge Academy Limited,18/04/2024,"£2,595.00",External Training Course
"The Mcl Group (Int) Limited T-A
Mcl Medics",01/05/2024,"£8,810.00",Counselling and Supervision
"The National Association For
People Abused In Childhood
(Napac)",13/03/2024,"£2,100.00",Conference and Seminar Fees
The Windscreen Company,04/04/2024,£665.00,Vehicle Insurance
The Windscreen Company,12/04/2024,£580.00,Vehicle Insurance
Thurlow Nunn,04/04/2024,£703.90,Vehicles - Spares
Thurlow Nunn,11/04/2024,"£1,326.20",Vehicle Insurance
Thurlow Nunn,16/04/2024,£541.40,Vehicle Repairs
Thurlow Nunn,24/04/2024,£764.67,Vehicle Repairs
Thurlow Nunn,29/04/2024,"£1,742.65",Vehicle Repairs
Try And Lilly Limited,26/04/2024,"£1,164.80",Clothing and Uniforms
"Uk Power Networks (Operations)
Limited",21/05/2024,"£7,904.75",Building Works
University Of Bedfordshire,02/05/2024,"£15,341.81",Other Third Party Payments
University Of Central Lancashire,27/03/2024,"£5,135.33",Other Third Party Payments
Vodafone Limited,02/04/2024,"£44,998.65",Network Connectivity
Vodafone Limited,19/04/2024,"£1,776.00",Network Connectivity
Volkswagen Group Uk Limited,01/05/2024,£901.67,Vehicles - Spares
"Wa Products (Uk) Limited T/A
Scenesafe",09/04/2024,"£1,743.49",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",30/04/2024,"£5,643.18",SOC Consumables
"Weeting Tyres Limited T/A Page
And Bird",10/04/2024,£645.00,Vehicles - Tyres and Tubes
"Weeting Tyres Limited T/A Page
And Bird",29/04/2024,£542.16,Vehicles - Tyres and Tubes
Weightmans Llp,29/11/2023,"£3,349.50",Legal Costs
Weightmans Llp,26/03/2024,"£52,120.00",Public Liability
Weightmans Llp,29/04/2024,£540.00,Public Liability
Wernick Hire Limited,30/04/2024,"£6,050.80",Building Works
Wurth Uk Limited,25/04/2024,£529.52,Vehicles - Spares
Wymondham Limited,01/05/2024,"£11,318.36",Service Charge
Wymondham Limited,14/05/2024,"£429,802.68",PFI Main Contract
Yaffy Protective Clothing,01/05/2024,"£6,255.00",Clothing and Uniforms
Zetron Limited,30/04/2024,"£11,801.13",Software - Maintenance
