Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
Civil Defence Supply Limited,28/03/2024,"£6,246.00",Specialist Operational Training Equipment
Cj Austin And Sons,15/03/2024,"£5,000.00",Rent
"Cjs Event Solutions Limited (Cjs
UK Management Limited)",21/03/2024,"£19,791.87",Conference and Seminar Fees
Clad Safety Limited,06/03/2024,"£1,188.00",Specialist Operational Equipment
Clad Safety Limited,27/03/2024,£641.25,Clothing and Uniforms
Cloudbreak Analysis Limited,12/03/2024,"£18,850.00",Training Materials and Study Costs
Cloudbreak Analysis Limited,18/03/2024,"£9,500.00",Training Materials and Study Costs
Clyde And Co,19/03/2024,"£14,890.20",Legal Costs
College Of Policing,01/03/2024,"£8,812.50",External Training Course
College Of Policing,04/03/2024,"£1,823.96",Conference and Seminar Fees
College Of Policing,06/03/2024,£987.00,External Training Course
College Of Policing,13/03/2024,"£8,187.50",External Training Course
College Of Policing,20/03/2024,"£15,272.00",Assessment Centres
College Of Policing,25/03/2024,£630.89,Assessment Centres
"Communicating Matters - Abels
Limited",21/03/2024,"£1,069.50",External Training Course
"Communicating Matters - Abels
Limited",27/03/2024,"£1,069.50",External Training Course
Computer Recyclers UK Limited,27/03/2024,"£1,750.00",Hardware
Constant Cooling Limited,29/02/2024,"£2,085.00",Maintenance
Constant Cooling Limited,07/03/2024,"£7,416.00",Maintenance
CoPaCC Limited,03/04/2024,"£1,995.00",Subscriptions
Cposa,01/04/2024,"£8,400.00",Subscriptions
Creditsafe UK,14/03/2024,"£1,500.00",Software - Maintenance
Crimestoppers Trust,19/03/2024,"£4,549.53",NPCC Contributions
Crown Computing Limited,28/03/2024,£895.00,Data - Consultancy - Implementation
D. Tec International Limited,07/03/2024,£995.00,Training Materials and Study Costs
Dac Beachcroft Llp,10/04/2024,"£2,919.32",Vehicle Insurance
Data Track Technology Limited,26/03/2024,"£5,554.50",Software - Maintenance
Defend Solutions Limited,20/03/2024,"£1,215.00",Police Vehicle Sundry Equipment
"Dell Computer Corporation
Limited",09/03/2024,"£9,189.92",Systems Development
"Dell Computer Corporation
Limited",20/03/2024,"£1,715.10",Hardware
Derby Unitex Limited,28/03/2024,£657.50,Clothing and Uniforms
Derby Unitex Limited,02/04/2024,£657.50,Clothing and Uniforms
Dewva,02/04/2024,"£1,920.00",Drug Squad Equipment
Digital Devices Limited,26/03/2024,"£5,422.56",Hardware
Dpp Law Limited,03/04/2024,"£8,750.00",Public Liability
"East Fire Extinguisher And Alarms
UK Limited",26/03/2024,"£6,816.07",Maintenance
Ee Limited,03/02/2024,"£1,642.98",Mobile Phone Contract Cost
Ee Limited,03/03/2024,"£1,642.00",Mobile Phone Contract Cost
Encircle Solutions Limited,26/03/2024,"£1,789.99",Software - Maintenance
Enigma Estates Limited,25/03/2024,"£10,750.00",Rent
Enterprise Rent-A-Car,26/02/2024,£624.40,Hire of Vehicles
Enterprise Rent-A-Car,29/02/2024,£818.92,Hire of Vehicles
Enterprise Rent-A-Car,18/03/2024,"£1,781.31",Hire of Vehicles
Enterprise Rent-A-Car,25/03/2024,£624.40,Hire of Vehicles
Enterprise Rent-A-Car,28/03/2024,"£1,594.76",Hire of Vehicles
Enterprise Rent-A-Car,15/04/2024,"£13,324.22",Vehicle Insurance
Epicor Software (UK) Limited,31/03/2024,"£5,818.00",Software - Maintenance
Experian Limited,26/03/2024,"£9,341.10",Software - Maintenance
Fisher Scientific UK,11/03/2024,"£2,517.90",PFI Payment
Flinch Design,15/03/2024,"£1,600.00",Marketing
Flinch Design,22/03/2024,£665.00,Other Third-Party Payments
Fma,28/03/2024,"£15,000.00",FMA Services
Fmg Repair Services Limited,11/03/2024,"£7,453.11",Vehicle Insurance
Fmg Repair Services Limited,20/03/2024,"£12,177.28",Vehicle Insurance
Fmg Repair Services Limited,25/03/2024,"£7,224.50",Vehicle Insurance
"Ford Motor Company Limited T/A
Parts Plus",12/03/2024,£537.00,Vehicles - Spares
"Ford Motor Company Limited T/A
Parts Plus",22/03/2024,£760.00,Vehicles - Spares
"Ford Motor Company Limited T/A
Parts Plus",02/04/2024,£537.00,Vehicles - Spares
Forensic Pathology Services,08/03/2024,"£5,937.40",Pathologists Fees
Forensic Pathology Services,22/03/2024,"£2,968.70",Pathologists Fees
Foster And Freeman Limited,08/03/2024,£632.90,Specialist Operational Equipment
Fuchs Lubricants (UK) Plc,22/03/2024,£580.15,Vehicles - Spares
G. Elleray Consultancy,14/03/2024,"£ 3,750.00",External Training Course
Goodyear Tyres UK Limited,05/03/2024,£877.68,Vehicles - Tyres and Tubes
Goodyear Tyres UK Limited,15/03/2024,"£1,094.58",Vehicles - Tyres and Tubes
Goodyear Tyres UK Limited,21/03/2024,"£1,431.48",Vehicles - Tyres and Tubes
Goodyear Tyres UK Limited,26/03/2024,"£1,299.24",Vehicles - Tyres and Tubes
Gov Legal Client,05/04/2024,"£1,000.00",Public Liability
Gresham Office Furniture Limited,26/03/2024,£696.00,"Furniture, Fixtures and Fittings"
"H&G Technical Solutions Scotland
Limited",06/03/2024,"£1,600.00",Systems Development
Harrow Green Limited,08/03/2024,"£1,975.05","Furniture, Fixtures and Fittings"
Harrow Green Limited,03/04/2024,£979.71,Building Works
Hcl Technologies UK Limited,26/03/2024,"£13,717.40",Hardware
Hcl Technologies UK Limited,31/03/2024,"£3,500.00",Hardware
Hethel Engineering Centre,08/03/2024,"£3,891.25",Hire of Rooms/Premises
Hethel Engineering Centre,19/03/2024,£903.10,Conference and Seminar Fees
Higgs Newton Kenyon Solicitors,26/04/2024,"£3,250.00",Public Liability
"Identilam (A Trading Unit Of Ccl
Label Limited)",27/03/2024,£570.00,Photographic Materials
Idox Software Limited,08/03/2024,"£21,895.03",Software - Maintenance
"Innovate Healthcare Management
Group Limited",06/03/2024,"£3,020.00",Physiotherapy
"Innovate Healthcare Management
Group Limited",03/04/2024,"£3,555.00",Physiotherapy
Insight Direct (UK) Limited,15/03/2024,£598.00,Hardware - purchase
Inspired Energy Solutions Limited,15/03/2024,"£1,245.87",Other Energy Costs
Integrated Water Services Limited,29/03/2024,"£4,330.14",Building Works
Intramark Group Limited,05/03/2024,£588.00,Clothing and Uniforms
Intramark Group Limited,19/03/2024,"£1,624.30",Clothing and Uniforms
Ired LIMITED,12/03/2024,"£13,847.40",Specialist Operational Equipment
Ired LIMITED,20/03/2024,"£6,895.57",Specialist Operational Equipment
Irvings Law Solicitors,16/04/2024,"£1,500.00",Public Liability
It Works (Scotland) Limited,29/03/2024,"£3,600.00",Software - Maintenance
Jmp UK,21/03/2024,£600.00,Conference and Seminar Fees
John Lewis Partnership,07/03/2024,"£6,250.00",Rent
Jsb Print Solutions,11/03/2024,"£1,520.00",Stationery and Office Consumables
Juma Communications Limited,13/03/2024,£768.50,Radio / Airwave - Equipment
"Just Joe Catering (Supernote
Limited)",21/03/2024,"£1,318.00",Subsistence
"Justice Support Services (Nfk And
Sfk) Limited",01/04/2024,"£915,437.09",PFI Payment
Kardex Systems (UK) Limited,28/03/2024,"£1,927.00",Office Equipment
Keela International Limited,18/03/2024,"£5,738.95",Clothing and Uniforms
Languageline Solutions,31/03/2024,"£19,950.94",Interpreters Fees
Laser Energy,28/03/2024,"£8,650.00",Fees - Other
"Laurelle Brown Training And
Consultancy",20/03/2024,"£3,640.00",Training Materials and Study Costs
Marval Software Limited,25/03/2024,"£5,536.55",Software - Maintenance
"Matrix Managed Marketplaces
Limited",07/03/2024,"£2,870.00",Other Third-Party Payments
"Matrix Managed Marketplaces
Limited",14/03/2024,"£28,350.79",Consultants Fees
Metro Rod Limited,04/03/2024,£670.00,Maintenance
Mewa Llp,08/04/2024,£900.00,Documentary Evidence
Mitie Care And Custody Limited,01/04/2024,"£104,855.41",FME Contract Payments
Mjs Projects (March) Limited,09/04/2024,"£698,010.64",Building Works
Mla Michael Lupton Associates,28/03/2024,"£17,135.00",Clothing and Uniforms
Mll Telecom Limited,07/03/2024,"£2,550.00",Network Connectivity
Mll Telecom Limited,13/03/2024,£820.00,Network Connectivity
Mll Telecom Limited,01/04/2024,"£88,283.19",Network Connectivity
Mr Overalls,19/03/2024,£887.45,Clothing and Uniforms
National Crime Agency,05/03/2024,£ 824.00,External Training Course
Ndi Technologies Limited,05/03/2024,"£16,401.34",Software - Maintenance
"NEC Software Solutions Uk
Limited",01/04/2024,"£51,675.00",Software - Maintenance
Neil Hudgell Solicitors,10/04/2024,"£35,000.00",Public Liability
Neuropath Limited,24/03/2024,"£ 3,350.00",Pathologists Fees
New Image Services Limited,09/04/2024,"£ 1,745.00",Vehicle Insurance
"Nhs Norfolk And Waveney
Integrated Care Board",22/03/2024,"£ 25,424.66",Professional Fees
Nightsearcher Limited,25/03/2024,"£1,422.27",Police Vehicle Sundry Equipment
"Norfolk And Suffolk Nhs
Foundation Trust",12/03/2024,"£38,959.40",Partnership Projects
Norfolk County Council,06/03/2024,£762.00,Estates Legal Costs
Norfolk County Council,12/03/2024,"£13,872.69",Rent
Norfolk County Council,26/03/2024,"£ 2,835.50",Estates Legal Costs
Norfolk County Council,16/04/2024,"£6,867.21",Professional Fees
Norfolk County Council,22/04/2024,"£154,039.57",Other Grants and External Contributions
Normanton Screenprint,26/03/2024,"£2,999.90",Crime Prevention Equipment
Norwich Print Solutions,27/03/2024,"£4,947.00",Specialist Operational Equipment
Npower Limited,16/03/2024,"£214,735.99",Utilities
Npower Limited,04/04/2024,"£1,163.23",Electricity
Npower Limited,16/04/2024,"£107,443.66",Utilities
Nps Property Consultants Limited,26/03/2024,"£1,087.52",Consultant Estates Fees
Octagon House Chambers,04/03/2024,"£ 1,500.00",Legal Costs
Ofcom,01/03/2024,"£55,977.08",Radio Licence Fees
Old Square Tax Chambers,27/03/2024,"£5,750.00",Counsel Fees
Oleeo Limited,15/01/2024,"£15,360.00",Data - Consultancy - Implementation
Panks Auto Electrical Limited,12/03/2024,£530.40,Vehicles - Spares
Panks Auto Electrical Limited,02/04/2024,£658.92,Vehicles - Spares
Phoenix Software Limited,29/12/2023,"£19,000.00",Data - Consultancy - Implementation
Phoenix Software Limited,31/01/2024,"£1,000.00",Data - Consultancy - Implementation
Phoenix Software Limited,19/03/2024,"£ 18,455.65",Software - Maintenance
Phoenix Software Limited,28/03/2024,"£ 618,749.65",Software - Maintenance
"Pitney Bowes Software Europe
Limited",19/03/2024,"£23,332.77",Postage Costs
Pmd Data Solutions Limited,05/03/2024,£968.00,"Video / Audio Tapes, CDs and DVDs"
Point South Limited,21/03/2024,"£2,749.50",Clothing and Uniforms
"Polcomm Training And
Development (Pctd) Limited",06/03/2024,"£2,400.00",External Training Course
Police Chaplaincy UK,07/03/2024,£885.00,Conference and Seminar Fees
"Police Crime Prevention Initiatives
Limited (Formerly Acpo Crime
Prevention Initiatives Limited)",05/03/2024,"£3,525.00",Subscriptions
"Police Federation Of England And
Wales",31/03/2024,"£2,127.18",Subscriptions
Precisely Software Limited,03/04/2024,"£6,784.06",Software - Maintenance
Prgloo LIMITED,15/03/2024,"£9,200.00",Software - Maintenance
Probrand Limited,08/12/2023,"£2,648.00",Hardware - purchase
Probrand Limited,27/03/2024,£738.90,Telephony Equipment
Proquest Llc,01/04/2024,"£1,339.03",Software - Maintenance
Pro-Tect Safety Signs,13/03/2024,"£1,066.00",Police Vehicle Sundry Equipment
Pure Data Solutions Limited,14/03/2024,"£1,203.50",Hardware - purchase
Quadient UK Limited,05/04/2024,"£10,000.00",Postage Costs
Quadient UK Limited,15/04/2024,"£ 3,578.20",Stationery and Office Consumables
Quest Software International,20/03/2024,"£11,083.25",Software - Maintenance
R G Carter Cambridge Limited,07/12/2023,"£ 14,658.99",Building Works
R G Carter Cambridge Limited,18/03/2024,"£84,835.46",Building Works
R G Carter Cambridge Limited,27/03/2024,"£27,501.37",Maintenance
R G Carter Cambridge Limited,28/03/2024,"£96,370.26",Building Works
Randstad Solutions Limited,06/03/2024,"£13,971.90",Agency / Temp Staff
Randstad Solutions Limited,13/03/2024,"£17,453.65",Agency / Temp Staff
Randstad Solutions Limited,20/03/2024,"£11,950.09",Agency / Temp Staff
Randstad Solutions Limited,27/03/2024,"£18,431.63",Agency / Temp Staff
Randstad Solutions Limited,03/04/2024,"£10,907.24",Agency / Temp Staff
Rapid Relief Team,16/04/2024,"£3,000.00",Subsistence
Richard Thomas (Medusa Marine),18/03/2024,£943.00,Marine Unit Maintenance Costs
Robert Willcocks,28/02/2024,"£3,240.00",Marketing
Roskerr Limited,04/03/2024,"£1,074.80",Hardware - purchase
Roskerr Limited,08/03/2024,£899.00,Paper (Photocopiers and Printers)
Royal Mail,08/03/2024,£589.50,Postage Costs
Royal Mail,15/03/2024,£557.55,Postage Costs
Royal Mail,29/03/2024,£511.36,Postage Costs
Safariland UK,20/03/2024,"£14,683.47",Clothing and Uniforms
Sbfm Limited,01/02/2024,"£59,722.24",Cleaning Contract (FM)
Sbfm Limited,29/02/2024,"£10,851.50",Cleaning Contract (FM)
Sbfm Limited,01/03/2024,"£57,285.66",Cleaning Contract (FM)
Sbfm Limited,27/03/2024,"£4,830.00",Cleaning Contract (FM)
Sbfm Limited,01/04/2024,"£57,927.48",Cleaning Contract (FM)
Sbi Tacpro Limited,21/03/2024,"£4,137.64",Clothing and Uniforms
Sbi Tacpro Limited,02/04/2024,"£1,479.48",Clothing and Uniforms
Sbw Law Client Account,04/04/2024,"£2,000.00",Public Liability
Sepura Limited,14/03/2024,"£189,989.70",Hardware
Serjeant’s Inn Chambers,26/03/2024,"£7,430.60",Counsel Fees
"Sfj Awards Skills For Justice
(Enterprises) Limited",28/03/2024,"£4,725.00",Registration Fees
"Simpson Associates Information
Services Limited",28/03/2024,"£150,000.00",Stationery and Office Consumables
"Simpson Associates Information
Services Limited",31/03/2024,"£23,275.00",Systems Development
Smith’s Detection,15/03/2024,"£1,437.36",Specialist Operational Training Equipment
Socialsignin (Orlo),05/03/2024,"£75,852.00",Software Licences
Softcat Limited,18/03/2024,"£1,886.22",Hardware
Softcat Limited,27/03/2024,"£169,407.71",Hardware-Maintenance
Specsavers,29/02/2024,"£1,174.67",Eye Tests
Srcl Limited,31/03/2024,£922.91,Waste Collection
St Martins Housing Trust,05/04/2024,"£3,708.55",Hotel Accommodation
Stand Limited,28/03/2024,"£12,250.00",Other Third Party Payments
Stannah Lift Services Limited,05/03/2024,£748.50,Maintenance
"Streamlined Forensic Reporting
Limited",04/03/2024,"£6,674.25",SFR Medical Contract
"Streamlined Forensic Reporting
Limited",02/04/2024,"£6,200.75",SFR Medical Contract
Teqex Limited,14/03/2024,£812.49,Telephony Equipment
The Automobile Association,13/03/2024,"£2,907.84",Vehicle Recovery Costs
"The Psychology Consultancy (UK)
Limited",02/02/2024,£708.00,Psychology Services
The Purple Company (UK) Limited,30/03/2024,£945.00,Promotional material
Thurlow Nunn,15/02/2024,"£1,799.82",Vehicle Repairs
Thurlow Nunn,05/03/2024,"£1,313.44",Vehicles - Spares
Tiaa Limited,01/04/2024,"£8,251.20",Internal Audit Fee
Total Energies Gp,15/04/2024,"£67,600.66",Utilities
Truthlytrue,22/03/2024,"£1,440.00",Counselling and Supervision
Truvelo (Uk) Limited,21/03/2024,"£6,854.00",Maintenance Specialist Operation Equipment
Try And Lilly Limited,15/03/2024,£728.00,Clothing and Uniforms
Turning Factor,15/04/2024,"£8,750.00",Consultants Fees
Uk Law Nationwide Limited,04/04/2024,"£3,500.00",Public Liability
Unipar Services,11/03/2024,£532.00,Crime Prevention Equipment
Visav Limited,28/03/2024,"£22,986.00",Software Licences
Vodafone Limited,01/03/2024,"£16,852.94",Network Connectivity
Vodafone Limited,05/03/2024,"£1,776.00",Network Connectivity
Vodafone Limited,01/04/2024,"£13,336.75",Network Connectivity
Vohkus Limited,07/03/2024,£863.12,Hardware
Vohkus Limited,22/03/2024,£660.30,Hardware - purchase
Volkswagen Group Uk Limited,19/03/2024,£858.11,Vehicles - Spares
Volkswagen Group Uk Limited,03/04/2024,£600.12,Vehicles - Spares
Volvo Car Uk Limited,18/03/2024,"£2,025.00",Vehicle Workshop Equipment
"WA Products (Uk) Limited T/A
Scenesafe",04/03/2024,"£2,794.35",Forensic Analysis
"WA Products (Uk) Limited T/A
Scenesafe",12/03/2024,"£1,643.03",SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",25/03/2024,"£1,691.64",SOC Consumables
"WA Products (Uk) Limited T/A
Scenesafe",31/03/2024,£538.59,SOC Consumables
Wallen Antennae Limited,07/03/2024,£641.95,IT Cables and UPS/Batteries
Warehouse Express (Wex),05/03/2024,"£1,647.37","ICT Tools, Equipment and Consumables"
Wayland Partnership,08/04/2024,"£3,902.81",Rent
Weightmans Llp,13/03/2024,"£100,619.20",Counsel Fees
Weightmans Llp,20/03/2024,"£4,892.00",Public Liability
Weightmans Llp,25/03/2024,"£16,764.50",Public Liability
Wernick Hire Limited,31/03/2024,"£6,252.19",Building Works
"Wireless Infrastructure Group
Limited",01/03/2024,"£4,750.00",Rent
Wm Sugden And Sons Limited,14/03/2024,"£1,149.19",Clothing and Uniforms
Wurth Uk Limited,27/03/2024,£699.42,Vehicles - Spares
Wymondham Limited,14/03/2024,"£434,526.72",PFI Payment
Wymondham Limited,02/04/2024,"£11,318.36",Service Charge
Wymondham Limited,15/04/2024,"£423,247.28",PFI Payment
Wymondham Limited,16/04/2024,"£5,498.42",PFI Payment
Wymondham Rugby Club,25/03/2024,"£4,000.00",Rent
"Wymondham Tyre Services
Limited",27/03/2024,£504.00,Vehicles - Tyres and Tubes
Zest Recycle Limited,01/02/2024,"£ 13,068.56",Waste Contract (FM)
Zest Recycle Limited,29/02/2024,"£ 2,965.75",Waste Contract (FM)
Zest Recycle Limited,31/03/2024,"£9,443.23",Waste Contract (FM)
