Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
"Drone Training Limited (The Aerial
Academy)",01/07/2024,"£1,350.00",External Training Course
"Drone Training Limited (The Aerial
Academy)",08/08/2024,£600.00,External Training Course
Dx Network Services Limited,05/09/2024,"£7,569.95",Postage Costs
"East Fire Extinguisher And Alarms
UK Limited",28/06/2024,"£1,431.34",Reactive Maintenance - Fabric - Building.
Eddisons Commercial Limited,30/08/2024,"£3,900.00",Consultant Valuer Fees
Edmundson Electrical Limited,20/08/2024,"£1,607.20",Hardware
Ee Limited,03/09/2024,"£1,634.33",Mobile Phone Contract Cost
Enterprise Rent-A-Car,15/07/2024,£624.40,Long Term Hire of Vehicles
Enterprise Rent-A-Car,29/07/2024,£534.50,Hire of Coaches etc
Enterprise Rent-A-Car,31/07/2024,"£1,594.76",Long Term Hire of Vehicles
Enterprise Rent-A-Car,05/08/2024,"£1,248.80",Long Term Hire of Vehicles
Enterprise Rent-A-Car,19/08/2024,£749.84,Short Term Hire of Vehicles
"Eurostar Global Electronics
Limited",25/07/2024,"£7,570.00",Hardware
Fd Law Limited,18/09/2024,"£3,783.20",Public Liability
Fma,30/08/2024,"£18,112.50",FMA Services
Fmg Repair Services Limited,06/08/2024,"£13,519.45",Vehicle Insurance
Fmg Repair Services Limited,19/08/2024,"£18,843.07",Vehicle Insurance
Fmg Repair Services Limited,28/08/2024,"£1,905.63",Vehicle Insurance
Fmg Repair Services Limited,03/09/2024,"£4,971.57",Vehicle Insurance
Footsure Western Limited,19/08/2024,"£2,913.50",Clothing and Uniforms
"Ford Motor Company Limited T/A
Parts Plus",28/08/2024,£637.10,Vehicles - Spares
Forensic Pathology Services,09/08/2024,"£3,295.00",Pathologists Fees
Gentium Uk Limited,21/08/2024,"£6,883.33",External Training Course
Giles Brothers Garage,21/08/2024,£665.00,MOT Test
Goodyear Tyres Uk Limited,06/08/2024,"£2,100.24",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,14/08/2024,"£1,878.31",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,22/08/2024,£657.04,Vehicles - Tyres and Tubes
Great Yarmouth Borough Council,24/09/2024,"£7,984.00",Business Rates
Group 1 Norwich BMW,06/08/2024,"£1,356.70",Vehicles - Spares
Group 1 Norwich BMW,23/08/2024,£570.80,Vehicles - Spares
Group 1 Norwich BMW,30/08/2024,"£3,941.45",Vehicle Repairs
"H&G Technical Solutions Scotland
Limited",07/08/2024,£970.00,Hire Vehicle Fuel and Fuel Reimbursement
Holden Motors Limited,14/08/2024,"£2,211.05",Vehicle Repairs
Home Office,19/08/2024,"£37,325.78",Telecom Forensics
Home Office,03/09/2024,"£11,810.40",Home Office Systems
"Identilam (A Trading Unit Of Ccl
Label Limited)",27/08/2024,£760.00,Photographic Materials
Information Commissioner,28/07/2024,"£2,900.00",Subscriptions
Ingleton Wood Limited,31/08/2024,"£4,217.50",Fees - Other
"Innovate Healthcare Management
Group Limited",06/08/2024,"£2,780.00",Physiotherapy
"Innovate Healthcare Management
Group Limited",03/09/2024,£720.00,Physiotherapy
Integrated Water Services Limited,31/07/2024,"£2,079.84",Building Statutory
Integrated Water Services Limited,28/08/2024,"£2,320.81",Building Statutory
Irvings Law Solicitors,06/09/2024,"£6,000.00",Public Liability
"Jarrold (Property Holding
Company) Limited",23/08/2024,"£81,565.63",Rent
Jarrold Training Limited,25/09/2024,"£1,450.00",External Training Course
Juma Communications Limited,08/08/2024,"£1,146.50",Radio / Airwave - Equipment
Juma Communications Limited,12/08/2024,"£1,321.50",Radio / Airwave - Equipment
Juma Communications Limited,20/08/2024,"£2,162.50",Radio / Airwave - Equipment
Juma Communications Limited,02/09/2024,£914.10,Radio / Airwave - Equipment
"Justice Support Services (Nfk And
Sfk) Limited",01/09/2024,"£877,863.20",PFI - Main Contract Payment
Keela International Limited,20/08/2024,"£1,783.75",Clothing and Uniforms
Kingsfield Computer Products,28/08/2024,£912.45,Telephony Equipment
Languageline Solutions,31/08/2024,"£20,714.41",Interpreters Fees
March On Stress Limited,30/08/2024,"£6,983.98",External Training Course
Marinus Analytics LLC,19/08/2024,"£1,865.00",Software Licences
"Matrix Managed Marketplaces
Limited",08/08/2024,"£3,280.00",Other Third Party Payments
Mehler Vario System Gmbh,23/07/2024,"£2,615.10",Clothing and Uniforms
Metro Rod Limited,15/08/2024,£751.45,Maintenance
Micro Systemation Limited (Msab),05/08/2024,"£14,672.76",Software - Maintenance
Mitie Care And Custody Limited,01/08/2024,"£104,855.41",FME Contract Payments
Mitie Care And Custody Limited,01/09/2024,"£104,855.41",FME Contract Payments
Mjs Projects (March) Limited,12/09/2024,"£348,497.11",Building Works
Mla Michael Lupton Associates,19/08/2024,"£1,572.64",Clothing and Uniforms
Mll Telecom Limited,22/08/2024,"£2,050.00",Network Connectivity
Monckton Chambers,03/09/2024,"£4,880.00",Legal Costs
Motus Group (Uk) Limited,23/08/2024,"£2,284.05",Vehicle Repairs
Mountain Healthcare Limited,12/08/2024,"£118,991.74",SARC Doctors
Mountain Healthcare Limited,01/09/2024,"£59,495.87",SARC Doctors
Multicell Battery Specialists,12/08/2024,"£2,249.80",Vehicles - Spares
Norfolk Catering Limited,13/08/2024,£556.00,Subsistence
Norfolk County Council,04/09/2024,"£2,950.00",Maintenance Specialist Operation Equipment
"Northumbrian Water Group
Business (Nwg / Wave)",12/09/2024,"£9,519.83",Utilities
"Norwich City Community Sports
Foundation",13/10/2023,"£24,849.00",Professional Fees
Norwich City Council,11/09/2024,"£4,500.00",Rent
Norwich Print Solutions,23/08/2024,"£1,470.00",Clothing and Uniforms
Npower Limited,16/08/2024,"£2,936.33",Electricity
Npower Limited,16/09/2024,"£138,492.12",Utilities
Optima Health,31/07/2024,"£9,740.00",SMP Doctors Fees
Optima Health,31/08/2024,"£5,185.00",SMP Doctors Fees
Paypoint Network Limited,04/09/2024,£525.00,Telecom Forensics
Phoenix Software Limited,12/08/2024,"£80,652.60",Software - Maintenance
Phoenix Software Limited,30/08/2024,£993.15,Data - Consultancy - Implementation
"Pitney Bowes Software Europe
Limited",23/08/2024,"£36,209.56",Postage Costs
Probrand Limited,05/08/2024,£562.26,Clothing and Uniforms
Pro-Tect Safety Signs,13/08/2024,"£3,643.60",Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,20/08/2024,"£7,568.00",Police Vehicle Sundry Equipment
Queen Elizabeth Hall,20/08/2024,£625.00,Hire of Rooms/Premises
R G Carter Cambridge Limited,26/07/2024,"£2,474.60",Land and Building Disposal Costs
R G Carter Cambridge Limited,27/08/2024,"£68,838.62",Building Works
Randstad Solutions Limited,07/08/2024,"£18,081.95",Agency / Temp Staff
Randstad Solutions Limited,14/08/2024,"£17,735.81",Agency / Temp Staff
Randstad Solutions Limited,21/08/2024,"£12,112.66",Agency / Temp Staff
Randstad Solutions Limited,28/08/2024,"£16,480.31",Agency / Temp Staff
Randstad Solutions Limited,04/09/2024,"£15,668.20",Data - Consultancy - Implementation
Redspeed International Limited,21/08/2024,"£13,929.45",Maintenance Specialist Operation Equipment
Rfd Beaufort Limited,28/08/2024,£720.00,Police Vehicle Sundry Equipment
Roskerr Limited,07/08/2024,"£1,338.50",Photographic Materials
Royal Mail,09/08/2024,£532.09,Postage Costs
Royal Mail,16/08/2024,£623.39,Postage Costs
Royal Mail,23/08/2024,£599.63,Postage Costs
Royal Mail,02/09/2024,"£1,196.46",Postage Costs
Rs Components Limited,13/08/2024,£506.16,Vehicles - Spares
Rsg Engineering Limited,02/09/2024,"£1,436.34",Vehicles - Spares
Safariland Uk,07/08/2024,"£5,500.00",Clothing and Uniforms
Safariland Uk,04/09/2024,"£1,422.10",Clothing and Uniforms
"Sanjay Champanaria T-As S C
Consultancy",07/09/2024,£600.00,External Training Course
Sbfm Limited,01/08/2024,"£51,657.47",Cleaning Contract
Sbi Tacpro Limited,12/08/2024,"£1,531.32",Clothing and Uniforms
"Seed Brothers (East Anglia)
Limited",16/08/2024,£574.75,Vehicle Cleaning
Sepura Limited,08/08/2024,£624.00,Radio / Airwave - Equipment
Serjeant’s Inn Chambers,09/08/2024,"£3,050.00",Counsel Fees
"Simpson Associates Information
Services Limited",31/08/2024,"£49,987.50",Systems Development
Softcat Limited,07/08/2024,"£11,789.00",Hardware
Softcat Limited,19/08/2024,"£257,539.86",Hardware
Sonic Communications Limited,12/08/2024,"£1,229.00",Radio / Airwave - Equipment
Specialist Security Training,20/08/2024,"£1,800.00",External Training Course
"Sprowston Manor Hotel Golf And
Country Club",19/09/2024,"£2,952.08",Hire of Rooms/Premises
Srcl Limited,31/08/2024,"£1,821.87",Waste Collection
Ssaf Window Films Limited,04/09/2024,£568.00,Building Works
Sse Metering Limited,06/08/2024,"£24,521.69",Electricity
Stannah Lift Services Limited,30/08/2024,"£3,571.34",Building Minor Works
Steadfast (Anglia) Limited,03/07/2024,"£1,635.00",Planned M&E Servicing - General
Street Solutions Uk Limited,27/08/2024,£694.57,Police Vehicle Sundry Equipment
Tactree,12/08/2024,"£3,989.82",Clothing and Uniforms
Tch (Uk) Limited,22/08/2024,"£5,127.50",Clothing and Uniforms
The Automobile Association,19/08/2024,"£5,973.40",Vehicle Recovery Costs
"The Mcl Group (Int) Limited T-A
Mcl Medics",19/08/2024,"£8,716.25",Counselling and Supervision
"The National Association For
People Abused In Childhood
(Napac)",02/01/2024,"£3,250.00",Counselling and Supervision
The Windscreen Company,05/08/2024,"£1,145.00",Vehicle Insurance
The Windscreen Company,23/08/2024,£950.00,Vehicle Insurance
The Windscreen Company,03/09/2024,£795.00,Vehicle Insurance
Thurlow Nunn,12/07/2024,£583.81,Vehicle Repairs
Thurlow Nunn,17/07/2024,"£1,555.28",Vehicle Repairs
Thurlow Nunn,24/07/2024,£670.72,Insurance Combined Liability
Thurlow Nunn,31/07/2024,£670.72,Vehicle Insurance
Thurlow Nunn,13/08/2024,"£1,325.88",Vehicle Insurance
Tiaa Limited,01/09/2024,"£8,244.00",Internal Audit Fee
Tranam Limited,15/08/2024,£758.33,Clothing and Uniforms
Trustid Limited,16/08/2024,£975.00,Subscriptions
Truthlytrue,13/08/2024,"£1,575.00",Victim's Expenses
Truvelo (Uk) Limited,15/08/2024,£852.00,Other Operational Expenses
Truvelo (Uk) Limited,30/08/2024,"£15,641.00",Maintenance Specialist Operation Equipment
Try And Lilly Limited,03/09/2024,"£2,750.00",Clothing and Uniforms
Tsi Instruments Limited,08/08/2024,"£5,995.00",Specialist Operational Training Equipment
Ultimat Defence Limited,06/08/2024,"£4,096.50",Training Materials and Study Costs
Unisys Limited,29/08/2024,"£61,490.00",Software - Maintenance
"Viking Direct Limited (Office
Depot International)",20/08/2024,"£1,073.95",Hardware - purchase
Vodafone Limited,23/08/2024,"£1,776.00",Network Connectivity
Vohkus Limited,21/08/2024,"£2,823.80",Hardware - purchase
Volkswagen Group Uk Limited,07/08/2024,"£1,517.60",Vehicles - Spares
Volkswagen Group Uk Limited,23/08/2024,"£1,321.08",Vehicles - Spares
"WA Products (Uk) Limited T/A
Scenesafe",31/07/2024,"£1,248.50",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",08/08/2024,"£1,027.39",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",14/08/2024,"£1,849.26",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",22/08/2024,"£1,622.14",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",28/08/2024,"£1,964.15",SOC Consumables
Weightmans Llp,29/02/2024,"£1,237.50",Employers Liability
Weightmans Llp,02/09/2024,"£2,500.00",Public Liability
Wernick Hire Limited,31/08/2024,"£6,252.19",Building Works
White Ribbon Uk,18/07/2024,£660.00,Subscriptions
Wm Sugden And Sons Limited,21/08/2024,£509.60,Clothing and Uniforms
Wymondham Limited,02/09/2024,"£11,768.73",Service Charge
Wymondham Limited,13/09/2024,"£439,240.67",PFI Schemes - Main Contract Payment
Yaffy Protective Clothing,23/08/2024,"£7,787.50",Clothing and Uniforms
Zest Recycle Limited,01/08/2024,"£11,918.76",Waste Contract
