Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,261.98
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,230.66
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,230.66
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,199.6
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,78.53
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,78.53
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,823.35
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,499
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,374.25
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,349.3
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,304.98
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,299.4
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,274.45
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,272.38
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,230.66
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,149.7
Disability Support,Stockport CP Ltd t/a Supportability,Services to People,Care Payments,31/05/2023,149.7
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,39.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,4.69
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,39.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,4.69
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,3150.58
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,327.24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,163.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,163.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,81.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,81.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,60.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,30.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,22.51
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,13.13
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,163.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,24.39
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,81.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,28.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,5.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,81.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,28.08
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,5.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,9830.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,792.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,452.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,226.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,226.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,226.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,16.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,16.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,16.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-452.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-792.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-9830.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,02/06/2023,13.97
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,534.66
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,18.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,14.07
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,9.38
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,02/06/2023,-527.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-40
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,422
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,397.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-20
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,167.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,311
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,164.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,209.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,164.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,209.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,209.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,209.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,164.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,209.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,167.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,164.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,35.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,687.92
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,120
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,58.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,43.15
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,32.64
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,26.26
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,114.21
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,114.21
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,104.51
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,104.51
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-53.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-63.77
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,200
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,629.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,260
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,164.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,12.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,478.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,199.74
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,133.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,95.7
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,31.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,544.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,544.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,456.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,237.59
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,159.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,72.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,72.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,458.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,20.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,-24
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,233.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,223.3
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,153.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,122.28
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,02/06/2023,272.16
