Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name ,Pro Class ID,Pro Class Description,Description of Goods or Service,Directorate / Service / Department,Expense Type,Expense Area,Net Order Value
20.10.2014,7500163958,5,153239,Loreto Preparatory School,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�1,742.00"
20.10.2014,7500163995,1,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Life Coaching Projec,CFW,Social Care-3rd Prty,CAN Comm Fund,"�25,000.00"
20.10.2014,7500163996,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,application 1403/41,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�52,125.00"
20.10.2014,7500164006,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,Trafford Park Bus La,EGEI,Inf - Main Works Con,Capital Schemes,"�56,327.32"
21.10.2014,7500164032,1,152973,Redacted Personal Data,261000,HR : Accommodation,Room Rental Charges,CFW,SECT 17 PAY ITEM 6,NO RECOURSE TO FUNDS,"�6,380.40"
21.10.2014,7500164032,2,152973,Redacted Personal Data,261000,HR : Accommodation,Hostel Charges,CFW,SECT 17 PAY ITEM 6,NO RECOURSE TO FUNDS,�780.00
21.10.2014,7500164043,1,138741,Dlp Services Northern Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�5,354.44"
21.10.2014,7500164052,1,138741,Dlp Services Northern Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�20,341.05"
21.10.2014,7500164066,1,140577,R Purcell Civil Eng Contractors LTD,391410,WORKS - CONSTRUCTION : Roads : Construction,purcell excavate and,EGEI,EQUIPMENT - HIRE,HIGH/DRAIN WORKS MGT,"�7,244.42"
21.10.2014,7500164117,1,147890,Witherslack Care Ltd,321100,SOCIAL CARE SERVICES : Children,Redacted Personal Data,CFW,EXT RES CARE FEES,CHILDREN'S HOMES,"�52,257.00"
21.10.2014,7500164118,1,139771,B & S Travel Ltd,361300,TRANSPORT : Passenger Transport,Redacted Personal Data,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�17,820.00"
22.10.2014,7500164123,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,The Square Hale Barn,EGEI,Inf - Main Works Con,Capital Schemes,"�36,185.02"
21.10.2014,7500164125,1,139771,B & S Travel Ltd,361300,TRANSPORT : Passenger Transport,B & S - Run 560 Nuge,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�18,630.00"
22.10.2014,7500164141,1,140577,R Purcell Civil Eng Contractors LTD,391410,WORKS - CONSTRUCTION : Roads : Construction,Purcell dayworks Aug,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,"�13,932.83"
22.10.2014,7500164143,1,137557,Stockport MBC (Contributions),202100,FINANCIAL SERVICES : Subscriptions,Switch Contribution,T & R ,IT MAINT SOFTWARE,HR Shared Services,"�68,414.89"
22.10.2014,7500164173,1,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG - Prescribing re,T & R ,MEDICAL REQUISITES,METHADONE,"�10,336.72"
22.10.2014,7500164173,2,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG - Prescribing re,T & R ,MEDICAL REQUISITES,METHADONE,"�2,825.49"
22.10.2014,7500164173,3,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG -Prescribing rec,T & R ,MEDICAL REQUISITES,CONTRACEPTIVES,"�23,392.66"
22.10.2014,7500164173,4,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG - Prescribing re,T & R ,MEDICAL REQUISITES,ALCOHOL MISUSE DRUG,"�1,582.23"
22.10.2014,7500164179,1,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG - Prescribing re,T & R ,MEDICAL REQUISITES,METHADONE,"�10,619.00"
22.10.2014,7500164179,2,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG - Prescribing re,T & R ,MEDICAL REQUISITES,METHADONE,"�3,367.00"
22.10.2014,7500164179,3,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG -Prescribing rec,T & R ,MEDICAL REQUISITES,CONTRACEPTIVES,"�27,752.00"
22.10.2014,7500164179,4,150881,NHS Trafford CCG,311600,MEDICAL : Services,CCG - Prescribing re,T & R ,MEDICAL REQUISITES,ALCOHOL MISUSE DRUG,"�1,955.00"
22.10.2014,7500164196,1,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Telecare Charges Sep,CFW,CONTRIB EXT PROJECTS,Community Alarms,"�14,563.96"
22.10.2014,7500164198,1,149327,Pulse Regeneration Limited,321000,SOCIAL CARE SERVICES : Adult,PULSE CONTRACT,EGEI,SUPP LIVING CONT,Community Strategy Refresh,"�144,399.96"
22.10.2014,7500164204,1,140789,Addleshaw Goddard LLP,281300,LEGAL SERVICES : Legal Opinion,environmental & infr,T & R ,LEGAL FEES,LD:LEGAL CENTRAL OFF,"�10,000.00"
22.10.2014,7500164214,1,138894,Zurich Insurance Company,201800,FINANCIAL SERVICES : Insurance,Risk Management Fee,T & R ,ZM PREMIUMS (CORP),BAL OF RISK CLAIMS,"�10,000.00"
23.10.2014,7500164227,1,128255,Freedom Communications (UK) Ltd,271700,ICT : Telecommunications - Fixed,PSTN Line Rental Oct,T & R ,TELEPHONES - RENTALS,EG:IT EQUIPMENT,"�8,750.65"
23.10.2014,7500164227,2,128255,Freedom Communications (UK) Ltd,271700,ICT : Telecommunications - Fixed,PSTN Call Charges Ju,T & R ,TELEPHONES - CALLS,EG:IT EQUIPMENT,"�2,013.64"
23.10.2014,7500164227,3,128255,Freedom Communications (UK) Ltd,271700,ICT : Telecommunications - Fixed,ISDN30e Call Charges,T & R ,TELEPHONES - CALLS,EG:VOICE NETWORK COR,"�1,207.39"
23.10.2014,7500164233,1,148368,LK Management Ltd,151911,CONSULTANCY : Management : Organisation & Planning,CONSULTANCY,EGEI,EXT PROJECT MAN,Capital Schemes,"�10,000.00"
23.10.2014,7500164238,1,139345,AECOM Ltd,151610,CONSULTANCY : Highways : Engineering,TRAF 02B - TRO revie,EGEI,EXT ENG HIGHWAY,Capital Schemes,"�26,250.00"
23.10.2014,7500164265,1,152975,User Voice,321119,SOCIAL CARE SERVICES : Children : Youth Offending Services,User led project Aug,CFW,PRIVATE CONTRACTORS,CommissionedProjects,"�4,776.00"
23.10.2014,7500164265,2,152975,User Voice,321119,SOCIAL CARE SERVICES : Children : Youth Offending Services,User led project Jun,CFW,PRIVATE CONTRACTORS,CommissionedProjects,"�4,776.00"
23.10.2014,7500164265,3,152975,User Voice,321119,SOCIAL CARE SERVICES : Children : Youth Offending Services,User led project Jul,CFW,PRIVATE CONTRACTORS,CommissionedProjects,"�4,776.00"
23.10.2014,7500164286,1,151118,IRG Advisors LLP,261500,HR : Training & Conferences,Redacted Personal Data,T & R ,CONSULTANTS,Transformation Prog,"�39,000.00"
24.10.2014,7500164293,1,141663,Neopost Ltd (Franking Credit Only),301200,MAIL SERVICES : Postage,Credifon Account Rec,EGEI,POSTAGES,AM:Post Room,"�10,000.00"
24.10.2014,7500164296,1,128258,British Telecommunications Ltd,271700,ICT : Telecommunications - Fixed,MAN/WAN (Edge) Line,T & R ,IT LINE RENTALS,EG:IT EQUIPMENT,"�15,556.44"
24.10.2014,7500164296,2,128258,British Telecommunications Ltd,271700,ICT : Telecommunications - Fixed,MAN/WAN (Core) Maint,T & R ,IT LINE MAINTENANCE COSTS,EG:VOICE NETWORK COR,"�1,146.12"
24.10.2014,7500164296,3,128258,British Telecommunications Ltd,271700,ICT : Telecommunications - Fixed,MAN/WAN (School) Lin,T & R ,IT LINE RENTALS,EG: SCHOOLS SLA,"�18,200.00"
24.10.2014,7500164331,1,151818,Smartwork.com. Ltd,151800,CONSULTANCY : IT,Redacted Personal Data,T & R ,EXT PROJECT MAN,Capital Schemes,"�55,384.00"
24.10.2014,7500164344,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,St Matthews Primary,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�36,003.00"
24.10.2014,7500164349,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,St Matthews Primary,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�10,823.00"
24.10.2014,7500164350,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Gorse Hill Primary S,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�24,281.00"
24.10.2014,7500164352,1,139610,Tarmac Limited,231100,HIGHWAY EQUIPT&MATLS : Bitumen & Surface Dressing,Stretford Road Urmst,EGEI,Inf - Main Works Con,Capital Schemes,"�69,997.97"
24.10.2014,7500164353,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,Barnfield Urmston -,EGEI,Inf - Main Works Con,Capital Schemes,"�58,612.20"
24.10.2014,7500164357,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,App 1406/14 - talbot,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�62,083.00"
27.10.2014,7500164388,1,149285,Safecote Limited,231800,HIGHWAY EQUIPMENT & MATERIALS : Services,Safecote Quad Bike H,EGEI,EQUIPMENT (TRANS),TT:PR SNOW AND ICE T,"�11,040.00"
27.10.2014,7500164388,2,149285,Safecote Limited,231800,HIGHWAY EQUIPMENT & MATERIALS : Services,Safecote Quad Bike D,EGEI,EQUIPMENT (TRANS),TT:PR SNOW AND ICE T,�570.00
27.10.2014,7500164396,1,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�12,595.44"
27.10.2014,7500164396,2,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�3,149.52"
27.10.2014,7500164416,1,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�33,633.04"
27.10.2014,7500164416,2,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�8,408.26"
28.10.2014,7500164426,1,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164426,2,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164426,3,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164426,4,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164426,5,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164426,6,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164426,7,136171,The Together Trust,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,461.52"
28.10.2014,7500164436,1,140577,R Purcell Civil Eng Contractors LTD,391410,WORKS - CONSTRUCTION : Roads : Construction,purcell ltd invoice,EGEI,SUPPLIES/SERVICES,HIGH/DRAIN WORKS MGT,"�46,102.80"
28.10.2014,7500164442,1,139610,Tarmac Limited,231100,HIGHWAY EQUIPT&MATLS : Bitumen & Surface Dressing,M60 Parkway junction,EGEI,Inf - Main Works Con,Capital Schemes,"�21,685.68"
28.10.2014,7500164454,1,139610,Tarmac Limited,231100,HIGHWAY EQUIPT&MATLS : Bitumen & Surface Dressing,M60 junction Traff B,EGEI,Inf - Main Works Con,Capital Schemes,"�17,622.23"
28.10.2014,7500164470,1,143430,Stone Central (NW) Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,War Memorials - Clea,EGEI,EXTERNAL DAY-TO-DAY,AM:MISC PROPERTIES A,"�6,230.51"
28.10.2014,7500164485,1,147337,Uni of Sth M/cr Nhs Foundation Trus,311600,MEDICAL : Services,UHSM Month 6 GUM,T & R ,PAYMENTS TO HA'S,GUM ACUTE ACTIVITY,"�19,006.63"
28.10.2014,7500164495,1,140914,Stockport Cerebral Palsey Society,321013,SOCIAL CARE SERVICES : Adult : Day Care,Targeted short break,CFW,CONT VOL BODIES,CAN Comm Fund,"�20,995.75"
29.10.2014,7500164502,1,135210,Wilde Consultants Ltd,151610,CONSULTANCY : Highways : Engineering,MOF TRAFDRE59,EGEI,EXT ENG HIGHWAY,Capital Schemes,"�14,075.00"
29.10.2014,7500164515,1,146304,Electoral Reform Services Ltd,281100,LEGAL SERVICES : Election Services,ERS 702 ERSLA1402124,T & R ,PRINTING,LD:RECORDS AND ELECT,"�5,560.16"
29.10.2014,7500164560,1,142249,Pennine Care NHS Trust,311300,MEDICAL : Equipment,OSRC Equipment - Apr,CFW,EQUIPMENT - PURCHASE,ONE STOP RES CENTRE,"�28,171.19"
29.10.2014,7500164563,1,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21406809,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�74.00
29.10.2014,7500164563,2,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21385011,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�74.00
29.10.2014,7500164563,3,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21419687,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�74.00
29.10.2014,7500164563,4,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21420760,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�550.00
29.10.2014,7500164563,5,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21423309,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�298.00
29.10.2014,7500164563,6,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21420753,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�1,189.00"
29.10.2014,7500164563,7,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21420972,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�2,126.00"
29.10.2014,7500164563,8,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21419889,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�55.00
29.10.2014,7500164563,9,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21419831,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�213.00
29.10.2014,7500164563,10,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21420972,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�258.00
29.10.2014,7500164563,11,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21441634,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�55.00
29.10.2014,7500164563,12,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21441638,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�55.00
29.10.2014,7500164563,13,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21438403,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�129.00
29.10.2014,7500164563,14,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21443786,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�1,788.00"
29.10.2014,7500164563,15,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21444782,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�894.00
29.10.2014,7500164563,16,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21444804,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�745.00
29.10.2014,7500164563,17,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21443685,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�440.00
29.10.2014,7500164563,18,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21444824,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�1,490.00"
29.10.2014,7500164563,19,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21450040,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�149.00
29.10.2014,7500164563,20,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21450730,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�100.00
29.10.2014,7500164563,21,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21445494,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�149.00
29.10.2014,7500164563,22,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21465392,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�110.00
29.10.2014,7500164563,23,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21470719,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�258.00
29.10.2014,7500164563,24,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21471158,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�1,490.00"
29.10.2014,7500164563,25,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21465409,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�894.00
29.10.2014,7500164563,26,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21470027,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�74.00
29.10.2014,7500164563,27,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21474595,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�5.00
29.10.2014,7500164568,1,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21347057,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�5.00
29.10.2014,7500164568,2,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21358199,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�110.00
29.10.2014,7500164568,3,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371130,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�20.00
29.10.2014,7500164568,4,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371074,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�110.00
29.10.2014,7500164568,5,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371107,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�55.00
29.10.2014,7500164568,6,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371120,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�297.00
29.10.2014,7500164568,7,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371350,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�220.00
29.10.2014,7500164568,8,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21374281,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�55.00
29.10.2014,7500164568,9,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21373844,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�738.00
29.10.2014,7500164568,10,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21383637,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�85.00
29.10.2014,7500164568,11,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371107,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�740.00
29.10.2014,7500164568,12,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21371074,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�447.00
29.10.2014,7500164568,13,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21374281,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�149.00
29.10.2014,7500164568,14,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21401834,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�894.00
29.10.2014,7500164568,15,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21398378,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�1,043.00"
29.10.2014,7500164568,16,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21403437,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�2,533.00"
29.10.2014,7500164568,17,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21401834,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�20.00
29.10.2014,7500164568,18,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21398407,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�1,490.00"
29.10.2014,7500164568,19,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21403177,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�220.00
29.10.2014,7500164568,20,151308,EE Ltd T/A Orange EE (Equipment),271800,ICT : Telecommunications - Mobile,21383646,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�148.00
29.10.2014,7500164569,1,146304,Electoral Reform Services Ltd,281100,LEGAL SERVICES : Election Services,ERS 669 ERSLA1402091,T & R ,PRINTING,LD:RECORDS AND ELECT,"�1,499.22"
29.10.2014,7500164569,2,146304,Electoral Reform Services Ltd,281100,LEGAL SERVICES : Election Services,ERS 699 ERSLA1402121,T & R ,PRINTING,LD:RECORDS AND ELECT,"�5,698.16"
29.10.2014,7500164569,3,146304,Electoral Reform Services Ltd,281100,LEGAL SERVICES : Election Services,ERS 700 ERSLA1402122,T & R ,PRINTING,LD:RECORDS AND ELECT,"�6,426.35"
29.10.2014,7500164569,4,146304,Electoral Reform Services Ltd,281100,LEGAL SERVICES : Election Services,ERS 701 ERSLA1402123,T & R ,PRINTING,LD:RECORDS AND ELECT,"�1,460.43"
29.10.2014,7500164581,1,142249,Pennine Care NHS Trust,311300,MEDICAL : Equipment,OSRC running costs S,CFW,PAYMENTS TO HA'S,ONE STOP RES CENTRE,"�22,937.00"
29.10.2014,7500164581,2,142249,Pennine Care NHS Trust,311300,MEDICAL : Equipment,OSRC running costs S,CFW,EQUIPMENT - PURCHASE,ONE STOP RES CENTRE,"�7,824.00"
30.10.2014,7500164598,1,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Intensive Behaviour,CFW,CHARGES FOR SERVICES,PERSONALISATION INFR,"�5,083.00"
