DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181851,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181850,"1,378.85",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181738,508.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181778,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181779,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181897,508.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181898,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181900,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181828,508.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181829,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,SOUTHOVER,10910,07/03/2023,4181830,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,SOUTHOVER,10910,28/03/2023,4204678,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,SOUTHOVER,10910,28/03/2023,4205096,729.98,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,SOUTHOVER,10910,07/03/2023,4181855,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,SOUTHOVER,10910,28/03/2023,4204806,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,SOUTHOVER,10910,28/03/2023,4204807,"2,617.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,SOUTHOVER,10910,28/03/2023,4204865,729.98,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,SOUTHOVER,10910,28/03/2023,4204723,569.02,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,SOUTHOVER,10910,07/03/2023,4181740,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,SOUTHOVER,10910,07/03/2023,4181952,"3,186.52",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,SOUTHOVER,10910,07/03/2023,4181739,"1,946.61",0.00,N/A,N/A
People Services - Adults and Health,Social Care Activities,Community Support,SPECTRUM HOMECARE LTD,2073470,28/03/2023,4197541,"3,278.50",0.00,N/A,N/A
People Services - Adults and Health,Social Care Activities,Community Support,SPECTRUM HOMECARE LTD,2073470,28/03/2023,4197533,"1,698.50",0.00,N/A,N/A
People Services - Adults and Health,Social Care Activities,Community Support,SPECTRUM HOMECARE LTD,2073470,28/03/2023,4197538,"1,128.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,SPION KOP CARE HOME LIMITED,1850486,28/03/2023,4203636,"1,686.23",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,SPION KOP CARE HOME LIMITED,1850486,07/03/2023,4181421,"2,052.80",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,SPORTING STARS ACADEMY,1498475,09/03/2023,4184442,"5,882.50",0.00,N/A,N/A
People Services - Adults and Health,Social Care Activities,Home First,SPRINGFIELD CARE HOME,1822475,28/03/2023,4203781,"1,900.79",0.00,N/A,N/A
People Services - Adults and Health,Social Care Activities,Home First,SPRINGFIELD CARE HOME,1822475,07/03/2023,4181147,"2,314.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST ANDREWS PRE SCHOOL,932488,21/03/2023,4193062,980.76,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST ANDREWS PRE SCHOOL,932488,21/03/2023,4193000,551.43,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST CHADS CE NURSERY AND INFANT SCHOOL,946473,21/03/2023,4193034,"1,458.00",0.00,N/A,N/A
Communities & Place,Community Safety,Public Protection and Streetride,ST GILES PCC NORMANTON BY DERBY,2100474,23/03/2023,4197933,914.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,ST JAMES CENTRE,8002,16/03/2023,4186831,"8,271.00",0.00,Short Breaks for Disabled Children,Travel and Food and Lodging and Entertai
People Services - Adults and Health,Learning Disability Support,Community Support,ST JAMES CENTRE,801445,28/03/2023,4201689,"1,280.88",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,ST JAMES CENTRE,801445,07/03/2023,4180816,"1,280.88",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,28/03/2023,4201909,"2,134.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,28/03/2023,4200908,"2,490.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,28/03/2023,4202279,"1,779.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,28/03/2023,4201233,565.20,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,28/03/2023,4202278,565.20,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4180696,"1,423.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4180697,"2,490.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4180221,565.20,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4180222,565.20,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4180368,"1,779.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4181045,"2,134.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,28/03/2023,4200909,"1,280.88",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ST JAMES CENTRE,801445,07/03/2023,4180817,"1,280.88",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST MODWENS CATHOLIC PRIMARY SCHOOL,2033486,21/03/2023,4192969,"2,972.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195686,"1,293.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195219,542.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4194492,"1,490.24",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,892477,14/03/2023,4187868,996.00,0.00,Pupil Premium Grant,Education and Training Services
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,892478,09/03/2023,4182584,"5,675.00",0.00,Pupil Premium Grant,Education and Training Services
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1245472,14/03/2023,4187858,"1,020.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195687,953.40,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195688,996.12,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195689,"1,039.64",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195695,965.12,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4194685,829.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4194491,953.40,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195218,829.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195684,965.12,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195458,829.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST,1684485,21/03/2023,4195460,829.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1AU (INTERFACE),943477,21/03/2023,4193050,810.96,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1AU (INTERFACE),1684493,21/03/2023,4195693,528.64,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1AU (INTERFACE),1684493,21/03/2023,4195466,528.44,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1AU (INTERFACE),1684493,21/03/2023,4195134,543.28,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194718,669.72,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195844,674.08,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195309,964.60,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195749,714.32,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195579,"1,833.80",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195855,833.52,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194722,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194723,"1,108.80",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194724,"1,382.84",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195314,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195315,"1,054.80",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195851,651.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195312,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195313,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195576,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195577,"1,241.76",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195578,"2,165.04",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195755,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195756,"1,468.80",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194617,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194618,"1,590.72",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195852,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195853,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195854,995.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194615,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4194616,769.20,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,21/03/2023,4195041,"1,337.88",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE22 1JD (INTERFACE),1684488,28/03/2023,4203322,"2,083.37",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE23 1GG (INTERFACE),1684489,21/03/2023,4194725,"1,291.32",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE23 1GG (INTERFACE),1684489,21/03/2023,4195316,"1,176.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE23 1GG (INTERFACE),1684489,21/03/2023,4195580,"1,165.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE23 6SB (INTERFACE),1775480,21/03/2023,4195584,"1,132.44",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE23 6SB (INTERFACE),1775480,21/03/2023,4194901,558.16,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE23 6SB (INTERFACE),1775480,21/03/2023,4195050,"1,059.44",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST DE24 0PA (INTERFACE),1684491,21/03/2023,4195757,"1,020.48",0.00,N/A,N/A
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4214326,"1,055.31",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4214324,992.31,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4197830,672.09,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4197444,701.07,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192698,"1,824.03",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192698,"1,849.03",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192701,"4,049.00",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192699,"5,064.03",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192703,693.83,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192704,"1,308.01",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192700,"9,108.82",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,28/03/2023,4192702,849.14,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,23/03/2023,4192303,"1,338.83",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,23/03/2023,4192304,"1,170.83",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,23/03/2023,4192305,912.13,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,16/03/2023,4191846,"8,485.83",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,16/03/2023,4186174,810.66,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,07/03/2023,4182515,"5,475.17",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,07/03/2023,4182515,"3,295.41",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,07/03/2023,4182517,"2,391.59",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,07/03/2023,4182516,912.13,0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,09/03/2023,4182519,"1,172.04",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,07/03/2023,4179800,"2,822.07",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,02/03/2023,4179130,"1,172.04",0.00,Highways Maintenance Works,Environmental Services
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STACEY ASPHALT LIMITED,1136469,02/03/2023,4179126,"2,822.07",0.00,Highways Maintenance Works,Environmental Services
People Services - Adults and Health,Support with Memory and Cognition,Community Support,STANLEY HOUSE,1337474,28/03/2023,4204877,749.61,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,STANLEY HOUSE,1337474,28/03/2023,4205039,"1,248.84",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,STANLEY HOUSE,1337474,28/03/2023,4205040,"1,258.72",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,STANLEY HOUSE,1337474,07/03/2023,4181702,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,STANLEY HOUSE,1337474,07/03/2023,4181958,"1,532.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,STANLEY SECURITY SOLUTIONS LTD,1749491,02/03/2023,4178833,"1,092.99",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,STANLEY SECURITY SOLUTIONS LTD,1749491,02/03/2023,4178832,"1,169.49",0.00,N/A,N/A
People Services - Adults and Health,Social Care Activities,Home First,STANNAH LIFT SERVICES LTD,4627,31/03/2023,4214978,575.00,0.00,Occupational Therapy Team,Medical Equipment and Accessories and Su
People Services - Adults and Health,Social Care Activities,Home First,STANNAH LIFT SERVICES LTD,4627,31/03/2023,4214977,758.35,0.00,Occupational Therapy Team,Medical Equipment and Accessories and Su
People Services - Adults and Health,Social Care Activities,Home First,STANNAH LIFT SERVICES LTD,4627,31/03/2023,4214976,518.83,0.00,Occupational Therapy Team,Medical Equipment and Accessories and Su
People Services - Children & Young People,Integrated Services,Non-Schools,STAR FOSTERING LTD,1415471,28/03/2023,4213453,"3,405.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,STAR FOSTERING LTD,1415471,07/03/2023,4184823,"3,405.36",0.00,N/A,N/A
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,STATON YOUNG ANGLESEY,269406,14/03/2023,4179846,775.00,0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,STEPNELL LIMITED,2019480,14/03/2023,4189327,"25,921.64",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,STEPNELL LIMITED,2019480,14/03/2023,4189328,"12,482.15",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,STEPNELL LIMITED,2019480,14/03/2023,4189355,"13,389.60",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,STRAW AND PEARCE,1010477,14/03/2023,4186747,584.05,0.00,Legal Fees,Management and Business Professionals an
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,STRAW AND PEARCE,1010477,14/03/2023,4186745,"1,917.08",0.00,Legal Fees,Management and Business Professionals an
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,STRAW AND PEARCE,1010477,14/03/2023,4186744,969.60,0.00,Legal Fees,Management and Business Professionals an
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,STRAW AND PEARCE,1010477,14/03/2023,4186746,"1,343.80",0.00,Legal Fees,Management and Business Professionals an
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,STROUD COURT COMMUNITY TRUST,10921,28/03/2023,4204081,"1,047.11",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,STROUD COURT COMMUNITY TRUST,10921,28/03/2023,4203848,"4,816.69",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,STROUD COURT COMMUNITY TRUST,10921,07/03/2023,4181188,"5,863.80",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,SUNBEAM FOSTERING AGENCY LTD,1112491,28/03/2023,4213521,"4,111.32",0.00,N/A,N/A
