DCC Supplier Payments Over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),26/11/2024,00153212,633331,"1,039.64",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),26/11/2024,00153212,633332,965.12,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),26/11/2024,00153212,633334,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),26/11/2024,00153212,633336,"1,272.84",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),26/11/2024,00153212,633337,"5,830.24",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST ALBANS (DSA),26/11/2024,00153212,633338,708.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633339,516.96,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633341,"1,155.16",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633342,"1,221.08",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633343,996.32,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633344,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633345,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633346,"1,174.84",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633347,"1,180.96",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633348,"1,194.04",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,26/11/2024,00153188,633349,"1,020.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633350,"1,213.28",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633352,"1,128.68",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633353,708.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633354,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633355,599.20,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633356,"1,105.60",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633358,777.68,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633359,591.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. VILLAGE PRIMARY ACADEMY,26/11/2024,00153168,633360,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,26/11/2024,00153227,633362,592.12,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,26/11/2024,00153227,633363,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,26/11/2024,00153227,633364,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,26/11/2024,00153227,633365,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,26/11/2024,00153227,633366,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,26/11/2024,00153153,633370,678.48,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,26/11/2024,00153153,633371,681.36,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,26/11/2024,00153153,633372,708.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633373,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633374,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633375,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633376,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633377,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633378,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633379,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633380,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633381,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633382,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633383,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633384,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633385,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633386,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633387,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633388,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633389,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633390,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633391,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633392,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633393,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633394,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633395,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633396,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633397,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633398,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633399,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633400,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633401,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633402,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633403,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633404,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633405,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633406,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633407,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633408,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633409,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633410,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633411,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633412,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633413,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633414,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,26/11/2024,00153196,633415,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633419,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633420,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633421,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633422,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633423,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633424,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633425,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633426,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633427,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),26/11/2024,00153208,633428,769.20,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633429,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633430,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633431,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633432,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633433,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633434,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633435,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633436,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633437,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633438,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633439,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633440,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633441,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633442,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633443,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633444,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633445,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633446,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633447,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633448,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,26/11/2024,00153250,633449,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
