DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475061,"1,230.12",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,25/06/2024,112422,475062,"3,581.16",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,25/06/2024,112422,475063,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475064,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475065,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,25/06/2024,112422,475066,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475067,"2,692.48",Central Adults (under 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,25/06/2024,112422,475068,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,SANCTUARY CARE LTD,25/06/2024,112422,475069,"2,692.48",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475070,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475071,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475072,"2,914.44",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,SANCTUARY CARE LTD,25/06/2024,112422,475073,"3,764.36",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,25/06/2024,112422,475074,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475075,"3,115.96",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,SANCTUARY CARE LTD,25/06/2024,112422,475076,"3,000.00",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,25/06/2024,112422,475077,"2,856.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,25/06/2024,112422,475078,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475079,"2,622.00",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475080,"2,837.96",Central/East MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475081,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475082,"1,824.20",Central OP (under 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,STANLEY HOUSE,25/06/2024,112177,475083,"2,692.48",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475084,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475085,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475086,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475087,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475088,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475089,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475090,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475091,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,25/06/2024,112167,475092,"2,837.96",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,25/06/2024,112167,475093,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,25/06/2024,112167,475095,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475097,"2,622.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475098,"2,622.00",West/South MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475099,842.79,South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475100,"2,622.00",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475101,"2,622.00",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,25/06/2024,112167,475102,655.5,South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475104,"-1,216.16",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475105,"-1,216.16",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MOUNT CARMEL HOUSE,25/06/2024,112168,475106,"1,041.96",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,25/06/2024,112167,475107,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,25/06/2024,112167,475108,"1,123.71",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MOUNT CARMEL HOUSE,25/06/2024,112168,475109,"2,622.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MOUNT CARMEL HOUSE,25/06/2024,112168,475110,"1,041.96",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MOUNT CARMEL HOUSE,25/06/2024,112168,475111,"2,622.00",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MOUNT CARMEL HOUSE,25/06/2024,112168,475112,"1,461.64",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475113,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475114,"3,994.80",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475115,"2,692.48",Central OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475116,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475117,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475118,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475119,"3,000.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475120,"1,600.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475121,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475122,"2,692.48",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475123,"2,622.00",Central Adults (under 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475125,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475126,"2,692.48",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475127,"2,692.48",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475129,"1,694.85",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475131,"2,497.68",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475132,"1,214.29",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475133,624.42,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475134,624.42,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475135,"1,346.24",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475136,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475137,561.86,South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475138,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475139,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475140,963.91,Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475141,"2,249.12",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475142,"2,247.43",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475144,"2,249.12",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,25/06/2024,112174,475145,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475147,"2,692.48",South Adults (under 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,BLUEBELL PARK CARE HOME,25/06/2024,112344,475148,"2,692.48",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475149,"1,777.64",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,25/06/2024,112174,475150,"-4,200.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,BLUEBELL PARK CARE HOME,25/06/2024,112344,475151,"1,532.36",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475152,"2,622.00",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475154,"-1,212.86",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475155,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475156,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475157,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475158,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475159,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475160,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475161,"-2,830.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475162,"2,728.93",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475163,-707.5,Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475164,"1,212.86",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475167,756,West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475168,"1,132.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475169,"3,024.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475170,"1,132.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475171,"3,024.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475172,"1,132.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475173,"3,024.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475174,"1,132.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475175,"3,024.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475176,"1,132.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475177,"3,024.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475178,"1,132.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475179,"1,008.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475180,"-7,136.15",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWCROFT CARE HOME,25/06/2024,112349,475181,"2,622.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WILLOWCROFT CARE HOME,25/06/2024,112349,475182,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WILLOWCROFT CARE HOME,25/06/2024,112349,475183,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWCROFT CARE HOME,25/06/2024,112349,475184,"2,622.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWCROFT CARE HOME,25/06/2024,112349,475185,"2,622.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WILLOWCROFT CARE HOME,25/06/2024,112349,475186,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WILLOWCROFT CARE HOME,25/06/2024,112349,475187,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BLUEBELL PARK CARE HOME,25/06/2024,112344,475188,756,West/South MH Support OP (over 65) - R/N,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",BINARYFOLD4 LTD,25/06/2024,112348,475192,505,Tourism,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Youth Offending Service,MERRYBOWER ARTS AND CRAFTS STUDIO LIMITED,25/06/2024,113027,475197,"5,000.00",Y.O.S. - CYP,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TEACHING PERSONNEL LTD.,25/06/2024,112118,475202,"6,762.27",Out of Authority Education Placements - Other Costs,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Economic Growth,BUREAU VAN DIJK ELECTRONIC PUBLISHING LTD,25/06/2024,112412,475203,"9,124.50",Derby Enterprise Growth Fund Recycled Grants,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TEACHING PERSONNEL LTD.,25/06/2024,112118,475206,"3,350.04",Pupil Premium Grant,40 - SME,SME
Communities & Place,City Sustainability,Traffic & Transportation,Traffic and Transport other,MPD FM LTD,25/06/2024,112861,475207,"31,299.31",Central Traffic Management,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475208,"1,200.00",Post 16 LDD,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,MH 24 LIMITED,25/06/2024,113264,475209,559,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,MH 24 LIMITED,25/06/2024,113264,475210,740,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,MH 24 LIMITED,25/06/2024,113264,475211,925,Deprivation Of Liberty Safeguards,10 - Company,Company
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,25/06/2024,112121,475212,960,Engineering Section,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475216,"1,200.00",Post 16 LDD,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,MH 24 LIMITED,25/06/2024,113264,475220,748,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475222,"1,080.00",Post 16 LDD,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475223,720,Post 16 LDD,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,BEECHTREE DAY SERVICES LTD,25/06/2024,112765,475224,"1,100.00",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475225,"1,680.00",Post 16 LDD,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,CARDIAID PURA TECHNOLOGIES LTD,25/06/2024,112645,475226,927,Council House,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,WARD,25/06/2024,112969,475227,"3,814.93",Waste Disposal,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,25/06/2024,112779,475228,"6,441.23",Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,25/06/2024,112779,475229,"6,815.87",Highways Maintenance Reactionary Works,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475230,"2,280.00",Post 16 LDD,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,25/06/2024,112779,475231,"5,349.85",Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,25/06/2024,112779,475232,"7,098.93",Highways Maintenance Reactionary Works,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,BABY T WORKSHOPS LTD,25/06/2024,112299,475233,"1,920.00",Post 16 LDD,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,25/06/2024,112779,475234,777.57,Highways Maintenance Reactionary Works,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE NATIONAL TEACHING AND ADVISORY SERVICE LTD,25/06/2024,112699,475235,"1,029.00",Out of Authority Education Placements - Other Costs,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE NATIONAL TEACHING AND ADVISORY SERVICE LTD,25/06/2024,112699,475236,752.5,Out of Authority Education Placements - Other Costs,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,BT PLC,25/06/2024,112125,475237,"10,632.00",TCF Tranche 2 - Public Realm: Public Transport (Public Realm,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE NATIONAL TEACHING AND ADVISORY SERVICE LTD,25/06/2024,112699,475238,"1,371.25",Out of Authority Education Placements - Other Costs,40 - SME,SME
