DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384571,672,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384573,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384574,"2,450.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384576,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384577,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384579,684.81,East OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384580,"1,545.60",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384581,537.6,East OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384582,"3,158.40",East OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384584,876,Preparing for Adulthood PD Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384585,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384587,783.55,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ROYAL MENCAP SOCIETY,09/04/2024,91380,384588,"1,277.60",Preparing for Adulthood PD Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384589,503.44,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384590,"1,170.40",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384591,"1,404.52",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384592,"1,041.08",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384594,780.36,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384595,"1,041.08",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384596,"1,170.40",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384597,"1,320.20",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384598,"1,060.08",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384599,"1,087.11",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384600,"1,688.08",West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384601,"1,404.52",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,ASH'S PLACE LTD,09/04/2024,92086,384602,708.98,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384603,"1,058.00",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384604,"1,190.00",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384605,630.51,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,ASH'S PLACE LTD,09/04/2024,92086,384607,708.98,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384609,630.51,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384610,503.44,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384611,"1,096.12",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384612,"1,060.08",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384616,"1,980.02",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,ASH'S PLACE LTD,09/04/2024,92086,384617,708.98,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384621,888.44,South OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384622,632.76,South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384623,"1,688.08",West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384627,"1,244.47",East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENTRICARE EAST MIDS LTD,09/04/2024,91370,384631,"1,980.02",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384633,708.7,West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384634,"1,276.28",West Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384635,"1,244.47",East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,ASH'S PLACE LTD,09/04/2024,92086,384639,708.98,Deprivation Of Liberty Safeguards,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384640,886.55,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384641,"1,059.46",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384642,"1,059.46",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384643,518.39,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384644,"1,367.76",East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384645,"1,403.80",East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384646,760.38,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,RETHINK MENTAL ILLNESS,09/04/2024,91460,384660,686,Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,09/04/2024,91751,384661,"1,078.08",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384670,589.52,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384671,636.52,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384672,636.52,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KE 247 STAFFING SOLUTIONS LTD,09/04/2024,91792,384682,"7,056.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KE 247 STAFFING SOLUTIONS LTD,09/04/2024,91792,384684,-670.95,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KE 247 STAFFING SOLUTIONS LTD,09/04/2024,91792,384685,705.6,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384686,"1,320.20",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KE 247 STAFFING SOLUTIONS LTD,09/04/2024,91792,384687,"2,683.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384688,938.82,West OP (under 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384689,762.54,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384690,"1,190.00",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384691,819.08,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384694,944.12,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384697,600.89,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384698,600.89,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384702,640.17,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384704,932.16,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384705,836.48,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384708,"1,023.06",West OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384709,"1,023.06",West OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384710,"1,190.00",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384711,"1,190.00",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384712,558.72,Central/East MH Memory Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384713,689.76,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384714,949.88,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,PHS GROUP PLC,09/04/2024,91306,384715,"1,327.18",Kedleston Road,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384721,640.17,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,09/04/2024,91769,384722,997.23,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HIGHLAND ORNATE LIMITED ORNATE HEALTHCARE,09/04/2024,92033,384724,"1,005.68",East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HIGHLAND ORNATE LIMITED ORNATE HEALTHCARE,09/04/2024,92033,384725,"1,005.68",East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HIGHLAND ORNATE LIMITED ORNATE HEALTHCARE,09/04/2024,92033,384726,502.84,East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,09/04/2024,91712,384728,"1,477.88",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,09/04/2024,91712,384730,"2,055.96",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,MELLOWCARE LTD,09/04/2024,91712,384731,"1,049.08",West OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PATHWAY TO CARE LIMITED,09/04/2024,91731,384732,876.08,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PATHWAY TO CARE LIMITED,09/04/2024,91731,384734,876.08,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
