DCC Supplier Payments Over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591678,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,15/10/2024,141565,591680,"1,824.20",Central OP (under 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591681,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591682,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591683,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591684,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591686,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591687,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,15/10/2024,141565,591688,"2,622.00",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591689,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,FARRIESS COURT,15/10/2024,141564,591690,"-2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591691,"2,837.96",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591692,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591694,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591695,"2,837.96",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MANOR FIELDS,15/10/2024,141565,591697,"2,622.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591698,"2,622.00",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591699,"-1,872.86",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591700,"-2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591701,"-2,341.07",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591702,"2,341.07",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591703,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591704,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MANOR FIELDS,15/10/2024,141565,591705,"4,494.86",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,STANLEY HOUSE,15/10/2024,141574,591706,"3,980.00",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,MANOR FIELDS,15/10/2024,141565,591707,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,STANLEY HOUSE,15/10/2024,141574,591708,"1,532.36",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,STANLEY HOUSE,15/10/2024,141574,591709,"2,692.48",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,STANLEY HOUSE,15/10/2024,141574,591710,"4,400.00",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591711,"2,692.48",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591712,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591713,"3,994.80",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,15/10/2024,141571,591714,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,15/10/2024,141571,591716,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591717,"3,000.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,15/10/2024,141571,591718,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591720,"1,600.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591721,"2,622.00",Central Adults (under 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,15/10/2024,141571,591722,"2,249.12",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591724,"2,692.48",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROYAL MANOR NURSING HOME,15/10/2024,141571,591725,"2,692.48",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591726,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591727,"1,818.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591728,"1,700.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591729,"3,400.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591730,"3,400.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591731,"3,400.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591732,850,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591733,"3,400.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591734,"3,400.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591735,"2,550.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591737,"2,550.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591738,673.12,Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591740,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591742,673.12,West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591743,"2,692.48",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591744,"2,692.48",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591745,"1,057.76",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591747,"2,692.48",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591749,-687.09,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591750,"2,692.48",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591752,"1,818.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWCROFT CARE HOME,15/10/2024,141744,591753,"2,622.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROYAL MANOR NURSING HOME,15/10/2024,141571,591754,779.14,East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WILLOWCROFT CARE HOME,15/10/2024,141744,591755,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WILLOWCROFT CARE HOME,15/10/2024,141744,591756,"2,622.00",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWCROFT CARE HOME,15/10/2024,141744,591757,"2,622.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WILLOWCROFT CARE HOME,15/10/2024,141744,591758,"2,622.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WILLOWCROFT CARE HOME,15/10/2024,141744,591759,"2,622.00",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591763,"2,692.48",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591764,"2,692.48",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591765,"2,100.00",West/South MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591766,"1,200.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591767,"2,692.48",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591769,"2,763.80",South OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591770,"2,692.48",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591771,"2,692.48",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591772,"2,692.48",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591773,"2,692.48",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591774,"2,692.48",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591775,"2,692.48",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591776,"2,692.48",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591777,"2,692.48",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591778,"2,692.48",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591779,"2,971.24",South Adults (under 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591780,"2,692.48",East OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591781,"2,692.48",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591782,"2,000.00",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591783,"2,692.48",West Adults (under 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591784,"2,692.48",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591785,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591786,"2,971.24",South OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591788,"-2,692.48",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591789,"2,019.36",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591790,"2,692.48",West OP (over 65) Sensory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591791,"2,692.48",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591792,562.48,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591793,"1,091.04",Central/East MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591794,"2,622.00",Central/East MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,ROSMEAD HEALTHCARE LTD,15/10/2024,142334,591795,"2,692.48",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591796,"2,622.00",Central/East MH PD Support (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASPEN HOUSE LTD,15/10/2024,141555,591797,"1,124.96",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591798,"2,200.00",Central/East MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591799,"2,622.00",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591801,"2,622.00",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ASPEN HOUSE LTD,15/10/2024,141555,591802,"3,317.88",Central Adults (under 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591803,"2,600.00",West/South MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591804,"1,575.24",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591805,"2,200.00",West/South MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASPEN HOUSE LTD,15/10/2024,141555,591806,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591807,"1,400.00",West/South MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASPEN HOUSE LTD,15/10/2024,141555,591808,"1,600.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591809,"1,487.72",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CEDAR TREE CARE HOME,15/10/2024,141733,591810,"3,582.32",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CEDAR TREE CARE HOME,15/10/2024,141733,591811,"1,664.24",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CEDAR TREE CARE HOME,15/10/2024,141733,591812,652.56,West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,CEDAR TREE CARE HOME,15/10/2024,141733,591815,"1,409.52",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CEDAR TREE CARE HOME,15/10/2024,141733,591816,"2,692.48",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591817,608.07,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,CEDAR TREE CARE HOME,15/10/2024,141733,591818,"2,692.48",West OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591820,"2,622.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591822,"1,311.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591823,"2,622.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591824,"1,578.00",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591825,"1,404.64",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591826,845.36,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591827,"1,250.08",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591829,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591830,789,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591831,564,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591832,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591833,564,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591834,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591835,564,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591836,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591837,564,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591838,"2,692.48",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CEDAR TREE CARE HOME,15/10/2024,141733,591839,564,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,AVERY HOMES DERBY LTD,15/10/2024,141982,591841,"2,622.00",West OP (over 65) Sensory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,AVERY HOMES DERBY LTD,15/10/2024,141982,591842,"2,528.96",West OP (over 65) Sensory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,AVERY HOMES DERBY LTD,15/10/2024,141982,591843,777.86,South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DOUGLAS COURT CARE HOME,15/10/2024,142267,591844,"2,622.00",Central OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DOUGLAS COURT CARE HOME,15/10/2024,142267,591845,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DOUGLAS COURT CARE HOME,15/10/2024,142267,591846,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DOUGLAS COURT CARE HOME,15/10/2024,142267,591847,"2,622.00",Central OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DOUGLAS COURT CARE HOME,15/10/2024,142267,591849,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DOUGLAS COURT CARE HOME,15/10/2024,142267,591850,"2,622.00",Central OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DOUGLAS COURT CARE HOME,15/10/2024,142267,591851,"2,837.96",Central OP (over 65) Memory - R/N,40 - SME,SME
