DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",**SUNBELT RENTALS LIMITED**,02/05/2024,98818,419876,580,Derby Live - Outdoor Events,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,TRISHGANGOLLI LTD,02/05/2024,98765,419877,587.4,Deprivation Of Liberty Safeguards,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ZAYAN PROPERTIES LIMITED,02/05/2024,98791,419879,"1,000.00",Becket Team,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,DEBIT FINANCE COLLECTIONS PLC,02/05/2024,98830,419880,"2,818.81",Digital and Business Applications,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,CROWN HOSTING DATA CENTRES LTD,02/05/2024,98757,419881,"3,017.98",IT Infrastructure,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,PRO DBA LTD,02/05/2024,98781,419882,"4,413.00",IT Infrastructure,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNING CURVE GROUP,02/05/2024,98905,419884,"9,875.28",Post 16 LDD,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Legal Services,Legal Services,MARTIN LEE & CO SOLICITORS,02/05/2024,98879,419885,"1,810.67",Corporate Services - Legal,10 - Company,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,BT PLC,02/05/2024,98640,419888,"8,605.00",Our City Our River - Package 2,10 - Company,Company
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,AMA SUPPLIES LTD,02/05/2024,98666,419891,719.6,Grounds Maintenance,40 - SME,SME
Communities & Place,Communities,Streetpride,Cleansing,WARD,02/05/2024,98839,419923,"20,462.72",Waste Transfer Station - London Road Depot,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AMA SUPPLIES LTD,02/05/2024,98666,419930,514.88,Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,APS GROUP,02/05/2024,98783,419931,"2,139.20",Blue Badge,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PORTLAND CARE 4 LTD,03/05/2024,ASC-235690-2068298,444271,"1,371.00",West/South MH Support Adults (under 65) - R/N,40 - SME,SME
Communities & Place,Communities,Streetpride,Cleansing,REEN TECHNOLOGIES LIMITED,07/05/2024,99697,299847,"4,545.00",Street Cleaning,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY QUAD ENTERPRISES LTD,07/05/2024,99065,385821,"7,000.00",Pupil Premium Grant,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,TECH TONIC VEHICLE REPAIR LIMITED,07/05/2024,99648,388344,619.2,Vehicle Maintenance,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,TIDYCO LTD,07/05/2024,99161,390359,715.03,Vehicle Maintenance,10 - Company,Company
Children and Young People,Children and Young People,Children and Young People,Children and Young People,CHADDESDEN FURNITURE AND CARPETS,07/05/2024,98985,396414,"2,432.00",Family Hub Capital Grant,60 - Sole Trader,Sole Trader
Children and Young People,Children and Young People,Children and Young People,Children and Young People,CHADDESDEN FURNITURE AND CARPETS,07/05/2024,98985,396418,"1,200.00",Family Hub Capital Grant,60 - Sole Trader,Sole Trader
People Services - Adults and Health,Adult Social Care,Community Support,Social Care Activities,REDACTED,07/05/2024,840,398350,"2,471.92",Charging Income Holding Account,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,QUESTECH RECRUITMENT LIMITED,07/05/2024,99802,403718,"3,528.00",Vehicle Maintenance,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,NORDOMATIC UK LTD,07/05/2024,99924,410328,"2,094.60",Milestone House,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,415735,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,415736,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,415739,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,415741,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,415744,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,415745,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417561,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417564,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417565,"1,120.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417568,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417569,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417571,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417573,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417574,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417576,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417577,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417578,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417580,980,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417586,600,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417588,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417597,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417738,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417742,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,07/05/2024,99777,417745,840,Housing Options (Private),60 - Sole Trader,Sole Trader
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ACTIVE SUPPORT LIMITED,07/05/2024,99875,417890,"1,270.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,07/05/2024,99132,417948,"1,711.18",Highways Maintenance Works,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418395,700,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418445,840,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418457,560,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418464,700,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418468,840,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418474,560,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418483,"2,041.67",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418485,"2,041.67",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418487,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418491,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418492,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418495,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418497,980,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418503,840,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418504,700,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418505,560,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418508,840,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,07/05/2024,98979,418513,560,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418534,"2,000.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418535,"2,080.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418540,"2,080.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418544,"2,080.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418545,"2,041.67",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418550,"2,025.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418551,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418552,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418555,"2,070.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418558,"2,070.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418559,"2,041.67",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418561,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,VICTORIA PARK HOTEL,07/05/2024,99024,418563,"2,015.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418567,"1,458.33",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418568,560,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418570,"2,041.67",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,BEECHWOOD PARK,07/05/2024,99071,418571,"1,750.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418574,980,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418578,980,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418582,980,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,07/05/2024,99528,418587,"1,120.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY GUESTHOUSE LTD,07/05/2024,99296,418696,700,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HILBROKE HOUSE LTD,07/05/2024,99490,419498,980,Housing Options (Private),40 - SME,SME
