DCC Supplier Payments Over �500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,BELMONT VAN AND MOWER CENTRE LIMITED,01/08/2024,00123122,501582,"1,147.99",Grounds Maintenance Derby Homes,40 - SME,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,COMMERCIAL SERVICES KENT LTD,01/08/2024,00123154,501817,"3,383.50",HR Shared Services,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,503707,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Waste Disposal,Waste Disposal,SOMETHING DIFFERENT UK LIMITED,01/08/2024,00123142,503724,"1,193.50",Waste Disposal,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,VILLAGE CABS LIMITED,01/08/2024,00123179,509134,"3,433.75",CIC Home To School Transport,10 - Company,Company
Communities & Place,Communities,Waste Disposal,Waste Disposal,BIFFA WASTE SERVICES LTD,01/08/2024,00122934,509773,"37,815.62",Waste Disposal,10 - Company,Company
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,509812,998.19,Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,509813,766.19,Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,509814,"1,585.83",Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,511212,"2,345.91",Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,511214,828.18,Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,511813,"1,124.95",Highways Maintenance Works,40 - SME,SME
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,HAYS SPECIALIST RECRUITMENT LTD,01/08/2024,00122939,511860,682.63,Social Care Finance,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,COMPASS MINERALS UK LTD,01/08/2024,00123030,511865,"3,775.26",Highways - Winter Maintenance,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Legal Services,Legal Services,THOMSON REUTERS,01/08/2024,00123006,511909,"41,002.92",Corporate Services - Legal,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBYSHIRE COUNTY COUNCIL,01/08/2024,00122949,515780,"1,163.32",Other Local Authority Education Placements,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBYSHIRE COUNTY COUNCIL,01/08/2024,00122949,516026,"6,268.80",Other Local Authority Education Placements,20 - Public/Government Agency,Public/Government Agency
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,BRITISH GAS TRADING LTD,01/08/2024,00122971,516099,773.73,Friargate Studios,10 - Company,Company
Chief Executives,Finance & Business Support,Finance,TSC & Revenue Collection,CATHEDRAL QUARTER CO LTD,01/08/2024,00122985,516157,"33,058.63",Non Domestic Rates Billing & Recovery,40 - SME,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WHITEHOUSE CONSTRUCTION CO LTD,01/08/2024,00122932,516289,"3,762.53",Engineering Section,40 - SME,SME
Communities & Place,Communities,Regulatory Services,Environmental Protection,NOTTINGHAM CITY COUNCIL,01/08/2024,00122948,516305,625.00,Env Health Mangmnt & Adm,20 - Public/Government Agency,Public/Government Agency
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,01/08/2024,00123004,516323,611.92,Highways Maintenance Works,40 - SME,SME
Communities & Place,Communities,Regulatory Services,Trading Standards,LINCOLNSHIRE COUNTY COUNCIL,01/08/2024,00122965,516363,"4,814.60",Trading Standards,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,SIRSIDYNIX SIRSI LIMITED,01/08/2024,00122984,516457,"16,173.13",Digital and Business Applications,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,01/08/2024,00123160,516474,632.45,Home To School Transport - SEN,30 - Individual (Non Business),Individual (Non Business)
Chief Executives,Corporate Management,"Comms, Website & Engagement",Communication,BINARYFOLD4 LTD,01/08/2024,00122998,516489,575.00,Corporate Communications,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,TOTALENERGIES GAS AND POWER LIMITED.,01/08/2024,00123134,516547,"42,533.92",Corporate Utilities Gas & Electricity,40 - SME,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,NASSH HEALTHCARE LTD,01/08/2024,00123118,516550,"3,173.20",Residents Fund Client (FINP0171),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516568,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516570,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516574,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516577,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516578,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516579,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516581,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516582,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516583,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516584,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516585,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516586,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516587,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516592,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516593,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516596,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,01/08/2024,00122999,516597,"52,039.96",Home First: Community & Perth House,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516624,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,ENGINEERING & HIRE LIMITED,01/08/2024,00123162,516674,"2,144.40",Grounds Maintenance,10 - Company,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,CERTAS ENERGY UK LIMITED,01/08/2024,00123139,516678,"39,747.23",Fleet Hire,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,CONNECT ROADS DERBY LTD,01/08/2024,00123057,516687,"36,700.00",LED bulb conversion,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516690,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516691,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516692,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516693,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516701,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516702,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,JC BALLS AND SONS,01/08/2024,00123018,516704,550.00,Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516709,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516713,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516719,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,01/08/2024,00122986,516720,"5,500.20",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516721,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516723,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516724,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516729,"1,260.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516730,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516731,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BEBIDA BEVERAGE SOLUTIONS LTD,01/08/2024,00123024,516734,720.20,Derby Live Catering - Markeaton Park,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Economic Growth,BABY PEOPLE LTD,01/08/2024,00123001,516737,"16,138.66",Make & Trade Zone,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516738,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,REDACTED,01/08/2024,00123007,516782,"5,518.00",Our City Our River - Package 1,60 - Sole Trader,Sole Trader
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Regeneration Projects,DERBYSHIRE COUNTY COUNCIL,01/08/2024,00122949,516788,"49,770.00",Regeneration Projects,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Non-Schools,Integrated Services,Workforce Learning & Development,UNIVERSITY OF CENTRAL LANCASHIRE,01/08/2024,00123169,516796,"84,119.20",Step Up to Social Work - Lead Authority,10 - Company,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,01/08/2024,00122932,516805,"66,473.70",Osmaston Road/Harvey Road,40 - SME,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,ATLOW CONTRACTING LIMITED.,01/08/2024,00123063,516809,"1,929.25",Outdoor Amenities,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,01/08/2024,00122932,516843,"31,218.50",Duffield Road/Broadway,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,01/08/2024,00123078,516844,"100,000.00",Special Schools,10 - Company,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,NOTTINGHAM SPECIALIST TRANSPORT LTD,01/08/2024,00123138,516855,"138,364.56",Home To School Transport - SEN,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Legal Services,Legal Services,PAYSTREAM MY MAX LIMITED,01/08/2024,00123177,516862,"2,053.32",Corporate Services - Legal,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,SAYMEZ CARS,01/08/2024,00123120,516941,"1,610.00",Haddon Team,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",MORRISTON ORPHEUS CHOIR,01/08/2024,00123183,516954,"1,147.00",Derby Live - Sales and Information Centre,65 - Voluntary,Voluntary
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,ROLLIN TRANSPORT TRAINING LTD,01/08/2024,00123173,516956,650.00,Fleet Hire,10 - Company,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,SCARAB SWEEPERS LTD,01/08/2024,00123070,516957,958.24,Vehicle Maintenance,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,ROLLIN TRANSPORT TRAINING LTD,01/08/2024,00123173,516958,"2,850.00",Fleet Hire,10 - Company,Company
Housing Rents,Housing Rents,Housing Rents,Housing Rents,REDACTED,01/08/2024,00123186,516960,587.50,Rent Refunds HRA (DHL Use),20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,ROLLIN TRANSPORT TRAINING LTD,01/08/2024,00123173,516961,"2,050.00",Fleet Hire,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,01/08/2024,00122986,516982,"5,789.63",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,516989,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,01/08/2024,00122986,517002,"2,838.68",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,517005,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517009,"-2,007.76",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517011,"-1,505.82",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517014,"-2,007.76",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,517021,840.00,Housing Options (Private),60 - Sole Trader,Sole Trader
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,01/08/2024,00122995,517024,"-1,178.12",South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,01/08/2024,00123148,517025,"-1,067.76",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,01/08/2024,00123043,517026,-868.28,East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,01/08/2024,00123152,517028,-853.44,Central Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517029,"-1,148.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517030,"-1,148.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517033,"-1,148.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,01/08/2024,00122995,517036,"1,272.16",South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517037,"-1,148.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517038,"-1,148.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,REDACTED,01/08/2024,00123170,517040,-826.52,South OP (over 65) Memory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,REDACTED,01/08/2024,00123170,517042,"1,528.60",South OP (over 65) Memory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,REDACTED,01/08/2024,00123170,517044,764.30,South OP (over 65) Memory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517045,"1,328.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,01/08/2024,00123148,517047,"1,084.72",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,01/08/2024,00122967,517048,"1,031.83",East Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517050,"1,328.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517052,"1,328.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517053,"1,328.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,01/08/2024,00123043,517054,893.96,East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,01/08/2024,00123069,517056,"1,328.04",South OP (over 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,01/08/2024,00123152,517060,920.64,Central Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517061,"1,843.20",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517062,"1,843.20",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517063,"1,843.20",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,01/08/2024,00122986,517064,"5,095.41",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517067,"1,843.20",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,01/08/2024,00122996,517069,"1,382.40",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,517072,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,01/08/2024,00123054,517076,534.47,Derby Live Catering - Markeaton Park,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,01/08/2024,00122969,517079,811.77,Whitaker Road T2 Package,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,01/08/2024,00122955,517082,"36,599.43",Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,01/08/2024,00122963,517084,"1,450.00",Pride Park,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,01/08/2024,00122981,517085,"6,414.00",Repair & Maintenance Works,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,01/08/2024,00123143,517087,"1,680.00",Housing Options (Private),60 - Sole Trader,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EMS SECURITY SERVICES LTD,01/08/2024,00123050,517088,"1,378.38",Assembly Rooms Demolition,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",LIVE NATION (MUSIC) UK LTD CUFFE AND TAYLOR,01/08/2024,00123092,517097,"74,222.50",Derby Live - Outdoor Events,40 - SME,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,REDACTED,01/08/2024,00123175,517098,"5,000.00",REFCUS - Disabled Facilities Grant 96 Act,30 - Individual (Non Business),Individual (Non Business)
