DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143064,"1,320.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143074,"1,752.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143024,"1,912.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143025,"1,792.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143026,"1,112.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143027,"1,352.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143028,"1,960.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143029,"1,240.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143030,944.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143031,"1,192.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143076,920.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143022,"1,584.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143023,"1,664.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143035,"1,748.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143036,"2,072.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143034,"1,912.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143041,"1,672.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143038,"1,584.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143061,"2,552.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143059,"1,672.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143043,"2,032.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143040,"1,512.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143039,"1,672.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143037,"1,720.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143062,"1,672.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143060,880.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4143042,"2,200.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,EAGLE CITY CARS,100198,12/01/2023,4138603,"1,265.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,24/01/2023,4147562,990.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4139782,"1,980.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4139785,"1,440.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4139783,"1,395.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,19/01/2023,4139784,"1,350.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,24/01/2023,4147561,720.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,24/01/2023,4147559,720.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EAGLE CITY CARS,100198,24/01/2023,4144215,975.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 5NY (INTERFACE),1686480,24/01/2023,4146032,767.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 5NY (INTERFACE),1686480,24/01/2023,4146033,935.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 5NY (INTERFACE),1686480,24/01/2023,4145907,935.28,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 5NY (INTERFACE),1686480,24/01/2023,4145627,"1,283.96",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 5NY (INTERFACE),1686480,24/01/2023,4145698,"1,020.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 5NY (INTERFACE),1686480,24/01/2023,4146087,"1,047.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145986,"1,046.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145852,699.60,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145653,926.64,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145654,"1,050.72",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145929,"1,021.60",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145785,619.88,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145786,946.12,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4145790,"1,046.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,EAST MIDLANDS EDUCATION TRUST DE73 6PZ (INTERFACE),1686481,24/01/2023,4146053,743.60,0.00,N/A,N/A
Communities & Place,Leisure,"Leisure, Culture and Tourism",EAST MIDLANDS VENDING LTD,1886474,26/01/2023,4144147,724.13,0.00,N/A,N/A
Communities & Place,Highways and Grounds Maintenance,Public Protection and Streetride,ECON ENGINEERING LTD,1347,17/01/2023,4129621,926.00,0.00,N/A,N/A
Communities & Place,Highways and Grounds Maintenance,Public Protection and Streetride,ECON ENGINEERING LTD,1347,17/01/2023,4129621,956.00,0.00,N/A,N/A
Communities & Place,Leisure,"Leisure, Culture and Tourism",EDEN FARM LTD,238423,03/01/2023,4129111,"2,743.56",0.00,Derby Live Catering - Derby Arena,Food Beverage and Tobacco Products-Beverages
People Services - Adults and Health,Learning Disability Support,Community Support,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136050,"1,345.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136610,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135479,925.16,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135483,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136051,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136383,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136386,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136789,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136133,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135738,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135740,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136841,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135773,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136131,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136278,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136374,588.74,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135923,897.12,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4137052,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,17/01/2023,4140097,868.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,EDEN SUPPORTED LIVING LTD,1940470,17/01/2023,4140866,"2,604.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136437,"2,354.96",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135617,"2,242.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135481,"4,888.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135484,"5,975.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135486,"4,888.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4137054,"8,148.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4137055,"8,148.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136790,"5,975.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136791,"8,148.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136132,"4,888.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4137145,"8,148.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136611,"5,975.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136612,"8,148.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135618,"4,888.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135732,"2,619.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4136375,"8,148.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,EDEN SUPPORTED LIVING LTD,1940470,10/01/2023,4135926,"8,148.00",0.00,N/A,N/A
Communities & Place,Traffic & Transportation,Planning & Transportation,EDWARDS AND EDWARDS CONSULTANCY LIMITED,1618478,17/01/2023,4129899,"1,864.50",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EEZE OLD SCHOOL HOUSE LTD,1818476,24/01/2023,4146117,679.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EEZE OLD SCHOOL HOUSE LTD,1818476,24/01/2023,4146119,"4,828.50",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EEZE OLD SCHOOL HOUSE LTD,1818476,24/01/2023,4146120,"8,439.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,EEZE OLD SCHOOL HOUSE LTD,1818476,24/01/2023,4146121,"9,576.00",0.00,N/A,N/A
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,ELIS UK LTD,1668484,24/01/2023,4138268,"1,204.85",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145046,"1,025.92",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145341,569.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145342,769.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145536,817.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145053,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4144845,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145165,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145350,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145355,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145436,817.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145437,687.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4144939,978.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4144940,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145340,564.16,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145538,687.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145054,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145159,978.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145266,564.16,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145267,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145269,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145047,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145268,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ELLIE SUNRISE HEALTHCARE LTD,1607481,24/01/2023,4145539,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4144882,"2,512.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145098,"1,320.48",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145090,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4144850,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145445,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145446,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145556,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145557,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145558,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4144973,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145085,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145167,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145285,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145553,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145554,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145059,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145060,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145304,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145305,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145301,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4144874,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145568,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145569,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145440,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4144879,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4144880,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145388,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145543,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145546,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145547,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145372,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145373,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145374,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145375,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145091,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145466,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145470,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145279,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145280,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145176,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145181,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145362,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145072,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145073,712.80,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145084,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145196,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELLIE SUNRISE HEALTHCARE LTD,1607482,24/01/2023,4145198,534.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ELMCARE LTD,552446,20/01/2023,4144562,"3,768.84",0.00,N/A,N/A
