Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Procurement Comment
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10497,Community Disharge Team,R1100,Agency Staff,20063269,202302,27/04/2023,592.96,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10669,COVID-19 Test and Trace Service,R1100,Agency Staff,20063269,202302,27/04/2023,2085.12,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20063269,202302,27/04/2023,1614.29,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20063269,202302,27/04/2023,671.69,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20063269,202302,27/04/2023,788.63,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20063269,202302,27/04/2023,1349.76,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20063269,202302,27/04/2023,1272.37,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20063269,202302,27/04/2023,709.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1058.85,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10961,Public Realm Projects,R1100,Agency Staff,20063269,202302,27/04/2023,1526.12,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20063269,202302,27/04/2023,1169.47,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1478.65,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1116.62,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1780.58,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20063269,202302,27/04/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20063269,202302,27/04/2023,908,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11788,Housing Options - Homelessness Administration,R1100,Agency Staff,20063269,202302,27/04/2023,634.2,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1504.77,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20063269,202302,27/04/2023,1347.89,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11921,Commissioning & Policy - Children´s,R1100,Agency Staff,20063269,202302,27/04/2023,1464.35,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1076.08,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20063269,202302,27/04/2023,1355.29,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20063269,202302,27/04/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20063269,202302,27/04/2023,1425.98,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20063269,202302,27/04/2023,1308.04,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10869,Air Quality Early Measures,R1100,Agency Staff,20063269,202302,27/04/2023,1777.12,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20063269,202302,27/04/2023,609.07,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10786,Streetpride Area 1,R1100,Agency Staff,20063269,202302,27/04/2023,782.25,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1478.65,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20063269,202302,27/04/2023,1395.64,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20063269,202302,27/04/2023,917.12,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1697.62,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20063269,202302,27/04/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10541,Alternative Provision School: Coventry Extended Learning Centre,R1100,Agency Staff,3690120,202302,26/04/2023,826.29,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10541,Alternative Provision School: Coventry Extended Learning Centre,R1100,Agency Staff,3689546,202302,04/04/2023,826.29,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067417,202302,24/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067417,202302,24/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067417,202302,24/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067417,202302,24/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067403,202302,24/05/2023,-750.6,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067454,202302,24/05/2023,-538.33,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067410,202302,24/05/2023,-598.62,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067379,202302,23/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20067308,202302,16/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063601,202302,09/05/2023,599.16,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-3760.71,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4050,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-675,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-1350,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4050,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-675,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4050,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-2025,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4435.71,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-2410.71,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-2700,
321017,Residential Care,406390,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20063534,202302,05/05/2023,-4725,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062531,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062573,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062521,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062569,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062678,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062597,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062700,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062537,202302,02/05/2023,561.25,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062625,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062594,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062619,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062531,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062803,202302,02/05/2023,-600.38,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062521,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062569,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062803,202302,02/05/2023,-600.38,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062678,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062549,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062541,202302,02/05/2023,648.17,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062573,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062594,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062678,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062597,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062549,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062531,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062803,202302,02/05/2023,-600.38,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062574,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062594,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062549,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062573,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062678,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062541,202302,02/05/2023,648.17,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062668,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062531,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062537,202302,02/05/2023,561.25,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062803,202302,02/05/2023,-600.38,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062574,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062594,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062599,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062597,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062599,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062792,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062619,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062700,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062636,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062569,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062668,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062792,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062521,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062537,202302,02/05/2023,561.25,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062537,202302,02/05/2023,561.25,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062667,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062667,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062619,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062541,202302,02/05/2023,648.17,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062541,202302,02/05/2023,648.17,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062521,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062799,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062574,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062597,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062792,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062599,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062700,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062667,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062625,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062636,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062668,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062625,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062792,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062636,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062549,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062799,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062667,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062599,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062700,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062625,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062574,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062569,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062668,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062636,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062799,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062799,202302,02/05/2023,566.79,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062619,202302,02/05/2023,667.62,
321016,Nursing Homes,406386,HC1 Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062573,202302,02/05/2023,667.62,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062199,202302,02/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062092,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062082,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062201,202302,02/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062187,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20061835,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062116,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20061869,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062082,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062158,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062199,202302,02/05/2023,750.6,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062092,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20061785,202302,02/05/2023,-538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062112,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062158,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062138,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20061869,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062138,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062457,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20061835,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062187,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062091,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062968,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,538.81,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062091,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20061869,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062158,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20061869,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062456,202302,02/05/2023,599.16,
321017,Residential Care,406387,HC1 Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20062265,202302,02/05/2023,599.16,
