Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comment
320000,Social Community Care Supplies & Services,420156,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091305,202305,16/08/2023,"1,866.20",
320000,Social Community Care Supplies & Services,407453,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091225,202305,16/08/2023,769.69,
320000,Social Community Care Supplies & Services,418443,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091506,202305,16/08/2023,700.00,
320000,Social Community Care Supplies & Services,407204,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091297,202305,16/08/2023,889.95,
320000,Social Community Care Supplies & Services,423011,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091477,202305,16/08/2023,630.00,
320000,Social Community Care Supplies & Services,424840,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091269,202305,16/08/2023,776.53,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091550,202305,16/08/2023,850.00,
320000,Social Community Care Supplies & Services,407222,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091421,202305,16/08/2023,507.62,
320000,Social Community Care Supplies & Services,407041,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091457,202305,16/08/2023,597.20,
320000,Social Community Care Supplies & Services,405974,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091235,202305,16/08/2023,"2,065.68",
320000,Social Community Care Supplies & Services,416752,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091449,202305,16/08/2023,"2,225.94",
320000,Social Community Care Supplies & Services,423999,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091553,202305,16/08/2023,700.00,
320000,Social Community Care Supplies & Services,421065,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091470,202305,16/08/2023,503.16,
320000,Social Community Care Supplies & Services,406100,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091454,202305,16/08/2023,565.58,
320000,Social Community Care Supplies & Services,408683,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091530,202305,16/08/2023,"1,128.12",
320000,Social Community Care Supplies & Services,416660,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091523,202305,16/08/2023,821.15,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091350,202305,16/08/2023,898.66,
320000,Social Community Care Supplies & Services,406463,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091472,202305,16/08/2023,578.54,
320000,Social Community Care Supplies & Services,423485,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091475,202305,16/08/2023,505.00,
320000,Social Community Care Supplies & Services,406223,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091482,202305,16/08/2023,"1,080.94",
320000,Social Community Care Supplies & Services,419299,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091531,202305,16/08/2023,"1,013.95",
320000,Social Community Care Supplies & Services,425211,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091389,202305,16/08/2023,771.75,
320000,Social Community Care Supplies & Services,426001,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091282,202305,16/08/2023,671.83,
320000,Social Community Care Supplies & Services,422116,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091326,202305,16/08/2023,"3,550.50",
320000,Social Community Care Supplies & Services,407493,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091374,202305,16/08/2023,"1,447.58",
320000,Social Community Care Supplies & Services,413073,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091339,202305,16/08/2023,628.99,
320000,Social Community Care Supplies & Services,422336,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091423,202305,16/08/2023,"2,077.35",
320000,Social Community Care Supplies & Services,407320,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091502,202305,16/08/2023,"2,080.00",
320000,Social Community Care Supplies & Services,407393,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091507,202305,16/08/2023,980.38,
320000,Social Community Care Supplies & Services,414146,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091364,202305,16/08/2023,"1,824.35",
320000,Social Community Care Supplies & Services,407225,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091343,202305,16/08/2023,"1,052.03",
320000,Social Community Care Supplies & Services,407294,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091440,202305,16/08/2023,679.32,
320000,Social Community Care Supplies & Services,407225,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091343,202305,16/08/2023,"1,052.03",
320000,Social Community Care Supplies & Services,406653,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091230,202305,16/08/2023,532.56,
320000,Social Community Care Supplies & Services,407959,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091520,202305,16/08/2023,880.50,
320000,Social Community Care Supplies & Services,415466,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091314,202305,16/08/2023,550.00,
320000,Social Community Care Supplies & Services,423999,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091553,202305,16/08/2023,700.00,
320000,Social Community Care Supplies & Services,422336,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091423,202305,16/08/2023,"2,077.35",
320000,Social Community Care Supplies & Services,417075,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091426,202305,16/08/2023,604.66,
320000,Social Community Care Supplies & Services,412705,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091452,202305,16/08/2023,"1,878.68",
320000,Social Community Care Supplies & Services,407599,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091526,202305,16/08/2023,717.54,
320000,Social Community Care Supplies & Services,406671,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091309,202305,16/08/2023,"1,522.20",
320000,Social Community Care Supplies & Services,406464,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091540,202305,16/08/2023,"1,809.00",
320000,Social Community Care Supplies & Services,414202,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091363,202305,16/08/2023,"1,575.00",
320000,Social Community Care Supplies & Services,406100,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091454,202305,16/08/2023,565.58,
320000,Social Community Care Supplies & Services,426233,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091417,202305,16/08/2023,540.00,
320000,Social Community Care Supplies & Services,426631,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091436,202305,16/08/2023,"2,639.78",
320000,Social Community Care Supplies & Services,405739,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091428,202305,16/08/2023,627.06,
320000,Social Community Care Supplies & Services,412828,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091468,202305,16/08/2023,610.75,
320000,Social Community Care Supplies & Services,412705,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091452,202305,16/08/2023,"1,878.68",
320000,Social Community Care Supplies & Services,407599,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091526,202305,16/08/2023,717.54,
320000,Social Community Care Supplies & Services,407207,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091313,202305,16/08/2023,907.04,
320000,Social Community Care Supplies & Services,405746,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091500,202305,16/08/2023,"1,540.00",
320000,Social Community Care Supplies & Services,406757,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091510,202305,16/08/2023,550.00,
320000,Social Community Care Supplies & Services,411113,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091340,202305,16/08/2023,855.05,
320000,Social Community Care Supplies & Services,416752,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091449,202305,16/08/2023,"2,225.94",
320000,Social Community Care Supplies & Services,420156,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091305,202305,16/08/2023,"1,866.20",
320000,Social Community Care Supplies & Services,407453,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091225,202305,16/08/2023,769.69,
320000,Social Community Care Supplies & Services,407119,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091438,202305,16/08/2023,522.55,
320000,Social Community Care Supplies & Services,406100,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091454,202305,16/08/2023,565.58,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091550,202305,16/08/2023,850.00,
320000,Social Community Care Supplies & Services,406788,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091220,202305,16/08/2023,"1,619.75",
320000,Social Community Care Supplies & Services,407835,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091471,202305,16/08/2023,507.62,
320000,Social Community Care Supplies & Services,408683,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091530,202305,16/08/2023,"1,128.12",
320000,Social Community Care Supplies & Services,410579,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091403,202305,16/08/2023,750.00,
320000,Social Community Care Supplies & Services,415773,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091434,202305,16/08/2023,630.00,
320000,Social Community Care Supplies & Services,423485,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091475,202305,16/08/2023,505.00,
320000,Social Community Care Supplies & Services,406463,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091472,202305,16/08/2023,578.54,
320000,Social Community Care Supplies & Services,413493,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091537,202305,16/08/2023,"1,080.00",
320000,Social Community Care Supplies & Services,407953,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091441,202305,16/08/2023,"1,254.12",
320000,Social Community Care Supplies & Services,422234,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091381,202305,16/08/2023,809.65,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091350,202305,16/08/2023,898.66,
320000,Social Community Care Supplies & Services,426631,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091436,202305,16/08/2023,"2,639.78",
320000,Social Community Care Supplies & Services,407041,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091457,202305,16/08/2023,597.20,
320000,Social Community Care Supplies & Services,425211,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091389,202305,16/08/2023,771.75,
320000,Social Community Care Supplies & Services,422116,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091326,202305,16/08/2023,"3,550.50",
320000,Social Community Care Supplies & Services,407493,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091374,202305,16/08/2023,"1,447.58",
320000,Social Community Care Supplies & Services,407204,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091297,202305,16/08/2023,889.95,
320000,Social Community Care Supplies & Services,425211,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091389,202305,16/08/2023,771.75,
320000,Social Community Care Supplies & Services,405739,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091428,202305,16/08/2023,627.06,
320000,Social Community Care Supplies & Services,422336,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091423,202305,16/08/2023,"2,077.35",
320000,Social Community Care Supplies & Services,410579,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091403,202305,16/08/2023,750.00,
320000,Social Community Care Supplies & Services,425166,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091388,202305,16/08/2023,671.83,
320000,Social Community Care Supplies & Services,407212,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091342,202305,16/08/2023,900.28,
320000,Social Community Care Supplies & Services,410579,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091403,202305,16/08/2023,750.00,
320000,Social Community Care Supplies & Services,412752,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091522,202305,16/08/2023,"2,896.46",
320000,Social Community Care Supplies & Services,407294,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091440,202305,16/08/2023,679.32,
320000,Social Community Care Supplies & Services,406614,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091554,202305,16/08/2023,746.50,
320000,Social Community Care Supplies & Services,407599,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091526,202305,16/08/2023,717.54,
320000,Social Community Care Supplies & Services,426754,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091422,202305,16/08/2023,530.00,
320000,Social Community Care Supplies & Services,406158,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091492,202305,16/08/2023,567.34,
320000,Social Community Care Supplies & Services,420156,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091305,202305,16/08/2023,"1,866.20",
320000,Social Community Care Supplies & Services,423243,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091547,202305,16/08/2023,860.00,
320000,Social Community Care Supplies & Services,406653,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091230,202305,16/08/2023,532.56,
320000,Social Community Care Supplies & Services,412841,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091505,202305,16/08/2023,"1,045.10",
320000,Social Community Care Supplies & Services,417075,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091426,202305,16/08/2023,604.66,
320000,Social Community Care Supplies & Services,406788,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091220,202305,16/08/2023,"1,619.75",
320000,Social Community Care Supplies & Services,406463,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091472,202305,16/08/2023,578.54,
320000,Social Community Care Supplies & Services,406757,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091510,202305,16/08/2023,550.00,
320000,Social Community Care Supplies & Services,420562,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091491,202305,16/08/2023,770.00,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091350,202305,16/08/2023,898.66,
320000,Social Community Care Supplies & Services,426233,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091417,202305,16/08/2023,540.00,
320000,Social Community Care Supplies & Services,406614,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091554,202305,16/08/2023,746.50,
320000,Social Community Care Supplies & Services,406483,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091519,202305,16/08/2023,"2,205.28",
320000,Social Community Care Supplies & Services,418799,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091293,202305,16/08/2023,564.06,
320000,Social Community Care Supplies & Services,412749,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091296,202305,16/08/2023,732.90,
320000,Social Community Care Supplies & Services,426001,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091282,202305,16/08/2023,671.83,
320000,Social Community Care Supplies & Services,415773,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091434,202305,16/08/2023,630.00,
320000,Social Community Care Supplies & Services,422234,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091381,202305,16/08/2023,809.65,
320000,Social Community Care Supplies & Services,418443,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091506,202305,16/08/2023,700.00,
320000,Social Community Care Supplies & Services,407453,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091225,202305,16/08/2023,769.69,
320000,Social Community Care Supplies & Services,407192,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091416,202305,16/08/2023,"1,428.28",
320000,Social Community Care Supplies & Services,407493,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091374,202305,16/08/2023,"1,447.58",
320000,Social Community Care Supplies & Services,422234,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091381,202305,16/08/2023,809.65,
320000,Social Community Care Supplies & Services,405885,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091371,202305,16/08/2023,671.50,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091550,202305,16/08/2023,850.00,
320000,Social Community Care Supplies & Services,415262,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091544,202305,16/08/2023,878.49,
320000,Social Community Care Supplies & Services,412839,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091373,202305,16/08/2023,640.64,
320000,Social Community Care Supplies & Services,406958,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091236,202305,16/08/2023,720.60,
320000,Social Community Care Supplies & Services,412828,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091468,202305,16/08/2023,610.75,
320000,Social Community Care Supplies & Services,412828,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091468,202305,16/08/2023,610.75,
320000,Social Community Care Supplies & Services,411703,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091341,202305,16/08/2023,570.60,
320000,Social Community Care Supplies & Services,407448,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091414,202305,16/08/2023,507.62,
320000,Social Community Care Supplies & Services,416870,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091488,202305,16/08/2023,522.55,
320000,Social Community Care Supplies & Services,406671,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091309,202305,16/08/2023,"1,522.20",
320000,Social Community Care Supplies & Services,406653,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091230,202305,16/08/2023,532.56,
320000,Social Community Care Supplies & Services,407294,REDACTED PERSONAL DATA,People,11965,PI Direct Payments,R6290,Client Support,20091440,202305,16/08/2023,679.32,
320000,Social Community Care Supplies & Services,412839,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091373,202305,16/08/2023,640.64,
320000,Social Community Care Supplies & Services,407599,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091526,202305,16/08/2023,717.54,
320000,Social Community Care Supplies & Services,422336,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091423,202305,16/08/2023,"2,077.35",
320000,Social Community Care Supplies & Services,412705,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091452,202305,16/08/2023,"1,878.68",
320000,Social Community Care Supplies & Services,421744,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091415,202305,16/08/2023,"1,571.03",
320000,Social Community Care Supplies & Services,414112,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091516,202305,16/08/2023,612.13,
320000,Social Community Care Supplies & Services,423243,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091547,202305,16/08/2023,860.00,
320000,Social Community Care Supplies & Services,408683,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091530,202305,16/08/2023,"1,128.12",
320000,Social Community Care Supplies & Services,423485,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091475,202305,16/08/2023,505.00,
320000,Social Community Care Supplies & Services,418443,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091506,202305,16/08/2023,700.00,
320000,Social Community Care Supplies & Services,412801,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091350,202305,16/08/2023,898.66,
320000,Social Community Care Supplies & Services,418702,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091318,202305,16/08/2023,564.06,
320000,Social Community Care Supplies & Services,418702,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091318,202305,16/08/2023,564.06,
320000,Social Community Care Supplies & Services,426631,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091436,202305,16/08/2023,"2,639.78",
320000,Social Community Care Supplies & Services,426001,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091282,202305,16/08/2023,671.83,
320000,Social Community Care Supplies & Services,422116,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091326,202305,16/08/2023,"3,550.50",
320000,Social Community Care Supplies & Services,425166,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091388,202305,16/08/2023,671.83,
320000,Social Community Care Supplies & Services,423013,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091493,202305,16/08/2023,630.00,
320000,Social Community Care Supplies & Services,418799,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091293,202305,16/08/2023,564.06,
320000,Social Community Care Supplies & Services,407204,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091297,202305,16/08/2023,889.95,
320000,Social Community Care Supplies & Services,410579,REDACTED PERSONAL DATA,People,11844,MH Direct Payments,R6290,Client Support,20091403,202305,16/08/2023,750.00,
320000,Social Community Care Supplies & Services,406757,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091510,202305,16/08/2023,550.00,
320000,Social Community Care Supplies & Services,416660,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091523,202305,16/08/2023,821.15,
320000,Social Community Care Supplies & Services,411113,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091340,202305,16/08/2023,855.05,
320000,Social Community Care Supplies & Services,407453,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091225,202305,16/08/2023,769.69,
320000,Social Community Care Supplies & Services,422234,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091381,202305,16/08/2023,809.65,
320000,Social Community Care Supplies & Services,420156,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091305,202305,16/08/2023,"1,866.20",
320000,Social Community Care Supplies & Services,416752,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091449,202305,16/08/2023,"2,225.94",
320000,Social Community Care Supplies & Services,407835,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091471,202305,16/08/2023,507.62,
320000,Social Community Care Supplies & Services,418702,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091318,202305,16/08/2023,564.06,
320000,Social Community Care Supplies & Services,405885,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091371,202305,16/08/2023,671.50,
320000,Social Community Care Supplies & Services,422793,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091550,202305,16/08/2023,850.00,
320000,Social Community Care Supplies & Services,406464,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091540,202305,16/08/2023,"1,809.00",
320000,Social Community Care Supplies & Services,405739,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091428,202305,16/08/2023,627.06,
320000,Social Community Care Supplies & Services,414112,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091516,202305,16/08/2023,612.13,
320000,Social Community Care Supplies & Services,412705,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091452,202305,16/08/2023,"1,878.68",
320000,Social Community Care Supplies & Services,406958,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091236,202305,16/08/2023,720.60,
320000,Social Community Care Supplies & Services,426233,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091417,202305,16/08/2023,540.00,
320000,Social Community Care Supplies & Services,423481,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091560,202305,16/08/2023,700.00,
320000,Social Community Care Supplies & Services,415773,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091434,202305,16/08/2023,630.00,
320000,Social Community Care Supplies & Services,405735,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091479,202305,16/08/2023,"2,612.47",
320000,Social Community Care Supplies & Services,421744,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091415,202305,16/08/2023,"1,571.03",
320000,Social Community Care Supplies & Services,420213,REDACTED PERSONAL DATA,People,10554,LD Direct Payments,R6290,Client Support,20091499,202305,16/08/2023,"1,800.00",
320000,Social Community Care Supplies & Services,416870,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091488,202305,16/08/2023,522.55,
320000,Social Community Care Supplies & Services,411703,REDACTED PERSONAL DATA,People,11174,OP Direct Payments,R6290,Client Support,20091341,202305,16/08/2023,570.60,
321017,Residential Care,407440,REDACTED PERSONAL DATA,People,11947,OP Residential Care Placements,R5008,Other agencies,20091825,202305,16/08/2023,615.63,
321017,Residential Care,407440,REDACTED PERSONAL DATA,People,11947,OP Residential Care Placements,R5008,Other agencies,20091825,202305,16/08/2023,615.63,
321017,Residential Care,407440,REDACTED PERSONAL DATA,People,11947,OP Residential Care Placements,R5008,Other agencies,20091825,202305,16/08/2023,615.63,
321017,Residential Care,407440,REDACTED PERSONAL DATA,People,11947,OP Residential Care Placements,R5008,Other agencies,20091825,202305,16/08/2023,615.63,
321126,Foster Care,417281,REDACTED PERSONAL DATA,People,11178,Connected Persons Fees,R6290,Client Support,20089468,202305,16/08/2023,538.85,
321126,Foster Care,413245,REDACTED PERSONAL DATA,People,11129,Internal Fostering Fees,R6290,Client Support,20089391,202305,16/08/2023,634.01,
321126,Foster Care,416155,REDACTED PERSONAL DATA,People,10655,Adoption Allowances,R4401,Services - Fees and Charges,20089471,202305,16/08/2023,"1,079.77",
