Proclass,Proclass(T),Supplier,Supplier (T),Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137094,202311,04/02/2024,934.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137094,202311,04/02/2024,934.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136902,202311,04/02/2024,991.75
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136932,202311,04/02/2024,752.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11450,PI Nursing Care Placements,R5008,Other agencies,20136949,202311,04/02/2024,564.57
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11450,PI Nursing Care Placements,R5008,Other agencies,20136949,202311,04/02/2024,564.57
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11450,PI Nursing Care Placements,R5008,Other agencies,20136949,202311,04/02/2024,564.57
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11450,PI Nursing Care Placements,R5008,Other agencies,20136949,202311,04/02/2024,564.57
391200,Engineering,426117,Arogus International AB,Place,10653,Strategic Transportation,C1106,Engineering Works,3750154,202311,04/02/2024,"3,315.00"
321117,Childrens Residential Care,418350,Ashwood Children´s Care Homes Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3750167,202311,04/02/2024,"20,693.57"
321017,Residential Care,421357,Aspects Care Home Ltd - Gloucester House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136341,202311,04/02/2024,"1,259.28"
321017,Residential Care,421357,Aspects Care Home Ltd - Gloucester House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136341,202311,04/02/2024,"1,259.28"
321017,Residential Care,421357,Aspects Care Home Ltd - Gloucester House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136341,202311,04/02/2024,"1,259.28"
321017,Residential Care,421357,Aspects Care Home Ltd - Gloucester House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136341,202311,04/02/2024,"1,259.28"
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138699,202311,04/02/2024,547.19
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138699,202311,04/02/2024,547.19
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138973,202311,04/02/2024,673.40
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138973,202311,04/02/2024,673.40
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138973,202311,04/02/2024,673.40
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138973,202311,04/02/2024,673.40
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138699,202311,04/02/2024,547.19
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138700,202311,04/02/2024,663.60
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138700,202311,04/02/2024,663.60
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138700,202311,04/02/2024,663.60
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138700,202311,04/02/2024,663.60
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138698,202311,04/02/2024,545.72
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138699,202311,04/02/2024,547.19
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138698,202311,04/02/2024,545.72
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138698,202311,04/02/2024,545.72
321014,Domiciliary Care,421619,Aspects Care Home Ltd - Montague Court,People,10805,MH Home Care,R5008,Other agencies,20138698,202311,04/02/2024,545.72
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136520,202311,04/02/2024,"1,115.12"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136524,202311,04/02/2024,612.82
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136522,202311,04/02/2024,707.97
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136522,202311,04/02/2024,707.97
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136520,202311,04/02/2024,"1,115.12"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136520,202311,04/02/2024,"1,115.12"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136520,202311,04/02/2024,"1,115.12"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136524,202311,04/02/2024,612.82
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136524,202311,04/02/2024,612.82
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136524,202311,04/02/2024,612.82
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136539,202311,04/02/2024,635.52
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136539,202311,04/02/2024,635.52
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136593,202311,04/02/2024,951.40
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136522,202311,04/02/2024,707.97
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136888,202311,04/02/2024,626.98
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20137375,202311,04/02/2024,653.40
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136523,202311,04/02/2024,812.37
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136523,202311,04/02/2024,812.37
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136523,202311,04/02/2024,812.37
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136473,202311,04/02/2024,874.59
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136523,202311,04/02/2024,812.37
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136593,202311,04/02/2024,951.40
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136593,202311,04/02/2024,951.40
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136593,202311,04/02/2024,951.40
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136888,202311,04/02/2024,626.98
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136888,202311,04/02/2024,626.98
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136888,202311,04/02/2024,626.98
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136473,202311,04/02/2024,874.59
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136473,202311,04/02/2024,874.59
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136473,202311,04/02/2024,874.59
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136581,202311,04/02/2024,816.75
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136581,202311,04/02/2024,816.75
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136581,202311,04/02/2024,816.75
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136581,202311,04/02/2024,816.75
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136641,202311,04/02/2024,"1,395.24"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136641,202311,04/02/2024,"1,395.24"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136641,202311,04/02/2024,"1,395.24"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136522,202311,04/02/2024,707.97
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136641,202311,04/02/2024,"1,395.24"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136539,202311,04/02/2024,635.52
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20136539,202311,04/02/2024,635.52
321017,Residential Care,405871,Aspects Care Homes Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20136603,202311,04/02/2024,"1,381.61"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20136603,202311,04/02/2024,"1,381.61"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20136603,202311,04/02/2024,"1,381.61"
321017,Residential Care,405871,Aspects Care Homes Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20136603,202311,04/02/2024,"1,381.61"
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136552,202311,04/02/2024,807.83
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136552,202311,04/02/2024,807.83
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136552,202311,04/02/2024,807.83
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136552,202311,04/02/2024,807.83
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136642,202311,04/02/2024,"1,605.57"
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136226,202311,04/02/2024,"1,482.17"
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136545,202311,04/02/2024,769.72
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136545,202311,04/02/2024,769.72
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136545,202311,04/02/2024,769.72
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136692,202311,04/02/2024,"1,265.90"
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136544,202311,04/02/2024,998.35
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136544,202311,04/02/2024,998.35
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136544,202311,04/02/2024,998.35
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136690,202311,04/02/2024,699.89
