Proclass,Proclass(T),Supplier,Supplier (T),Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10805,MH Home Care,R5008,Other agencies,20137446,202311,04/02/2024,553.28
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137444,202311,04/02/2024,"1,458.51"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20138930,202311,04/02/2024,"1,043.70"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20138930,202311,04/02/2024,"1,043.70"
321014,Domiciliary Care,416939,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137449,202311,04/02/2024,500.14
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20140204,202311,04/02/2024,"1,076.72"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20140204,202311,04/02/2024,"1,076.72"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20140204,202311,04/02/2024,"1,076.72"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20140204,202311,04/02/2024,"1,076.72"
321014,Domiciliary Care,416939,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137449,202311,04/02/2024,500.14
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137444,202311,04/02/2024,"1,458.51"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137447,202311,04/02/2024,889.98
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137447,202311,04/02/2024,889.98
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137443,202311,04/02/2024,549.64
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137443,202311,04/02/2024,549.64
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137443,202311,04/02/2024,549.64
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137443,202311,04/02/2024,549.64
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137444,202311,04/02/2024,"1,458.51"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137444,202311,04/02/2024,"1,458.51"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20138930,202311,04/02/2024,"1,043.70"
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20138930,202311,04/02/2024,"1,043.70"
321014,Domiciliary Care,416939,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137449,202311,04/02/2024,500.14
321014,Domiciliary Care,416939,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137449,202311,04/02/2024,500.14
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137447,202311,04/02/2024,889.98
321014,Domiciliary Care,420954,Midway Support Services Ltd,People,10949,LD Home Care,R5008,Other agencies,20137447,202311,04/02/2024,889.98
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137510,202311,04/02/2024,"3,011.44"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137509,202311,04/02/2024,"2,427.51"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137509,202311,04/02/2024,"2,427.51"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137509,202311,04/02/2024,"2,427.51"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137509,202311,04/02/2024,"2,427.51"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137510,202311,04/02/2024,"3,011.44"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137510,202311,04/02/2024,"3,011.44"
321014,Domiciliary Care,425678,Millennium Support Limited,People,10949,LD Home Care,R5008,Other agencies,20137510,202311,04/02/2024,"3,011.44"
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136914,202311,04/02/2024,660.18
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137166,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137166,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137166,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137166,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136914,202311,04/02/2024,660.18
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136914,202311,04/02/2024,660.18
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137105,202311,04/02/2024,706.44
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137105,202311,04/02/2024,706.44
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137105,202311,04/02/2024,706.44
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137105,202311,04/02/2024,706.44
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136914,202311,04/02/2024,660.18
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136975,202311,04/02/2024,664.84
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136926,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136999,202311,04/02/2024,542.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136999,202311,04/02/2024,542.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136999,202311,04/02/2024,542.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137101,202311,04/02/2024,742.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137101,202311,04/02/2024,742.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136934,202311,04/02/2024,654.06
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136956,202311,04/02/2024,748.24
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136956,202311,04/02/2024,748.24
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136956,202311,04/02/2024,748.24
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137204,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136999,202311,04/02/2024,542.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136975,202311,04/02/2024,664.84
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136934,202311,04/02/2024,654.06
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136934,202311,04/02/2024,654.06
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136934,202311,04/02/2024,654.06
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136926,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136926,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137074,202311,04/02/2024,623.62
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137111,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137111,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137111,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136975,202311,04/02/2024,664.84
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137074,202311,04/02/2024,623.62
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137074,202311,04/02/2024,623.62
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137101,202311,04/02/2024,742.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137101,202311,04/02/2024,742.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137074,202311,04/02/2024,623.62
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136956,202311,04/02/2024,748.24
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136975,202311,04/02/2024,664.84
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137111,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137145,202311,04/02/2024,-640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136926,202311,04/02/2024,640.97
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137204,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137204,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137204,202311,04/02/2024,662.86
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20137006,202311,04/02/2024,513.55
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20137006,202311,04/02/2024,513.55
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20137006,202311,04/02/2024,513.55
321016,Nursing Homes,407311,Minister Care Services Ltd - Sovereign House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20137006,202311,04/02/2024,513.55
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136635,202311,04/02/2024,630.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136635,202311,04/02/2024,630.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136806,202311,04/02/2024,700.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136806,202311,04/02/2024,700.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136806,202311,04/02/2024,700.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136224,202311,04/02/2024,530.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136236,202311,04/02/2024,706.39
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136613,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136626,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136626,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136626,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136613,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136645,202311,04/02/2024,750.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136645,202311,04/02/2024,750.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136613,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136613,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136639,202311,04/02/2024,711.15
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136806,202311,04/02/2024,700.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136835,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136835,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136878,202311,04/02/2024,-610.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136878,202311,04/02/2024,-610.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136878,202311,04/02/2024,-610.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136224,202311,04/02/2024,530.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136639,202311,04/02/2024,711.15
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136639,202311,04/02/2024,711.15
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136639,202311,04/02/2024,711.15
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136835,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136635,202311,04/02/2024,630.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136626,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136635,202311,04/02/2024,630.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136236,202311,04/02/2024,706.39
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136224,202311,04/02/2024,530.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136224,202311,04/02/2024,530.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136835,202311,04/02/2024,650.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136645,202311,04/02/2024,750.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136645,202311,04/02/2024,750.42
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136236,202311,04/02/2024,706.39
321017,Residential Care,407311,Minister Care Services Ltd - Sovereign House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136236,202311,04/02/2024,706.39
321016,Nursing Homes,426261,Minster Care Management Ltd T/A Hillcrest,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137085,202311,04/02/2024,"1,340.86"
321016,Nursing Homes,426261,Minster Care Management Ltd T/A Hillcrest,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137085,202311,04/02/2024,"1,340.86"
321016,Nursing Homes,426261,Minster Care Management Ltd T/A Hillcrest,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137085,202311,04/02/2024,"1,340.86"
321016,Nursing Homes,426261,Minster Care Management Ltd T/A Hillcrest,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137085,202311,04/02/2024,"1,340.86"
321017,Residential Care,406922,Minster Lodge,People,11947,OP Residential Care Placements,R5008,Other agencies,20136728,202311,04/02/2024,792.86
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136231,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136231,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136445,202311,04/02/2024,663.63
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136165,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136165,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136231,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136568,202311,04/02/2024,840.67
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136568,202311,04/02/2024,840.67
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136568,202311,04/02/2024,840.67
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136568,202311,04/02/2024,840.67
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136736,202311,04/02/2024,-850.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136695,202311,04/02/2024,925.00
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136231,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20137371,202311,04/02/2024,796.97
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136165,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136165,202311,04/02/2024,824.31
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136445,202311,04/02/2024,663.63
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136445,202311,04/02/2024,663.63
321017,Residential Care,406922,Minster Lodge,People,11301,MH Residential Care Placements,R5008,Other agencies,20136445,202311,04/02/2024,663.63
321017,Residential Care,406922,Minster Lodge,People,10257,LD Residential Care Placements,R5008,Other agencies,20136751,202311,04/02/2024,-900.00
321017,Residential Care,406922,Minster Lodge,People,10257,LD Residential Care Placements,R5008,Other agencies,20136751,202311,04/02/2024,-900.00
321017,Residential Care,406922,Minster Lodge,People,10257,LD Residential Care Placements,R5008,Other agencies,20136751,202311,04/02/2024,-900.00
321017,Residential Care,406922,Minster Lodge,People,10257,LD Residential Care Placements,R5008,Other agencies,20136751,202311,04/02/2024,-900.00
321017,Residential Care,406922,Minster Lodge,People,10257,LD Residential Care Placements,R5008,Other agencies,20136751,202311,04/02/2024,-900.00
321017,Residential Care,427613,Neem Tree Care Limited T/A Neem Tree Care Centre,People,11947,OP Residential Care Placements,R5008,Other agencies,20136627,202311,04/02/2024,"1,250.00"
321017,Residential Care,427613,Neem Tree Care Limited T/A Neem Tree Care Centre,People,11947,OP Residential Care Placements,R5008,Other agencies,20136627,202311,04/02/2024,"1,250.00"
321017,Residential Care,427613,Neem Tree Care Limited T/A Neem Tree Care Centre,People,11947,OP Residential Care Placements,R5008,Other agencies,20136627,202311,04/02/2024,"1,250.00"
321017,Residential Care,427613,Neem Tree Care Limited T/A Neem Tree Care Centre,People,11947,OP Residential Care Placements,R5008,Other agencies,20136627,202311,04/02/2024,"1,250.00"
321016,Nursing Homes,406983,Newlands House Cheshire Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136899,202311,04/02/2024,"1,152.45"
321016,Nursing Homes,406983,Newlands House Cheshire Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136899,202311,04/02/2024,"1,152.45"
321016,Nursing Homes,406983,Newlands House Cheshire Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136899,202311,04/02/2024,"1,152.45"
321016,Nursing Homes,406983,Newlands House Cheshire Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136899,202311,04/02/2024,"1,152.45"
321014,Domiciliary Care,427003,Nissi Business Solutions Ltd - Nissi Care Solutions,People,10949,LD Home Care,R5008,Other agencies,20138901,202311,04/02/2024,"2,171.40"
321014,Domiciliary Care,427003,Nissi Business Solutions Ltd - Nissi Care Solutions,People,10949,LD Home Care,R5008,Other agencies,20138901,202311,04/02/2024,"2,171.40"
321014,Domiciliary Care,427003,Nissi Business Solutions Ltd - Nissi Care Solutions,People,10949,LD Home Care,R5008,Other agencies,20138901,202311,04/02/2024,"2,171.40"
321014,Domiciliary Care,427003,Nissi Business Solutions Ltd - Nissi Care Solutions,People,10949,LD Home Care,R5008,Other agencies,20138901,202311,04/02/2024,"2,171.40"
321017,Residential Care,415820,Noble Care - Noble Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20136532,202311,04/02/2024,735.59
321017,Residential Care,415820,Noble Care - Noble Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20136532,202311,04/02/2024,735.59
321017,Residential Care,415820,Noble Care - Noble Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20136532,202311,04/02/2024,735.59
321017,Residential Care,415820,Noble Care - Noble Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20136532,202311,04/02/2024,735.59
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136512,202311,04/02/2024,563.16
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136512,202311,04/02/2024,563.16
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136512,202311,04/02/2024,563.16
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136512,202311,04/02/2024,563.16
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136487,202311,04/02/2024,"1,131.27"
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136487,202311,04/02/2024,"1,131.27"
321017,Residential Care,415820,Noble Care - Noble Grange,People,10257,LD Residential Care Placements,R5008,Other agencies,20136487,202311,04/02/2024,"1,131.27"
