Proclass,Proclass(T),Supplier,Supplier(T)2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070427,202303,30/05/2023,581.43,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070427,202303,30/05/2023,581.43,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070382,202303,30/05/2023,664.6,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070382,202303,30/05/2023,664.6,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070295,202303,30/05/2023,581.43,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070362,202303,30/05/2023,755.6,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070362,202303,30/05/2023,755.6,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070426,202303,30/05/2023,754.28,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070427,202303,30/05/2023,581.43,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070362,202303,30/05/2023,755.6,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070362,202303,30/05/2023,755.6,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070295,202303,30/05/2023,581.43,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20070387,202303,30/05/2023,752.08,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20070387,202303,30/05/2023,752.08,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20070387,202303,30/05/2023,752.08,
321017,Residential Care,422096,Platinum Care Nursing Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20070387,202303,30/05/2023,752.08,
321017,Residential Care,404072,Playdays Pre-School,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3699093,202303,27/05/2023,1849.97,
321017,Residential Care,404072,Playdays Pre-School,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3699181,202303,27/05/2023,1088.28,
321017,Residential Care,404072,Playdays Pre-School,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3698930,202303,27/05/2023,1998,
321017,Residential Care,404072,Playdays Pre-School,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3699008,202303,27/05/2023,7655.04,
321017,Residential Care,404073,Playhouse Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3698937,202303,27/05/2023,2597.4,
321017,Residential Care,404073,Playhouse Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3699101,202303,27/05/2023,3189.6,
321017,Residential Care,404073,Playhouse Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3699016,202303,27/05/2023,6873.59,
321017,Residential Care,426941,Plowman Craven Limited,Place,10310,Coventry City Centre Regeneration,C1005,Surveyors Fees,3697957,202303,14/06/2023,1650,
321017,Residential Care,418387,PMP Consultants Limited,People,10596,"Education Capital, Planning & Development",C1105,Design Fees,3693773,202303,30/05/2023,4385.69,
321017,Residential Care,418387,PMP Consultants Limited,Place,10053,OPR0276 London Road 259 Whitley Depot,C6002,Fees - External Staff,3693772,202303,30/05/2023,9000,
321017,Residential Care,418387,PMP Consultants Limited,People,10596,"Education Capital, Planning & Development",C6002,Fees - External Staff,3664911,202303,27/01/2023,1050,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20077214,202303,25/06/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20077214,202303,25/06/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20077214,202303,25/06/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20077214,202303,25/06/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20070216,202303,30/05/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20070216,202303,30/05/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20070216,202303,30/05/2023,860,
321017,Residential Care,426819,Polish Catholic Mission - Laxton Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20070216,202303,30/05/2023,860,
321017,Residential Care,422248,Political Lobbying & Media Relations Ltd,Place,10310,Coventry City Centre Regeneration,C1005,Surveyors Fees,3697112,202303,31/05/2023,2880,
321017,Residential Care,422248,Political Lobbying & Media Relations Ltd,Place,10310,Coventry City Centre Regeneration,C1005,Surveyors Fees,3697111,202303,30/05/2023,6720,
321017,Residential Care,404087,Polycopy Paper & Stationery,People,11282,Post and Fastprint,R4300,"Printing, Stationery and General Office Expenses",3697067,202303,12/06/2023,1516,
321017,Residential Care,404088,Portakabin Ltd,People,10596,"Education Capital, Planning & Development",C1005,Surveyors Fees,3697144,202303,13/06/2023,1660.45,
321017,Residential Care,404088,Portakabin Ltd,People,10596,"Education Capital, Planning & Development",C1005,Surveyors Fees,3697145,202303,13/06/2023,4762.3,
321017,Residential Care,404088,Portakabin Ltd,People,10596,"Education Capital, Planning & Development",C1005,Surveyors Fees,3697146,202303,13/06/2023,4762.3,
321017,Residential Care,404088,Portakabin Ltd,Place,11154,Highways: Overhead,R4300,"Printing, Stationery and General Office Expenses",3695178,202303,05/06/2023,-1397.87,
321017,Residential Care,404088,Portakabin Ltd,Place,11154,Highways: Overhead,R4300,"Printing, Stationery and General Office Expenses",3695177,202303,05/06/2023,1400,
321017,Residential Care,404088,Portakabin Ltd,People,10596,"Education Capital, Planning & Development",C1100,Construction,3693689,202303,01/06/2023,4218.85,
321017,Residential Care,404088,Portakabin Ltd,Place,11154,Highways: Overhead,R4300,"Printing, Stationery and General Office Expenses",3695175,202303,01/06/2023,1083.34,
321017,Residential Care,404088,Portakabin Ltd,People,10596,"Education Capital, Planning & Development",C1100,Construction,3687397,202303,01/05/2023,4218.85,
321017,Residential Care,404088,Portakabin Ltd,Place,11154,Highways: Overhead,R4300,"Printing, Stationery and General Office Expenses",3687396,202303,01/05/2023,1083.34,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20077110,202303,25/06/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20077110,202303,25/06/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20077110,202303,25/06/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20077110,202303,25/06/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070101,202303,30/05/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070101,202303,30/05/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070101,202303,30/05/2023,709.67,
321017,Residential Care,422183,Porthaven Care Homes LLP - Avondale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070101,202303,30/05/2023,709.67,
321017,Residential Care,419126,Positive Impact Group,People,11904,High Needs Top Up - Further Education,R5008,Other agencies,3697039,202303,13/06/2023,9750,
321017,Residential Care,419126,Positive Impact Group,People,11904,High Needs Top Up - Further Education,R5008,Other agencies,3697040,202303,13/06/2023,9750,
321017,Residential Care,404092,Positive Youth Foundation,People,11409,Hong Kong British National (Overseas) UK Welcome Programme,R4404,Client Activities,3699707,202303,20/06/2023,3131.66,
321017,Residential Care,424933,Pozitive Energy Limited,Place,11424,CPR0536 Shelton Square 2-14,R2100,Energy - Electricity,3699899,202303,11/02/2023,-526.55,
321017,Residential Care,424933,Pozitive Energy Limited,Place,11424,CPR0536 Shelton Square 2-14,R2100,Energy - Electricity,3699897,202303,02/02/2023,608.72,
321017,Residential Care,426628,PPS Metal Recycling Ltd,Place,10053,OPR0276 London Road 259 Whitley Depot,C1101,Demolition,3695968,202303,30/05/2023,83740.2,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20077662,202303,25/06/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20077662,202303,25/06/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20077662,202303,25/06/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20077662,202303,25/06/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20070729,202303,30/05/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20070729,202303,30/05/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20070729,202303,30/05/2023,735,
321017,Residential Care,404113,Premier Care (Midlands) Ltd,People,10991,OP Individual Service Funds,R5008,Other agencies,20070729,202303,30/05/2023,735,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695499,202303,22/05/2023,1050,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695500,202303,22/05/2023,1050,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695498,202303,19/05/2023,3455,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695503,202303,19/05/2023,1000,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695497,202303,17/05/2023,1500,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695496,202303,16/05/2023,2220,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695494,202303,12/05/2023,3350,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695493,202303,11/05/2023,15814,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695481,202303,10/05/2023,1130,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695482,202303,10/05/2023,1100,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695479,202303,09/05/2023,5498,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695480,202303,09/05/2023,1285,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695477,202303,05/05/2023,3185,
321017,Residential Care,416919,Premier Mobility (UK) Limited,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3695478,202303,05/05/2023,1324,
321017,Residential Care,414803,Premier People Solutions Ltd T/A Premier Partnership,People,11601,Children’s Services Training & Development,R1651,Training (Employer Costs),3698037,202303,15/06/2023,600,
321017,Residential Care,414803,Premier People Solutions Ltd T/A Premier Partnership,People,11601,Children’s Services Training & Development,R4400,Services - Professional Fees,3693682,202303,26/05/2023,850,
321017,Residential Care,414803,Premier People Solutions Ltd T/A Premier Partnership,People,11601,Children’s Services Training & Development,R1651,Training (Employer Costs),3693265,202303,25/05/2023,680,
321017,Residential Care,404111,Premier Road Surfacing Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3695344,202303,31/05/2023,48646.63,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20076716,202303,25/06/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20076716,202303,25/06/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20076716,202303,25/06/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20076716,202303,25/06/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20077097,202303,25/06/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20077097,202303,25/06/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20077097,202303,25/06/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20077097,202303,25/06/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077059,202303,25/06/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077059,202303,25/06/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077059,202303,25/06/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077059,202303,25/06/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077060,202303,25/06/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077060,202303,25/06/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076611,202303,25/06/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076611,202303,25/06/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076611,202303,25/06/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076924,202303,25/06/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076924,202303,25/06/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076924,202303,25/06/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077112,202303,25/06/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077112,202303,25/06/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077058,202303,25/06/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077058,202303,25/06/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077112,202303,25/06/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077060,202303,25/06/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077060,202303,25/06/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076924,202303,25/06/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077112,202303,25/06/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20076611,202303,25/06/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077058,202303,25/06/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20077058,202303,25/06/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20069691,202303,30/05/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20069691,202303,30/05/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20069691,202303,30/05/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20070088,202303,30/05/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20070088,202303,30/05/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20070088,202303,30/05/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11301,MH Residential Care Placements,R5008,Other agencies,20070088,202303,30/05/2023,831.88,
321017,Residential Care,407111,Primrose Hill Farm,People,11947,OP Residential Care Placements,R5008,Other agencies,20069691,202303,30/05/2023,1606.15,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070050,202303,30/05/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070051,202303,30/05/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070051,202303,30/05/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070051,202303,30/05/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070051,202303,30/05/2023,1105.8,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069580,202303,30/05/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070103,202303,30/05/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070103,202303,30/05/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070103,202303,30/05/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070050,202303,30/05/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070050,202303,30/05/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070050,202303,30/05/2023,3010.64,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069580,202303,30/05/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069913,202303,30/05/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069913,202303,30/05/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069580,202303,30/05/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069580,202303,30/05/2023,2703.54,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070103,202303,30/05/2023,1808.76,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069913,202303,30/05/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20069913,202303,30/05/2023,2674.85,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070049,202303,30/05/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070049,202303,30/05/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070049,202303,30/05/2023,2950.67,
321017,Residential Care,407111,Primrose Hill Farm,People,10257,LD Residential Care Placements,R5008,Other agencies,20070049,202303,30/05/2023,2950.67,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20076823,202303,25/06/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20076823,202303,25/06/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20076823,202303,25/06/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20076823,202303,25/06/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20069805,202303,30/05/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20069805,202303,30/05/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20069805,202303,30/05/2023,539.55,
321017,Residential Care,418003,Prince Edward Duke of Kent Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20069805,202303,30/05/2023,539.55,
321017,Residential Care,421843,Priority Builders Limited,Place,11640,CPR5666 Commercial Property (exceptional items),R2078,Property Repairs & Maintenance - Minor Programmed Works,3699305,202303,18/06/2023,1650,
321017,Residential Care,421843,Priority Builders Limited,Place,11640,CPR5666 Commercial Property (exceptional items),R2078,Property Repairs & Maintenance - Minor Programmed Works,3699305,202303,18/06/2023,2210,
321017,Residential Care,421843,Priority Builders Limited,Place,11640,CPR5666 Commercial Property (exceptional items),R2078,Property Repairs & Maintenance - Minor Programmed Works,3699305,202303,18/06/2023,5120,
321017,Residential Care,426355,Priority Plus Ltd,People,10722,OP Home Care,R5008,Other agencies,20071146,202303,30/05/2023,700,
321017,Residential Care,426355,Priority Plus Ltd,People,10722,OP Home Care,R5008,Other agencies,20071146,202303,30/05/2023,700,
321017,Residential Care,426355,Priority Plus Ltd,People,10722,OP Home Care,R5008,Other agencies,20071146,202303,30/05/2023,700,
321017,Residential Care,426355,Priority Plus Ltd,People,10722,OP Home Care,R5008,Other agencies,20071162,202303,30/05/2023,560,
321017,Residential Care,426355,Priority Plus Ltd,People,10722,OP Home Care,R5008,Other agencies,20071162,202303,30/05/2023,560,
321017,Residential Care,426355,Priority Plus Ltd,People,10722,OP Home Care,R5008,Other agencies,20071146,202303,30/05/2023,680,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071153,202303,30/05/2023,770,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071153,202303,30/05/2023,770,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071153,202303,30/05/2023,770,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071156,202303,30/05/2023,560,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071156,202303,30/05/2023,560,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071156,202303,30/05/2023,560,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071153,202303,30/05/2023,770,
321017,Residential Care,426355,Priority Plus Ltd,People,10949,LD Home Care,R5008,Other agencies,20071156,202303,30/05/2023,560,
321017,Residential Care,426355,Priority Plus Ltd,People,11724,PI Home Care,R5008,Other agencies,20071149,202303,30/05/2023,700,
321017,Residential Care,426355,Priority Plus Ltd,People,11724,PI Home Care,R5008,Other agencies,20071149,202303,30/05/2023,700,
321017,Residential Care,426355,Priority Plus Ltd,People,11724,PI Home Care,R5008,Other agencies,20071149,202303,30/05/2023,700,
321017,Residential Care,426355,Priority Plus Ltd,People,11724,PI Home Care,R5008,Other agencies,20071149,202303,30/05/2023,700,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3700172,202303,23/06/2023,506.19,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3700110,202303,22/06/2023,1039.42,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3698225,202303,16/06/2023,677.44,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3697959,202303,14/06/2023,1720.52,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3697109,202303,12/06/2023,544.02,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3696823,202303,09/06/2023,539.3,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3696431,202303,08/06/2023,601.5,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3696430,202303,08/06/2023,518.55,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3696061,202303,07/06/2023,1213.54,
321017,Residential Care,404132,Prism UK Medical Ltd - Westholme,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3694874,202303,02/06/2023,1925.62,
321017,Residential Care,404133,Prismo Road Markings Ltd,Place,10498,Highways: Lining,R4007,Materials,3698224,202303,19/06/2023,1540.52,
