Proclass,Proclass(T),Supplier,Supplier(T)2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070461,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070406,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070406,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070406,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070461,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070461,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070461,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070573,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070410,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070410,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070410,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070559,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070378,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070406,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070552,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070552,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070552,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070552,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070355,202303,30/05/2023,600.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070385,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070327,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070562,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070562,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070571,202303,30/05/2023,560.88,
321014,Domiciliary Care,406261,Evedale,People,11945,OP Nursing Care Placements,R5008,Other agencies,20070334,202303,30/05/2023,618.25,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070032,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070154,202303,30/05/2023,542.19,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070154,202303,30/05/2023,542.19,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20069671,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20069671,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070032,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070032,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070154,202303,30/05/2023,542.19,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070154,202303,30/05/2023,542.19,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070208,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20069671,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20069671,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070032,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070208,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070208,202303,30/05/2023,628.08,
321014,Domiciliary Care,406261,Evedale,People,11947,OP Residential Care Placements,R5008,Other agencies,20070208,202303,30/05/2023,628.08,
321014,Domiciliary Care,422818,Evergreen School,People,11365,SEN Other Local Authority Placements,R5002,Other local authorities,3692889,202303,24/05/2023,780,
321014,Domiciliary Care,422818,Evergreen School,People,11365,SEN Other Local Authority Placements,R5002,Other local authorities,3692890,202303,24/05/2023,690,
321014,Domiciliary Care,422818,Evergreen School,People,11365,SEN Other Local Authority Placements,R5002,Other local authorities,3692891,202303,24/05/2023,5820,
321014,Domiciliary Care,422818,Evergreen School,People,11365,SEN Other Local Authority Placements,R5002,Other local authorities,3692894,202303,24/05/2023,1170,
321014,Domiciliary Care,423140,Evolution Technical Services Ltd,Place,10828,OPR0678 Croft Road 2 Collection Centre,R2079,Property Repairs & Maintenance - Servicing,3696672,202303,01/06/2023,841.44,
321014,Domiciliary Care,423140,Evolution Technical Services Ltd,Place,10828,OPR0678 Croft Road 2 Collection Centre,R2079,Property Repairs & Maintenance - Servicing,3696672,202303,01/06/2023,1262.1,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20076520,202303,25/06/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20076520,202303,25/06/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20076520,202303,25/06/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20076520,202303,25/06/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20069490,202303,30/05/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20069490,202303,30/05/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20069490,202303,30/05/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20069490,202303,30/05/2023,1114.5,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071168,202303,30/05/2023,805.19,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071168,202303,30/05/2023,940.06,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074334,202303,30/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074374,202303,30/05/2023,1046.35,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074374,202303,30/05/2023,1046.35,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074374,202303,30/05/2023,1046.35,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074334,202303,30/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074334,202303,30/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074374,202303,30/05/2023,1046.35,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074334,202303,30/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074338,202303,30/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074338,202303,30/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074338,202303,30/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074338,202303,30/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071168,202303,30/05/2023,940.06,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071168,202303,30/05/2023,940.06,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071168,202303,30/05/2023,940.06,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071167,202303,25/05/2023,940.06,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20071167,202303,25/05/2023,940.06,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074333,202303,02/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074333,202303,02/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074333,202303,02/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074337,202303,02/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074337,202303,02/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074333,202303,02/05/2023,974.03,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074337,202303,02/05/2023,784.02,
321014,Domiciliary Care,424424,Evolving Living Ltd,People,10805,MH Home Care,R5008,Other agencies,20074337,202303,02/05/2023,784.02,
321014,Domiciliary Care,401885,Excel Data Services Ltd,Place,11262,Adult Ed E Learning,R4531,Computing - IT Hardware,3697090,202303,09/06/2023,520,
321014,Domiciliary Care,423872,Exclusive Housing Solution Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3698526,202303,01/05/2023,28117,
321014,Domiciliary Care,423872,Exclusive Housing Solution Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3697518,202303,01/04/2023,27210,
321014,Domiciliary Care,408156,Exhall Cedars Infant School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3695678,202303,12/06/2023,1000,
321014,Domiciliary Care,414689,Express Polythene Limited,People,10141,E & TS Integrated Community Equipment Service,R4007,Materials,3695458,202303,05/06/2023,550,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20077764,202303,27/06/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20077764,202303,27/06/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20077764,202303,27/06/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20077764,202303,27/06/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077767,202303,27/06/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077767,202303,27/06/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077767,202303,27/06/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077769,202303,27/06/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077769,202303,27/06/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077769,202303,27/06/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077769,202303,27/06/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20077767,202303,27/06/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,667.59,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,-544.47,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.58,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,649.74,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,649.74,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10722,OP Home Care,R5008,Other agencies,20073490,202303,15/06/2023,692.97,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20070680,202303,30/05/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20070680,202303,30/05/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20070680,202303,30/05/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,11956,LD Supported and other Accommodation,R5008,Other agencies,20070680,202303,30/05/2023,604.1,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070686,202303,30/05/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070686,202303,30/05/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070686,202303,30/05/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070686,202303,30/05/2023,582.52,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070683,202303,30/05/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070683,202303,30/05/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070683,202303,30/05/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20070683,202303,30/05/2023,535.06,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071027,202303,02/05/2023,621.36,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071027,202303,02/05/2023,621.36,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071027,202303,02/05/2023,621.36,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071027,202303,02/05/2023,621.36,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071030,202303,02/05/2023,543.69,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071030,202303,02/05/2023,543.69,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071030,202303,02/05/2023,543.69,
321014,Domiciliary Care,406264,Extra Care Charitable Trust,People,10949,LD Home Care,R5008,Other agencies,20071030,202303,02/05/2023,543.69,
321014,Domiciliary Care,412178,Extracare Charitable Trust - Willowbrook,Place,11255,Adult Ed Admin & Management,R2201,Venue Hire,3694352,202303,01/06/2023,1794.25,
321014,Domiciliary Care,401922,Facultatieve Technologies Ltd,Place,11049,Crematorium,R4003,Equipment & Tools - R & M,3697044,202303,13/06/2023,2680.94,
321014,Domiciliary Care,401922,Facultatieve Technologies Ltd,Place,11049,Crematorium,R4003,Equipment & Tools - R & M,3697591,202303,12/06/2023,3172.47,
321014,Domiciliary Care,401922,Facultatieve Technologies Ltd,Place,11049,Crematorium,R2075,Grounds Maintenance,3697591,202303,12/06/2023,7857.01,
321014,Domiciliary Care,401922,Facultatieve Technologies Ltd,Place,11515,Cemeteries,C3000,Acquisition of Plant & Equipment,3693867,202303,31/05/2023,15304.98,
321014,Domiciliary Care,401922,Facultatieve Technologies Ltd,Place,11049,Crematorium,R4003,Equipment & Tools - R & M,3696060,202303,25/04/2023,1793.28,
321014,Domiciliary Care,423055,Family Care Fostering,People,10706,Fostering - External Fees,R5008,Other agencies,3693908,202303,01/06/2023,4015.6,
321014,Domiciliary Care,413064,Family First Fostering,People,10323,UASC - External Funding,R5008,Other agencies,3697155,202303,31/05/2023,4185,
321014,Domiciliary Care,413064,Family First Fostering,People,10706,Fostering - External Fees,R5008,Other agencies,3697334,202303,14/05/2023,3609.2,
321014,Domiciliary Care,413064,Family First Fostering,People,10706,Fostering - External Fees,R5008,Other agencies,3697335,202303,14/05/2023,3609.2,
321014,Domiciliary Care,413064,Family First Fostering,People,10323,UASC - External Funding,R5008,Other agencies,3699260,202303,30/04/2023,675,
321014,Domiciliary Care,401938,Family Rights Group,People,11940,Family Group Conference,R1651,Training (Employer Costs),3699304,202303,23/05/2023,500,
321014,Domiciliary Care,423834,Fantastic Fireworks Ltd,Place,11600,Godiva Event,R4001,Equipment & Tools - Hire,3699661,202303,28/06/2023,5000,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20076934,202303,25/06/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20076934,202303,25/06/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20076934,202303,25/06/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20076934,202303,25/06/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20069923,202303,30/05/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20069923,202303,30/05/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20069923,202303,30/05/2023,760.61,
321014,Domiciliary Care,424740,FBC Care Homes Ltd - Branthwaite Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20069923,202303,30/05/2023,760.61,
321014,Domiciliary Care,401954,FCC Recycling (UK) Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3699296,202303,19/06/2023,46718.76,
321014,Domiciliary Care,401954,FCC Recycling (UK) Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3699297,202303,19/06/2023,21903.03,
321014,Domiciliary Care,401954,FCC Recycling (UK) Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3699298,202303,19/06/2023,51729.7,
321014,Domiciliary Care,401954,FCC Recycling (UK) Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3699299,202303,19/06/2023,38067.67,
321014,Domiciliary Care,401954,FCC Recycling (UK) Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3699295,202303,19/06/2023,19237.46,
321014,Domiciliary Care,424801,FGH Security Ltd,Place,11600,Godiva Event,R4400,Services - Professional Fees,3694355,202303,31/05/2023,80809.73,
321014,Domiciliary Care,424801,FGH Security Ltd,Place,11600,Godiva Event,R4400,Services - Professional Fees,3694356,202303,31/05/2023,48485.84,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10949,LD Home Care,R5008,Other agencies,20075698,202303,22/06/2023,1723.68,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10949,LD Home Care,R5008,Other agencies,20075698,202303,22/06/2023,1723.68,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10949,LD Home Care,R5008,Other agencies,20075698,202303,22/06/2023,1723.68,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10949,LD Home Care,R5008,Other agencies,20075698,202303,22/06/2023,1723.68,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10722,OP Home Care,R5008,Other agencies,20071319,202303,30/05/2023,2042.88,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10722,OP Home Care,R5008,Other agencies,20071319,202303,30/05/2023,2042.88,
321014,Domiciliary Care,408672,Fine Futures Limited,People,10722,OP Home Care,R5008,Other agencies,20071319,202303,30/05/2023,2042.88,
