Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20094980,202306,31/08/2023,1501.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1830.18,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11305,LAC Placements - Allocation Team,R1100,Agency Staff,20094980,202306,31/08/2023,569.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20094980,202306,31/08/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1529.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20094980,202306,31/08/2023,1457.43,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1899.58,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10954,Highways Technical Team,R1100,Agency Staff,20094980,202306,31/08/2023,1959.2,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20094980,202306,31/08/2023,564.19,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20094980,202306,31/08/2023,798.06,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1345.1,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,1189.53,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11389,Housing First Grant,R1100,Agency Staff,20094980,202306,31/08/2023,624.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,1189.53,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10445,South Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1462.63,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,1355.29,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1462.63,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10416,LAC Permanency,R1100,Agency Staff,20094980,202306,31/08/2023,644.89,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10445,South Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1529.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1382.71,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,1355.29,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11515,Cemeteries,R1100,Agency Staff,20094980,202306,31/08/2023,561.66,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10416,LAC Permanency,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20094980,202306,31/08/2023,1627.61,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11788,Housing Options - Homelessness Administration,R1100,Agency Staff,20094980,202306,31/08/2023,782.18,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1000.2,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20094980,202306,31/08/2023,1367.91,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1790.07,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10497,Community Disharge Team,R1100,Agency Staff,20094980,202306,31/08/2023,604.98,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10232,Children´s Disability,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10954,Highways Technical Team,R1100,Agency Staff,20094980,202306,31/08/2023,1141.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20094980,202306,31/08/2023,1927.35,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1058.85,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1831.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11355,E & TS Occupational Therapy Service,R1100,Agency Staff,20094980,202306,31/08/2023,1007.12,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20094980,202306,31/08/2023,962.36,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1478.67,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11024,Domestic Refuse,R1100,Agency Staff,20094980,202306,31/08/2023,561.66,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20094980,202306,31/08/2023,1319.68,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1511.08,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11746,Residential - Grayswood,R1100,Agency Staff,20094980,202306,31/08/2023,1502.82,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1831.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20094980,202306,31/08/2023,673.27,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10954,Highways Technical Team,R1100,Agency Staff,20094980,202306,31/08/2023,1446.28,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20094980,202306,31/08/2023,1387.73,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11848,Commercial Property Management (Staff costs),R1100,Agency Staff,20094980,202306,31/08/2023,1877.5,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20094980,202306,31/08/2023,1548.47,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1747.69,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,2290.63,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10227,CSE - Team,R1100,Agency Staff,20094980,202306,31/08/2023,1345.1,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10954,Highways Technical Team,R1100,Agency Staff,20094980,202306,31/08/2023,1313.07,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1747.69,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20094980,202306,31/08/2023,1627.61,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11848,Commercial Property Management (Staff costs),R1100,Agency Staff,20094980,202306,31/08/2023,1921.86,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20094980,202306,31/08/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1830.18,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10029,Coombe,R1100,Agency Staff,20094980,202306,31/08/2023,-565.85,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20094980,202306,31/08/2023,1220.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20094980,202306,31/08/2023,827.71,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20094980,202306,31/08/2023,1347.9,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10669,COVID-19 Test and Trace Service,R1100,Agency Staff,20094980,202306,31/08/2023,2617.3,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11024,Domestic Refuse,R1100,Agency Staff,20094980,202306,31/08/2023,579.42,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10869,Air Quality Early Measures,R1100,Agency Staff,20094980,202306,31/08/2023,2221.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20094980,202306,31/08/2023,1575.6,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20094980,202306,31/08/2023,1341.37,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11788,Housing Options - Homelessness Administration,R1100,Agency Staff,20094980,202306,31/08/2023,610.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11234,HR - Resourcing Team,R1100,Agency Staff,20094980,202306,31/08/2023,571.65,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10029,Coombe,R1100,Agency Staff,20094980,202306,31/08/2023,585.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11848,Commercial Property Management (Staff costs),R1100,Agency Staff,20094980,202306,31/08/2023,1300.09,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,2408.25,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1790.07,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20094980,202306,31/08/2023,798.06,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20094980,202306,31/08/2023,1403.04,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10029,Coombe,R1100,Agency Staff,20094980,202306,31/08/2023,-562.1,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,922.68,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1580.15,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,729.24,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1078.83,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1279.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,1146.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10445,South Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1529.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,581.12,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,729.24,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1353.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,723.36,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1279.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1279.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1243.39,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10416,LAC Permanency,R1100,Agency Staff,20094980,202306,31/08/2023,644.89,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10416,LAC Permanency,R1100,Agency Staff,20094980,202306,31/08/2023,538.04,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1831.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10954,Highways Technical Team,R1100,Agency Staff,20094980,202306,31/08/2023,1959.2,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10961,Public Realm Projects,R1100,Agency Staff,20094980,202306,31/08/2023,1907.65,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10497,Community Disharge Team,R1100,Agency Staff,20094980,202306,31/08/2023,1358.64,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20094980,202306,31/08/2023,1627.61,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20094980,202306,31/08/2023,1927.35,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1600.45,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20094980,202306,31/08/2023,1457.43,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10232,Children´s Disability,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,739.32,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11024,Domestic Refuse,R1100,Agency Staff,20094980,202306,31/08/2023,561.66,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11924,Benefits Administration,R1100,Agency Staff,20094980,202306,31/08/2023,942.02,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1529.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10300,Internal Fostering Team,R1100,Agency Staff,20094980,202306,31/08/2023,841.21,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1831.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10029,Coombe,R1100,Agency Staff,20094980,202306,31/08/2023,585.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1442.79,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20094980,202306,31/08/2023,1548.47,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20094980,202306,31/08/2023,838.48,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20094980,202306,31/08/2023,1750.53,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,2301.18,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1529.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10227,CSE - Team,R1100,Agency Staff,20094980,202306,31/08/2023,1345.1,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11305,LAC Placements - Allocation Team,R1100,Agency Staff,20094980,202306,31/08/2023,569.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11746,Residential - Grayswood,R1100,Agency Staff,20094980,202306,31/08/2023,958.38,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10954,Highways Technical Team,R1100,Agency Staff,20094980,202306,31/08/2023,1959.2,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11745,Safeguarding Children Service,R1100,Agency Staff,20094980,202306,31/08/2023,1501.11,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11255,Adult Ed Admin & Management,R1100,Agency Staff,20094980,202306,31/08/2023,1679.06,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10029,Coombe,R1100,Agency Staff,20094980,202306,31/08/2023,-562.1,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11848,Commercial Property Management (Staff costs),R1100,Agency Staff,20094980,202306,31/08/2023,1708.32,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20094980,202306,31/08/2023,1927.35,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,635.66,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10761,Revenues - Ctax and NNDR collection team,R1100,Agency Staff,20094980,202306,31/08/2023,1403.04,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11788,Housing Options - Homelessness Administration,R1100,Agency Staff,20094980,202306,31/08/2023,782.18,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20094980,202306,31/08/2023,1317.18,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11024,Domestic Refuse,R1100,Agency Staff,20094980,202306,31/08/2023,561.66,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11234,HR - Resourcing Team,R1100,Agency Staff,20094980,202306,31/08/2023,579.38,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10869,Air Quality Early Measures,R1100,Agency Staff,20094980,202306,31/08/2023,2221.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10029,Coombe,R1100,Agency Staff,20094980,202306,31/08/2023,-562.1,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1693.87,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20094980,202306,31/08/2023,1078.83,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10275,Information Governance,R1100,Agency Staff,20094980,202306,31/08/2023,505.8,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10019,Customer Services Centre,R1100,Agency Staff,20094980,202306,31/08/2023,559.9,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10669,COVID-19 Test and Trace Service,R1100,Agency Staff,20094980,202306,31/08/2023,2617.3,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10704,Legal Services,R1100,Agency Staff,20094980,202306,31/08/2023,1217.96,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11043,Central Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1982.66,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20094980,202306,31/08/2023,1275.05,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1511.08,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10687,West Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1729.74,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,1146.4,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11374,Initial Contact and Promoting Independence Team,R1100,Agency Staff,20094980,202306,31/08/2023,1347.17,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10317,MH Community Mental Health Team,R1100,Agency Staff,20094980,202306,31/08/2023,991.98,
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10445,South Social Worker Caseholding Team,R1100,Agency Staff,20094980,202306,31/08/2023,1327.17,
