Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127029,202310,07/01/2024,761.43,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127029,202310,07/01/2024,761.43,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127032,202310,07/01/2024,3151.68,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127032,202310,07/01/2024,3151.68,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127032,202310,07/01/2024,3151.68,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127032,202310,07/01/2024,3151.68,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126931,202310,07/01/2024,522.55,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1591.87,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126966,202310,07/01/2024,3638.26,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126966,202310,07/01/2024,-1905.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126966,202310,07/01/2024,1905.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126976,202310,07/01/2024,1863.71,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126883,202310,07/01/2024,510,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126883,202310,07/01/2024,510,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126947,202310,07/01/2024,2493.49,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126947,202310,07/01/2024,2493.49,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126947,202310,07/01/2024,2493.49,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126947,202310,07/01/2024,2493.49,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126948,202310,07/01/2024,2201.3,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126997,202310,07/01/2024,1000.55,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127041,202310,07/01/2024,980,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127037,202310,07/01/2024,740,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126864,202310,07/01/2024,1054,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127009,202310,07/01/2024,720,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126997,202310,07/01/2024,1000.55,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126966,202310,07/01/2024,1905.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126966,202310,07/01/2024,1905.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126904,202310,07/01/2024,1326.38,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126930,202310,07/01/2024,746.5,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126908,202310,07/01/2024,567.34,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126908,202310,07/01/2024,567.34,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126908,202310,07/01/2024,567.34,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126908,202310,07/01/2024,567.34,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126951,202310,07/01/2024,2680.72,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126966,202310,07/01/2024,1905.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126967,202310,07/01/2024,832.63,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126996,202310,07/01/2024,700,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126997,202310,07/01/2024,1000.55,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126925,202310,07/01/2024,649.46,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126945,202310,07/01/2024,1642.3,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126945,202310,07/01/2024,1642.3,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126997,202310,07/01/2024,1000.55,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126994,202310,07/01/2024,910,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127033,202310,07/01/2024,627.06,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127034,202310,07/01/2024,1540,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127034,202310,07/01/2024,1540,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127034,202310,07/01/2024,1540,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126950,202310,07/01/2024,1060,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126915,202310,07/01/2024,618.75,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126996,202310,07/01/2024,700,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126996,202310,07/01/2024,700,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126996,202310,07/01/2024,700,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126916,202310,07/01/2024,618.75,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126945,202310,07/01/2024,1642.3,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127041,202310,07/01/2024,980,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127041,202310,07/01/2024,980,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20127041,202310,07/01/2024,980,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126931,202310,07/01/2024,522.55,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126874,202310,07/01/2024,510,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126900,202310,07/01/2024,1252.97,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126900,202310,07/01/2024,1252.97,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126994,202310,07/01/2024,910,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126994,202310,07/01/2024,-735,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126983,202310,07/01/2024,752.5,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126983,202310,07/01/2024,752.5,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20126993,202310,07/01/2024,1162.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20126993,202310,07/01/2024,1162.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20126993,202310,07/01/2024,1162.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20126993,202310,07/01/2024,1162.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127024,202310,07/01/2024,1004.13,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127024,202310,07/01/2024,1004.13,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127024,202310,07/01/2024,1004.13,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127024,202310,07/01/2024,1004.13,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127008,202310,07/01/2024,985.38,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127008,202310,07/01/2024,985.38,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20127008,202310,07/01/2024,985.38,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126973,202310,07/01/2024,740.16,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126973,202310,07/01/2024,740.16,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126973,202310,07/01/2024,740.16,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126941,202310,07/01/2024,700,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126893,202310,07/01/2024,1464.54,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126973,202310,07/01/2024,740.16,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126953,202310,07/01/2024,839.93,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126876,202310,07/01/2024,700.83,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126876,202310,07/01/2024,700.83,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11174,OP Direct Payments,R6290,Client Support,20126941,202310,07/01/2024,700,
