Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
361600,Home to School,418323,Alpha Taxis Warwickshire Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3744725,202310,18/12/2023,2584,
361600,Home to School,418323,Alpha Taxis Warwickshire Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3741779,202310,18/12/2023,2508,
361600,Home to School,418323,Alpha Taxis Warwickshire Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3741780,202310,18/12/2023,1944,
361600,Home to School,418323,Alpha Taxis Warwickshire Ltd,People,10939,Transport Mainstream,R3204,Travel Costs - Non Employees,3744729,202310,09/12/2023,1730,
361600,Home to School,418323,Alpha Taxis Warwickshire Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3747366,202310,11/02/2023,3128,
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20127181,202310,07/01/2024,940.14,
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20127181,202310,07/01/2024,940.14,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127350,202310,07/01/2024,812.51,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127350,202310,07/01/2024,812.51,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127419,202310,07/01/2024,777.31,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127845,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127845,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127845,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127222,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20127181,202310,07/01/2024,940.14,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127686,202310,07/01/2024,809.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127222,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127419,202310,07/01/2024,777.31,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127387,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127222,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127670,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127670,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127419,202310,07/01/2024,777.31,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127419,202310,07/01/2024,777.31,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127670,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127686,202310,07/01/2024,694.28,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127686,202310,07/01/2024,809.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127686,202310,07/01/2024,809.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127686,202310,07/01/2024,809.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127686,202310,07/01/2024,809.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127387,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127269,202310,07/01/2024,872.05,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127211,202310,07/01/2024,835.91,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127211,202310,07/01/2024,835.91,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127211,202310,07/01/2024,835.91,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127222,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20128354,202310,07/01/2024,668.56,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20128354,202310,07/01/2024,-557.14,
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20127749,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20127749,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20127749,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127269,202310,07/01/2024,872.05,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127387,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127350,202310,07/01/2024,812.51,
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20127749,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20127181,202310,07/01/2024,940.14,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127387,202310,07/01/2024,753.84,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127610,202310,07/01/2024,659.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127211,202310,07/01/2024,835.91,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127350,202310,07/01/2024,812.51,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127610,202310,07/01/2024,659.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127269,202310,07/01/2024,872.05,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127269,202310,07/01/2024,872.05,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127845,202310,07/01/2024,779.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127610,202310,07/01/2024,659.99,
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20127610,202310,07/01/2024,659.99,
391430,Drainage,415185,Amelio Utilities (Gloucester) Ltd,Place,11452,Highways: Drainage,R2076,Highways Work,3746855,202310,24/01/2024,525,
151510,Public Health,420977,AMS Sanderson Ltd T/A AMS International,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3745655,202310,10/01/2024,5572.72,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743653,202310,31/12/2023,58399.9,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743791,202310,31/12/2023,9964.56,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743790,202310,31/12/2023,12173,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743792,202310,31/12/2023,10496.78,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743031,202310,31/12/2023,676.14,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3746724,202310,30/11/2023,3846.55,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3746706,202310,30/11/2023,31393.57,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3746706,202310,30/11/2023,5607.11,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3744325,202310,30/11/2023,35159.28,
391411,Highways Repair & Maintenance,400224,AMT Projects Construction Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3744325,202310,30/11/2023,-17579.64,
202000,Rents,424836,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3742406,202310,31/12/2023,500,
200000,Financial Services,400227,Anchor Trust,People,10764,OP NHFO,R4960,PFI Service Charge,3745033,202310,12/01/2024,694552.3,
200000,Financial Services,400227,Anchor Trust,People,10764,OP NHFO,R4960,PFI Service Charge,3741904,202310,12/12/2023,693131.06,
202000,Rents,426035,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3742469,202310,31/12/2023,500,
202000,Rents,425984,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3742468,202310,31/12/2023,500,
201700,Grants,427862,Andrusida Care Ltd,People,12111,Adult Social Care Digital Transformation Fund,R4701,External Funding (Grants) to external bodies,3744663,202310,17/01/2024,3462.5,
371000,Electricity,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10828,OPR0678 Croft Road 2 Collection Centre,R2100,Energy - Electricity,20130980,202310,18/01/2024,810.22,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11627,OPR0062 Moat House La 28 Maurice Edelman Complex,R2400,Water Services,20130948,202310,18/01/2024,667.81,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11634,OPR0056 Brookside Avenue Eric Williams House,R2400,Water Services,20130956,202310,18/01/2024,1004.11,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11643,OPR5657 Thomas Naul Croft Limbrick Wood Centre,R2400,Water Services,20130951,202310,18/01/2024,781.32,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130971,202310,18/01/2024,3475.74,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11604,CPS3079 Little Heath Industrial Est C to G units,R2400,Water Services,20130880,202310,18/01/2024,654.32,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130888,202310,18/01/2024,4231,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130889,202310,18/01/2024,893.17,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11874,OPR0077 Earl Street Council House,R2400,Water Services,20130926,202310,18/01/2024,654.98,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11467,OPR5119 Winston Ave 1 Moat House Leisure Centre,R2400,Water Services,20130933,202310,18/01/2024,1485.46,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10106,OPR0304 Brinklow Road Coombe Country Park,R2400,Water Services,20130987,202310,18/01/2024,5119.5,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10950,OPR0372 Fairfax Street Sports & Leisure Centre,R2400,Water Services,20130989,202310,18/01/2024,565.08,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,People,10457,Woodlands School Site,R2400,Water Services,20130882,202310,18/01/2024,3167.3,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,People,10457,Woodlands School Site,R2400,Water Services,20130900,202310,18/01/2024,838.07,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10053,OPR0276 London Road 259 Whitley Depot,R2400,Water Services,20130940,202310,18/01/2024,820.31,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10435,OPR0362 Kenilworth Road War Memorial Park,R2400,Water Services,20130944,202310,18/01/2024,516.43,
371000,Electricity,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10828,OPR0678 Croft Road 2 Collection Centre,R2100,Energy - Electricity,20124266,202310,18/12/2023,778.46,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11604,CPS3079 Little Heath Industrial Est C to G units,R2400,Water Services,20124169,202310,18/12/2023,613.91,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11874,OPR0077 Earl Street Council House,R2400,Water Services,20124211,202310,18/12/2023,683.19,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11467,OPR5119 Winston Ave 1 Moat House Leisure Centre,R2400,Water Services,20124219,202310,18/12/2023,1341.66,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11742,OPR1017 Friargate 1,R2400,Water Services,20124199,202310,18/12/2023,7610.53,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11627,OPR0062 Moat House La 28 Maurice Edelman Complex,R2400,Water Services,20124234,202310,18/12/2023,547.19,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11634,OPR0056 Brookside Avenue Eric Williams House,R2400,Water Services,20124242,202310,18/12/2023,1025.06,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11120,OPR0019 Moseley Ave 82 W Family Support Centre,R2400,Water Services,20124246,202310,18/12/2023,541.97,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,People,10457,Woodlands School Site,R2400,Water Services,20124183,202310,18/12/2023,838.07,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10786,Streetpride Area 1,R2400,Water Services,20124188,202310,18/12/2023,911.77,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10053,OPR0276 London Road 259 Whitley Depot,R2400,Water Services,20124226,202310,18/12/2023,779.36,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10106,OPR0304 Brinklow Road Coombe Country Park,R2400,Water Services,20124273,202310,18/12/2023,6748.97,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,10950,OPR0372 Fairfax Street Sports & Leisure Centre,R2400,Water Services,20124275,202310,18/12/2023,546.82,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130855,202310,18/11/2023,-4013.53,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130856,202310,18/11/2023,-843.22,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130857,202310,18/11/2023,3304.11,
371300,Water,424669,Anglian Water Business (National) Ltd T/A Wave Utilities,Place,11573,IDR07XX Broadgate House,R2400,Water Services,20130858,202310,18/11/2023,-3439.83,
281300,Legal Opinion,400271,Anthony Collins Solicitors,Place,10915,Housing Enforcement,R4400,Services - Professional Fees,3746672,202310,16/01/2024,750,
281200,Legal Services,400271,Anthony Collins Solicitors,Place,10704,Legal Services,R4400,Services - Professional Fees,3743637,202310,31/12/2023,2439.5,
280000,Legal Services,400271,Anthony Collins Solicitors,Place,11050,Development Management,R4400,Services - Professional Fees,3743436,202310,31/10/2023,7354.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747397,202310,23/01/2024,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747389,202310,21/01/2024,661.67,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747380,202310,18/01/2024,618.33,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747379,202310,17/01/2024,602.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747378,202310,16/01/2024,602.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747376,202310,15/01/2024,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747372,202310,12/01/2024,602.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3747373,202310,12/01/2024,594.16,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3745715,202310,11/01/2024,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3745714,202310,10/01/2024,594.16,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3744723,202310,09/01/2024,644.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3744722,202310,08/01/2024,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3744709,202310,04/01/2024,610.83,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3745711,202310,03/01/2024,602.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3744705,202310,30/12/2023,627.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3741615,202310,29/12/2023,610.83,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3741606,202310,21/12/2023,644.16,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3741607,202310,20/12/2023,610.83,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3741609,202310,20/12/2023,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743619,202310,19/12/2023,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743620,202310,19/12/2023,602.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3741605,202310,15/12/2023,619.17,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743618,202310,15/12/2023,635.83,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743615,202310,14/12/2023,594.16,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743616,202310,14/12/2023,602.5,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743617,202310,14/12/2023,635.83,
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3743614,202310,14/12/2023,602.5,
261400,Temporary & Agency Staff,427406,Apricitas Wellbeing Ltd,People,10342,Education Psychologists,R1100,Agency Staff,3741259,202310,15/12/2023,950,
261400,Temporary & Agency Staff,427406,Apricitas Wellbeing Ltd,People,10342,Education Psychologists,R1100,Agency Staff,3743833,202310,20/09/2022,950,
261400,Temporary & Agency Staff,427406,Apricitas Wellbeing Ltd,People,10342,Education Psychologists,R1100,Agency Staff,8028240,202310,20/09/2022,-950,
261400,Temporary & Agency Staff,427406,Apricitas Wellbeing Ltd,People,10342,Education Psychologists,R1100,Agency Staff,3743832,202310,15/07/2022,950,
261400,Temporary & Agency Staff,427406,Apricitas Wellbeing Ltd,People,10342,Education Psychologists,R1100,Agency Staff,8028239,202310,15/07/2022,-950,
261200,Professional & Advisory Services,400284,APSE,Place,11898,Sustainability & Low Carbon Team,R4400,Services - Professional Fees,3743289,202310,02/05/2023,2337,
291120,Organised Activities,417150,Aptitude Organisation CIC,People,11135,Youth Justice Service,R4404,Client Activities,3745233,202310,18/12/2023,1308.4,
182000,Waste Management,420843,Aqua Force Special Waste Ltd,Place,11462,Clinical Commercial,R2703,Waste Collection,3747117,202310,13/12/2023,630.23,
100000,Building Construction Materials,415270,Aquam Water Services Ltd,Place,11154,Highways: Overhead,R4000,Equipment & Tools - Purchase,3743190,202310,02/01/2024,995,
202000,Rents,426254,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3742477,202310,31/12/2023,500,
391411,Highways Repair & Maintenance,426072,Architainment Lighting Ltd,Place,11359,Traffic Management,C1108,Capitalised Repairs & Maintenance,3745875,202310,23/11/2023,1150,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20129870,202310,16/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127661,202310,07/01/2024,613.39,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127743,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127743,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127743,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127743,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127204,202310,07/01/2024,605.21,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127204,202310,07/01/2024,605.21,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127762,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127762,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127339,202310,07/01/2024,602.36,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127357,202310,07/01/2024,554.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127357,202310,07/01/2024,554.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127357,202310,07/01/2024,554.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127357,202310,07/01/2024,554.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127661,202310,07/01/2024,613.39,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127661,202310,07/01/2024,613.39,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127339,202310,07/01/2024,602.36,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127339,202310,07/01/2024,602.36,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127204,202310,07/01/2024,605.21,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127319,202310,07/01/2024,638.09,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127319,202310,07/01/2024,638.09,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127828,202310,07/01/2024,624.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127828,202310,07/01/2024,624.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127840,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127405,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127406,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127319,202310,07/01/2024,638.09,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127840,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127840,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127297,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127297,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127661,202310,07/01/2024,613.39,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127406,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20128345,202310,07/01/2024,604.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127644,202310,07/01/2024,624.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127762,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127762,202310,07/01/2024,610.33,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127644,202310,07/01/2024,624.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127644,202310,07/01/2024,624.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127373,202310,07/01/2024,602.36,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127373,202310,07/01/2024,602.36,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127644,202310,07/01/2024,624.73,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127373,202310,07/01/2024,602.36,
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127373,202310,07/01/2024,602.36,
