Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45156,2216131003,1227.86,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45156,2216131003,803.53,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45163,2216137861,1186.07,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45169,2216140144,1517.83,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45140,3111305258,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45140,3111305259,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45140,3111305260,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45140,3111305261,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45168,3111319715,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45168,3111319716,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45168,3111319717,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45168,3111319718,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Connect to Support,Advertising (non staff),45139,2216109324,835.2,R,McConnells (Midlands) Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,IT Software,45145,2216114687,3000,R,PCG UK Ltd
Hampshire County Council,Adults' Health and Care,COVID-19,Cleaning services,45147,2216116859,1100,R,Dehoarding South West CIC
Hampshire County Council,Adults' Health and Care,DA Bill Support to Victims,Grant Income,45168,3111319964,11000,R,BASINGSTOKE AND DEANE
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45140,3111305224,492861.36,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45168,3111319645,492861.36,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,DCMHN-Vyne Road-Non Del,Reactive Fabric Repairs,45147,3400214690,666.88,R,TEW BROS LTD
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Other Services,45169,2216139997,7335,R,Prepaid Financial Services Ltd
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Other Services,45169,2216139998,7940,R,Prepaid Financial Services Ltd
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Other Services,45169,2216139999,7310,R,Prepaid Financial Services Ltd
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Other Services,45169,2216140002,7280,R,Prepaid Financial Services Ltd
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45140,3111305210,17183.56,R,ENHAM
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45168,3111319672,17183.56,R,ENHAM
Hampshire County Council,Adults' Health and Care,Falls Prevention,Other Expenses,45153,2216121885,700,R,Hiltingbury Community Association
Hampshire County Council,Adults' Health and Care,Falls Prevention,Other Training Courses and Qualification,45159,2216133199,4740,R,LATER LIFE TRAINING LTD
Hampshire County Council,Adults' Health and Care,Governance & Assurance SMT,Payments to Voluntary bodies,45160,2216133681,4944.2,R,SPECTRUM CENTRE FOR INDEPENDENT LIV
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Cleaning Materials,45167,2216138274,525,R,County Supplies
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45149,2216118516,1671.3,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45156,2216132064,1089,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45168,2216139061,562.24,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45159,2216132771,946.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45160,2216133828,2245.32,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45160,2216133869,1492.12,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45153,2216121582,947.5,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45153,2216121582,1440,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45153,2216121582,989.5,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45168,2216139421,8260,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45168,2216139421,1904,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45168,2216139421,3962,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Uniform Business Rates,45165,3500255522,3635,R,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45139,2216109006,1275.6,R,Performance Health International Lt
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45139,2216109006,1665.8,R,Performance Health International Lt
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Fixtures and Fittings,45163,2216137557,538.48,R,SOLENT BLIND & CURTAIN COMPANY
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45140,2216110814,1170,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45145,2216115251,1405.5,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45152,2216121118,1672,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45154,2216122309,680,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45168,2216139304,1170,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45168,2216139304,680,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45156,2216132225,3060,R,JEWSON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Uniform Business Rates,45165,3500255575,1262,R,FAREHAM BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hampshire Adults Safeguarding Board,Management Consultant Fees,45145,2216114674,1500,R,Invigor consulting Ltd.
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45145,2216114773,3436.12,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45161,2216134700,825,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45163,2216137583,840,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114825,836.6,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140451,3357,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140451,1902.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140451,1523,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140451,1673.2,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140451,2025.75,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45146,2216116207,10000,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45146,2216116207,10000,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45146,2216116502,9376.8,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45146,2216116502,4748.25,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45148,2216118207,10000,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45148,2216118207,10000,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114816,1930.44,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114816,13627.6,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115343,5809.65,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45146,2216116233,907.36,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45148,2216117693,1550,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45154,2216122219,3233,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45161,2216135497,3233,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45148,2216117695,528,R,HOOPER SERVICES LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45160,2216133661,2565,R,INVACARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45140,2216110963,3498,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132702,680,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45152,2216120274,2725,R,OTS LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45140,2216110962,1955.27,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45146,2216115927,1408.66,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45152,2216120273,708.55,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45153,2216121726,806.3,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45153,2216121730,966.37,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45162,2216135584,606.53,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45162,2216135599,606.75,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45162,2216135600,1451.63,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45162,2216136105,1539.69,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45162,2216136200,932.11,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216139946,1523.3,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140053,3029.09,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45169,2216140222,1186.48,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216133146,743,R,Rehabilition Manufacturing Services
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114813,12100,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114921,6050,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114921,3050,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216114921,800,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115440,790,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115440,1185,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115446,805,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115446,2060.8,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115446,1388.6,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115446,655,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45145,2216115446,550.2,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45153,2216121699,5250,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45153,2216121699,5250,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1310,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1310,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1310,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1310,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1030.4,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1771,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1610,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,1255.8,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,772.8,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45159,2216132803,2555,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45141,2216111606,13524.65,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45154,2216122099,972,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45154,2216122099,1790,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45154,2216122099,1137.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45154,2216122099,1887.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45156,2216130999,686.4,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45156,2216130999,1698.6,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45152,2216120286,2100,R,WARWICK SASCO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45149,2216120013,982.8,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45162,2216135938,2520,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45159,2216132748,2860,R,EASY CARE SYSTEMS LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45140,2216110058,894.4,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45140,2216110192,1295,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216115337,2590,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216114821,3215,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216114887,2916.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216114887,1701.35,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45146,2216116501,4861,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216114677,1050,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216114677,576,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45145,2216114677,947.5,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45154,2216122312,1062.19,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45154,2216122313,1018.31,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45159,3111308633,1718.28,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45159,3111308655,966.87,R,NPOWER
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45141,2216112194,3059.05,R,EASY CARE SYSTEMS LTD
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45148,2216117692,2312,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45154,2216122129,880,R,G & S SMIRTHWAITE LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45161,2216135034,2915,R,G & S SMIRTHWAITE LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45139,2216109883,3176,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45159,2216133139,574.65,R,BES REHAB
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45163,2216136508,1635,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45153,2216121284,2240,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45139,2216109871,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45140,2216110990,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45140,2216110993,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45140,2216110999,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45148,2216117685,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45148,2216117685,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45154,2216122093,1856,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45154,2216122122,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45154,2216122122,928,R,ARJO LTD
