Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45042,2215965437,1100,R,Talarmade Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45030,2215942966,2100,R,WARWICK SASCO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45042,2215966043,663.2,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45042,2215966109,1013.35,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45041,2215963568,1855,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215970169,940.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45040,2215962297,762.3,R,Invacare Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45043,2215966886,555,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45043,2215966886,642.6,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,1275.15,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,1042.8,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,1024.65,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,1119.1,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,962.3,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,1625.2,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45044,2215968693,941.2,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45035,2215956319,2340,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45043,2215967206,980,R,RS COMPONENTS LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45041,2215964114,507,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45017,2215975081,1426.5,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,IT Software,45022,2215938664,22895,R,Creative Software Solutions
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,IT Software,45028,2215941141,9482.4,R,WEBFLEET Solutions
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45044,3111250096,2595.1,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45044,3111250136,1065.89,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire VRU,Grant Aid and Donations,45022,2215939035,3800,R,Eastleigh Borough Council
Hampshire County Council,Adults' Health and Care,Hampshire VRU,Other Services,45017,2215949304,14373,R,Office of the Police and Crime
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45030,2215944345,2029.2,R,Advanced Seating Solutions
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45017,2215938308,4420,R,WEALDEN REHAB
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45029,2215942759,3083,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45022,2215938130,681,R,G & S SMIRTHWAITE LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45029,2215942491,5950,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45041,2215964710,1260,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45044,2215970129,4104.95,R,Advanced Seating Solutions
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45044,2215970131,2964,R,Advanced Seating Solutions
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215934292,2784,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45019,2215934490,920,R,Attainability UK Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45020,2215936305,940,R,Attainability UK Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45020,2215936305,940,R,Attainability UK Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45020,2215936305,695,R,Attainability UK Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45020,2215936476,545.3,R,Care & Independence Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45021,2215937917,505.4,R,Care & Independence Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45044,2215968613,545.3,R,Care & Independence Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215938755,12151.25,R,CENTROBED LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45022,2215938361,547.6,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45022,2215938364,547.6,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45022,2215938517,547.6,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45030,2215944682,547.6,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45033,2215949659,547.6,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45036,2215958560,547.6,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45041,2215964783,599.29,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45041,2215964786,547.59,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45043,2215967751,599.29,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45043,2215967758,654.36,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45043,2215967760,696.12,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45043,2215967765,599.29,R,D M ORTHOTICS
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45028,2215941100,2262,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45028,2215941101,2928,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45028,2215941103,976,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45036,2215957374,3116,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45036,2215958493,2855,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45037,2215959147,2006,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45044,2215968602,2358,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45044,2215968603,2359,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45033,2215948914,1250,R,Felgains Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45033,2215948916,1847,R,Felgains Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45041,2215964483,883,R,G & S SMIRTHWAITE LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215934431,3761,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215934466,3697,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215934808,501,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45028,2215941102,526,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45028,2215941296,1695,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45036,2215958558,2672,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45040,2215962738,754,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215934382,3361,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215934418,2423.3,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45033,2215948844,1790,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45033,2215948844,895,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45036,2215957366,895,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45017,2215935044,1060,R,Neater Solutions Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45033,2215949901,2188.9,R,Pineapple Contracts
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45022,2215938974,1195,R,Pressure Care Management Limited
