Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45056,3111259259,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45056,3111259260,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45056,3111259261,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Client Affairs,General Fees and Charges,45049,3111250398,745,R,Adult Services
Hampshire County Council,Adults' Health and Care,Connect to Support,Advertising (non staff),45051,2215977064,2481.5,R,McConnells (Midlands) Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,IT Software,45055,2215979664,3000,R,PCG UK Ltd
Hampshire County Council,Adults' Health and Care,Contain Outbreak Management Fund,Hired and Contracted Services,45062,2215989632,4150,R,Social Care Institute for Excellenc
Hampshire County Council,Adults' Health and Care,Contain Outbreak Management Fund,Staff Advertising - General,45058,2215986733,1025,R,Monster Worldwide Ltd
Hampshire County Council,Adults' Health and Care,Contingency-Centrally Held,Grant Aid and Donations,45049,3111250409,43024.28,R,Adult Services
Hampshire County Council,Adults' Health and Care,COVID-19,Cleaning services,45064,2215999674,880,R,Keeping House
Hampshire County Council,Adults' Health and Care,COVID-19,Cleaning services,45064,2215999677,950,R,Keeping House
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45056,3111259245,492861.36,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45056,3111259220,17183.56,R,ENHAM
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45056,3111259248,27227.92,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45056,3111259246,146308.96,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45056,3111259247,165632.12,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Governance & Assurance SMT,Payments to Voluntary bodies,45065,2216000769,62378.5,R,SeAp Advocacy
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45062,2215988973,2223.6,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45062,2215988973,2856.4,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45062,2215988973,1161.8,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45069,2216006184,533.3,R,Polybags Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45069,2216006184,818.4,R,Polybags Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45064,2215999292,1323,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45069,2216006680,4508.2,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45069,2216006680,9388,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45069,2216006680,2163.8,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45069,2216006680,944.4,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Uniform Business Rates,45072,3500254072,3635,R,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45064,2215999290,2600,R,BATHEX LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45056,2215982627,750,R,Hall & Pickles
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45058,2215985750,1380.12,R,BND ABRASIVES & TAPES LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45055,2215980352,3060,R,JEWSON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45057,2215982762,1050,R,MID CHESHIRE FIXING PRODUCTS
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45057,2215982762,3960,R,MID CHESHIRE FIXING PRODUCTS
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45077,2216013542,1017,R,MID CHESHIRE FIXING PRODUCTS
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45077,2216013542,795,R,MID CHESHIRE FIXING PRODUCTS
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45077,2216013542,612.5,R,MID CHESHIRE FIXING PRODUCTS
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Uniform Business Rates,45072,3500254126,1262,R,FAREHAM BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45058,2215984419,5385.2,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45058,2215984420,3280.86,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45058,2215984426,6380.01,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45068,2216003598,3656.11,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216010800,3400,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216010800,1250,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216011153,825,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45062,2215988913,867,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45057,2215983507,1422.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45057,2215983507,709,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45057,2215983507,565.6,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45057,2215983507,509.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45057,2215983569,888.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215986550,16250,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215986552,16250,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45061,2215986999,16250,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45064,2215999315,1260,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45062,2215989936,7449.66,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45063,2215994096,1616.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45063,2215994096,1571.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45063,2215994096,567.1,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45063,2215994548,4966.44,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45065,2216000775,1134.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45068,2216004579,969.9,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45068,2216004579,1964,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45070,2216007538,1544.4,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45071,2216010210,1680,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45076,2216012418,3080,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45076,2216012418,3100,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45076,2216012524,1616.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45076,2216012524,1964,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45056,2215981250,3933.75,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45065,2216002490,1311.25,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45071,2216009048,1375.5,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45065,2216000782,690.4,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45050,2215975131,735,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45056,2215981058,3215,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45056,2215981058,4385,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45069,2216006064,3530,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45048,2215972495,4200,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45048,2215972515,8400,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45049,2215973588,2100,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45049,2215973588,6300,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45056,2215981054,4950,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215979555,1974.75,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215984423,5450,R,OTS LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215979641,531.7,R,Performance Health International Lt
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215979641,502.45,R,Performance Health International Lt
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45050,2215975166,607.14,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215979639,788.2,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215980527,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215980527,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45056,2215981785,1269.65,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215985992,900.7,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215986474,527.21,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215986476,766.43,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45058,2215986546,726.72,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45062,2215988911,689.34,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45062,2215989789,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45065,2216000776,738.22,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45065,2216000780,749.96,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45068,2216004065,1176.88,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45068,2216004117,1176.88,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45070,2216007798,1176.88,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45071,2216009696,1729.06,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216010798,1237.39,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216011155,1042.17,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45077,2216013459,1284.72,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45050,2215975128,758,R,RFID Systems Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45061,2215987923,9075,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45061,2215987923,15125,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216010863,5775,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216010863,4725,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216011778,11550,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216011778,9450,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45050,2215975121,3775,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45050,2215975121,894,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45050,2215975121,915.2,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45055,2215979540,3775,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45062,2215988912,972,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45069,2216006083,3775,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45069,2216006120,1950,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45069,2216006120,2047.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45069,2216006120,972,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45076,2216012940,1140,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45076,2216012940,682.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45072,2216011323,1500.61,R,WEALDEN REHAB
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45058,2215986685,517.8,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45050,2215975103,744.12,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45069,2216005676,1755,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45049,2215974708,531.8,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45061,2215987326,1110.74,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45061,2215987327,852.15,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45061,2215987348,1621.07,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Materials,45069,2216006079,3831.33,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45062,3111261160,2595.1,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45062,3111261200,1065.89,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Gas,45055,3111258422,1796.28,R,TOTALENERGIES GAS & POWER LIMITED
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Gas,45055,3111258447,1418.71,R,TOTALENERGIES GAS & POWER LIMITED
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Service Charges - Premises,45069,3111262273,856.73,R,CCBS
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Service Charges - Premises,45061,3111260148,2058.75,R,MJ MAPP LTD
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45048,2215972209,806,R,Invacare Ltd
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45077,2216013592,3020,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45058,2215986190,782,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45065,2216000781,2798,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45051,2215977062,4273,R,Accro Clearline Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45048,2215973180,526.3,R,Advanced Seating Solutions
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45055,2215980679,3712,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45055,2215980679,2784,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45055,2215980679,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45057,2215983148,4640,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45064,2215999274,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45070,2216008078,6421,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45072,2216011900,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45072,2216011900,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45072,2216011900,1856,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45072,2216011900,5568,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45072,2216011900,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45048,2215971663,587.1,R,Care & Independence Ltd
