Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Havant & EHS,Social Care - Direct Payments,45203,2216192461,672.33,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Havant & EHS,Social Care - Direct Payments,45212,2216204763,653.57,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Havant & EHS,Social Care - Direct Payments,45218,2216216812,1046.74,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC New Forest,Social Care - Direct Payments,45212,2216204633,967.61,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC New Forest,Social Care - Direct Payments,45218,2216217193,578.57,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45205,2216196034,891.43,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45212,2216204456,547.33,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45218,2216214440,781.07,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45218,2216215567,868.71,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45218,2216216793,532.29,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45218,2216217292,514.29,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45223,3111347385,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45223,3111347386,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45223,3111347387,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45223,3111347388,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Connect to Support,Advertising (non staff),45202,2216189507,1276.8,R,McConnells (Midlands) Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,Advertising (non staff),45202,2216189508,778,R,Newsquest Media Group
Hampshire County Council,Adults' Health and Care,Connect to Support,IT Software,45203,2216191287,11250,R,PCG UK Ltd
Hampshire County Council,Adults' Health and Care,Customer Experience & Learning,Purchase of IT Equipment,45211,2216202205,9046.37,R,Respond Group Limited dba Aptean
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45223,3111347428,492861.36,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,DCMHN-111 Leigh Road-Non Del,Reactive Fabric Repairs,45226,3400216232,1747.17,R,TEW BROS LTD
Hampshire County Council,Adults' Health and Care,DCMHN-111 Leigh Road-Non Del,Reactive Fabric Repairs,45226,3400216232,2181.14,R,TEW BROS LTD
Hampshire County Council,Adults' Health and Care,DCMHN-111 Leigh Road-Non Del,Reactive Fabric Repairs,45226,3400216232,2490.98,R,TEW BROS LTD
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Other Services,45215,2216206182,7330,R,Prepaid Financial Services Ltd
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45223,3111347380,9137,R,ENHAM
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45223,3111347449,11046.57,R,ENHAM
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45223,3111347375,60000,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45223,3111347448,22716.6,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45223,3111347455,22716.6,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45223,3111347456,22716.6,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45223,3111347457,22716.6,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45223,3111347374,723767,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45223,3111347445,65869.2,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45223,3111347446,52622.82,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Employment Services-MH/LD/PD,Other Services,45202,2216189458,54550.78,R,WAYS INTO WORK CIC
Hampshire County Council,Adults' Health and Care,Governance & Assurance SMT,Payments to Voluntary bodies,45218,2216218244,62378.5,R,SeAp Advocacy
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45222,2216221933,700.2,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45226,2216226744,992,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45210,2216199701,1111.8,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45210,2216199701,1671.3,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45210,2216199701,951.6,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45225,2216225346,608,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Uniform Business Rates,45225,3500256503,3635,R,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45201,2216187966,3072,R,BATHEX LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45201,2216187966,1800,R,BATHEX LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45218,2216218590,1012.5,R,BATHEX LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45229,2216227615,569.4,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45203,2216191485,539.2,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45209,2216198329,1672,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45209,2216198334,1124.4,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45209,2216198334,1170,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45219,2216218999,1020,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45219,2216218999,1672,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45212,2216203158,4997,R,Hall & Pickles
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45211,2216201984,1020,R,JEWSON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45211,2216202032,3246,R,JEWSON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45218,2216218127,2040,R,JEWSON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Uniform Business Rates,45225,3500256556,1262,R,FAREHAM BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45218,2216217799,2005.12,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45218,2216217808,3480.79,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45209,2216197497,875,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45212,2216204844,810,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45223,2216223440,1350,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202262,761,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202262,627.45,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202262,1342.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202265,1523,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202265,761,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202265,3357,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202265,810.3,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202265,836.6,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45226,2216226767,2701,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45226,2216226767,1141.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45226,2216226767,1678.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45226,2216226792,623.25,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45218,2216217977,2520,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45218,2216218125,10000,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45218,2216218125,10000,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45223,2216223027,8100,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216224710,2520,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45209,2216199209,1277,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45209,2216199209,3230,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45209,2216199209,785.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216199721,775,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216199721,840,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216199732,775.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216199732,839.8,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216201281,588.9,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216201283,720,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216201288,1346.6,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202444,3875,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45222,2216222177,1940,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45222,2216222187,620,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45224,2216224586,5809.65,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216224782,1633.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216225280,620,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216225280,840,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216225280,528.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216229496,4650,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216230727,1522.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216224982,500,R,Enableaid Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45222,2216222188,7280,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216224720,3078,R,INVACARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216230785,3078,R,INVACARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45222,2216222235,1965,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202456,2085,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202456,4170,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45202,2216190205,4939.5,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45215,2216205570,2725,R,OTS LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45201,2216188196,1828.43,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45203,2216192227,1203,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45204,2216193610,1203,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45209,2216198293,977.19,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45210,2216199994,1440.49,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45211,2216202342,1639.8,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45215,2216206709,1524.53,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45216,2216208325,734.51,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45218,2216218194,1470.34,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216229961,1573.41,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216230005,1456.95,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45201,2216188257,12400,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45202,2216190173,1776.6,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45202,2216190174,3720,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45222,2216222203,2555,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45218,2216217800,1359,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45225,2216224709,1887.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216229453,572,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216229453,804.6,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216229453,972,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45230,2216229453,1510,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45219,2216220800,1100,R,Talarmade Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45203,2216191642,1916.49,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45219,2216219132,2935,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45212,2216204846,1579.2,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45212,2216204846,1554.9,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45222,2216222162,3400,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45222,2216222233,2149.75,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45222,2216222224,531.8,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45202,2216189601,517.93,R,WEALDEN REHAB
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Gas,45208,3111338646,922.8,R,TOTALENERGIES GAS & POWER LIMITED
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Vehicles and Plant - Repairs and Main,45203,2216191316,690,R,iTracking Limited
Hampshire County Council,Adults' Health and Care,Health & Safety CRM,Health and Safety Equipment,45202,2216189755,4254.8,R,PHASE TECHNOLOGY LTD
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45224,2216224099,3122,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45223,2216223168,590.81,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45202,2216189788,2674,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45202,2216189800,2731,R,Etac Limited
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45222,2216221561,1093,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45216,2216208065,4569,R,Personal Payments
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45216,2216208075,1196.76,R,Personal Payments
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45205,2216196610,962,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45202,2216190304,2100,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45223,2216223244,959,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45229,2216228253,2657,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45223,2216223330,2612.03,R,Advanced Seating Solutions
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45216,2216208073,673,R,Personal Payments
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45202,2216189902,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45202,2216189902,1856,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45202,2216189903,1856,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45202,2216189903,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45215,2216206678,2784,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45215,2216206684,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45217,2216213003,2601,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45218,2216218268,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45218,2216218268,928,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45218,2216218268,928,R,ARJO LTD
