Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,Contain Outbreak Management Fund,Staff Advertising - General,45078,2216014837,597.5,R,Monster Worldwide Ltd
Hampshire County Council,Adults' Health and Care,COVID 19 - Community Testing,Other Services,45097,2216045906,18585,R,HART DISTRICT COUNCIL
Hampshire County Council,Adults' Health and Care,COVID 19 - Community Testing,Other Services,45097,2216045908,14095.05,R,RUSHMOOR BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,COVID 19 - Community Testing,Payments to Health Authorities,45097,2216045907,6500,R,HART DISTRICT COUNCIL
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45084,3111274382,334441.64,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45084,3111274395,17183.56,R,ENHAM
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45084,3111274425,27227.92,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45084,3111274423,146308.96,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45084,3111274424,165632.12,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,ET-Equip & Tech-LD New Forest,Payments to Carers,45106,3111280063,600,R,Adult Services
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45093,2216036114,1671.3,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45105,2216056742,7350,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45105,2216056742,1694,R,Talley Group Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45090,2216029315,788,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45090,2216029315,688,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45090,2216029315,996,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45084,2216021093,776.8,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45084,2216021093,675,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45107,2216061297,594.6,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Rent,45093,4510268738,16000,R,DTZ DTL Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Uniform Business Rates,45103,3500254674,3635,R,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45098,2216048687,1700,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45104,2216055140,858,R,CONNEVANS LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45104,2216055136,999.8,R,Health and Care
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45079,2216016106,1672,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45084,2216021511,780,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45098,2216048747,1304.16,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45100,2216052409,1170,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45100,2216052409,680,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45084,2216020799,660,R,Hall & Pickles
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45084,2216020799,705,R,Hall & Pickles
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45084,2216020799,735,R,Hall & Pickles
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45103,2216054512,3060,R,JEWSON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Uniform Business Rates,45103,3500254728,1262,R,FAREHAM BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hampshire Adults Safeguarding Board,Hired and Contracted Services,45107,2216059763,1000,R,Personal Payments
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45106,2216058193,3717.4,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45106,2216058201,4279.63,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45106,2216058205,4171.89,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45106,2216058214,3663.29,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216021001,1250,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216021170,551,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216021213,1050,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45097,2216046946,899,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047820,1700,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047820,1600,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047820,1250,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45099,2216049361,1173.16,R,CARDIAC SERVICES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45103,2216054417,1824,R,Care & Independence Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216024400,2091.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216024857,1342.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216024857,1067.1,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216024857,709,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216024857,888.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216024857,674,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216026183,1366.8,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216026183,637.25,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032570,1045.75,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032638,1111,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032638,1414,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032638,709,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032638,711.4,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032638,2685.6,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45097,2216045985,911.2,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45106,2216059064,2222,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45107,2216060917,1333.2,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45085,2216023854,2520,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047749,2856.4,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017529,2100,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017529,1350,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017529,1629,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017529,594.25,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216023410,2520,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45089,2216027482,1524.75,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45091,2216031375,886,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45091,2216031387,2055.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45096,2216040721,1027.6,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047738,969.9,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047738,785.6,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047738,1680,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45098,2216047738,567.1,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45100,2216052554,12416.1,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45100,2216052569,775,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055142,1616.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055142,2520,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055215,563,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45107,2216061051,3875,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216025398,5200,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45092,2216032052,7280,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45096,2216040766,3833.6,R,Etac Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45107,2216061310,999,R,Fortuna.Bambach Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216020338,9645,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216020402,6430,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45096,2216040622,4450,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055257,2085,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055257,4170,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055257,517.6,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45104,2216055257,1333.2,R,MANGAR INTERNATIONAL LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216020701,1833.57,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216025552,1109.06,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216025554,1618.61,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216026687,1498.32,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45090,2216028986,1471.41,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45090,2216028987,1304.07,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45090,2216029589,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45090,2216029589,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45093,2216036247,903.12,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45096,2216040732,1247.66,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45096,2216040845,1367.49,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45103,2216053676,1194.65,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45105,2216057824,891.67,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45106,2216058203,16691.4,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45107,2216061602,1234.4,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017687,2625,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017687,1050,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45082,2216017687,6825,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216023407,682.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216023407,686.4,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216023407,972,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216023407,967.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45084,2216023407,894,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216026233,1144,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45086,2216026233,894,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45093,2216033568,1137.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45093,2216033568,3775,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45090,2216029740,1100,R,Talarmade Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45084,2216023442,1089,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45104,2216055133,2520,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45104,2216055253,1134.2,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45104,2216055253,1616.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45103,2216053671,1840,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45103,2216053671,1840,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45079,2216015863,580,R,LISCLARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45079,2216015863,834,R,LISCLARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45079,2216015863,580,R,LISCLARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45089,2216027269,4374.9,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45089,2216027269,1458.3,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45092,2216032085,3888.8,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45092,2216032089,1701.35,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45092,2216032664,4861,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45093,2216036191,2430.5,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45100,2216051157,1458.3,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45104,2216055144,3888.8,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45104,2216056163,5833.2,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45104,2216056306,3402.7,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45097,2216047009,1449,R,SEAWARD LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45092,2216032034,925.19,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45092,2216032035,1381.47,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45085,3111275942,1823.62,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45085,3111276009,944.56,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45103,3111279027,1688.79,R,NPOWER
